'Elapsed time','II','III','V','ABP'
'183:21:13.120',-,-0.011,-,67.080
'183:21:13.128',-,-0.011,-,65.520
'183:21:13.136',-,-0.011,-,65.520
'183:21:13.144',-,-0.011,-,64.680
'183:21:13.152',-,-0.011,-,64.680
'183:21:13.160',-,-0.011,-,64.680
'183:21:13.168',-,0.000,-,64.680
'183:21:13.176',-,0.000,-,64.680
'183:21:13.184',-,0.000,-,63.960
'183:21:13.192',-,0.000,-,63.960
'183:21:13.200',-,-0.011,-,63.120
'183:21:13.208',-,-0.011,-,62.280
'183:21:13.216',-,-0.011,-,62.280
'183:21:13.224',-,-0.011,-,61.560
'183:21:13.232',-,-0.011,-,60.720
'183:21:13.240',-,-0.011,-,59.880
'183:21:13.248',-,-0.011,-,59.880
'183:21:13.256',-,-0.011,-,59.160
'183:21:13.264',-,-0.011,-,58.320
'183:21:13.272',-,-0.011,-,57.480
'183:21:13.280',-,-0.011,-,56.760
'183:21:13.288',-,-0.011,-,55.920
'183:21:13.296',-,-0.011,-,55.080
'183:21:13.304',-,-0.011,-,55.080
'183:21:13.312',-,-0.011,-,54.360
'183:21:13.320',-,-0.011,-,54.360
'183:21:13.328',-,-0.011,-,53.520
'183:21:13.336',-,-0.011,-,53.520
'183:21:13.344',-,-0.011,-,52.680
'183:21:13.352',-,-0.022,-,52.680
'183:21:13.360',-,-0.033,-,51.960
'183:21:13.368',-,-0.033,-,51.960
'183:21:13.376',-,0.098,-,51.120
'183:21:13.384',-,0.359,-,51.120
'183:21:13.392',-,0.587,-,51.120
'183:21:13.400',-,0.598,-,50.280
'183:21:13.408',-,0.326,-,50.280
'183:21:13.416',-,0.109,-,49.560
'183:21:13.424',-,0.000,-,49.560
'183:21:13.432',-,-0.022,-,48.720
'183:21:13.440',-,-0.033,-,48.720
'183:21:13.448',-,-0.043,-,48.720
'183:21:13.456',-,-0.043,-,47.880
'183:21:13.464',-,-0.054,-,47.880
'183:21:13.472',-,-0.054,-,47.880
'183:21:13.480',-,-0.054,-,47.880
'183:21:13.488',-,-0.043,-,47.880
'183:21:13.496',-,-0.043,-,48.720
'183:21:13.504',-,-0.043,-,50.280
'183:21:13.512',-,-0.043,-,53.520
'183:21:13.520',-,-0.043,-,58.320
'183:21:13.528',-,-0.033,-,64.680
'183:21:13.536',-,-0.033,-,71.880
'183:21:13.544',-,-0.033,-,78.360
'183:21:13.552',-,-0.033,-,83.880
'183:21:13.560',-,-0.022,-,88.680
'183:21:13.568',-,-0.022,-,91.920
'183:21:13.576',-,-0.022,-,93.480
'183:21:13.584',-,-0.022,-,95.160
'183:21:13.592',-,-0.022,-,95.880
'183:21:13.600',-,-0.022,-,95.880
'183:21:13.608',-,-0.022,-,95.880
'183:21:13.616',-,-0.022,-,95.880
'183:21:13.624',-,-0.022,-,95.880
'183:21:13.632',-,-0.033,-,95.880
'183:21:13.640',-,-0.022,-,95.160
'183:21:13.648',-,-0.022,-,95.160
'183:21:13.656',-,-0.022,-,95.160
'183:21:13.664',-,-0.022,-,95.160
'183:21:13.672',-,-0.022,-,94.320
'183:21:13.680',-,-0.022,-,94.320
'183:21:13.688',-,-0.022,-,94.320
'183:21:13.696',-,-0.011,-,93.480
'183:21:13.704',-,-0.011,-,93.480
'183:21:13.712',-,-0.022,-,92.760
'183:21:13.720',-,-0.022,-,91.920
'183:21:13.728',-,-0.022,-,91.080
'183:21:13.736',-,-0.022,-,89.520
'183:21:13.744',-,-0.022,-,87.960
'183:21:13.752',-,-0.022,-,86.280
'183:21:13.760',-,-0.022,-,83.880
'183:21:13.768',-,-0.022,-,81.480
'183:21:13.776',-,-0.022,-,78.360
'183:21:13.784',-,-0.022,-,75.120
'183:21:13.792',-,-0.011,-,71.880
'183:21:13.800',-,0.000,-,69.480
'183:21:13.808',-,0.000,-,67.080
'183:21:13.816',-,-0.011,-,65.520
'183:21:13.824',-,0.000,-,65.520
'183:21:13.832',-,0.000,-,64.680
'183:21:13.840',-,0.000,-,64.680
'183:21:13.848',-,-0.011,-,64.680
'183:21:13.856',-,-0.011,-,63.960
'183:21:13.864',-,-0.011,-,63.960
'183:21:13.872',-,-0.011,-,63.960
'183:21:13.880',-,-0.022,-,63.120
'183:21:13.888',-,-0.022,-,63.120
'183:21:13.896',-,-0.022,-,62.280
'183:21:13.904',-,-0.022,-,62.280
'183:21:13.912',-,-0.022,-,61.560
'183:21:13.920',-,-0.011,-,60.720
'183:21:13.928',-,-0.011,-,59.880
'183:21:13.936',-,-0.011,-,59.880
'183:21:13.944',-,-0.011,-,59.160
'183:21:13.952',-,-0.011,-,58.320
'183:21:13.960',-,-0.011,-,57.480
'183:21:13.968',-,-0.011,-,56.760
'183:21:13.976',-,-0.022,-,55.920
'183:21:13.984',-,-0.033,-,55.920
'183:21:13.992',-,0.109,-,55.080
'183:21:14.000',-,0.391,-,54.360
'183:21:14.008',-,0.587,-,54.360
'183:21:14.016',-,0.598,-,53.520
'183:21:14.024',-,0.315,-,53.520
'183:21:14.032',-,0.098,-,53.520
'183:21:14.040',-,-0.011,-,52.680
'183:21:14.048',-,-0.033,-,52.680
'183:21:14.056',-,-0.043,-,51.960
'183:21:14.064',-,-0.043,-,51.960
'183:21:14.072',-,-0.043,-,51.960
'183:21:14.080',-,-0.054,-,51.120
'183:21:14.088',-,-0.054,-,51.120
'183:21:14.096',-,-0.054,-,51.120
'183:21:14.104',-,-0.043,-,51.960
'183:21:14.112',-,-0.043,-,53.520
'183:21:14.120',-,-0.043,-,55.920
'183:21:14.128',-,-0.043,-,60.720
'183:21:14.136',-,-0.043,-,67.080
'183:21:14.144',-,-0.043,-,74.280
'183:21:14.152',-,-0.043,-,81.480
'183:21:14.160',-,-0.043,-,87.960
'183:21:14.168',-,-0.043,-,92.760
'183:21:14.176',-,-0.033,-,95.880
'183:21:14.184',-,-0.033,-,98.280
'183:21:14.192',-,-0.033,-,99.960
'183:21:14.200',-,-0.033,-,100.680
'183:21:14.208',-,-0.033,-,100.680
'183:21:14.216',-,-0.033,-,100.680
'183:21:14.224',-,-0.033,-,99.960
'183:21:14.232',-,-0.022,-,99.960
'183:21:14.240',-,-0.022,-,99.120
'183:21:14.248',-,-0.033,-,99.120
'183:21:14.256',-,-0.033,-,98.280
'183:21:14.264',-,-0.033,-,98.280
'183:21:14.272',-,-0.033,-,97.560
'183:21:14.280',-,-0.033,-,97.560
'183:21:14.288',-,-0.022,-,97.560
'183:21:14.296',-,-0.022,-,96.720
'183:21:14.304',-,-0.022,-,96.720
'183:21:14.312',-,-0.022,-,95.880
'183:21:14.320',-,-0.022,-,95.160
'183:21:14.328',-,-0.022,-,94.320
'183:21:14.336',-,-0.022,-,93.480
'183:21:14.344',-,-0.022,-,91.920
'183:21:14.352',-,-0.022,-,90.360
'183:21:14.360',-,-0.022,-,88.680
'183:21:14.368',-,-0.022,-,86.280
'183:21:14.376',-,-0.022,-,83.160
'183:21:14.384',-,-0.022,-,79.920
'183:21:14.392',-,-0.022,-,75.960
'183:21:14.400',-,-0.022,-,73.560
'183:21:14.408',-,-0.011,-,71.160
'183:21:14.416',-,-0.011,-,68.760
'183:21:14.424',-,-0.011,-,67.920
'183:21:14.432',-,-0.022,-,67.080
'183:21:14.440',-,-0.022,-,67.080
'183:21:14.448',-,-0.022,-,67.080
'183:21:14.456',-,-0.022,-,67.080
'183:21:14.464',-,-0.022,-,67.080
'183:21:14.472',-,-0.022,-,66.360
'183:21:14.480',-,-0.022,-,66.360
'183:21:14.488',-,-0.022,-,65.520
'183:21:14.496',-,-0.011,-,65.520
'183:21:14.504',-,-0.011,-,64.680
'183:21:14.512',-,-0.022,-,63.960
'183:21:14.520',-,-0.022,-,63.120
'183:21:14.528',-,-0.022,-,62.280
'183:21:14.536',-,-0.011,-,62.280
'183:21:14.544',-,-0.011,-,61.560
'183:21:14.552',-,-0.011,-,60.720
'183:21:14.560',-,-0.022,-,59.880
'183:21:14.568',-,-0.022,-,59.160
'183:21:14.576',-,-0.022,-,58.320
'183:21:14.584',-,-0.022,-,57.480
'183:21:14.592',-,-0.022,-,57.480
'183:21:14.600',-,-0.022,-,56.760
'183:21:14.608',-,-0.022,-,55.920
'183:21:14.616',-,-0.022,-,55.920
'183:21:14.624',-,-0.022,-,55.080
'183:21:14.632',-,-0.022,-,55.080
'183:21:14.640',-,-0.022,-,54.360
'183:21:14.648',-,-0.033,-,54.360
'183:21:14.656',-,-0.033,-,54.360
'183:21:14.664',-,0.033,-,53.520
'183:21:14.672',-,0.272,-,53.520
'183:21:14.680',-,0.522,-,52.680
'183:21:14.688',-,0.587,-,52.680
'183:21:14.696',-,0.370,-,51.960
'183:21:14.704',-,0.141,-,51.960
'183:21:14.712',-,0.011,-,51.960
'183:21:14.720',-,-0.033,-,51.120
'183:21:14.728',-,-0.043,-,51.120
'183:21:14.736',-,-0.043,-,51.120
'183:21:14.744',-,-0.054,-,50.280
'183:21:14.752',-,-0.054,-,50.280
'183:21:14.760',-,-0.054,-,50.280
'183:21:14.768',-,-0.043,-,50.280
'183:21:14.776',-,-0.043,-,51.960
'183:21:14.784',-,-0.054,-,54.360
'183:21:14.792',-,-0.054,-,59.160
'183:21:14.800',-,-0.054,-,65.520
'183:21:14.808',-,-0.054,-,74.280
'183:21:14.816',-,-0.054,-,82.320
'183:21:14.824',-,-0.043,-,89.520
'183:21:14.832',-,-0.043,-,95.160
'183:21:14.840',-,-0.043,-,99.120
'183:21:14.848',-,-0.043,-,101.520
'183:21:14.856',-,-0.043,-,103.080
'183:21:14.864',-,-0.043,-,103.920
'183:21:14.872',-,-0.033,-,103.920
'183:21:14.880',-,-0.033,-,103.920
'183:21:14.888',-,-0.033,-,103.920
'183:21:14.896',-,-0.033,-,103.920
'183:21:14.904',-,-0.033,-,103.080
'183:21:14.912',-,-0.033,-,103.080
'183:21:14.920',-,-0.022,-,102.360
'183:21:14.928',-,-0.022,-,102.360
'183:21:14.936',-,-0.033,-,102.360
'183:21:14.944',-,-0.043,-,102.360
'183:21:14.952',-,-0.043,-,102.360
'183:21:14.960',-,-0.043,-,102.360
'183:21:14.968',-,-0.033,-,102.360
'183:21:14.976',-,-0.033,-,101.520
'183:21:14.984',-,-0.033,-,100.680
'183:21:14.992',-,-0.033,-,99.960
'183:21:15.000',-,-0.022,-,98.280
'183:21:15.008',-,-0.022,-,97.560
'183:21:15.016',-,-0.022,-,95.880
'183:21:15.024',-,-0.022,-,94.320
'183:21:15.032',-,-0.022,-,91.920
'183:21:15.040',-,-0.011,-,89.520
'183:21:15.048',-,-0.011,-,86.280
'183:21:15.056',-,-0.011,-,83.160
'183:21:15.064',-,-0.011,-,79.080
'183:21:15.072',-,-0.011,-,75.960
'183:21:15.080',-,-0.022,-,72.720
'183:21:15.088',-,-0.022,-,71.160
'183:21:15.096',-,-0.022,-,69.480
'183:21:15.104',-,-0.022,-,68.760
'183:21:15.112',-,-0.022,-,67.920
'183:21:15.120',-,-0.011,-,67.920
'183:21:15.128',-,-0.011,-,67.920
'183:21:15.136',-,-0.011,-,67.080
'183:21:15.144',-,-0.011,-,67.080
'183:21:15.152',-,-0.011,-,67.080
'183:21:15.160',-,-0.011,-,66.360
'183:21:15.168',-,-0.011,-,65.520
'183:21:15.176',-,-0.011,-,65.520
'183:21:15.184',-,-0.011,-,64.680
'183:21:15.192',-,0.000,-,63.960
'183:21:15.200',-,-0.011,-,63.120
'183:21:15.208',-,-0.011,-,62.280
'183:21:15.216',-,-0.011,-,61.560
'183:21:15.224',-,-0.011,-,60.720
'183:21:15.232',-,-0.011,-,59.880
'183:21:15.240',-,-0.011,-,59.160
'183:21:15.248',-,-0.022,-,58.320
'183:21:15.256',-,-0.022,-,58.320
'183:21:15.264',-,-0.011,-,57.480
'183:21:15.272',-,-0.011,-,56.760
'183:21:15.280',-,0.000,-,55.920
'183:21:15.288',-,0.000,-,55.920
'183:21:15.296',-,0.000,-,55.080
'183:21:15.304',-,0.000,-,55.080
'183:21:15.312',-,0.000,-,54.360
'183:21:15.320',-,-0.011,-,54.360
'183:21:15.328',-,-0.011,-,53.520
'183:21:15.336',-,0.000,-,53.520
'183:21:15.344',-,-0.011,-,52.680
'183:21:15.352',-,-0.022,-,52.680
'183:21:15.360',-,-0.022,-,51.960
'183:21:15.368',-,0.130,-,51.960
'183:21:15.376',-,0.402,-,51.120
'183:21:15.384',-,0.587,-,51.120
'183:21:15.392',-,0.511,-,50.280
'183:21:15.400',-,0.272,-,50.280
'183:21:15.408',-,0.065,-,50.280
'183:21:15.416',-,-0.011,-,49.560
'183:21:15.424',-,-0.033,-,49.560
'183:21:15.432',-,-0.033,-,49.560
'183:21:15.440',-,-0.043,-,48.720
'183:21:15.448',-,-0.043,-,48.720
'183:21:15.456',-,-0.043,-,48.720
'183:21:15.464',-,-0.043,-,47.880
'183:21:15.472',-,-0.033,-,48.720
'183:21:15.480',-,-0.033,-,50.280
'183:21:15.488',-,-0.033,-,53.520
'183:21:15.496',-,-0.033,-,59.160
'183:21:15.504',-,-0.043,-,65.520
'183:21:15.512',-,-0.043,-,73.560
'183:21:15.520',-,-0.043,-,81.480
'183:21:15.528',-,-0.043,-,88.680
'183:21:15.536',-,-0.043,-,94.320
'183:21:15.544',-,-0.033,-,97.560
'183:21:15.552',-,-0.033,-,99.960
'183:21:15.560',-,-0.033,-,101.520
'183:21:15.568',-,-0.033,-,102.360
'183:21:15.576',-,-0.033,-,102.360
'183:21:15.584',-,-0.022,-,102.360
'183:21:15.592',-,-0.022,-,102.360
'183:21:15.600',-,-0.022,-,101.520
'183:21:15.608',-,-0.022,-,100.680
'183:21:15.616',-,-0.022,-,100.680
'183:21:15.624',-,-0.022,-,100.680
'183:21:15.632',-,-0.022,-,99.960
'183:21:15.640',-,-0.022,-,99.960
'183:21:15.648',-,-0.022,-,99.960
'183:21:15.656',-,-0.033,-,99.960
'183:21:15.664',-,-0.033,-,99.120
'183:21:15.672',-,-0.033,-,99.120
'183:21:15.680',-,-0.022,-,98.280
'183:21:15.688',-,-0.022,-,97.560
'183:21:15.696',-,-0.022,-,96.720
'183:21:15.704',-,-0.011,-,95.880
'183:21:15.712',-,-0.011,-,94.320
'183:21:15.720',-,-0.011,-,92.760
'183:21:15.728',-,0.000,-,91.080
'183:21:15.736',-,0.000,-,88.680
'183:21:15.744',-,0.000,-,85.560
'183:21:15.752',-,0.000,-,82.320
'183:21:15.760',-,0.000,-,78.360
'183:21:15.768',-,0.000,-,75.120
'183:21:15.776',-,0.000,-,71.880
'183:21:15.784',-,0.000,-,70.320
'183:21:15.792',-,0.000,-,68.760
'183:21:15.800',-,0.000,-,67.920
'183:21:15.808',-,-0.011,-,67.080
'183:21:15.816',-,-0.011,-,67.080
'183:21:15.824',-,-0.011,-,67.080
'183:21:15.832',-,-0.011,-,66.360
'183:21:15.840',-,-0.011,-,66.360
'183:21:15.848',-,-0.011,-,66.360
'183:21:15.856',-,-0.011,-,65.520
'183:21:15.864',-,-0.011,-,64.680
'183:21:15.872',-,-0.011,-,64.680
'183:21:15.880',-,0.000,-,63.960
'183:21:15.888',-,0.000,-,63.120
'183:21:15.896',-,0.000,-,62.280
'183:21:15.904',-,0.000,-,61.560
'183:21:15.912',-,0.000,-,60.720
'183:21:15.920',-,0.000,-,59.880
'183:21:15.928',-,0.000,-,59.160
'183:21:15.936',-,0.000,-,58.320
'183:21:15.944',-,-0.011,-,57.480
'183:21:15.952',-,-0.011,-,57.480
'183:21:15.960',-,-0.022,-,56.760
'183:21:15.968',-,-0.022,-,55.920
'183:21:15.976',-,-0.022,-,55.920
'183:21:15.984',-,-0.022,-,55.080
'183:21:15.992',-,-0.022,-,55.080
'183:21:16.000',-,-0.022,-,54.360
'183:21:16.008',-,-0.011,-,54.360
'183:21:16.016',-,-0.011,-,53.520
'183:21:16.024',-,0.000,-,53.520
'183:21:16.032',-,0.000,-,52.680
'183:21:16.040',-,0.000,-,52.680
'183:21:16.048',-,0.000,-,51.960
'183:21:16.056',-,0.011,-,51.960
'183:21:16.064',-,0.011,-,51.120
'183:21:16.072',-,0.011,-,51.120
'183:21:16.080',-,0.000,-,50.280
'183:21:16.088',-,0.000,-,50.280
'183:21:16.096',-,0.000,-,50.280
'183:21:16.104',-,0.000,-,49.560
'183:21:16.112',-,0.000,-,49.560
'183:21:16.120',-,-0.011,-,48.720
'183:21:16.128',-,-0.011,-,48.720
'183:21:16.136',-,-0.011,-,48.720
'183:21:16.144',-,-0.011,-,47.880
'183:21:16.152',-,-0.011,-,47.880
'183:21:16.160',-,-0.011,-,47.880
'183:21:16.168',-,-0.011,-,47.160
'183:21:16.176',-,-0.011,-,47.160
'183:21:16.184',-,0.000,-,47.160
'183:21:16.192',-,0.000,-,46.320
'183:21:16.200',-,0.000,-,46.320
'183:21:16.208',-,0.000,-,46.320
'183:21:16.216',-,-0.011,-,45.480
'183:21:16.224',-,0.043,-,45.480
'183:21:16.232',-,0.250,-,45.480
'183:21:16.240',-,0.511,-,44.760
'183:21:16.248',-,0.587,-,44.760
'183:21:16.256',-,0.424,-,44.760
'183:21:16.264',-,0.185,-,44.760
'183:21:16.272',-,0.033,-,43.920
'183:21:16.280',-,-0.022,-,43.920
'183:21:16.288',-,-0.033,-,43.920
'183:21:16.296',-,-0.043,-,43.920
'183:21:16.304',-,-0.043,-,43.920
'183:21:16.312',-,-0.043,-,43.080
'183:21:16.320',-,-0.043,-,43.080
'183:21:16.328',-,-0.033,-,43.920
'183:21:16.336',-,-0.033,-,45.480
'183:21:16.344',-,-0.033,-,47.880
'183:21:16.352',-,-0.022,-,52.680
'183:21:16.360',-,-0.022,-,59.880
'183:21:16.368',-,-0.022,-,67.920
'183:21:16.376',-,-0.022,-,76.680
'183:21:16.384',-,-0.022,-,83.880
'183:21:16.392',-,-0.022,-,90.360
'183:21:16.400',-,-0.022,-,94.320
'183:21:16.408',-,-0.022,-,97.560
'183:21:16.416',-,-0.022,-,99.960
'183:21:16.424',-,-0.022,-,100.680
'183:21:16.432',-,-0.022,-,101.520
'183:21:16.440',-,-0.022,-,101.520
'183:21:16.448',-,-0.022,-,101.520
'183:21:16.456',-,-0.022,-,101.520
'183:21:16.464',-,-0.022,-,101.520
'183:21:16.472',-,-0.022,-,101.520
'183:21:16.480',-,-0.022,-,100.680
'183:21:16.488',-,-0.022,-,100.680
'183:21:16.496',-,-0.033,-,100.680
'183:21:16.504',-,-0.033,-,100.680
'183:21:16.512',-,-0.033,-,100.680
'183:21:16.520',-,-0.033,-,100.680
'183:21:16.528',-,-0.033,-,99.960
'183:21:16.536',-,-0.022,-,99.960
'183:21:16.544',-,-0.022,-,99.120
'183:21:16.552',-,-0.022,-,98.280
'183:21:16.560',-,-0.011,-,97.560
'183:21:16.568',-,-0.011,-,96.720
'183:21:16.576',-,-0.011,-,95.160
'183:21:16.584',-,-0.011,-,93.480
'183:21:16.592',-,-0.011,-,91.080
'183:21:16.600',-,-0.011,-,88.680
'183:21:16.608',-,-0.011,-,85.560
'183:21:16.616',-,-0.011,-,82.320
'183:21:16.624',-,-0.011,-,78.360
'183:21:16.632',-,0.000,-,75.120
'183:21:16.640',-,0.000,-,71.880
'183:21:16.648',-,0.000,-,70.320
'183:21:16.656',-,0.000,-,68.760
'183:21:16.664',-,0.000,-,67.920
'183:21:16.672',-,0.000,-,67.920
'183:21:16.680',-,0.000,-,67.080
'183:21:16.688',-,0.000,-,67.080
'183:21:16.696',-,0.000,-,67.080
'183:21:16.704',-,0.000,-,67.080
'183:21:16.712',-,-0.011,-,66.360
'183:21:16.720',-,0.000,-,66.360
'183:21:16.728',-,0.000,-,65.520
'183:21:16.736',-,0.000,-,64.680
'183:21:16.744',-,0.000,-,64.680
'183:21:16.752',-,0.000,-,63.960
'183:21:16.760',-,0.000,-,63.120
'183:21:16.768',-,0.000,-,62.280
'183:21:16.776',-,0.000,-,61.560
'183:21:16.784',-,0.000,-,60.720
'183:21:16.792',-,0.000,-,59.880
'183:21:16.800',-,0.000,-,59.160
'183:21:16.808',-,0.000,-,58.320
'183:21:16.816',-,0.000,-,58.320
'183:21:16.824',-,0.000,-,57.480
'183:21:16.832',-,0.000,-,56.760
'183:21:16.840',-,0.000,-,55.920
'183:21:16.848',-,0.000,-,55.920
'183:21:16.856',-,0.000,-,55.080
'183:21:16.864',-,0.000,-,55.080
'183:21:16.872',-,0.000,-,54.360
'183:21:16.880',-,0.000,-,54.360
'183:21:16.888',-,0.000,-,53.520
'183:21:16.896',-,0.000,-,53.520
'183:21:16.904',-,0.000,-,52.680
'183:21:16.912',-,-0.011,-,52.680
'183:21:16.920',-,-0.022,-,51.960
'183:21:16.928',-,-0.022,-,51.960
'183:21:16.936',-,0.065,-,51.960
'183:21:16.944',-,0.315,-,51.120
'183:21:16.952',-,0.554,-,51.120
'183:21:16.960',-,0.587,-,50.280
'183:21:16.968',-,0.348,-,50.280
'183:21:16.976',-,0.130,-,50.280
'183:21:16.984',-,0.011,-,49.560
'183:21:16.992',-,-0.022,-,49.560
'183:21:17.000',-,-0.033,-,48.720
'183:21:17.008',-,-0.033,-,48.720
'183:21:17.016',-,-0.043,-,48.720
'183:21:17.024',-,-0.043,-,47.880
'183:21:17.032',-,-0.043,-,47.880
'183:21:17.040',-,-0.043,-,47.880
'183:21:17.048',-,-0.043,-,48.720
'183:21:17.056',-,-0.043,-,51.120
'183:21:17.064',-,-0.043,-,54.360
'183:21:17.072',-,-0.043,-,59.880
'183:21:17.080',-,-0.033,-,66.360
'183:21:17.088',-,-0.033,-,74.280
'183:21:17.096',-,-0.022,-,81.480
'183:21:17.104',-,-0.022,-,87.960
'183:21:17.112',-,-0.022,-,92.760
'183:21:17.120',-,-0.022,-,96.720
'183:21:17.128',-,-0.022,-,99.120
'183:21:17.136',-,-0.022,-,99.960
'183:21:17.144',-,-0.022,-,100.680
'183:21:17.152',-,-0.022,-,101.520
'183:21:17.160',-,-0.022,-,101.520
'183:21:17.168',-,-0.022,-,101.520
'183:21:17.176',-,-0.022,-,100.680
'183:21:17.184',-,-0.022,-,100.680
'183:21:17.192',-,-0.022,-,100.680
'183:21:17.200',-,-0.033,-,99.960
'183:21:17.208',-,-0.022,-,99.960
'183:21:17.216',-,-0.022,-,99.960
'183:21:17.224',-,-0.022,-,99.960
'183:21:17.232',-,-0.022,-,99.960
'183:21:17.240',-,-0.022,-,99.960
'183:21:17.248',-,-0.022,-,99.120
'183:21:17.256',-,-0.011,-,99.120
'183:21:17.264',-,-0.011,-,98.280
'183:21:17.272',-,-0.011,-,97.560
'183:21:17.280',-,-0.011,-,95.880
'183:21:17.288',-,-0.011,-,95.160
'183:21:17.296',-,-0.011,-,93.480
'183:21:17.304',-,-0.011,-,91.080
'183:21:17.312',-,-0.011,-,88.680
'183:21:17.320',-,-0.011,-,85.560
'183:21:17.328',-,-0.011,-,82.320
'183:21:17.336',-,-0.011,-,78.360
'183:21:17.344',-,-0.011,-,75.120
'183:21:17.352',-,-0.011,-,71.880
'183:21:17.360',-,-0.011,-,70.320
'183:21:17.368',-,-0.011,-,69.480
'183:21:17.376',-,0.000,-,68.760
'183:21:17.384',-,0.000,-,67.920
'183:21:17.392',-,0.000,-,67.920
'183:21:17.400',-,0.000,-,67.920
'183:21:17.408',-,0.000,-,67.080
'183:21:17.416',-,0.000,-,67.080
'183:21:17.424',-,0.000,-,66.360
'183:21:17.432',-,0.000,-,66.360
'183:21:17.440',-,0.000,-,65.520
'183:21:17.448',-,0.000,-,64.680
'183:21:17.456',-,-0.011,-,64.680
'183:21:17.464',-,-0.011,-,63.960
'183:21:17.472',-,-0.011,-,63.120
'183:21:17.480',-,-0.011,-,62.280
'183:21:17.488',-,-0.011,-,61.560
'183:21:17.496',-,-0.011,-,60.720
'183:21:17.504',-,-0.011,-,59.880
'183:21:17.512',-,-0.011,-,59.160
'183:21:17.520',-,-0.011,-,58.320
'183:21:17.528',-,0.000,-,58.320
'183:21:17.536',-,0.000,-,57.480
'183:21:17.544',-,0.000,-,56.760
'183:21:17.552',-,0.000,-,56.760
'183:21:17.560',-,0.000,-,55.920
'183:21:17.568',-,-0.011,-,55.920
'183:21:17.576',-,-0.011,-,55.080
'183:21:17.584',-,-0.011,-,55.080
'183:21:17.592',-,-0.011,-,54.360
'183:21:17.600',-,-0.022,-,54.360
'183:21:17.608',-,-0.033,-,53.520
'183:21:17.616',-,-0.011,-,53.520
'183:21:17.624',-,0.141,-,52.680
'183:21:17.632',-,0.413,-,52.680
'183:21:17.640',-,0.587,-,51.960
'183:21:17.648',-,0.500,-,51.960
'183:21:17.656',-,0.261,-,51.120
'183:21:17.664',-,0.065,-,51.120
'183:21:17.672',-,0.000,-,50.280
'183:21:17.680',-,-0.022,-,50.280
'183:21:17.688',-,-0.033,-,50.280
'183:21:17.696',-,-0.043,-,49.560
'183:21:17.704',-,-0.043,-,49.560
'183:21:17.712',-,-0.043,-,49.560
'183:21:17.720',-,-0.043,-,49.560
'183:21:17.728',-,-0.043,-,49.560
'183:21:17.736',-,-0.043,-,51.120
'183:21:17.744',-,-0.043,-,53.520
'183:21:17.752',-,-0.043,-,58.320
'183:21:17.760',-,-0.043,-,63.960
'183:21:17.768',-,-0.043,-,71.880
'183:21:17.776',-,-0.043,-,79.080
'183:21:17.784',-,-0.043,-,86.280
'183:21:17.792',-,-0.033,-,91.920
'183:21:17.800',-,-0.033,-,96.720
'183:21:17.808',-,-0.022,-,99.120
'183:21:17.816',-,-0.022,-,101.520
'183:21:17.824',-,-0.022,-,102.360
'183:21:17.832',-,-0.022,-,103.080
'183:21:17.840',-,-0.022,-,103.080
'183:21:17.848',-,-0.022,-,103.080
'183:21:17.856',-,-0.022,-,103.080
'183:21:17.864',-,-0.022,-,102.360
'183:21:17.872',-,-0.022,-,102.360
'183:21:17.880',-,-0.033,-,102.360
'183:21:17.888',-,-0.033,-,101.520
'183:21:17.896',-,-0.033,-,101.520
'183:21:17.904',-,-0.033,-,101.520
'183:21:17.912',-,-0.033,-,101.520
'183:21:17.920',-,-0.033,-,101.520
'183:21:17.928',-,-0.033,-,100.680
'183:21:17.936',-,-0.033,-,100.680
'183:21:17.944',-,-0.022,-,99.960
'183:21:17.952',-,-0.011,-,98.280
'183:21:17.960',-,-0.011,-,97.560
'183:21:17.968',-,-0.011,-,96.720
'183:21:17.976',-,0.000,-,95.160
'183:21:17.984',-,0.000,-,92.760
'183:21:17.992',-,0.000,-,90.360
'183:21:18.000',-,-0.011,-,87.960
