'Elapsed time','I','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'7:01:20.112',-,-0.040,-,-,-0.016,-,-,72.800,29.880
'7:01:20.120',-,-0.048,-,-,-0.040,-,-,71.200,29.880
'7:01:20.128',-,-0.032,-,-,-0.040,-,-,68.800,29.520
'7:01:20.136',-,-0.048,-,-,-0.040,-,-,66.400,29.520
'7:01:20.144',-,-0.016,-,-,0.000,-,-,64.000,29.160
'7:01:20.152',-,-0.096,-,-,-0.040,-,-,61.600,28.680
'7:01:20.160',-,-0.128,-,-,-0.080,-,-,59.200,28.320
'7:01:20.168',-,0.224,-,-,0.056,-,-,58.400,28.320
'7:01:20.176',-,0.520,-,-,0.256,-,-,56.800,28.320
'7:01:20.184',-,0.200,-,-,0.176,-,-,56.000,28.320
'7:01:20.192',-,-0.248,-,-,-0.080,-,-,56.000,28.320
'7:01:20.200',-,-0.312,-,-,-0.176,-,-,56.000,28.320
'7:01:20.208',-,0.016,-,-,-0.056,-,-,54.400,28.320
'7:01:20.216',-,0.080,-,-,0.000,-,-,53.600,27.480
'7:01:20.224',-,0.024,-,-,0.000,-,-,53.600,27.120
'7:01:20.232',-,0.008,-,-,0.000,-,-,52.000,27.120
'7:01:20.240',-,0.000,-,-,0.000,-,-,52.000,27.960
'7:01:20.248',-,-0.008,-,-,-0.016,-,-,51.200,29.160
'7:01:20.256',-,0.000,-,-,0.000,-,-,52.000,31.080
'7:01:20.264',-,-0.016,-,-,-0.016,-,-,53.600,33.120
'7:01:20.272',-,0.000,-,-,-0.016,-,-,56.800,35.160
'7:01:20.280',-,0.000,-,-,0.000,-,-,60.800,36.720
'7:01:20.288',-,0.000,-,-,0.000,-,-,66.400,37.920
'7:01:20.296',-,-0.016,-,-,0.000,-,-,71.200,39.120
'7:01:20.304',-,0.000,-,-,-0.016,-,-,77.600,39.960
'7:01:20.312',-,-0.008,-,-,-0.016,-,-,82.400,41.160
'7:01:20.320',-,-0.016,-,-,0.000,-,-,88.800,42.360
'7:01:20.328',-,0.000,-,-,0.000,-,-,93.600,43.080
'7:01:20.336',-,-0.016,-,-,-0.016,-,-,94.400,43.560
'7:01:20.344',-,0.000,-,-,0.000,-,-,93.600,44.280
'7:01:20.352',-,-0.024,-,-,-0.016,-,-,89.600,44.280
'7:01:20.360',-,0.008,-,-,0.000,-,-,88.800,44.760
'7:01:20.368',-,-0.008,-,-,0.000,-,-,87.200,45.120
'7:01:20.376',-,0.000,-,-,-0.016,-,-,87.200,45.480
'7:01:20.384',-,-0.016,-,-,-0.016,-,-,86.400,45.960
'7:01:20.392',-,-0.024,-,-,-0.016,-,-,84.800,45.960
'7:01:20.400',-,-0.008,-,-,-0.040,-,-,82.400,45.960
'7:01:20.408',-,-0.024,-,-,-0.016,-,-,80.000,45.960
'7:01:20.416',-,-0.008,-,-,-0.040,-,-,80.000,45.960
'7:01:20.424',-,-0.024,-,-,-0.040,-,-,78.400,45.480
'7:01:20.432',-,0.000,-,-,-0.040,-,-,77.600,45.120
'7:01:20.440',-,0.000,-,-,-0.016,-,-,76.000,45.120
'7:01:20.448',-,-0.008,-,-,-0.040,-,-,75.200,45.120
'7:01:20.456',-,0.040,-,-,0.000,-,-,75.200,45.480
'7:01:20.464',-,0.088,-,-,0.016,-,-,75.200,45.480
'7:01:20.472',-,0.120,-,-,0.040,-,-,75.200,45.960
'7:01:20.480',-,0.088,-,-,0.040,-,-,76.000,45.960
'7:01:20.488',-,0.064,-,-,0.016,-,-,77.600,46.320
'7:01:20.496',-,0.120,-,-,0.040,-,-,77.600,46.320
'7:01:20.504',-,0.088,-,-,0.040,-,-,78.400,46.680
'7:01:20.512',-,0.056,-,-,0.016,-,-,80.000,46.680
'7:01:20.520',-,0.064,-,-,0.000,-,-,82.400,47.160
'7:01:20.528',-,0.040,-,-,0.016,-,-,87.200,47.520
'7:01:20.536',-,0.056,-,-,0.000,-,-,91.200,48.360
'7:01:20.544',-,0.064,-,-,0.016,-,-,94.400,48.720
'7:01:20.552',-,0.048,-,-,0.000,-,-,94.400,49.560
'7:01:20.560',-,0.024,-,-,0.000,-,-,93.600,49.920
'7:01:20.568',-,0.088,-,-,0.040,-,-,92.000,50.760
'7:01:20.576',-,0.064,-,-,0.040,-,-,94.400,51.480
'7:01:20.584',-,0.048,-,-,0.000,-,-,98.400,52.320
'7:01:20.592',-,0.064,-,-,0.016,-,-,103.200,53.520
'7:01:20.600',-,0.016,-,-,0.000,-,-,108.000,54.360
'7:01:20.608',-,0.032,-,-,0.000,-,-,111.200,55.080
'7:01:20.616',-,0.000,-,-,-0.016,-,-,112.800,55.920
'7:01:20.624',-,0.032,-,-,0.000,-,-,113.600,56.760
'7:01:20.632',-,0.008,-,-,0.000,-,-,112.800,57.480
'7:01:20.640',-,0.056,-,-,0.000,-,-,112.800,57.960
'7:01:20.648',-,0.000,-,-,0.000,-,-,111.200,58.680
'7:01:20.656',-,0.016,-,-,0.000,-,-,111.200,59.160
'7:01:20.664',-,0.040,-,-,0.000,-,-,111.200,59.880
'7:01:20.672',-,0.016,-,-,0.000,-,-,112.800,60.720
'7:01:20.680',-,-0.008,-,-,-0.016,-,-,113.600,61.560
'7:01:20.688',-,0.024,-,-,0.000,-,-,113.600,62.280
'7:01:20.696',-,0.000,-,-,0.000,-,-,115.200,63.120
'7:01:20.704',-,-0.024,-,-,-0.016,-,-,115.200,63.960
'7:01:20.712',-,0.016,-,-,0.000,-,-,115.200,64.680
'7:01:20.720',-,0.024,-,-,0.000,-,-,115.200,65.520
'7:01:20.728',-,-0.024,-,-,-0.016,-,-,115.200,66.360
'7:01:20.736',-,0.024,-,-,0.000,-,-,116.000,66.720
'7:01:20.744',-,-0.024,-,-,-0.016,-,-,116.000,67.560
'7:01:20.752',-,-0.032,-,-,-0.040,-,-,117.600,68.280
'7:01:20.760',-,0.000,-,-,-0.016,-,-,117.600,69.120
'7:01:20.768',-,-0.008,-,-,-0.016,-,-,117.600,69.960
'7:01:20.776',-,0.016,-,-,0.000,-,-,118.400,70.680
'7:01:20.784',-,0.000,-,-,0.000,-,-,118.400,71.880
'7:01:20.792',-,0.048,-,-,0.000,-,-,120.000,72.720
'7:01:20.800',-,-0.008,-,-,0.000,-,-,120.000,73.920
'7:01:20.808',-,0.024,-,-,0.000,-,-,120.800,74.760
'7:01:20.816',-,-0.008,-,-,-0.016,-,-,120.800,75.960
'7:01:20.824',-,0.040,-,-,0.000,-,-,122.400,76.680
'7:01:20.832',-,0.016,-,-,0.000,-,-,122.400,77.520
'7:01:20.840',-,0.048,-,-,0.016,-,-,122.400,77.880
'7:01:20.848',-,0.000,-,-,0.000,-,-,122.400,78.360
'7:01:20.856',-,-0.016,-,-,-0.016,-,-,122.400,78.360
'7:01:20.864',-,-0.024,-,-,-0.040,-,-,120.800,78.360
'7:01:20.872',-,-0.016,-,-,-0.040,-,-,118.400,77.880
'7:01:20.880',-,-0.040,-,-,-0.016,-,-,117.600,77.160
'7:01:20.888',-,0.000,-,-,-0.016,-,-,115.200,76.320
'7:01:20.896',-,-0.008,-,-,0.000,-,-,113.600,75.120
'7:01:20.904',-,0.024,-,-,-0.016,-,-,111.200,73.920
'7:01:20.912',-,0.048,-,-,0.000,-,-,110.400,72.360
'7:01:20.920',-,0.024,-,-,0.000,-,-,108.800,70.680
'7:01:20.928',-,0.048,-,-,0.000,-,-,106.400,69.480
'7:01:20.936',-,0.056,-,-,0.000,-,-,105.600,67.920
'7:01:20.944',-,0.032,-,-,0.000,-,-,103.200,66.360
'7:01:20.952',-,0.048,-,-,0.000,-,-,101.600,64.680
'7:01:20.960',-,0.008,-,-,-0.016,-,-,100.800,63.120
'7:01:20.968',-,-0.064,-,-,-0.040,-,-,98.400,61.560
'7:01:20.976',-,-0.088,-,-,-0.056,-,-,96.000,59.880
'7:01:20.984',-,-0.048,-,-,-0.056,-,-,93.600,58.320
'7:01:20.992',-,-0.032,-,-,-0.040,-,-,89.600,56.760
'7:01:21.000',-,-0.064,-,-,-0.040,-,-,84.800,55.080
'7:01:21.008',-,-0.056,-,-,-0.040,-,-,81.600,53.880
'7:01:21.016',-,-0.072,-,-,-0.040,-,-,78.400,52.680
'7:01:21.024',-,-0.048,-,-,-0.040,-,-,75.200,51.480
'7:01:21.032',-,-0.040,-,-,-0.040,-,-,72.800,50.760
'7:01:21.040',-,-0.088,-,-,-0.040,-,-,71.200,49.560
'7:01:21.048',-,-0.136,-,-,-0.096,-,-,70.400,48.720
'7:01:21.056',-,-0.152,-,-,-0.096,-,-,68.800,47.880
'7:01:21.064',-,0.208,-,-,0.056,-,-,68.800,46.680
'7:01:21.072',-,0.536,-,-,0.280,-,-,68.000,45.960
'7:01:21.080',-,0.176,-,-,0.176,-,-,66.400,44.760
'7:01:21.088',-,-0.280,-,-,-0.096,-,-,65.600,43.920
'7:01:21.096',-,-0.328,-,-,-0.176,-,-,64.000,43.080
'7:01:21.104',-,-0.008,-,-,-0.080,-,-,63.200,42.360
'7:01:21.112',-,0.032,-,-,0.000,-,-,61.600,41.520
'7:01:21.120',-,0.000,-,-,0.000,-,-,59.200,40.680
'7:01:21.128',-,-0.016,-,-,-0.016,-,-,56.800,40.320
'7:01:21.136',-,-0.024,-,-,-0.040,-,-,53.600,40.320
'7:01:21.144',-,-0.008,-,-,-0.016,-,-,52.000,40.680
'7:01:21.152',-,-0.032,-,-,-0.040,-,-,53.600,41.880
'7:01:21.160',-,-0.016,-,-,-0.016,-,-,56.000,43.080
'7:01:21.168',-,-0.056,-,-,-0.040,-,-,60.800,44.760
'7:01:21.176',-,-0.032,-,-,-0.040,-,-,65.600,46.320
'7:01:21.184',-,-0.024,-,-,-0.016,-,-,70.400,47.520
'7:01:21.192',-,-0.040,-,-,-0.016,-,-,76.000,48.720
'7:01:21.200',-,-0.024,-,-,-0.016,-,-,80.000,50.280
'7:01:21.208',-,-0.048,-,-,-0.040,-,-,84.000,51.480
'7:01:21.216',-,-0.024,-,-,-0.016,-,-,86.400,52.320
'7:01:21.224',-,-0.024,-,-,-0.016,-,-,88.800,52.680
'7:01:21.232',-,-0.048,-,-,-0.040,-,-,89.600,53.160
'7:01:21.240',-,-0.016,-,-,-0.016,-,-,88.800,53.160
'7:01:21.248',-,-0.040,-,-,-0.040,-,-,88.800,52.680
'7:01:21.256',-,-0.032,-,-,-0.016,-,-,87.200,52.320
'7:01:21.264',-,-0.024,-,-,-0.040,-,-,87.200,52.320
'7:01:21.272',-,-0.048,-,-,-0.040,-,-,87.200,51.960
'7:01:21.280',-,-0.032,-,-,-0.040,-,-,86.400,51.960
'7:01:21.288',-,-0.056,-,-,-0.040,-,-,84.000,51.960
'7:01:21.296',-,-0.040,-,-,-0.040,-,-,80.000,51.480
'7:01:21.304',-,-0.072,-,-,-0.040,-,-,78.400,51.480
'7:01:21.312',-,-0.048,-,-,-0.040,-,-,76.000,51.120
'7:01:21.320',-,-0.072,-,-,-0.040,-,-,75.200,50.760
'7:01:21.328',-,-0.048,-,-,-0.040,-,-,72.800,50.280
'7:01:21.336',-,-0.008,-,-,-0.016,-,-,72.800,49.560
'7:01:21.344',-,-0.016,-,-,-0.016,-,-,71.200,49.080
'7:01:21.352',-,0.040,-,-,0.000,-,-,71.200,48.360
'7:01:21.360',-,0.064,-,-,0.016,-,-,71.200,47.880
'7:01:21.368',-,0.040,-,-,0.040,-,-,71.200,47.880
'7:01:21.376',-,0.088,-,-,0.040,-,-,71.200,47.520
'7:01:21.384',-,0.048,-,-,0.040,-,-,72.800,47.160
'7:01:21.392',-,0.064,-,-,0.040,-,-,73.600,46.680
'7:01:21.400',-,0.056,-,-,0.040,-,-,73.600,46.320
'7:01:21.408',-,0.064,-,-,0.040,-,-,73.600,46.320
'7:01:21.416',-,0.040,-,-,0.040,-,-,73.600,45.960
'7:01:21.424',-,0.032,-,-,0.016,-,-,75.200,45.480
'7:01:21.432',-,0.016,-,-,0.000,-,-,77.600,45.120
'7:01:21.440',-,0.040,-,-,0.016,-,-,80.000,44.760
'7:01:21.448',-,0.032,-,-,0.016,-,-,84.000,44.280
'7:01:21.456',-,0.016,-,-,0.000,-,-,84.800,43.920
'7:01:21.464',-,0.032,-,-,0.016,-,-,84.000,43.560
'7:01:21.472',-,0.016,-,-,0.000,-,-,82.400,43.080
'7:01:21.480',-,0.000,-,-,0.000,-,-,81.600,42.720
'7:01:21.488',-,0.016,-,-,0.000,-,-,82.400,42.720
'7:01:21.496',-,0.000,-,-,0.000,-,-,84.800,42.360
'7:01:21.504',-,0.016,-,-,0.000,-,-,87.200,41.880
'7:01:21.512',-,0.000,-,-,0.000,-,-,91.200,41.520
'7:01:21.520',-,-0.008,-,-,0.000,-,-,93.600,41.160
'7:01:21.528',-,0.000,-,-,0.000,-,-,94.400,40.680
'7:01:21.536',-,0.000,-,-,0.000,-,-,94.400,40.680
'7:01:21.544',-,-0.016,-,-,0.000,-,-,94.400,40.320
'7:01:21.552',-,-0.008,-,-,-0.016,-,-,92.000,39.960
'7:01:21.560',-,-0.024,-,-,0.000,-,-,91.200,39.960
'7:01:21.568',-,0.000,-,-,0.000,-,-,89.600,39.960
'7:01:21.576',-,-0.008,-,-,0.000,-,-,88.800,39.480
'7:01:21.584',-,-0.032,-,-,-0.016,-,-,88.800,39.480
'7:01:21.592',-,-0.016,-,-,-0.016,-,-,88.800,39.480
'7:01:21.600',-,-0.008,-,-,-0.016,-,-,88.800,39.120
'7:01:21.608',-,-0.032,-,-,0.000,-,-,87.200,39.120
'7:01:21.616',-,-0.016,-,-,0.000,-,-,87.200,38.760
'7:01:21.624',-,-0.040,-,-,-0.016,-,-,87.200,38.280
'7:01:21.632',-,-0.024,-,-,-0.016,-,-,86.400,38.280
'7:01:21.640',-,-0.008,-,-,0.000,-,-,86.400,37.920
'7:01:21.648',-,-0.016,-,-,0.000,-,-,84.800,37.560
'7:01:21.656',-,-0.008,-,-,0.000,-,-,84.000,37.560
'7:01:21.664',-,-0.024,-,-,0.000,-,-,84.000,37.080
'7:01:21.672',-,-0.016,-,-,-0.016,-,-,82.400,37.080
'7:01:21.680',-,-0.024,-,-,0.000,-,-,81.600,36.720
'7:01:21.688',-,-0.032,-,-,-0.016,-,-,81.600,36.360
'7:01:21.696',-,-0.024,-,-,-0.016,-,-,80.000,36.360
'7:01:21.704',-,-0.016,-,-,0.000,-,-,80.000,35.880
'7:01:21.712',-,-0.040,-,-,-0.016,-,-,80.000,35.880
'7:01:21.720',-,-0.016,-,-,0.000,-,-,80.000,35.880
'7:01:21.728',-,-0.032,-,-,0.000,-,-,80.000,35.880
'7:01:21.736',-,-0.008,-,-,0.000,-,-,80.000,35.520
'7:01:21.744',-,-0.016,-,-,0.000,-,-,78.400,35.520
'7:01:21.752',-,-0.024,-,-,-0.016,-,-,78.400,35.520
'7:01:21.760',-,-0.008,-,-,0.000,-,-,78.400,35.160
'7:01:21.768',-,-0.024,-,-,0.000,-,-,77.600,35.160
'7:01:21.776',-,-0.016,-,-,0.000,-,-,77.600,34.680
'7:01:21.784',-,-0.024,-,-,-0.016,-,-,77.600,34.680
'7:01:21.792',-,-0.040,-,-,0.000,-,-,77.600,34.320
'7:01:21.800',-,0.000,-,-,-0.016,-,-,76.000,34.320
'7:01:21.808',-,0.024,-,-,0.000,-,-,76.000,33.960
'7:01:21.816',-,0.008,-,-,0.000,-,-,76.000,33.960
'7:01:21.824',-,0.040,-,-,0.016,-,-,75.200,33.960
'7:01:21.832',-,0.056,-,-,0.016,-,-,75.200,33.960
'7:01:21.840',-,0.064,-,-,0.040,-,-,75.200,33.960
'7:01:21.848',-,0.032,-,-,0.000,-,-,75.200,33.960
'7:01:21.856',-,0.064,-,-,0.016,-,-,73.600,33.960
'7:01:21.864',-,0.048,-,-,0.000,-,-,73.600,33.960
'7:01:21.872',-,0.064,-,-,0.040,-,-,73.600,33.480
'7:01:21.880',-,-0.024,-,-,0.000,-,-,73.600,33.120
'7:01:21.888',-,-0.032,-,-,-0.016,-,-,73.600,33.120
'7:01:21.896',-,-0.040,-,-,-0.016,-,-,72.800,32.760
'7:01:21.904',-,-0.024,-,-,-0.016,-,-,71.200,32.760
'7:01:21.912',-,-0.064,-,-,-0.040,-,-,70.400,32.280
'7:01:21.920',-,-0.024,-,-,-0.016,-,-,68.000,31.920
'7:01:21.928',-,-0.040,-,-,-0.016,-,-,64.000,31.560
'7:01:21.936',-,-0.048,-,-,-0.016,-,-,61.600,31.560
'7:01:21.944',-,-0.016,-,-,0.000,-,-,59.200,31.080
'7:01:21.952',-,-0.064,-,-,-0.016,-,-,56.800,30.720
'7:01:21.960',-,-0.128,-,-,-0.080,-,-,56.000,30.360
'7:01:21.968',-,0.064,-,-,0.000,-,-,56.000,29.880
'7:01:21.976',-,0.448,-,-,0.176,-,-,54.400,29.880
'7:01:21.984',-,0.528,-,-,0.280,-,-,54.400,29.880
'7:01:21.992',-,0.016,-,-,0.096,-,-,54.400,29.880
'7:01:22.000',-,-0.304,-,-,-0.160,-,-,53.600,29.880
'7:01:22.008',-,-0.128,-,-,-0.096,-,-,52.000,29.520
'7:01:22.016',-,0.064,-,-,0.000,-,-,52.000,29.160
'7:01:22.024',-,0.064,-,-,0.000,-,-,51.200,28.320
'7:01:22.032',-,0.008,-,-,0.000,-,-,49.600,27.960
'7:01:22.040',-,0.016,-,-,0.000,-,-,48.800,27.960
'7:01:22.048',-,0.000,-,-,0.000,-,-,48.800,28.680
'7:01:22.056',-,0.008,-,-,0.000,-,-,48.800,29.880
'7:01:22.064',-,-0.008,-,-,0.000,-,-,49.600,31.560
'7:01:22.072',-,0.000,-,-,0.000,-,-,52.000,33.480
'7:01:22.080',-,-0.016,-,-,0.000,-,-,56.800,35.520
'7:01:22.088',-,0.000,-,-,0.000,-,-,63.200,36.720
'7:01:22.096',-,0.000,-,-,0.000,-,-,70.400,37.920
'7:01:22.104',-,-0.008,-,-,0.000,-,-,77.600,38.760
'7:01:22.112',-,0.000,-,-,0.000,-,-,82.400,39.480
'7:01:22.120',-,-0.016,-,-,-0.016,-,-,87.200,40.320
'7:01:22.128',-,0.000,-,-,0.000,-,-,91.200,41.160
'7:01:22.136',-,-0.016,-,-,-0.016,-,-,91.200,41.880
'7:01:22.144',-,0.000,-,-,0.000,-,-,89.600,42.360
'7:01:22.152',-,0.000,-,-,0.000,-,-,87.200,42.360
'7:01:22.160',-,0.008,-,-,0.000,-,-,86.400,42.720
'7:01:22.168',-,-0.008,-,-,0.000,-,-,86.400,42.720
'7:01:22.176',-,0.000,-,-,-0.016,-,-,86.400,42.720
'7:01:22.184',-,-0.008,-,-,-0.016,-,-,84.800,42.720
'7:01:22.192',-,-0.016,-,-,-0.016,-,-,84.000,42.720
'7:01:22.200',-,0.000,-,-,-0.016,-,-,80.000,42.720
'7:01:22.208',-,-0.024,-,-,-0.016,-,-,78.400,42.360
'7:01:22.216',-,-0.008,-,-,-0.040,-,-,76.000,42.360
'7:01:22.224',-,-0.016,-,-,-0.040,-,-,75.200,41.880
'7:01:22.232',-,-0.008,-,-,-0.016,-,-,73.600,41.160
'7:01:22.240',-,-0.016,-,-,-0.040,-,-,72.800,40.680
'7:01:22.248',-,0.008,-,-,-0.016,-,-,71.200,40.320
'7:01:22.256',-,0.000,-,-,0.000,-,-,70.400,39.960
'7:01:22.264',-,0.064,-,-,0.000,-,-,68.800,39.480
'7:01:22.272',-,0.088,-,-,0.040,-,-,68.800,39.480
'7:01:22.280',-,0.088,-,-,0.040,-,-,68.800,39.120
'7:01:22.288',-,0.080,-,-,0.040,-,-,68.800,38.760
'7:01:22.296',-,0.088,-,-,0.040,-,-,68.800,38.760
'7:01:22.304',-,0.080,-,-,0.040,-,-,70.400,38.280
'7:01:22.312',-,0.088,-,-,0.040,-,-,70.400,37.920
'7:01:22.320',-,0.064,-,-,0.040,-,-,70.400,37.560
'7:01:22.328',-,0.080,-,-,0.040,-,-,71.200,37.080
'7:01:22.336',-,0.064,-,-,0.040,-,-,72.800,37.080
'7:01:22.344',-,0.080,-,-,0.016,-,-,76.000,36.720
'7:01:22.352',-,0.064,-,-,0.016,-,-,80.000,36.720
'7:01:22.360',-,0.048,-,-,0.016,-,-,82.400,36.360
'7:01:22.368',-,0.064,-,-,0.016,-,-,82.400,36.360
'7:01:22.376',-,0.056,-,-,0.016,-,-,81.600,35.880
'7:01:22.384',-,0.048,-,-,0.000,-,-,81.600,35.880
'7:01:22.392',-,0.056,-,-,0.016,-,-,81.600,35.520
'7:01:22.400',-,0.016,-,-,0.000,-,-,82.400,35.520
'7:01:22.408',-,0.032,-,-,0.000,-,-,84.800,35.520
'7:01:22.416',-,0.016,-,-,0.000,-,-,88.800,35.520
'7:01:22.424',-,0.040,-,-,0.000,-,-,91.200,35.160
'7:01:22.432',-,0.016,-,-,0.000,-,-,92.000,35.160
'7:01:22.440',-,0.024,-,-,0.000,-,-,93.600,34.680
'7:01:22.448',-,0.000,-,-,-0.016,-,-,93.600,34.320
'7:01:22.456',-,0.008,-,-,0.000,-,-,92.000,33.960
'7:01:22.464',-,0.016,-,-,0.000,-,-,91.200,33.960
'7:01:22.472',-,0.000,-,-,-0.016,-,-,89.600,33.480
'7:01:22.480',-,0.008,-,-,0.000,-,-,88.800,33.480
'7:01:22.488',-,0.000,-,-,-0.016,-,-,88.800,33.120
'7:01:22.496',-,0.008,-,-,0.000,-,-,87.200,33.120
'7:01:22.504',-,-0.008,-,-,0.000,-,-,87.200,32.760
'7:01:22.512',-,0.000,-,-,-0.016,-,-,87.200,32.760
'7:01:22.520',-,-0.008,-,-,-0.016,-,-,86.400,32.760
'7:01:22.528',-,0.000,-,-,0.000,-,-,86.400,32.280
'7:01:22.536',-,0.000,-,-,-0.016,-,-,84.800,32.280
'7:01:22.544',-,0.000,-,-,0.000,-,-,84.800,32.280
'7:01:22.552',-,-0.008,-,-,0.000,-,-,84.000,31.920
'7:01:22.560',-,0.000,-,-,-0.016,-,-,82.400,31.920
'7:01:22.568',-,0.000,-,-,0.000,-,-,81.600,31.560
'7:01:22.576',-,-0.008,-,-,-0.016,-,-,81.600,31.560
'7:01:22.584',-,-0.008,-,-,-0.016,-,-,80.000,31.560
'7:01:22.592',-,0.000,-,-,-0.016,-,-,80.000,31.080
'7:01:22.600',-,-0.024,-,-,-0.016,-,-,80.000,31.080
'7:01:22.608',-,0.000,-,-,-0.016,-,-,80.000,30.720
'7:01:22.616',-,0.000,-,-,0.000,-,-,80.000,30.720
'7:01:22.624',-,-0.008,-,-,-0.016,-,-,78.400,30.360
'7:01:22.632',-,-0.016,-,-,0.000,-,-,77.600,30.360
'7:01:22.640',-,0.000,-,-,-0.016,-,-,77.600,30.360
'7:01:22.648',-,-0.016,-,-,0.000,-,-,77.600,29.880
'7:01:22.656',-,0.000,-,-,0.000,-,-,76.000,29.880
'7:01:22.664',-,-0.008,-,-,0.000,-,-,76.000,29.880
'7:01:22.672',-,-0.008,-,-,-0.016,-,-,76.000,29.520
'7:01:22.680',-,0.000,-,-,0.000,-,-,75.200,29.520
'7:01:22.688',-,-0.024,-,-,-0.016,-,-,75.200,29.520
'7:01:22.696',-,0.000,-,-,0.000,-,-,75.200,29.520
'7:01:22.704',-,0.000,-,-,0.000,-,-,75.200,29.160
'7:01:22.712',-,0.032,-,-,0.000,-,-,73.600,29.160
'7:01:22.720',-,0.024,-,-,0.000,-,-,73.600,29.160
'7:01:22.728',-,0.016,-,-,0.000,-,-,73.600,29.160
'7:01:22.736',-,0.048,-,-,0.000,-,-,73.600,29.160
'7:01:22.744',-,0.064,-,-,0.016,-,-,73.600,28.680
'7:01:22.752',-,0.080,-,-,0.016,-,-,72.800,28.680
'7:01:22.760',-,0.056,-,-,0.016,-,-,72.800,29.160
'7:01:22.768',-,0.088,-,-,0.016,-,-,72.800,29.160
'7:01:22.776',-,0.056,-,-,0.000,-,-,72.800,28.680
'7:01:22.784',-,0.064,-,-,0.016,-,-,71.200,28.680
'7:01:22.792',-,-0.016,-,-,-0.016,-,-,71.200,28.320
'7:01:22.800',-,-0.008,-,-,-0.016,-,-,71.200,28.320
'7:01:22.808',-,-0.016,-,-,-0.016,-,-,70.400,27.960
'7:01:22.816',-,-0.024,-,-,-0.016,-,-,70.400,27.960
'7:01:22.824',-,-0.032,-,-,-0.016,-,-,68.000,27.960
'7:01:22.832',-,-0.016,-,-,-0.016,-,-,65.600,27.480
'7:01:22.840',-,-0.032,-,-,-0.040,-,-,63.200,27.480
'7:01:22.848',-,-0.024,-,-,-0.016,-,-,60.800,27.120
'7:01:22.856',-,-0.040,-,-,-0.016,-,-,58.400,26.760
'7:01:22.864',-,-0.104,-,-,-0.040,-,-,56.000,26.280
'7:01:22.872',-,-0.128,-,-,-0.096,-,-,54.400,25.920
'7:01:22.880',-,0.192,-,-,0.040,-,-,53.600,25.920
'7:01:22.888',-,0.512,-,-,0.256,-,-,52.000,25.560
'7:01:22.896',-,0.264,-,-,0.216,-,-,52.000,25.560
'7:01:22.904',-,-0.144,-,-,-0.016,-,-,52.000,25.560
'7:01:22.912',-,-0.256,-,-,-0.136,-,-,51.200,25.560
'7:01:22.920',-,-0.008,-,-,-0.056,-,-,51.200,25.560
'7:01:22.928',-,0.080,-,-,0.000,-,-,49.600,25.080
'7:01:22.936',-,0.016,-,-,0.000,-,-,49.600,24.720
'7:01:22.944',-,0.008,-,-,0.000,-,-,48.800,24.720
'7:01:22.952',-,0.024,-,-,0.000,-,-,47.200,25.080
'7:01:22.960',-,0.032,-,-,0.000,-,-,47.200,26.280
'7:01:22.968',-,0.000,-,-,0.000,-,-,48.800,28.320
'7:01:22.976',-,-0.008,-,-,-0.016,-,-,49.600,30.360
'7:01:22.984',-,0.000,-,-,0.000,-,-,53.600,32.280
'7:01:22.992',-,0.000,-,-,0.000,-,-,56.800,34.320
'7:01:23.000',-,0.000,-,-,-0.016,-,-,63.200,35.880
'7:01:23.008',-,-0.008,-,-,0.000,-,-,68.800,37.560
'7:01:23.016',-,0.000,-,-,-0.016,-,-,75.200,38.760
'7:01:23.024',-,-0.008,-,-,0.000,-,-,81.600,39.960
'7:01:23.032',-,0.000,-,-,-0.016,-,-,88.800,41.160
'7:01:23.040',-,0.000,-,-,0.000,-,-,92.000,42.360
'7:01:23.048',-,-0.008,-,-,-0.016,-,-,92.000,43.080
'7:01:23.056',-,0.000,-,-,-0.016,-,-,89.600,43.920
'7:01:23.064',-,0.008,-,-,0.000,-,-,86.400,44.280
'7:01:23.072',-,0.000,-,-,-0.016,-,-,84.800,45.120
'7:01:23.080',-,0.000,-,-,-0.016,-,-,84.800,45.480
'7:01:23.088',-,-0.008,-,-,-0.016,-,-,86.400,45.960
'7:01:23.096',-,0.000,-,-,-0.040,-,-,84.800,45.960
'7:01:23.104',-,-0.024,-,-,-0.016,-,-,84.000,46.320
'7:01:23.112',-,0.000,-,-,-0.016,-,-,81.600,46.320
'7:01:23.120',-,-0.016,-,-,-0.040,-,-,80.000,46.680
'7:01:23.128',-,-0.024,-,-,-0.040,-,-,77.600,46.680
'7:01:23.136',-,-0.040,-,-,-0.040,-,-,76.000,46.320
'7:01:23.144',-,0.000,-,-,-0.056,-,-,73.600,45.960
'7:01:23.152',-,-0.008,-,-,-0.040,-,-,72.800,45.480
'7:01:23.160',-,0.016,-,-,-0.040,-,-,72.800,45.120
'7:01:23.168',-,0.048,-,-,0.000,-,-,71.200,44.280
'7:01:23.176',-,0.056,-,-,0.000,-,-,71.200,43.560
'7:01:23.184',-,0.088,-,-,0.016,-,-,70.400,43.080
'7:01:23.192',-,0.080,-,-,0.016,-,-,71.200,42.360
'7:01:23.200',-,0.104,-,-,0.040,-,-,71.200,41.880
'7:01:23.208',-,0.080,-,-,0.040,-,-,72.800,41.880
'7:01:23.216',-,0.064,-,-,0.016,-,-,72.800,41.880
