'Elapsed time','I','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'6:25:57.104',-,0.000,-,-,-0.016,-,-,68.800,29.520
'6:25:57.112',-,-0.008,-,-,0.000,-,-,68.800,29.520
'6:25:57.120',-,0.000,-,-,-0.016,-,-,68.800,29.160
'6:25:57.128',-,-0.008,-,-,-0.016,-,-,68.000,29.160
'6:25:57.136',-,0.000,-,-,-0.016,-,-,68.000,28.680
'6:25:57.144',-,-0.008,-,-,0.000,-,-,68.000,28.680
'6:25:57.152',-,-0.008,-,-,-0.016,-,-,66.400,28.680
'6:25:57.160',-,0.000,-,-,0.000,-,-,66.400,28.320
'6:25:57.168',-,-0.016,-,-,-0.016,-,-,66.400,28.320
'6:25:57.176',-,-0.008,-,-,-0.016,-,-,66.400,27.960
'6:25:57.184',-,0.000,-,-,0.000,-,-,65.600,27.960
'6:25:57.192',-,-0.016,-,-,-0.016,-,-,65.600,27.960
'6:25:57.200',-,-0.008,-,-,-0.016,-,-,65.600,27.480
'6:25:57.208',-,-0.016,-,-,-0.016,-,-,65.600,27.480
'6:25:57.216',-,-0.008,-,-,-0.016,-,-,65.600,27.120
'6:25:57.224',-,-0.008,-,-,-0.016,-,-,64.000,27.120
'6:25:57.232',-,-0.016,-,-,0.000,-,-,64.000,26.760
'6:25:57.240',-,0.000,-,-,-0.016,-,-,64.000,26.760
'6:25:57.248',-,0.000,-,-,0.000,-,-,63.200,26.760
'6:25:57.256',-,0.016,-,-,0.000,-,-,63.200,26.280
'6:25:57.264',-,0.032,-,-,0.000,-,-,63.200,26.280
'6:25:57.272',-,0.024,-,-,0.000,-,-,63.200,26.280
'6:25:57.280',-,0.080,-,-,0.016,-,-,63.200,26.280
'6:25:57.288',-,0.056,-,-,0.040,-,-,61.600,26.280
'6:25:57.296',-,0.080,-,-,0.016,-,-,61.600,26.760
'6:25:57.304',-,0.088,-,-,0.040,-,-,61.600,26.760
'6:25:57.312',-,0.064,-,-,0.016,-,-,61.600,26.760
'6:25:57.320',-,-0.008,-,-,0.000,-,-,61.600,26.280
'6:25:57.328',-,-0.024,-,-,-0.016,-,-,61.600,25.920
'6:25:57.336',-,-0.032,-,-,-0.040,-,-,61.600,25.560
'6:25:57.344',-,-0.024,-,-,-0.016,-,-,61.600,25.080
'6:25:57.352',-,-0.032,-,-,-0.040,-,-,60.800,24.720
'6:25:57.360',-,-0.024,-,-,-0.040,-,-,60.800,24.720
'6:25:57.368',-,-0.032,-,-,-0.040,-,-,60.800,24.720
'6:25:57.376',-,-0.024,-,-,-0.016,-,-,60.800,24.720
'6:25:57.384',-,-0.032,-,-,-0.016,-,-,60.800,24.360
'6:25:57.392',-,-0.056,-,-,-0.040,-,-,59.200,24.360
'6:25:57.400',-,-0.176,-,-,-0.096,-,-,59.200,24.360
'6:25:57.408',-,-0.192,-,-,-0.136,-,-,59.200,24.360
'6:25:57.416',-,0.264,-,-,0.056,-,-,59.200,24.360
'6:25:57.424',-,0.552,-,-,0.296,-,-,59.200,24.360
'6:25:57.432',-,0.320,-,-,0.256,-,-,59.200,24.360
'6:25:57.440',-,-0.016,-,-,0.080,-,-,58.400,24.360
'6:25:57.448',-,-0.128,-,-,-0.040,-,-,58.400,24.360
'6:25:57.456',-,0.032,-,-,-0.056,-,-,58.400,24.720
'6:25:57.464',-,0.064,-,-,0.000,-,-,58.400,24.720
'6:25:57.472',-,0.016,-,-,0.000,-,-,58.400,24.720
'6:25:57.480',-,0.008,-,-,0.000,-,-,58.400,24.720
'6:25:57.488',-,-0.008,-,-,-0.016,-,-,58.400,25.920
'6:25:57.496',-,-0.016,-,-,-0.040,-,-,59.200,27.960
'6:25:57.504',-,-0.008,-,-,-0.016,-,-,61.600,30.360
'6:25:57.512',-,-0.016,-,-,-0.040,-,-,66.400,32.760
'6:25:57.520',-,-0.008,-,-,-0.016,-,-,71.200,34.680
'6:25:57.528',-,-0.024,-,-,-0.040,-,-,78.400,36.360
'6:25:57.536',-,-0.016,-,-,-0.016,-,-,84.800,37.560
'6:25:57.544',-,-0.016,-,-,-0.016,-,-,92.000,38.280
'6:25:57.552',-,-0.016,-,-,-0.040,-,-,98.400,39.120
'6:25:57.560',-,-0.016,-,-,-0.016,-,-,104.000,39.960
'6:25:57.568',-,-0.024,-,-,-0.016,-,-,108.800,40.320
'6:25:57.576',-,-0.016,-,-,-0.016,-,-,113.600,41.160
'6:25:57.584',-,-0.008,-,-,-0.016,-,-,117.600,41.880
'6:25:57.592',-,-0.016,-,-,-0.016,-,-,120.000,42.720
'6:25:57.600',-,-0.016,-,-,-0.016,-,-,120.000,43.080
'6:25:57.608',-,-0.008,-,-,-0.016,-,-,117.600,43.920
'6:25:57.616',-,-0.016,-,-,-0.016,-,-,113.600,44.280
'6:25:57.624',-,-0.016,-,-,-0.016,-,-,110.400,44.760
'6:25:57.632',-,-0.024,-,-,-0.040,-,-,108.000,45.480
'6:25:57.640',-,-0.024,-,-,-0.040,-,-,105.600,45.480
'6:25:57.648',-,-0.032,-,-,-0.040,-,-,104.000,45.960
'6:25:57.656',-,-0.048,-,-,-0.040,-,-,104.000,46.320
'6:25:57.664',-,-0.040,-,-,-0.040,-,-,103.200,46.320
'6:25:57.672',-,-0.048,-,-,-0.040,-,-,101.600,45.960
'6:25:57.680',-,-0.016,-,-,-0.040,-,-,100.800,45.480
'6:25:57.688',-,0.000,-,-,-0.040,-,-,98.400,45.120
'6:25:57.696',-,0.024,-,-,-0.016,-,-,96.000,44.280
'6:25:57.704',-,0.048,-,-,0.000,-,-,92.000,43.080
'6:25:57.712',-,0.064,-,-,0.016,-,-,88.800,41.880
'6:25:57.720',-,0.064,-,-,0.016,-,-,86.400,40.320
'6:25:57.728',-,0.080,-,-,0.040,-,-,82.400,38.760
'6:25:57.736',-,0.064,-,-,0.040,-,-,80.000,37.080
'6:25:57.744',-,0.064,-,-,0.040,-,-,80.000,35.880
'6:25:57.752',-,0.056,-,-,0.016,-,-,80.000,35.160
'6:25:57.760',-,0.064,-,-,0.016,-,-,80.000,34.680
'6:25:57.768',-,0.056,-,-,0.016,-,-,80.000,34.680
'6:25:57.776',-,0.048,-,-,0.016,-,-,80.000,35.160
'6:25:57.784',-,0.056,-,-,0.016,-,-,80.000,35.160
'6:25:57.792',-,0.048,-,-,0.016,-,-,80.000,35.520
'6:25:57.800',-,0.056,-,-,0.016,-,-,78.400,35.880
'6:25:57.808',-,0.040,-,-,0.016,-,-,78.400,36.360
'6:25:57.816',-,0.048,-,-,0.000,-,-,77.600,36.360
'6:25:57.824',-,0.040,-,-,0.000,-,-,77.600,35.880
'6:25:57.832',-,0.040,-,-,0.016,-,-,76.000,35.520
'6:25:57.840',-,0.032,-,-,0.000,-,-,76.000,34.680
'6:25:57.848',-,0.024,-,-,0.000,-,-,75.200,33.960
'6:25:57.856',-,0.032,-,-,0.000,-,-,75.200,33.120
'6:25:57.864',-,0.024,-,-,0.000,-,-,73.600,31.920
'6:25:57.872',-,0.008,-,-,0.000,-,-,73.600,31.560
'6:25:57.880',-,0.016,-,-,0.000,-,-,72.800,30.720
'6:25:57.888',-,0.000,-,-,0.000,-,-,72.800,30.720
'6:25:57.896',-,0.008,-,-,0.000,-,-,72.800,30.360
'6:25:57.904',-,0.000,-,-,-0.016,-,-,71.200,30.360
'6:25:57.912',-,0.000,-,-,0.000,-,-,71.200,29.880
'6:25:57.920',-,0.000,-,-,-0.016,-,-,71.200,29.880
'6:25:57.928',-,-0.008,-,-,0.000,-,-,70.400,29.880
'6:25:57.936',-,0.000,-,-,-0.016,-,-,70.400,29.880
'6:25:57.944',-,-0.008,-,-,-0.016,-,-,70.400,29.520
'6:25:57.952',-,-0.008,-,-,-0.016,-,-,68.800,29.520
'6:25:57.960',-,-0.016,-,-,-0.016,-,-,68.800,29.520
'6:25:57.968',-,-0.008,-,-,-0.016,-,-,68.800,29.520
'6:25:57.976',-,-0.016,-,-,-0.016,-,-,68.000,29.160
'6:25:57.984',-,-0.008,-,-,-0.016,-,-,68.000,29.160
'6:25:57.992',-,-0.016,-,-,-0.016,-,-,68.000,29.160
'6:25:58.000',-,-0.016,-,-,-0.016,-,-,68.000,28.680
'6:25:58.008',-,-0.016,-,-,-0.016,-,-,66.400,28.680
'6:25:58.016',-,-0.024,-,-,-0.016,-,-,66.400,28.320
'6:25:58.024',-,-0.016,-,-,-0.016,-,-,66.400,28.320
'6:25:58.032',-,-0.024,-,-,-0.016,-,-,66.400,27.960
'6:25:58.040',-,-0.024,-,-,-0.016,-,-,65.600,27.960
'6:25:58.048',-,-0.016,-,-,-0.016,-,-,65.600,27.480
'6:25:58.056',-,-0.024,-,-,-0.016,-,-,65.600,27.480
'6:25:58.064',-,-0.016,-,-,-0.016,-,-,65.600,27.480
'6:25:58.072',-,-0.024,-,-,-0.016,-,-,64.000,27.120
'6:25:58.080',-,-0.008,-,-,0.000,-,-,64.000,27.120
'6:25:58.088',-,-0.016,-,-,-0.016,-,-,64.000,27.120
'6:25:58.096',-,0.000,-,-,0.000,-,-,64.000,26.760
'6:25:58.104',-,0.016,-,-,0.000,-,-,64.000,26.760
'6:25:58.112',-,0.032,-,-,0.000,-,-,63.200,26.760
'6:25:58.120',-,0.024,-,-,0.016,-,-,63.200,27.120
'6:25:58.128',-,0.064,-,-,0.016,-,-,63.200,27.120
'6:25:58.136',-,0.040,-,-,0.016,-,-,63.200,27.480
'6:25:58.144',-,0.088,-,-,0.040,-,-,63.200,27.480
'6:25:58.152',-,0.056,-,-,0.016,-,-,63.200,27.960
'6:25:58.160',-,0.000,-,-,0.000,-,-,63.200,27.960
'6:25:58.168',-,-0.032,-,-,-0.016,-,-,63.200,27.480
'6:25:58.176',-,-0.024,-,-,-0.016,-,-,63.200,27.480
'6:25:58.184',-,-0.040,-,-,-0.040,-,-,63.200,27.120
'6:25:58.192',-,-0.032,-,-,-0.040,-,-,63.200,27.120
'6:25:58.200',-,-0.048,-,-,-0.040,-,-,61.600,27.120
'6:25:58.208',-,-0.032,-,-,-0.040,-,-,61.600,27.120
'6:25:58.216',-,-0.040,-,-,-0.016,-,-,61.600,27.120
'6:25:58.224',-,-0.032,-,-,-0.040,-,-,61.600,27.120
'6:25:58.232',-,-0.048,-,-,-0.040,-,-,60.800,27.120
'6:25:58.240',-,-0.144,-,-,-0.080,-,-,60.800,26.760
'6:25:58.248',-,-0.192,-,-,-0.136,-,-,60.800,26.760
'6:25:58.256',-,0.136,-,-,0.000,-,-,60.800,26.280
'6:25:58.264',-,0.584,-,-,0.296,-,-,60.800,26.280
'6:25:58.272',-,0.400,-,-,0.296,-,-,60.800,26.280
'6:25:58.280',-,0.168,-,-,0.176,-,-,60.800,26.280
'6:25:58.288',-,-0.088,-,-,0.000,-,-,59.200,26.280
'6:25:58.296',-,-0.016,-,-,-0.040,-,-,59.200,26.280
'6:25:58.304',-,0.080,-,-,0.000,-,-,59.200,26.760
'6:25:58.312',-,0.016,-,-,0.000,-,-,59.200,26.760
'6:25:58.320',-,0.000,-,-,-0.016,-,-,59.200,27.120
'6:25:58.328',-,-0.008,-,-,-0.016,-,-,59.200,28.320
'6:25:58.336',-,-0.016,-,-,-0.040,-,-,60.800,29.880
'6:25:58.344',-,-0.032,-,-,-0.040,-,-,63.200,31.920
'6:25:58.352',-,-0.024,-,-,-0.040,-,-,68.000,34.320
'6:25:58.360',-,-0.032,-,-,-0.040,-,-,73.600,36.360
'6:25:58.368',-,-0.032,-,-,-0.040,-,-,80.000,38.280
'6:25:58.376',-,-0.024,-,-,-0.040,-,-,87.200,39.960
'6:25:58.384',-,-0.032,-,-,-0.040,-,-,94.400,41.520
'6:25:58.392',-,-0.024,-,-,-0.040,-,-,101.600,42.360
'6:25:58.400',-,-0.032,-,-,-0.040,-,-,106.400,43.560
'6:25:58.408',-,-0.024,-,-,-0.040,-,-,112.800,44.280
'6:25:58.416',-,-0.032,-,-,-0.040,-,-,117.600,45.120
'6:25:58.424',-,-0.024,-,-,-0.040,-,-,120.800,45.960
'6:25:58.432',-,-0.032,-,-,-0.040,-,-,124.800,46.320
'6:25:58.440',-,-0.024,-,-,-0.040,-,-,124.800,46.680
'6:25:58.448',-,-0.032,-,-,-0.040,-,-,122.400,47.160
'6:25:58.456',-,-0.024,-,-,-0.040,-,-,118.400,47.160
'6:25:58.464',-,-0.032,-,-,-0.040,-,-,115.200,47.520
'6:25:58.472',-,-0.040,-,-,-0.040,-,-,112.800,47.520
'6:25:58.480',-,-0.032,-,-,-0.040,-,-,110.400,48.360
'6:25:58.488',-,-0.056,-,-,-0.040,-,-,108.800,48.720
'6:25:58.496',-,-0.064,-,-,-0.056,-,-,108.800,49.080
'6:25:58.504',-,-0.064,-,-,-0.056,-,-,108.800,49.560
'6:25:58.512',-,-0.056,-,-,-0.080,-,-,108.000,49.560
'6:25:58.520',-,-0.064,-,-,-0.056,-,-,106.400,49.560
'6:25:58.528',-,-0.024,-,-,-0.040,-,-,104.000,49.080
'6:25:58.536',-,0.000,-,-,-0.040,-,-,101.600,48.360
'6:25:58.544',-,0.024,-,-,0.000,-,-,98.400,47.520
'6:25:58.552',-,0.040,-,-,0.000,-,-,96.000,46.320
'6:25:58.560',-,0.064,-,-,0.016,-,-,92.000,44.760
'6:25:58.568',-,0.056,-,-,0.016,-,-,88.800,43.080
'6:25:58.576',-,0.064,-,-,0.040,-,-,86.400,41.520
'6:25:58.584',-,0.064,-,-,0.040,-,-,84.000,40.320
'6:25:58.592',-,0.056,-,-,0.016,-,-,82.400,39.480
'6:25:58.600',-,0.064,-,-,0.040,-,-,82.400,39.120
'6:25:58.608',-,0.048,-,-,0.016,-,-,82.400,39.120
'6:25:58.616',-,0.056,-,-,0.016,-,-,82.400,39.120
'6:25:58.624',-,0.048,-,-,0.016,-,-,82.400,39.480
'6:25:58.632',-,0.056,-,-,0.016,-,-,82.400,39.960
'6:25:58.640',-,0.040,-,-,0.016,-,-,81.600,40.680
'6:25:58.648',-,0.040,-,-,0.000,-,-,81.600,41.160
'6:25:58.656',-,0.048,-,-,0.016,-,-,81.600,41.520
'6:25:58.664',-,0.048,-,-,0.016,-,-,80.000,41.880
'6:25:58.672',-,0.040,-,-,0.000,-,-,80.000,41.520
'6:25:58.680',-,0.040,-,-,0.000,-,-,80.000,41.160
'6:25:58.688',-,0.032,-,-,0.000,-,-,78.400,40.320
'6:25:58.696',-,0.032,-,-,0.000,-,-,78.400,39.960
'6:25:58.704',-,0.024,-,-,0.000,-,-,77.600,39.120
'6:25:58.712',-,0.016,-,-,0.000,-,-,77.600,38.280
'6:25:58.720',-,0.008,-,-,0.000,-,-,76.000,37.920
'6:25:58.728',-,0.016,-,-,0.000,-,-,76.000,37.560
'6:25:58.736',-,0.008,-,-,0.000,-,-,76.000,37.080
'6:25:58.744',-,0.000,-,-,0.000,-,-,75.200,37.080
'6:25:58.752',-,0.000,-,-,0.000,-,-,75.200,36.720
'6:25:58.760',-,0.000,-,-,0.000,-,-,73.600,36.720
'6:25:58.768',-,0.000,-,-,0.000,-,-,73.600,36.720
'6:25:58.776',-,0.000,-,-,0.000,-,-,73.600,36.720
'6:25:58.784',-,0.000,-,-,0.000,-,-,73.600,36.720
'6:25:58.792',-,-0.008,-,-,-0.016,-,-,72.800,36.360
'6:25:58.800',-,-0.008,-,-,0.000,-,-,72.800,36.360
'6:25:58.808',-,-0.008,-,-,-0.016,-,-,72.800,36.360
'6:25:58.816',-,-0.008,-,-,0.000,-,-,71.200,36.360
'6:25:58.824',-,-0.008,-,-,-0.016,-,-,71.200,36.360
'6:25:58.832',-,0.000,-,-,0.000,-,-,71.200,35.880
'6:25:58.840',-,-0.008,-,-,-0.016,-,-,70.400,35.880
'6:25:58.848',-,-0.016,-,-,-0.016,-,-,70.400,35.880
'6:25:58.856',-,-0.008,-,-,0.000,-,-,70.400,35.880
'6:25:58.864',-,-0.008,-,-,-0.016,-,-,68.800,35.520
'6:25:58.872',-,-0.016,-,-,-0.016,-,-,68.800,35.520
'6:25:58.880',-,-0.008,-,-,0.000,-,-,68.800,35.520
'6:25:58.888',-,-0.016,-,-,-0.016,-,-,68.800,35.520
'6:25:58.896',-,-0.008,-,-,-0.016,-,-,68.000,35.160
'6:25:58.904',-,-0.016,-,-,-0.016,-,-,68.000,35.160
'6:25:58.912',-,-0.016,-,-,-0.016,-,-,66.400,34.680
'6:25:58.920',-,-0.008,-,-,0.000,-,-,66.400,34.320
'6:25:58.928',-,0.000,-,-,0.000,-,-,66.400,33.960
'6:25:58.936',-,0.016,-,-,0.000,-,-,65.600,33.960
'6:25:58.944',-,0.032,-,-,0.000,-,-,65.600,33.480
'6:25:58.952',-,0.024,-,-,0.000,-,-,65.600,33.120
'6:25:58.960',-,0.056,-,-,0.016,-,-,64.000,33.120
'6:25:58.968',-,0.064,-,-,0.016,-,-,64.000,33.120
'6:25:58.976',-,0.032,-,-,0.016,-,-,64.000,33.120
'6:25:58.984',-,0.080,-,-,0.040,-,-,64.000,33.120
'6:25:58.992',-,0.056,-,-,0.016,-,-,64.000,33.120
'6:25:59.000',-,-0.008,-,-,0.040,-,-,64.000,32.760
'6:25:59.008',-,-0.032,-,-,-0.016,-,-,64.000,31.920
'6:25:59.016',-,-0.024,-,-,-0.040,-,-,63.200,31.560
'6:25:59.024',-,-0.032,-,-,-0.040,-,-,63.200,31.080
'6:25:59.032',-,-0.040,-,-,-0.040,-,-,63.200,30.720
'6:25:59.040',-,-0.032,-,-,-0.040,-,-,63.200,30.720
'6:25:59.048',-,-0.040,-,-,-0.040,-,-,61.600,30.720
'6:25:59.056',-,-0.032,-,-,-0.040,-,-,61.600,30.720
'6:25:59.064',-,-0.040,-,-,-0.040,-,-,61.600,30.720
'6:25:59.072',-,-0.088,-,-,-0.040,-,-,61.600,30.360
'6:25:59.080',-,-0.192,-,-,-0.136,-,-,61.600,30.360
'6:25:59.088',-,-0.064,-,-,-0.136,-,-,61.600,29.880
'6:25:59.096',-,0.360,-,-,0.120,-,-,60.800,29.520
'6:25:59.104',-,0.568,-,-,0.296,-,-,60.800,29.160
'6:25:59.112',-,0.328,-,-,0.296,-,-,60.800,28.680
'6:25:59.120',-,-0.016,-,-,0.080,-,-,60.800,28.320
'6:25:59.128',-,-0.072,-,-,0.000,-,-,59.200,28.320
'6:25:59.136',-,0.104,-,-,0.016,-,-,59.200,28.680
'6:25:59.144',-,0.040,-,-,0.040,-,-,59.200,29.160
'6:25:59.152',-,0.008,-,-,0.000,-,-,59.200,29.160
'6:25:59.160',-,-0.008,-,-,-0.016,-,-,59.200,29.520
'6:25:59.168',-,-0.024,-,-,-0.040,-,-,59.200,30.360
'6:25:59.176',-,-0.024,-,-,-0.040,-,-,61.600,31.560
'6:25:59.184',-,-0.016,-,-,-0.040,-,-,65.600,33.120
'6:25:59.192',-,-0.032,-,-,-0.040,-,-,70.400,34.320
'6:25:59.200',-,-0.040,-,-,-0.040,-,-,77.600,35.160
'6:25:59.208',-,-0.032,-,-,-0.040,-,-,84.000,35.880
'6:25:59.216',-,-0.040,-,-,-0.040,-,-,91.200,36.720
'6:25:59.224',-,-0.032,-,-,-0.040,-,-,99.200,37.920
'6:25:59.232',-,-0.040,-,-,-0.040,-,-,105.600,38.760
'6:25:59.240',-,-0.032,-,-,-0.040,-,-,111.200,40.320
'6:25:59.248',-,-0.040,-,-,-0.040,-,-,116.000,41.520
'6:25:59.256',-,-0.032,-,-,-0.040,-,-,120.800,42.360
'6:25:59.264',-,-0.032,-,-,-0.040,-,-,124.800,42.720
'6:25:59.272',-,-0.040,-,-,-0.040,-,-,124.800,41.880
'6:25:59.280',-,-0.032,-,-,-0.040,-,-,123.200,41.160
'6:25:59.288',-,-0.040,-,-,-0.040,-,-,120.000,40.320
'6:25:59.296',-,-0.032,-,-,-0.040,-,-,115.200,39.480
'6:25:59.304',-,-0.048,-,-,-0.040,-,-,112.800,39.120
'6:25:59.312',-,-0.040,-,-,-0.040,-,-,110.400,39.480
'6:25:59.320',-,-0.056,-,-,-0.040,-,-,108.800,39.960
'6:25:59.328',-,-0.064,-,-,-0.056,-,-,108.800,40.320
'6:25:59.336',-,-0.072,-,-,-0.080,-,-,108.800,41.160
'6:25:59.344',-,-0.064,-,-,-0.056,-,-,108.000,41.880
'6:25:59.352',-,-0.072,-,-,-0.080,-,-,106.400,41.880
'6:25:59.360',-,-0.048,-,-,-0.056,-,-,104.000,41.880
'6:25:59.368',-,-0.024,-,-,-0.040,-,-,101.600,41.520
'6:25:59.376',-,0.008,-,-,0.000,-,-,98.400,40.680
'6:25:59.384',-,0.024,-,-,0.000,-,-,94.400,39.480
'6:25:59.392',-,0.048,-,-,0.016,-,-,91.200,37.920
'6:25:59.400',-,0.064,-,-,0.040,-,-,88.800,36.720
'6:25:59.408',-,0.064,-,-,0.040,-,-,84.800,35.880
'6:25:59.416',-,0.064,-,-,0.040,-,-,82.400,35.520
'6:25:59.424',-,0.064,-,-,0.040,-,-,81.600,35.160
'6:25:59.432',-,0.064,-,-,0.040,-,-,81.600,35.160
'6:25:59.440',-,0.056,-,-,0.016,-,-,81.600,35.520
'6:25:59.448',-,0.048,-,-,0.040,-,-,81.600,35.880
'6:25:59.456',-,0.056,-,-,0.016,-,-,81.600,35.880
'6:25:59.464',-,0.056,-,-,0.016,-,-,81.600,35.880
'6:25:59.472',-,0.048,-,-,0.016,-,-,80.000,35.520
'6:25:59.480',-,0.048,-,-,0.016,-,-,80.000,35.160
'6:25:59.488',-,0.040,-,-,0.016,-,-,80.000,34.680
'6:25:59.496',-,0.048,-,-,0.016,-,-,80.000,33.960
'6:25:59.504',-,0.032,-,-,0.000,-,-,80.000,33.480
'6:25:59.512',-,0.040,-,-,0.000,-,-,78.400,32.760
'6:25:59.520',-,0.024,-,-,0.000,-,-,77.600,32.280
'6:25:59.528',-,0.024,-,-,0.000,-,-,77.600,31.560
'6:25:59.536',-,0.016,-,-,0.000,-,-,76.000,31.080
'6:25:59.544',-,0.008,-,-,0.000,-,-,75.200,30.720
'6:25:59.552',-,0.008,-,-,0.000,-,-,75.200,30.360
'6:25:59.560',-,0.000,-,-,0.000,-,-,75.200,29.880
'6:25:59.568',-,0.008,-,-,0.000,-,-,73.600,29.880
'6:25:59.576',-,0.000,-,-,0.000,-,-,73.600,29.880
'6:25:59.584',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:25:59.592',-,-0.008,-,-,0.000,-,-,72.800,29.880
'6:25:59.600',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:25:59.608',-,-0.008,-,-,0.000,-,-,71.200,29.880
'6:25:59.616',-,0.000,-,-,-0.016,-,-,71.200,29.880
'6:25:59.624',-,-0.016,-,-,-0.016,-,-,71.200,29.520
'6:25:59.632',-,0.000,-,-,0.000,-,-,70.400,29.160
'6:25:59.640',-,-0.008,-,-,-0.016,-,-,70.400,29.160
'6:25:59.648',-,-0.008,-,-,0.000,-,-,70.400,28.680
'6:25:59.656',-,-0.016,-,-,-0.016,-,-,68.800,28.680
'6:25:59.664',-,-0.008,-,-,0.000,-,-,68.800,28.320
'6:25:59.672',-,-0.016,-,-,-0.016,-,-,68.800,28.320
'6:25:59.680',-,-0.008,-,-,0.000,-,-,68.000,27.960
'6:25:59.688',-,-0.016,-,-,-0.016,-,-,68.000,27.960
'6:25:59.696',-,-0.008,-,-,0.000,-,-,68.000,27.480
'6:25:59.704',-,-0.024,-,-,-0.016,-,-,68.000,27.480
'6:25:59.712',-,-0.016,-,-,0.000,-,-,66.400,27.480
'6:25:59.720',-,-0.016,-,-,-0.016,-,-,66.400,27.120
'6:25:59.728',-,-0.016,-,-,-0.016,-,-,66.400,27.120
'6:25:59.736',-,-0.024,-,-,-0.016,-,-,65.600,27.120
'6:25:59.744',-,-0.008,-,-,0.000,-,-,65.600,27.120
'6:25:59.752',-,-0.016,-,-,-0.016,-,-,65.600,26.760
'6:25:59.760',-,-0.016,-,-,0.000,-,-,65.600,26.760
'6:25:59.768',-,0.000,-,-,0.000,-,-,64.000,26.760
'6:25:59.776',-,0.008,-,-,0.000,-,-,64.000,26.280
'6:25:59.784',-,0.016,-,-,0.000,-,-,64.000,26.280
'6:25:59.792',-,0.024,-,-,0.000,-,-,64.000,26.280
'6:25:59.800',-,0.040,-,-,0.000,-,-,64.000,26.280
'6:25:59.808',-,0.064,-,-,0.040,-,-,63.200,26.280
'6:25:59.816',-,0.040,-,-,0.016,-,-,63.200,26.280
'6:25:59.824',-,0.088,-,-,0.040,-,-,63.200,26.760
'6:25:59.832',-,0.048,-,-,0.016,-,-,63.200,26.760
'6:25:59.840',-,0.056,-,-,0.000,-,-,63.200,26.280
'6:25:59.848',-,-0.032,-,-,-0.016,-,-,63.200,25.920
'6:25:59.856',-,-0.032,-,-,-0.016,-,-,63.200,25.560
'6:25:59.864',-,-0.040,-,-,-0.040,-,-,61.600,25.080
'6:25:59.872',-,-0.032,-,-,-0.040,-,-,61.600,24.720
'6:25:59.880',-,-0.040,-,-,-0.016,-,-,61.600,24.720
'6:25:59.888',-,-0.048,-,-,-0.040,-,-,61.600,24.720
'6:25:59.896',-,-0.032,-,-,-0.016,-,-,61.600,24.720
'6:25:59.904',-,-0.040,-,-,-0.040,-,-,60.800,24.720
'6:25:59.912',-,-0.048,-,-,-0.016,-,-,60.800,24.720
'6:25:59.920',-,-0.136,-,-,-0.080,-,-,60.800,24.360
'6:25:59.928',-,-0.192,-,-,-0.136,-,-,60.800,24.360
'6:25:59.936',-,0.104,-,-,-0.016,-,-,60.800,24.360
'6:25:59.944',-,0.544,-,-,0.280,-,-,59.200,23.880
'6:25:59.952',-,0.368,-,-,0.296,-,-,59.200,23.880
'6:25:59.960',-,0.120,-,-,0.160,-,-,59.200,23.880
'6:25:59.968',-,-0.128,-,-,-0.040,-,-,59.200,23.880
'6:25:59.976',-,-0.040,-,-,-0.056,-,-,59.200,23.880
'6:25:59.984',-,0.056,-,-,0.000,-,-,58.400,24.360
'6:25:59.992',-,0.008,-,-,0.000,-,-,58.400,24.360
'6:26:00.000',-,0.000,-,-,0.000,-,-,58.400,24.720
'6:26:00.008',-,-0.008,-,-,-0.016,-,-,58.400,25.560
'6:26:00.016',-,-0.016,-,-,-0.016,-,-,59.200,27.120
'6:26:00.024',-,-0.016,-,-,-0.040,-,-,60.800,29.520
'6:26:00.032',-,-0.024,-,-,-0.016,-,-,64.000,31.920
'6:26:00.040',-,-0.024,-,-,-0.040,-,-,68.800,33.960
'6:26:00.048',-,-0.032,-,-,-0.040,-,-,75.200,35.520
'6:26:00.056',-,-0.024,-,-,-0.016,-,-,81.600,37.080
'6:26:00.064',-,-0.024,-,-,-0.040,-,-,88.800,38.280
'6:26:00.072',-,-0.032,-,-,-0.040,-,-,96.000,39.120
'6:26:00.080',-,-0.016,-,-,-0.016,-,-,101.600,39.480
'6:26:00.088',-,-0.024,-,-,-0.040,-,-,106.400,39.960
'6:26:00.096',-,-0.016,-,-,-0.016,-,-,111.200,40.320
'6:26:00.104',-,-0.024,-,-,-0.016,-,-,115.200,41.160
'6:26:00.112',-,-0.016,-,-,-0.040,-,-,117.600,41.520
'6:26:00.120',-,-0.024,-,-,-0.016,-,-,118.400,42.360
'6:26:00.128',-,-0.024,-,-,-0.040,-,-,116.000,42.720
'6:26:00.136',-,-0.016,-,-,-0.016,-,-,113.600,43.080
'6:26:00.144',-,-0.024,-,-,-0.016,-,-,110.400,43.560
'6:26:00.152',-,-0.032,-,-,-0.040,-,-,106.400,43.920
'6:26:00.160',-,-0.024,-,-,-0.040,-,-,104.000,44.760
'6:26:00.168',-,-0.040,-,-,-0.040,-,-,103.200,44.760
'6:26:00.176',-,-0.048,-,-,-0.040,-,-,101.600,45.120
'6:26:00.184',-,-0.056,-,-,-0.056,-,-,101.600,45.120
