'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'6:59:00.424',-0.280,-,-,-,-0.100,-,95.200,15.200
'6:59:00.432',-0.260,-,-,-,-0.100,-,94.400,14.800
'6:59:00.440',-0.220,-,-,-,-0.100,-,93.600,14.800
'6:59:00.448',-0.160,-,-,-,-0.060,-,92.000,15.200
'6:59:00.456',-0.100,-,-,-,-0.040,-,90.400,15.200
'6:59:00.464',-0.060,-,-,-,-0.020,-,88.800,15.600
'6:59:00.472',-0.040,-,-,-,-0.040,-,88.000,15.600
'6:59:00.480',0.000,-,-,-,0.000,-,88.800,15.600
'6:59:00.488',0.040,-,-,-,0.000,-,88.800,16.000
'6:59:00.496',0.120,-,-,-,0.040,-,88.800,16.000
'6:59:00.504',0.120,-,-,-,0.040,-,89.600,16.000
'6:59:00.512',0.160,-,-,-,0.040,-,88.800,16.000
'6:59:00.520',0.180,-,-,-,0.040,-,88.000,16.000
'6:59:00.528',0.200,-,-,-,0.040,-,86.400,15.600
'6:59:00.536',0.220,-,-,-,0.040,-,85.600,15.200
'6:59:00.544',0.220,-,-,-,0.040,-,84.000,15.200
'6:59:00.552',0.160,-,-,-,0.020,-,83.200,14.800
'6:59:00.560',0.120,-,-,-,0.000,-,82.400,14.800
'6:59:00.568',0.080,-,-,-,0.000,-,82.400,14.400
'6:59:00.576',0.040,-,-,-,-0.020,-,81.600,14.400
'6:59:00.584',0.060,-,-,-,0.000,-,81.600,14.000
'6:59:00.592',0.040,-,-,-,-0.020,-,80.800,14.000
'6:59:00.600',0.020,-,-,-,-0.020,-,80.800,14.000
'6:59:00.608',0.040,-,-,-,-0.020,-,80.800,14.000
'6:59:00.616',0.000,-,-,-,0.000,-,80.000,13.600
'6:59:00.624',-0.100,-,-,-,-0.080,-,79.200,13.200
'6:59:00.632',-0.100,-,-,-,-0.080,-,78.400,13.200
'6:59:00.640',-0.080,-,-,-,-0.100,-,77.600,12.800
'6:59:00.648',-0.140,-,-,-,0.040,-,77.600,12.800
'6:59:00.656',0.160,-,-,-,0.300,-,77.600,12.400
'6:59:00.664',-0.140,-,-,-,0.120,-,76.800,12.400
'6:59:00.672',-0.380,-,-,-,-0.100,-,76.000,12.000
'6:59:00.680',-0.440,-,-,-,-0.160,-,75.200,12.000
'6:59:00.688',-0.440,-,-,-,-0.160,-,73.600,11.600
'6:59:00.696',-0.380,-,-,-,-0.140,-,72.000,12.000
'6:59:00.704',-0.280,-,-,-,-0.140,-,71.200,12.400
'6:59:00.712',-0.220,-,-,-,-0.100,-,72.000,13.200
'6:59:00.720',-0.160,-,-,-,-0.100,-,72.000,14.400
'6:59:00.728',-0.100,-,-,-,-0.060,-,72.800,14.800
'6:59:00.736',-0.040,-,-,-,-0.040,-,73.600,15.200
'6:59:00.744',0.020,-,-,-,-0.020,-,74.400,15.200
'6:59:00.752',0.100,-,-,-,0.000,-,73.600,15.600
'6:59:00.760',0.180,-,-,-,0.040,-,72.800,16.000
'6:59:00.768',0.260,-,-,-,0.060,-,72.000,16.400
'6:59:00.776',0.320,-,-,-,0.080,-,71.200,16.400
'6:59:00.784',0.360,-,-,-,0.080,-,71.200,17.200
'6:59:00.792',0.300,-,-,-,0.060,-,71.200,18.000
'6:59:00.800',0.260,-,-,-,0.060,-,72.000,19.200
'6:59:00.808',0.280,-,-,-,0.060,-,74.400,20.400
'6:59:00.816',0.160,-,-,-,0.040,-,77.600,21.600
'6:59:00.824',0.120,-,-,-,0.020,-,83.200,22.400
'6:59:00.832',0.140,-,-,-,0.040,-,89.600,23.200
'6:59:00.840',0.160,-,-,-,0.040,-,96.800,24.000
'6:59:00.848',0.080,-,-,-,0.040,-,102.400,24.400
'6:59:00.856',0.040,-,-,-,0.040,-,106.400,24.800
'6:59:00.864',-0.100,-,-,-,0.000,-,109.600,24.800
'6:59:00.872',-0.320,-,-,-,-0.080,-,111.200,24.800
'6:59:00.880',-0.400,-,-,-,-0.100,-,112.000,24.800
'6:59:00.888',-0.360,-,-,-,-0.060,-,112.000,24.800
'6:59:00.896',-0.320,-,-,-,-0.040,-,112.800,24.400
'6:59:00.904',-0.220,-,-,-,0.000,-,113.600,24.000
'6:59:00.912',-0.140,-,-,-,0.020,-,114.400,23.600
'6:59:00.920',-0.100,-,-,-,0.040,-,116.000,23.200
'6:59:00.928',-0.040,-,-,-,0.060,-,119.200,22.800
'6:59:00.936',0.000,-,-,-,0.060,-,121.600,22.800
'6:59:00.944',0.040,-,-,-,0.040,-,124.000,23.200
'6:59:00.952',0.060,-,-,-,0.040,-,125.600,23.200
'6:59:00.960',0.100,-,-,-,0.040,-,126.400,23.200
'6:59:00.968',0.140,-,-,-,0.040,-,125.600,23.200
'6:59:00.976',0.200,-,-,-,0.040,-,124.000,22.400
'6:59:00.984',0.280,-,-,-,0.080,-,121.600,22.000
'6:59:00.992',0.340,-,-,-,0.080,-,119.200,21.200
'6:59:01.000',0.380,-,-,-,0.120,-,116.000,20.400
'6:59:01.008',0.300,-,-,-,0.080,-,113.600,19.600
'6:59:01.016',0.240,-,-,-,0.040,-,110.400,18.800
'6:59:01.024',0.260,-,-,-,0.060,-,106.400,18.000
'6:59:01.032',0.080,-,-,-,0.000,-,103.200,17.600
'6:59:01.040',-0.040,-,-,-,-0.040,-,100.000,17.200
'6:59:01.048',-0.100,-,-,-,-0.060,-,96.800,16.800
'6:59:01.056',-0.200,-,-,-,-0.100,-,94.400,16.400
'6:59:01.064',-0.260,-,-,-,-0.100,-,93.600,16.000
'6:59:01.072',-0.320,-,-,-,-0.140,-,93.600,15.600
'6:59:01.080',-0.520,-,-,-,-0.180,-,94.400,15.200
'6:59:01.088',-0.620,-,-,-,-0.220,-,96.000,15.200
'6:59:01.096',-0.600,-,-,-,-0.220,-,96.800,14.800
'6:59:01.104',-0.480,-,-,-,-0.180,-,96.000,14.800
'6:59:01.112',-0.360,-,-,-,-0.140,-,94.400,14.400
'6:59:01.120',-0.320,-,-,-,-0.100,-,92.800,14.400
'6:59:01.128',-0.280,-,-,-,-0.100,-,91.200,14.400
'6:59:01.136',-0.220,-,-,-,-0.060,-,89.600,14.400
'6:59:01.144',-0.140,-,-,-,-0.040,-,89.600,14.800
'6:59:01.152',-0.040,-,-,-,0.000,-,89.600,15.600
'6:59:01.160',0.040,-,-,-,0.000,-,89.600,16.000
'6:59:01.168',0.100,-,-,-,0.040,-,90.400,16.400
'6:59:01.176',0.160,-,-,-,0.080,-,90.400,16.800
'6:59:01.184',0.200,-,-,-,0.060,-,89.600,16.800
'6:59:01.192',0.240,-,-,-,0.080,-,88.000,16.800
'6:59:01.200',0.260,-,-,-,0.080,-,86.400,16.400
'6:59:01.208',0.240,-,-,-,0.060,-,85.600,16.000
'6:59:01.216',0.200,-,-,-,0.040,-,84.800,15.600
'6:59:01.224',0.120,-,-,-,0.020,-,84.000,15.200
'6:59:01.232',0.040,-,-,-,0.000,-,84.000,15.200
'6:59:01.240',0.000,-,-,-,-0.040,-,83.200,14.800
'6:59:01.248',-0.040,-,-,-,-0.040,-,82.400,14.800
'6:59:01.256',0.000,-,-,-,-0.040,-,81.600,14.800
'6:59:01.264',-0.100,-,-,-,-0.060,-,81.600,14.400
'6:59:01.272',-0.160,-,-,-,-0.100,-,80.800,14.400
'6:59:01.280',-0.180,-,-,-,-0.080,-,80.800,14.000
'6:59:01.288',-0.180,-,-,-,-0.100,-,80.800,14.000
'6:59:01.296',-0.220,-,-,-,-0.100,-,80.800,13.600
'6:59:01.304',-0.240,-,-,-,-0.140,-,80.800,13.200
'6:59:01.312',-0.180,-,-,-,-0.100,-,80.000,13.200
'6:59:01.320',-0.040,-,-,-,0.000,-,79.200,12.800
'6:59:01.328',0.300,-,-,-,0.260,-,78.400,12.800
'6:59:01.336',0.460,-,-,-,0.400,-,77.600,12.400
'6:59:01.344',0.080,-,-,-,0.080,-,76.000,12.000
'6:59:01.352',-0.060,-,-,-,-0.020,-,75.200,12.000
'6:59:01.360',-0.100,-,-,-,-0.040,-,74.400,12.000
'6:59:01.368',-0.100,-,-,-,-0.060,-,73.600,12.000
'6:59:01.376',-0.140,-,-,-,-0.060,-,72.800,12.800
'6:59:01.384',-0.140,-,-,-,-0.060,-,72.800,13.200
'6:59:01.392',-0.120,-,-,-,-0.060,-,72.800,14.000
'6:59:01.400',-0.100,-,-,-,-0.060,-,73.600,14.000
'6:59:01.408',-0.060,-,-,-,-0.040,-,73.600,14.400
'6:59:01.416',-0.060,-,-,-,-0.040,-,73.600,14.400
'6:59:01.424',-0.040,-,-,-,-0.040,-,73.600,14.800
'6:59:01.432',-0.060,-,-,-,-0.040,-,72.800,15.200
'6:59:01.440',-0.040,-,-,-,-0.040,-,72.800,16.000
'6:59:01.448',-0.040,-,-,-,-0.040,-,72.000,16.400
'6:59:01.456',-0.040,-,-,-,-0.040,-,72.000,17.200
'6:59:01.464',-0.060,-,-,-,-0.040,-,72.000,18.000
'6:59:01.472',-0.080,-,-,-,-0.040,-,72.800,18.800
'6:59:01.480',-0.100,-,-,-,-0.040,-,74.400,20.000
'6:59:01.488',-0.100,-,-,-,-0.040,-,76.800,21.200
'6:59:01.496',-0.140,-,-,-,-0.040,-,81.600,22.000
'6:59:01.504',-0.140,-,-,-,-0.040,-,88.000,22.800
'6:59:01.512',-0.100,-,-,-,-0.020,-,94.400,23.600
'6:59:01.520',-0.060,-,-,-,0.000,-,100.800,24.000
'6:59:01.528',-0.040,-,-,-,0.000,-,105.600,24.400
'6:59:01.536',0.000,-,-,-,0.020,-,108.800,24.800
'6:59:01.544',0.040,-,-,-,0.040,-,110.400,25.200
'6:59:01.552',0.080,-,-,-,0.080,-,111.200,25.200
'6:59:01.560',0.140,-,-,-,0.080,-,111.200,25.200
'6:59:01.568',0.200,-,-,-,0.120,-,112.000,25.200
'6:59:01.576',0.240,-,-,-,0.140,-,115.200,25.200
'6:59:01.584',0.260,-,-,-,0.160,-,118.400,25.200
'6:59:01.592',0.280,-,-,-,0.160,-,122.400,24.800
'6:59:01.600',0.300,-,-,-,0.180,-,125.600,24.800
'6:59:01.608',0.260,-,-,-,0.160,-,128.000,24.400
'6:59:01.616',0.200,-,-,-,0.120,-,128.800,24.000
'6:59:01.624',0.140,-,-,-,0.080,-,128.000,23.600
'6:59:01.632',0.080,-,-,-,0.040,-,127.200,22.800
'6:59:01.640',0.040,-,-,-,0.020,-,126.400,22.400
'6:59:01.648',0.000,-,-,-,0.000,-,124.800,21.600
'6:59:01.656',0.000,-,-,-,0.000,-,123.200,21.200
'6:59:01.664',0.000,-,-,-,0.000,-,120.800,20.400
'6:59:01.672',0.000,-,-,-,-0.020,-,118.400,19.600
'6:59:01.680',0.000,-,-,-,-0.020,-,116.800,18.800
'6:59:01.688',0.000,-,-,-,-0.020,-,113.600,18.000
'6:59:01.696',0.000,-,-,-,0.000,-,110.400,17.200
'6:59:01.704',0.000,-,-,-,0.000,-,107.200,16.800
'6:59:01.712',0.000,-,-,-,-0.020,-,104.000,16.400
'6:59:01.720',-0.020,-,-,-,0.000,-,100.800,16.000
'6:59:01.728',-0.040,-,-,-,-0.020,-,98.400,15.600
'6:59:01.736',-0.060,-,-,-,-0.040,-,96.000,15.600
'6:59:01.744',-0.080,-,-,-,-0.040,-,95.200,15.200
'6:59:01.752',-0.100,-,-,-,-0.040,-,94.400,15.200
'6:59:01.760',-0.140,-,-,-,-0.040,-,94.400,14.800
'6:59:01.768',-0.140,-,-,-,-0.060,-,95.200,14.800
'6:59:01.776',-0.140,-,-,-,-0.040,-,95.200,14.800
'6:59:01.784',-0.100,-,-,-,-0.040,-,94.400,15.200
'6:59:01.792',-0.060,-,-,-,-0.020,-,93.600,15.200
'6:59:01.800',-0.040,-,-,-,0.000,-,92.800,15.600
'6:59:01.808',-0.020,-,-,-,0.000,-,92.000,16.000
'6:59:01.816',-0.020,-,-,-,0.000,-,92.000,16.400
'6:59:01.824',0.000,-,-,-,0.000,-,92.000,16.400
'6:59:01.832',0.000,-,-,-,0.000,-,92.800,16.800
'6:59:01.840',0.040,-,-,-,0.000,-,92.800,16.800
'6:59:01.848',0.060,-,-,-,0.040,-,93.600,16.800
'6:59:01.856',0.040,-,-,-,0.020,-,93.600,16.800
'6:59:01.864',0.040,-,-,-,0.020,-,92.800,16.800
'6:59:01.872',0.000,-,-,-,0.000,-,91.200,16.400
'6:59:01.880',-0.040,-,-,-,-0.020,-,89.600,16.000
'6:59:01.888',-0.080,-,-,-,-0.040,-,87.200,15.600
'6:59:01.896',-0.140,-,-,-,-0.060,-,85.600,15.200
'6:59:01.904',-0.180,-,-,-,-0.100,-,84.000,14.800
'6:59:01.912',-0.200,-,-,-,-0.100,-,82.400,14.800
'6:59:01.920',-0.180,-,-,-,-0.100,-,82.400,14.400
'6:59:01.928',-0.180,-,-,-,-0.100,-,81.600,14.000
'6:59:01.936',-0.180,-,-,-,-0.100,-,81.600,14.000
'6:59:01.944',-0.180,-,-,-,-0.100,-,81.600,14.000
'6:59:01.952',-0.180,-,-,-,-0.100,-,81.600,13.600
'6:59:01.960',-0.160,-,-,-,-0.080,-,81.600,13.600
'6:59:01.968',-0.160,-,-,-,-0.080,-,81.600,13.200
'6:59:01.976',-0.140,-,-,-,-0.080,-,81.600,13.200
'6:59:01.984',-0.160,-,-,-,-0.100,-,80.800,13.200
'6:59:01.992',-0.080,-,-,-,-0.060,-,80.800,13.200
'6:59:02.000',0.160,-,-,-,0.120,-,80.000,13.200
'6:59:02.008',0.500,-,-,-,0.420,-,79.200,12.800
'6:59:02.016',0.260,-,-,-,0.260,-,78.400,12.800
'6:59:02.024',0.020,-,-,-,0.020,-,77.600,12.800
'6:59:02.032',-0.060,-,-,-,-0.020,-,76.800,12.800
'6:59:02.040',-0.080,-,-,-,-0.040,-,76.000,12.800
'6:59:02.048',-0.100,-,-,-,-0.060,-,76.000,13.200
'6:59:02.056',-0.080,-,-,-,-0.060,-,75.200,13.600
'6:59:02.064',-0.100,-,-,-,-0.060,-,75.200,14.400
'6:59:02.072',-0.080,-,-,-,-0.060,-,74.400,14.400
'6:59:02.080',-0.060,-,-,-,-0.040,-,74.400,14.800
'6:59:02.088',-0.060,-,-,-,-0.040,-,74.400,14.400
'6:59:02.096',-0.040,-,-,-,-0.040,-,73.600,14.400
'6:59:02.104',-0.060,-,-,-,-0.040,-,73.600,14.800
'6:59:02.112',-0.040,-,-,-,-0.040,-,72.800,14.800
'6:59:02.120',-0.040,-,-,-,-0.040,-,72.800,15.200
'6:59:02.128',-0.040,-,-,-,-0.020,-,72.000,16.000
'6:59:02.136',-0.020,-,-,-,-0.040,-,72.000,16.800
'6:59:02.144',-0.020,-,-,-,-0.020,-,72.800,17.600
'6:59:02.152',0.000,-,-,-,-0.020,-,73.600,18.800
'6:59:02.160',0.000,-,-,-,0.000,-,76.000,20.000
'6:59:02.168',0.000,-,-,-,0.000,-,80.800,21.200
'6:59:02.176',0.020,-,-,-,0.000,-,86.400,22.400
'6:59:02.184',0.020,-,-,-,0.000,-,92.800,23.200
'6:59:02.192',0.040,-,-,-,0.020,-,100.000,23.600
'6:59:02.200',0.060,-,-,-,0.040,-,105.600,24.400
'6:59:02.208',0.080,-,-,-,0.040,-,109.600,24.800
'6:59:02.216',0.120,-,-,-,0.060,-,112.800,25.200
'6:59:02.224',0.140,-,-,-,0.080,-,113.600,25.200
'6:59:02.232',0.160,-,-,-,0.080,-,114.400,25.200
'6:59:02.240',0.200,-,-,-,0.120,-,115.200,25.200
'6:59:02.248',0.220,-,-,-,0.120,-,116.800,25.200
'6:59:02.256',0.260,-,-,-,0.140,-,119.200,25.200
'6:59:02.264',0.260,-,-,-,0.160,-,121.600,24.800
'6:59:02.272',0.260,-,-,-,0.160,-,124.800,24.400
'6:59:02.280',0.260,-,-,-,0.140,-,126.400,24.000
'6:59:02.288',0.200,-,-,-,0.120,-,128.000,23.600
'6:59:02.296',0.160,-,-,-,0.080,-,128.800,23.200
'6:59:02.304',0.120,-,-,-,0.040,-,129.600,22.800
'6:59:02.312',0.060,-,-,-,0.020,-,128.800,22.400
'6:59:02.320',0.040,-,-,-,0.000,-,128.000,22.000
'6:59:02.328',0.000,-,-,-,0.000,-,127.200,21.200
'6:59:02.336',0.000,-,-,-,0.000,-,125.600,20.800
'6:59:02.344',0.000,-,-,-,-0.020,-,123.200,20.000
'6:59:02.352',-0.020,-,-,-,-0.040,-,120.800,19.600
'6:59:02.360',-0.020,-,-,-,-0.020,-,118.400,18.800
'6:59:02.368',-0.020,-,-,-,-0.040,-,115.200,18.400
'6:59:02.376',-0.020,-,-,-,-0.040,-,112.000,17.600
'6:59:02.384',-0.020,-,-,-,-0.020,-,108.000,17.200
'6:59:02.392',-0.040,-,-,-,-0.040,-,104.000,16.800
'6:59:02.400',-0.020,-,-,-,-0.020,-,100.800,16.400
'6:59:02.408',-0.040,-,-,-,-0.020,-,98.400,16.400
'6:59:02.416',-0.020,-,-,-,-0.020,-,96.800,16.000
'6:59:02.424',-0.020,-,-,-,-0.020,-,96.800,15.600
'6:59:02.432',-0.020,-,-,-,-0.020,-,96.800,15.600
'6:59:02.440',-0.020,-,-,-,-0.020,-,97.600,15.600
'6:59:02.448',-0.020,-,-,-,-0.020,-,98.400,15.600
'6:59:02.456',0.000,-,-,-,-0.020,-,98.400,15.600
'6:59:02.464',0.000,-,-,-,0.000,-,98.400,15.600
'6:59:02.472',0.020,-,-,-,0.000,-,97.600,15.600
'6:59:02.480',0.040,-,-,-,0.000,-,96.800,15.600
'6:59:02.488',0.040,-,-,-,0.020,-,95.200,15.600
'6:59:02.496',0.020,-,-,-,0.000,-,94.400,16.000
'6:59:02.504',0.040,-,-,-,0.000,-,92.800,16.000
'6:59:02.512',0.040,-,-,-,0.000,-,92.000,16.000
'6:59:02.520',0.060,-,-,-,0.040,-,91.200,16.000
'6:59:02.528',0.080,-,-,-,0.040,-,91.200,15.600
'6:59:02.536',0.060,-,-,-,0.020,-,90.400,15.600
'6:59:02.544',0.040,-,-,-,0.020,-,89.600,15.600
'6:59:02.552',0.020,-,-,-,0.000,-,88.800,15.600
'6:59:02.560',0.000,-,-,-,0.000,-,88.800,15.200
'6:59:02.568',-0.020,-,-,-,0.000,-,88.000,15.200
'6:59:02.576',-0.060,-,-,-,-0.040,-,87.200,15.200
'6:59:02.584',-0.080,-,-,-,-0.040,-,86.400,14.800
'6:59:02.592',-0.100,-,-,-,-0.060,-,85.600,14.800
'6:59:02.600',-0.100,-,-,-,-0.060,-,84.800,14.800
'6:59:02.608',-0.100,-,-,-,-0.060,-,84.000,14.400
'6:59:02.616',-0.100,-,-,-,-0.040,-,84.000,14.400
'6:59:02.624',-0.100,-,-,-,-0.060,-,83.200,14.400
'6:59:02.632',-0.080,-,-,-,-0.040,-,83.200,14.400
'6:59:02.640',-0.080,-,-,-,-0.060,-,82.400,14.400
'6:59:02.648',-0.100,-,-,-,-0.040,-,82.400,14.000
'6:59:02.656',-0.100,-,-,-,-0.080,-,81.600,14.000
'6:59:02.664',-0.040,-,-,-,-0.100,-,81.600,14.000
'6:59:02.672',0.080,-,-,-,0.040,-,80.800,13.600
'6:59:02.680',0.420,-,-,-,0.340,-,80.800,13.600
'6:59:02.688',0.560,-,-,-,0.460,-,80.000,13.600
'6:59:02.696',0.140,-,-,-,0.120,-,79.200,13.200
'6:59:02.704',0.000,-,-,-,0.000,-,79.200,13.200
'6:59:02.712',-0.040,-,-,-,-0.040,-,78.400,13.200
'6:59:02.720',-0.080,-,-,-,-0.020,-,77.600,13.200
'6:59:02.728',-0.080,-,-,-,-0.040,-,77.600,14.000
'6:59:02.736',-0.100,-,-,-,-0.060,-,76.800,14.400
'6:59:02.744',-0.100,-,-,-,-0.060,-,76.000,14.800
'6:59:02.752',-0.080,-,-,-,-0.040,-,76.000,15.600
'6:59:02.760',-0.080,-,-,-,-0.040,-,75.200,16.000
'6:59:02.768',-0.060,-,-,-,-0.040,-,75.200,16.400
'6:59:02.776',-0.080,-,-,-,-0.040,-,74.400,16.400
'6:59:02.784',-0.060,-,-,-,-0.040,-,74.400,16.800
'6:59:02.792',-0.060,-,-,-,-0.040,-,74.400,17.600
'6:59:02.800',-0.040,-,-,-,-0.040,-,74.400,18.000
'6:59:02.808',-0.040,-,-,-,-0.040,-,73.600,18.800
'6:59:02.816',-0.040,-,-,-,-0.020,-,74.400,20.000
'6:59:02.824',-0.040,-,-,-,-0.040,-,75.200,21.200
'6:59:02.832',-0.020,-,-,-,-0.020,-,76.800,22.400
'6:59:02.840',-0.020,-,-,-,0.000,-,80.000,23.600
'6:59:02.848',0.000,-,-,-,0.000,-,85.600,24.800
'6:59:02.856',0.000,-,-,-,0.000,-,91.200,26.000
'6:59:02.864',0.000,-,-,-,0.000,-,98.400,26.800
'6:59:02.872',0.020,-,-,-,0.000,-,104.800,27.200
'6:59:02.880',0.040,-,-,-,0.020,-,109.600,28.000
'6:59:02.888',0.060,-,-,-,0.040,-,112.800,28.400
'6:59:02.896',0.080,-,-,-,0.060,-,114.400,28.400
'6:59:02.904',0.120,-,-,-,0.080,-,116.000,28.800
'6:59:02.912',0.140,-,-,-,0.100,-,116.800,28.800
'6:59:02.920',0.160,-,-,-,0.120,-,118.400,28.800
'6:59:02.928',0.180,-,-,-,0.120,-,120.000,28.800
'6:59:02.936',0.200,-,-,-,0.140,-,122.400,28.400
'6:59:02.944',0.220,-,-,-,0.140,-,125.600,28.400
'6:59:02.952',0.200,-,-,-,0.140,-,127.200,28.000
'6:59:02.960',0.160,-,-,-,0.120,-,129.600,27.600
'6:59:02.968',0.120,-,-,-,0.080,-,130.400,27.200
'6:59:02.976',0.080,-,-,-,0.040,-,130.400,26.800
'6:59:02.984',0.040,-,-,-,0.020,-,130.400,26.400
'6:59:02.992',0.000,-,-,-,0.000,-,129.600,26.000
'6:59:03.000',-0.040,-,-,-,-0.020,-,128.800,25.600
'6:59:03.008',-0.040,-,-,-,-0.020,-,127.200,25.200
'6:59:03.016',-0.060,-,-,-,-0.040,-,125.600,24.800
'6:59:03.024',-0.080,-,-,-,-0.040,-,124.000,24.000
'6:59:03.032',-0.080,-,-,-,-0.040,-,121.600,23.600
'6:59:03.040',-0.080,-,-,-,-0.040,-,118.400,23.200
'6:59:03.048',-0.080,-,-,-,-0.040,-,115.200,23.200
'6:59:03.056',-0.080,-,-,-,-0.040,-,112.000,22.800
'6:59:03.064',-0.080,-,-,-,-0.040,-,108.800,22.400
'6:59:03.072',-0.100,-,-,-,-0.040,-,105.600,22.400
'6:59:03.080',-0.080,-,-,-,-0.040,-,103.200,22.000
'6:59:03.088',-0.080,-,-,-,-0.040,-,102.400,22.000
'6:59:03.096',-0.080,-,-,-,-0.040,-,101.600,22.000
'6:59:03.104',-0.060,-,-,-,-0.040,-,101.600,22.000
'6:59:03.112',-0.080,-,-,-,-0.040,-,102.400,22.000
'6:59:03.120',-0.060,-,-,-,-0.040,-,102.400,22.000
'6:59:03.128',-0.060,-,-,-,-0.040,-,102.400,22.000
'6:59:03.136',-0.060,-,-,-,-0.040,-,101.600,22.000
'6:59:03.144',-0.040,-,-,-,-0.020,-,100.800,22.000
'6:59:03.152',-0.020,-,-,-,0.000,-,100.000,22.000
'6:59:03.160',0.000,-,-,-,0.000,-,99.200,22.000
'6:59:03.168',0.000,-,-,-,0.000,-,98.400,22.000
'6:59:03.176',0.000,-,-,-,0.000,-,97.600,22.000
'6:59:03.184',0.000,-,-,-,0.000,-,96.800,22.000
'6:59:03.192',0.000,-,-,-,0.000,-,96.000,22.400
'6:59:03.200',0.060,-,-,-,0.040,-,95.200,22.400
'6:59:03.208',0.040,-,-,-,0.020,-,94.400,22.400
'6:59:03.216',0.040,-,-,-,0.020,-,93.600,22.400
'6:59:03.224',0.040,-,-,-,0.000,-,92.800,22.400
'6:59:03.232',0.000,-,-,-,0.000,-,92.000,22.400
'6:59:03.240',0.000,-,-,-,0.000,-,91.200,22.400
'6:59:03.248',-0.040,-,-,-,-0.020,-,90.400,22.400
'6:59:03.256',-0.100,-,-,-,-0.060,-,89.600,22.400
'6:59:03.264',-0.100,-,-,-,-0.060,-,89.600,22.000
'6:59:03.272',-0.100,-,-,-,-0.060,-,88.800,22.000
'6:59:03.280',-0.120,-,-,-,-0.060,-,88.000,22.000
'6:59:03.288',-0.120,-,-,-,-0.080,-,88.000,21.600
'6:59:03.296',-0.120,-,-,-,-0.060,-,87.200,21.600
'6:59:03.304',-0.100,-,-,-,-0.080,-,86.400,21.600
'6:59:03.312',-0.120,-,-,-,-0.060,-,86.400,21.600
'6:59:03.320',-0.100,-,-,-,-0.080,-,85.600,21.600
'6:59:03.328',-0.140,-,-,-,-0.100,-,85.600,21.600
'6:59:03.336',-0.160,-,-,-,-0.100,-,84.800,21.600
'6:59:03.344',0.000,-,-,-,0.000,-,84.000,21.600
'6:59:03.352',0.280,-,-,-,0.220,-,84.000,21.600
'6:59:03.360',0.700,-,-,-,0.600,-,83.200,21.600
'6:59:03.368',0.720,-,-,-,0.640,-,83.200,21.600
'6:59:03.376',0.120,-,-,-,0.080,-,82.400,21.600
'6:59:03.384',-0.040,-,-,-,-0.020,-,81.600,21.600
'6:59:03.392',-0.080,-,-,-,-0.060,-,81.600,21.600
'6:59:03.400',-0.100,-,-,-,-0.080,-,80.800,21.600
'6:59:03.408',-0.120,-,-,-,-0.100,-,80.800,21.600
'6:59:03.416',-0.120,-,-,-,-0.080,-,80.000,21.600
'6:59:03.424',-0.100,-,-,-,-0.100,-,80.000,22.000
'6:59:03.432',-0.100,-,-,-,-0.080,-,79.200,22.800
'6:59:03.440',-0.100,-,-,-,-0.080,-,79.200,23.200
'6:59:03.448',-0.100,-,-,-,-0.080,-,78.400,23.600
'6:59:03.456',-0.100,-,-,-,-0.080,-,78.400,24.000
'6:59:03.464',-0.100,-,-,-,-0.080,-,78.400,24.400
'6:59:03.472',-0.100,-,-,-,-0.080,-,77.600,24.400
'6:59:03.480',-0.100,-,-,-,-0.080,-,77.600,24.800
'6:59:03.488',-0.080,-,-,-,-0.060,-,77.600,24.800
'6:59:03.496',-0.060,-,-,-,-0.060,-,78.400,25.200
'6:59:03.504',-0.040,-,-,-,-0.060,-,80.000,26.000
'6:59:03.512',-0.040,-,-,-,-0.040,-,83.200,26.800
'6:59:03.520',-0.040,-,-,-,-0.040,-,88.000,27.600
'6:59:03.528',-0.040,-,-,-,-0.040,-,94.400,28.400
'6:59:03.536',-0.020,-,-,-,-0.020,-,101.600,29.200
'6:59:03.544',0.000,-,-,-,-0.020,-,108.000,30.000
'6:59:03.552',0.000,-,-,-,0.000,-,113.600,30.400
'6:59:03.560',0.020,-,-,-,0.000,-,116.800,31.200
'6:59:03.568',0.040,-,-,-,0.020,-,119.200,31.600
'6:59:03.576',0.080,-,-,-,0.040,-,120.800,32.000
'6:59:03.584',0.080,-,-,-,0.060,-,121.600,32.400
'6:59:03.592',0.120,-,-,-,0.080,-,123.200,32.400
'6:59:03.600',0.160,-,-,-,0.080,-,125.600,32.400
'6:59:03.608',0.160,-,-,-,0.120,-,128.000,32.000
'6:59:03.616',0.180,-,-,-,0.120,-,131.200,31.600
'6:59:03.624',0.180,-,-,-,0.140,-,133.600,31.200
'6:59:03.632',0.160,-,-,-,0.120,-,136.000,30.800
'6:59:03.640',0.140,-,-,-,0.100,-,136.800,30.400
'6:59:03.648',0.100,-,-,-,0.080,-,136.800,30.000
'6:59:03.656',0.060,-,-,-,0.040,-,136.800,29.200
'6:59:03.664',0.000,-,-,-,0.000,-,136.000,28.400
'6:59:03.672',0.000,-,-,-,0.000,-,135.200,28.000
'6:59:03.680',-0.040,-,-,-,-0.020,-,133.600,27.200
'6:59:03.688',-0.040,-,-,-,-0.020,-,132.000,26.400
'6:59:03.696',-0.060,-,-,-,-0.040,-,130.400,25.600
