'Elapsed time','II','III','AVF','V','MCL1','ABP','PAP'
'46:50:31.128',-0.072,-,-,-,-0.176,76.800,21.120
'46:50:31.136',-0.072,-,-,-,-0.176,76.000,20.880
'46:50:31.144',-0.072,-,-,-,-0.176,76.000,20.760
'46:50:31.152',-0.056,-,-,-,-0.176,75.200,20.280
'46:50:31.160',-0.072,-,-,-,-0.160,74.400,19.920
'46:50:31.168',-0.056,-,-,-,-0.160,73.600,19.560
'46:50:31.176',-0.072,-,-,-,-0.160,73.600,19.080
'46:50:31.184',-0.056,-,-,-,-0.160,72.800,18.720
'46:50:31.192',-0.056,-,-,-,-0.160,72.000,18.480
'46:50:31.200',-0.056,-,-,-,-0.160,72.000,18.360
'46:50:31.208',-0.032,-,-,-,-0.136,71.200,18.360
'46:50:31.216',-0.056,-,-,-,-0.136,70.400,18.120
'46:50:31.224',-0.056,-,-,-,-0.160,70.400,17.880
'46:50:31.232',-0.032,-,-,-,-0.136,69.600,17.520
'46:50:31.240',-0.056,-,-,-,-0.136,69.600,17.160
'46:50:31.248',-0.056,-,-,-,-0.136,68.800,16.680
'46:50:31.256',-0.032,-,-,-,-0.136,68.000,16.560
'46:50:31.264',-0.056,-,-,-,-0.136,68.000,16.560
'46:50:31.272',-0.032,-,-,-,-0.136,68.000,16.680
'46:50:31.280',-0.056,-,-,-,-0.136,67.200,17.160
'46:50:31.288',-0.032,-,-,-,-0.136,67.200,17.280
'46:50:31.296',-0.032,-,-,-,-0.120,66.400,17.280
'46:50:31.304',-0.032,-,-,-,-0.136,66.400,17.280
'46:50:31.312',-0.032,-,-,-,-0.096,66.400,16.920
'46:50:31.320',-0.032,-,-,-,-0.120,65.600,16.680
'46:50:31.328',-0.032,-,-,-,-0.120,65.600,16.320
'46:50:31.336',-0.032,-,-,-,-0.096,65.600,16.080
'46:50:31.344',-0.032,-,-,-,-0.120,64.800,15.960
'46:50:31.352',-0.032,-,-,-,-0.096,64.800,15.720
'46:50:31.360',-0.032,-,-,-,-0.096,64.800,15.720
'46:50:31.368',-0.032,-,-,-,-0.096,64.800,15.720
'46:50:31.376',-0.032,-,-,-,-0.096,64.000,15.720
'46:50:31.384',-0.032,-,-,-,-0.096,64.000,15.720
'46:50:31.392',-0.032,-,-,-,-0.080,63.200,15.720
'46:50:31.400',-0.032,-,-,-,-0.056,63.200,15.720
'46:50:31.408',-0.016,-,-,-,-0.040,63.200,15.720
'46:50:31.416',0.000,-,-,-,-0.040,63.200,15.960
'46:50:31.424',0.000,-,-,-,-0.040,62.400,16.080
'46:50:31.432',0.000,-,-,-,-0.040,62.400,16.320
'46:50:31.440',0.000,-,-,-,-0.056,62.400,16.320
'46:50:31.448',-0.016,-,-,-,-0.096,61.600,16.320
'46:50:31.456',-0.016,-,-,-,-0.096,61.600,15.960
'46:50:31.464',-0.032,-,-,-,-0.080,61.600,15.480
'46:50:31.472',-0.032,-,-,-,-0.096,60.800,14.880
'46:50:31.480',-0.056,-,-,-,-0.096,60.800,14.280
'46:50:31.488',-0.056,-,-,-,-0.096,60.800,13.920
'46:50:31.496',-0.032,-,-,-,-0.096,60.000,13.560
'46:50:31.504',-0.032,-,-,-,-0.096,60.000,13.560
'46:50:31.512',-0.056,-,-,-,-0.080,60.000,13.560
'46:50:31.520',-0.032,-,-,-,-0.096,60.000,13.680
'46:50:31.528',-0.032,-,-,-,-0.080,60.000,13.920
'46:50:31.536',-0.032,-,-,-,-0.080,59.200,13.920
'46:50:31.544',-0.032,-,-,-,-0.080,59.200,13.920
'46:50:31.552',-0.032,-,-,-,-0.080,59.200,13.920
'46:50:31.560',-0.032,-,-,-,-0.056,59.200,13.920
'46:50:31.568',-0.056,-,-,-,0.000,58.400,13.920
'46:50:31.576',-0.072,-,-,-,0.224,58.400,14.160
'46:50:31.584',0.000,-,-,-,0.712,58.400,14.280
'46:50:31.592',0.288,-,-,-,0.912,58.400,14.520
'46:50:31.600',0.424,-,-,-,-0.096,58.400,14.880
'46:50:31.608',0.072,-,-,-,-0.672,57.600,15.120
'46:50:31.616',0.056,-,-,-,-0.488,57.600,15.480
'46:50:31.624',0.072,-,-,-,-0.136,57.600,15.960
'46:50:31.632',0.016,-,-,-,0.040,56.800,16.320
'46:50:31.640',0.032,-,-,-,0.080,56.800,16.560
'46:50:31.648',0.016,-,-,-,0.080,56.800,16.560
'46:50:31.656',0.000,-,-,-,0.096,56.000,16.320
'46:50:31.664',0.000,-,-,-,0.096,56.000,15.720
'46:50:31.672',0.000,-,-,-,0.120,56.000,15.120
'46:50:31.680',0.000,-,-,-,0.096,55.200,14.880
'46:50:31.688',0.000,-,-,-,0.120,55.200,15.720
'46:50:31.696',0.000,-,-,-,0.120,55.200,17.520
'46:50:31.704',0.000,-,-,-,0.120,55.200,20.160
'46:50:31.712',0.000,-,-,-,0.120,55.200,22.680
'46:50:31.720',0.000,-,-,-,0.120,55.200,24.960
'46:50:31.728',0.000,-,-,-,0.136,56.000,26.880
'46:50:31.736',0.000,-,-,-,0.136,58.400,28.920
'46:50:31.744',0.000,-,-,-,0.160,62.400,30.480
'46:50:31.752',0.000,-,-,-,0.160,68.800,31.680
'46:50:31.760',0.016,-,-,-,0.176,76.800,32.280
'46:50:31.768',0.016,-,-,-,0.224,85.600,32.520
'46:50:31.776',0.016,-,-,-,0.224,92.800,32.280
'46:50:31.784',0.016,-,-,-,0.264,99.200,32.160
'46:50:31.792',0.032,-,-,-,0.280,104.000,31.920
'46:50:31.800',0.032,-,-,-,0.304,108.000,32.160
'46:50:31.808',0.032,-,-,-,0.320,111.200,32.520
'46:50:31.816',0.032,-,-,-,0.360,114.400,33.120
'46:50:31.824',0.056,-,-,-,0.408,116.000,33.720
'46:50:31.832',0.056,-,-,-,0.424,116.800,34.080
'46:50:31.840',0.072,-,-,-,0.464,116.800,34.560
'46:50:31.848',0.072,-,-,-,0.488,116.000,34.560
'46:50:31.856',0.072,-,-,-,0.528,115.200,34.560
'46:50:31.864',0.096,-,-,-,0.528,113.600,34.080
'46:50:31.872',0.096,-,-,-,0.504,112.800,33.960
'46:50:31.880',0.112,-,-,-,0.488,111.200,33.480
'46:50:31.888',0.112,-,-,-,0.448,109.600,33.120
'46:50:31.896',0.096,-,-,-,0.384,108.000,32.760
'46:50:31.904',0.112,-,-,-,0.320,106.400,32.280
'46:50:31.912',0.072,-,-,-,0.264,105.600,31.920
'46:50:31.920',0.056,-,-,-,0.160,104.000,31.560
'46:50:31.928',0.032,-,-,-,0.080,102.400,30.960
'46:50:31.936',0.000,-,-,-,0.000,100.800,30.120
'46:50:31.944',0.000,-,-,-,-0.040,99.200,28.920
'46:50:31.952',-0.016,-,-,-,-0.080,96.800,27.360
'46:50:31.960',-0.032,-,-,-,-0.120,95.200,25.680
'46:50:31.968',-0.032,-,-,-,-0.136,92.000,24.960
'46:50:31.976',-0.032,-,-,-,-0.160,89.600,24.480
'46:50:31.984',-0.056,-,-,-,-0.160,86.400,24.480
'46:50:31.992',-0.032,-,-,-,-0.176,83.200,24.480
'46:50:32.000',-0.056,-,-,-,-0.176,80.800,24.480
'46:50:32.008',-0.032,-,-,-,-0.160,78.400,24.720
'46:50:32.016',-0.056,-,-,-,-0.176,77.600,25.560
'46:50:32.024',-0.056,-,-,-,-0.160,77.600,26.280
'46:50:32.032',-0.056,-,-,-,-0.176,77.600,26.880
'46:50:32.040',-0.032,-,-,-,-0.176,77.600,27.120
'46:50:32.048',-0.072,-,-,-,-0.176,78.400,26.520
'46:50:32.056',-0.072,-,-,-,-0.176,78.400,25.920
'46:50:32.064',-0.072,-,-,-,-0.176,79.200,24.960
'46:50:32.072',-0.072,-,-,-,-0.176,79.200,23.880
'46:50:32.080',-0.072,-,-,-,-0.176,80.000,23.160
'46:50:32.088',-0.072,-,-,-,-0.176,80.000,22.560
'46:50:32.096',-0.072,-,-,-,-0.176,80.000,21.960
'46:50:32.104',-0.072,-,-,-,-0.176,80.000,21.480
'46:50:32.112',-0.072,-,-,-,-0.176,80.000,21.360
'46:50:32.120',-0.072,-,-,-,-0.176,80.000,21.360
'46:50:32.128',-0.072,-,-,-,-0.176,80.000,21.360
'46:50:32.136',-0.072,-,-,-,-0.176,79.200,21.360
'46:50:32.144',-0.072,-,-,-,-0.176,79.200,21.480
'46:50:32.152',-0.072,-,-,-,-0.176,78.400,21.480
'46:50:32.160',-0.072,-,-,-,-0.176,77.600,21.480
'46:50:32.168',-0.072,-,-,-,-0.176,77.600,21.480
'46:50:32.176',-0.072,-,-,-,-0.176,76.800,21.360
'46:50:32.184',-0.072,-,-,-,-0.176,76.000,20.880
'46:50:32.192',-0.056,-,-,-,-0.160,75.200,20.520
'46:50:32.200',-0.072,-,-,-,-0.160,75.200,20.160
'46:50:32.208',-0.056,-,-,-,-0.160,74.400,19.680
'46:50:32.216',-0.056,-,-,-,-0.160,73.600,19.320
'46:50:32.224',-0.072,-,-,-,-0.160,73.600,18.960
'46:50:32.232',-0.056,-,-,-,-0.160,72.800,18.720
'46:50:32.240',-0.056,-,-,-,-0.160,72.800,18.480
'46:50:32.248',-0.056,-,-,-,-0.136,72.000,18.360
'46:50:32.256',-0.072,-,-,-,-0.136,71.200,18.120
'46:50:32.264',-0.032,-,-,-,-0.136,71.200,18.120
'46:50:32.272',-0.032,-,-,-,-0.136,70.400,17.880
'46:50:32.280',-0.056,-,-,-,-0.136,70.400,17.760
'46:50:32.288',-0.032,-,-,-,-0.136,69.600,17.520
'46:50:32.296',-0.032,-,-,-,-0.136,69.600,17.280
'46:50:32.304',-0.056,-,-,-,-0.136,68.800,17.280
'46:50:32.312',-0.032,-,-,-,-0.136,68.000,17.280
'46:50:32.320',-0.032,-,-,-,-0.136,68.000,17.280
'46:50:32.328',-0.032,-,-,-,-0.136,68.000,17.280
'46:50:32.336',-0.032,-,-,-,-0.120,67.200,17.280
'46:50:32.344',-0.032,-,-,-,-0.136,67.200,17.280
'46:50:32.352',-0.032,-,-,-,-0.120,67.200,17.160
'46:50:32.360',-0.032,-,-,-,-0.096,67.200,16.920
'46:50:32.368',-0.032,-,-,-,-0.096,66.400,16.680
'46:50:32.376',-0.032,-,-,-,-0.096,66.400,16.680
'46:50:32.384',-0.032,-,-,-,-0.096,66.400,16.680
'46:50:32.392',-0.032,-,-,-,-0.096,65.600,16.560
'46:50:32.400',-0.032,-,-,-,-0.096,65.600,16.560
'46:50:32.408',-0.032,-,-,-,-0.096,65.600,16.320
'46:50:32.416',-0.032,-,-,-,-0.096,64.800,16.320
'46:50:32.424',-0.032,-,-,-,-0.096,64.800,16.320
'46:50:32.432',-0.032,-,-,-,-0.080,64.800,16.080
'46:50:32.440',-0.016,-,-,-,-0.040,64.000,16.080
'46:50:32.448',0.000,-,-,-,-0.040,64.000,16.080
'46:50:32.456',0.000,-,-,-,-0.040,64.000,16.080
'46:50:32.464',0.000,-,-,-,-0.040,63.200,16.320
'46:50:32.472',0.000,-,-,-,-0.040,63.200,16.560
'46:50:32.480',0.000,-,-,-,-0.056,63.200,16.680
'46:50:32.488',0.000,-,-,-,-0.096,62.400,16.680
'46:50:32.496',-0.016,-,-,-,-0.096,62.400,16.560
'46:50:32.504',-0.032,-,-,-,-0.080,62.400,16.080
'46:50:32.512',-0.032,-,-,-,-0.096,61.600,15.480
'46:50:32.520',-0.032,-,-,-,-0.096,61.600,14.880
'46:50:32.528',-0.032,-,-,-,-0.096,61.600,14.280
'46:50:32.536',-0.032,-,-,-,-0.096,61.600,14.160
'46:50:32.544',-0.032,-,-,-,-0.080,60.800,13.920
'46:50:32.552',-0.032,-,-,-,-0.096,60.800,13.920
'46:50:32.560',-0.032,-,-,-,-0.080,60.800,13.920
'46:50:32.568',-0.032,-,-,-,-0.080,60.800,13.920
'46:50:32.576',-0.032,-,-,-,-0.080,60.000,13.920
'46:50:32.584',-0.032,-,-,-,-0.080,60.000,14.160
'46:50:32.592',-0.032,-,-,-,-0.056,60.000,14.160
'46:50:32.600',-0.032,-,-,-,-0.056,60.000,14.280
'46:50:32.608',-0.032,-,-,-,0.000,60.000,14.280
'46:50:32.616',-0.072,-,-,-,0.264,59.200,14.280
'46:50:32.624',0.032,-,-,-,0.768,59.200,14.280
'46:50:32.632',0.328,-,-,-,0.936,59.200,14.280
'46:50:32.640',0.424,-,-,-,-0.200,58.400,14.520
'46:50:32.648',0.072,-,-,-,-0.672,58.400,14.520
'46:50:32.656',0.056,-,-,-,-0.464,58.400,14.880
'46:50:32.664',0.096,-,-,-,-0.096,57.600,15.120
'46:50:32.672',0.032,-,-,-,0.040,57.600,15.120
'46:50:32.680',0.032,-,-,-,0.080,57.600,15.360
'46:50:32.688',0.016,-,-,-,0.080,56.800,15.120
'46:50:32.696',0.016,-,-,-,0.096,56.800,14.880
'46:50:32.704',0.000,-,-,-,0.096,56.800,14.520
'46:50:32.712',0.000,-,-,-,0.120,56.000,13.920
'46:50:32.720',0.000,-,-,-,0.120,56.000,13.680
'46:50:32.728',0.000,-,-,-,0.120,56.000,14.760
'46:50:32.736',0.000,-,-,-,0.096,55.200,16.560
'46:50:32.744',0.016,-,-,-,0.120,55.200,18.960
'46:50:32.752',0.000,-,-,-,0.120,55.200,21.360
'46:50:32.760',0.016,-,-,-,0.120,55.200,23.520
'46:50:32.768',0.016,-,-,-,0.136,56.000,25.320
'46:50:32.776',0.016,-,-,-,0.136,57.600,27.120
'46:50:32.784',0.016,-,-,-,0.160,61.600,28.560
'46:50:32.792',0.016,-,-,-,0.160,67.200,29.280
'46:50:32.800',0.032,-,-,-,0.176,75.200,29.880
'46:50:32.808',0.032,-,-,-,0.200,83.200,29.880
'46:50:32.816',0.032,-,-,-,0.224,91.200,29.760
'46:50:32.824',0.032,-,-,-,0.264,97.600,29.520
'46:50:32.832',0.056,-,-,-,0.264,102.400,29.520
'46:50:32.840',0.056,-,-,-,0.304,106.400,29.520
'46:50:32.848',0.056,-,-,-,0.320,109.600,29.760
'46:50:32.856',0.072,-,-,-,0.360,112.000,30.120
'46:50:32.864',0.072,-,-,-,0.384,113.600,30.720
'46:50:32.872',0.072,-,-,-,0.424,114.400,31.080
'46:50:32.880',0.096,-,-,-,0.464,114.400,31.320
'46:50:32.888',0.096,-,-,-,0.488,114.400,31.320
'46:50:32.896',0.112,-,-,-,0.504,112.800,31.080
'46:50:32.904',0.112,-,-,-,0.504,112.000,30.720
'46:50:32.912',0.112,-,-,-,0.528,110.400,30.360
'46:50:32.920',0.112,-,-,-,0.488,108.800,29.880
'46:50:32.928',0.112,-,-,-,0.448,108.000,29.520
'46:50:32.936',0.112,-,-,-,0.384,106.400,29.160
'46:50:32.944',0.112,-,-,-,0.320,104.000,28.560
'46:50:32.952',0.072,-,-,-,0.240,102.400,28.080
'46:50:32.960',0.072,-,-,-,0.160,100.800,27.480
'46:50:32.968',0.032,-,-,-,0.056,99.200,26.760
'46:50:32.976',0.016,-,-,-,0.000,97.600,25.560
'46:50:32.984',0.000,-,-,-,-0.040,96.000,23.760
'46:50:32.992',-0.016,-,-,-,-0.096,94.400,21.480
'46:50:33.000',-0.016,-,-,-,-0.136,92.000,19.320
'46:50:33.008',-0.032,-,-,-,-0.136,88.800,17.760
'46:50:33.016',-0.032,-,-,-,-0.160,86.400,17.520
'46:50:33.024',-0.032,-,-,-,-0.176,83.200,17.880
'46:50:33.032',-0.032,-,-,-,-0.176,80.000,19.080
'46:50:33.040',-0.032,-,-,-,-0.176,77.600,21.120
'46:50:33.048',-0.032,-,-,-,-0.176,76.000,23.280
'46:50:33.056',-0.032,-,-,-,-0.176,75.200,25.080
'46:50:33.064',-0.032,-,-,-,-0.176,75.200,25.920
'46:50:33.072',-0.032,-,-,-,-0.176,76.000,25.560
'46:50:33.080',-0.032,-,-,-,-0.176,76.000,24.360
'46:50:33.088',-0.032,-,-,-,-0.176,76.000,22.560
'46:50:33.096',-0.032,-,-,-,-0.176,76.800,20.760
'46:50:33.104',-0.032,-,-,-,-0.176,76.800,18.960
'46:50:33.112',-0.056,-,-,-,-0.176,77.600,17.520
'46:50:33.120',-0.056,-,-,-,-0.176,78.400,16.680
'46:50:33.128',-0.032,-,-,-,-0.176,78.400,16.320
'46:50:33.136',-0.056,-,-,-,-0.176,78.400,16.320
'46:50:33.144',-0.032,-,-,-,-0.176,78.400,16.320
'46:50:33.152',-0.056,-,-,-,-0.176,78.400,16.680
'46:50:33.160',-0.032,-,-,-,-0.200,77.600,17.160
'46:50:33.168',-0.056,-,-,-,-0.176,77.600,17.280
'46:50:33.176',-0.032,-,-,-,-0.176,76.800,17.520
'46:50:33.184',-0.032,-,-,-,-0.176,76.800,17.520
'46:50:33.192',-0.056,-,-,-,-0.176,76.000,17.280
'46:50:33.200',-0.032,-,-,-,-0.176,76.000,16.920
'46:50:33.208',-0.056,-,-,-,-0.176,75.200,16.560
'46:50:33.216',-0.056,-,-,-,-0.176,74.400,16.320
'46:50:33.224',-0.056,-,-,-,-0.176,74.400,15.960
'46:50:33.232',-0.032,-,-,-,-0.176,73.600,15.480
'46:50:33.240',-0.032,-,-,-,-0.176,72.800,15.360
'46:50:33.248',-0.032,-,-,-,-0.176,72.800,14.880
'46:50:33.256',-0.056,-,-,-,-0.160,72.000,14.520
'46:50:33.264',-0.032,-,-,-,-0.176,71.200,14.160
'46:50:33.272',-0.056,-,-,-,-0.160,71.200,13.680
'46:50:33.280',-0.032,-,-,-,-0.160,70.400,13.320
'46:50:33.288',-0.032,-,-,-,-0.160,70.400,12.960
'46:50:33.296',-0.032,-,-,-,-0.160,69.600,12.960
'46:50:33.304',-0.032,-,-,-,-0.136,68.800,12.960
'46:50:33.312',-0.032,-,-,-,-0.160,68.800,12.960
'46:50:33.320',-0.032,-,-,-,-0.136,68.000,12.960
'46:50:33.328',-0.032,-,-,-,-0.136,68.000,13.080
'46:50:33.336',-0.032,-,-,-,-0.136,67.200,13.080
'46:50:33.344',-0.032,-,-,-,-0.136,67.200,13.080
'46:50:33.352',-0.032,-,-,-,-0.136,66.400,12.960
'46:50:33.360',-0.032,-,-,-,-0.136,66.400,12.720
'46:50:33.368',-0.032,-,-,-,-0.136,65.600,12.480
'46:50:33.376',-0.032,-,-,-,-0.136,65.600,12.480
'46:50:33.384',-0.032,-,-,-,-0.136,65.600,12.360
'46:50:33.392',-0.032,-,-,-,-0.136,64.800,12.360
'46:50:33.400',-0.032,-,-,-,-0.120,64.800,12.120
'46:50:33.408',-0.032,-,-,-,-0.136,64.800,12.000
'46:50:33.416',-0.032,-,-,-,-0.120,64.000,11.880
'46:50:33.424',-0.032,-,-,-,-0.120,64.000,11.640
'46:50:33.432',-0.032,-,-,-,-0.096,64.000,11.400
'46:50:33.440',-0.032,-,-,-,-0.120,63.200,11.280
'46:50:33.448',-0.032,-,-,-,-0.096,63.200,11.040
'46:50:33.456',-0.032,-,-,-,-0.080,63.200,11.040
'46:50:33.464',-0.016,-,-,-,-0.056,62.400,11.280
'46:50:33.472',-0.016,-,-,-,-0.040,62.400,11.280
'46:50:33.480',0.000,-,-,-,-0.056,62.400,11.400
'46:50:33.488',0.000,-,-,-,-0.040,61.600,11.400
'46:50:33.496',0.000,-,-,-,-0.056,61.600,11.400
'46:50:33.504',0.000,-,-,-,-0.080,61.600,11.280
'46:50:33.512',-0.016,-,-,-,-0.096,60.800,10.800
'46:50:33.520',-0.032,-,-,-,-0.096,60.800,10.440
'46:50:33.528',-0.032,-,-,-,-0.096,60.800,10.080
'46:50:33.536',-0.032,-,-,-,-0.096,60.000,9.480
'46:50:33.544',-0.056,-,-,-,-0.096,60.000,8.880
'46:50:33.552',-0.032,-,-,-,-0.096,60.000,8.400
'46:50:33.560',-0.032,-,-,-,-0.096,59.200,8.280
'46:50:33.568',-0.032,-,-,-,-0.096,59.200,8.280
'46:50:33.576',-0.032,-,-,-,-0.096,59.200,8.640
'46:50:33.584',-0.032,-,-,-,-0.096,59.200,9.240
'46:50:33.592',-0.032,-,-,-,-0.080,58.400,10.080
'46:50:33.600',-0.032,-,-,-,-0.096,58.400,10.800
'46:50:33.608',-0.032,-,-,-,-0.080,58.400,11.280
'46:50:33.616',-0.032,-,-,-,-0.080,58.400,11.400
'46:50:33.624',-0.032,-,-,-,-0.056,58.400,11.280
'46:50:33.632',-0.096,-,-,-,0.016,57.600,10.800
'46:50:33.640',-0.096,-,-,-,0.320,57.600,10.440
'46:50:33.648',0.072,-,-,-,0.816,57.600,10.080
'46:50:33.656',0.408,-,-,-,0.976,56.800,9.480
'46:50:33.664',0.504,-,-,-,-0.240,56.800,9.000
'46:50:33.672',0.112,-,-,-,-0.608,56.800,9.000
'46:50:33.680',0.072,-,-,-,-0.408,56.800,9.240
'46:50:33.688',0.112,-,-,-,-0.096,56.000,10.200
'46:50:33.696',0.016,-,-,-,0.040,56.000,11.880
'46:50:33.704',0.016,-,-,-,0.056,56.000,12.960
'46:50:33.712',0.000,-,-,-,0.056,55.200,13.080
'46:50:33.720',0.000,-,-,-,0.080,55.200,12.120
'46:50:33.728',0.000,-,-,-,0.080,55.200,10.800
'46:50:33.736',0.000,-,-,-,0.080,54.400,10.200
'46:50:33.744',0.000,-,-,-,0.080,54.400,11.040
'46:50:33.752',0.000,-,-,-,0.080,54.400,13.080
'46:50:33.760',0.000,-,-,-,0.080,54.400,15.720
'46:50:33.768',0.000,-,-,-,0.080,53.600,18.720
'46:50:33.776',0.000,-,-,-,0.096,53.600,21.360
'46:50:33.784',0.000,-,-,-,0.120,53.600,23.760
'46:50:33.792',0.000,-,-,-,0.120,54.400,25.560
'46:50:33.800',0.000,-,-,-,0.120,55.200,27.120
'46:50:33.808',0.000,-,-,-,0.120,56.800,27.960
'46:50:33.816',0.000,-,-,-,0.136,60.800,28.080
'46:50:33.824',0.000,-,-,-,0.160,66.400,28.080
'46:50:33.832',0.000,-,-,-,0.176,73.600,28.080
'46:50:33.840',0.000,-,-,-,0.200,81.600,28.080
'46:50:33.848',0.016,-,-,-,0.224,88.800,27.960
'46:50:33.856',0.000,-,-,-,0.240,94.400,27.960
'46:50:33.864',0.032,-,-,-,0.264,100.000,27.960
'46:50:33.872',0.016,-,-,-,0.304,103.200,27.960
'46:50:33.880',0.032,-,-,-,0.320,106.400,28.320
'46:50:33.888',0.032,-,-,-,0.360,108.800,28.920
'46:50:33.896',0.056,-,-,-,0.384,110.400,29.280
'46:50:33.904',0.032,-,-,-,0.424,111.200,29.760
'46:50:33.912',0.072,-,-,-,0.464,110.400,29.880
'46:50:33.920',0.072,-,-,-,0.488,109.600,29.760
'46:50:33.928',0.072,-,-,-,0.488,108.000,29.520
'46:50:33.936',0.072,-,-,-,0.464,106.400,29.280
'46:50:33.944',0.072,-,-,-,0.424,104.800,28.920
'46:50:33.952',0.072,-,-,-,0.408,103.200,28.560
'46:50:33.960',0.072,-,-,-,0.344,101.600,28.080
'46:50:33.968',0.072,-,-,-,0.280,100.000,27.720
'46:50:33.976',0.032,-,-,-,0.200,98.400,27.120
'46:50:33.984',0.016,-,-,-,0.120,96.000,26.280
'46:50:33.992',0.000,-,-,-,0.040,94.400,25.560
'46:50:34.000',0.000,-,-,-,-0.016,92.800,24.360
'46:50:34.008',-0.032,-,-,-,-0.056,91.200,22.920
'46:50:34.016',-0.032,-,-,-,-0.096,88.800,21.120
'46:50:34.024',-0.032,-,-,-,-0.136,86.400,18.960
'46:50:34.032',-0.056,-,-,-,-0.160,84.000,17.160
'46:50:34.040',-0.056,-,-,-,-0.176,80.800,15.720
'46:50:34.048',-0.056,-,-,-,-0.176,77.600,15.360
'46:50:34.056',-0.056,-,-,-,-0.176,75.200,16.320
'46:50:34.064',-0.056,-,-,-,-0.176,73.600,18.480
'46:50:34.072',-0.072,-,-,-,-0.176,72.800,21.480
'46:50:34.080',-0.056,-,-,-,-0.176,72.800,24.960
'46:50:34.088',-0.032,-,-,-,-0.176,72.800,27.480
'46:50:34.096',-0.032,-,-,-,-0.176,72.800,28.560
'46:50:34.104',-0.032,-,-,-,-0.176,73.600,28.080
'46:50:34.112',-0.032,-,-,-,-0.176,74.400,26.520
'46:50:34.120',-0.032,-,-,-,-0.176,74.400,24.360
'46:50:34.128',-0.032,-,-,-,-0.176,75.200,22.080
'46:50:34.136',-0.032,-,-,-,-0.176,76.000,20.520
'46:50:34.144',-0.032,-,-,-,-0.176,76.000,19.560
'46:50:34.152',-0.032,-,-,-,-0.176,76.800,18.960
'46:50:34.160',-0.032,-,-,-,-0.176,76.800,19.080
'46:50:34.168',-0.032,-,-,-,-0.176,76.800,19.560
'46:50:34.176',-0.032,-,-,-,-0.176,76.800,19.920
'46:50:34.184',-0.032,-,-,-,-0.176,76.800,20.520
'46:50:34.192',-0.032,-,-,-,-0.176,76.800,21.120
'46:50:34.200',-0.032,-,-,-,-0.176,76.000,21.720
'46:50:34.208',-0.032,-,-,-,-0.176,76.000,22.080
'46:50:34.216',-0.032,-,-,-,-0.176,76.000,22.560
'46:50:34.224',-0.032,-,-,-,-0.176,75.200,22.920
'46:50:34.232',-0.032,-,-,-,-0.176,75.200,22.920
'46:50:34.240',-0.032,-,-,-,-0.176,74.400,22.680
'46:50:34.248',-0.032,-,-,-,-0.176,74.400,22.560
'46:50:34.256',-0.016,-,-,-,-0.176,73.600,22.080
'46:50:34.264',-0.032,-,-,-,-0.176,72.800,21.720
'46:50:34.272',-0.032,-,-,-,-0.176,72.800,21.480
'46:50:34.280',-0.016,-,-,-,-0.160,72.000,21.360
'46:50:34.288',-0.016,-,-,-,-0.160,71.200,21.360
'46:50:34.296',-0.016,-,-,-,-0.160,71.200,21.120
'46:50:34.304',-0.016,-,-,-,-0.160,70.400,20.880
'46:50:34.312',-0.016,-,-,-,-0.136,70.400,20.520
'46:50:34.320',-0.016,-,-,-,-0.136,69.600,19.920
'46:50:34.328',-0.016,-,-,-,-0.136,68.800,19.560
'46:50:34.336',-0.016,-,-,-,-0.136,68.800,19.320
'46:50:34.344',-0.016,-,-,-,-0.136,68.000,19.680
'46:50:34.352',-0.016,-,-,-,-0.136,68.000,20.280
'46:50:34.360',-0.016,-,-,-,-0.136,67.200,21.120
'46:50:34.368',0.000,-,-,-,-0.136,67.200,21.360
'46:50:34.376',-0.016,-,-,-,-0.120,66.400,21.120
'46:50:34.384',-0.016,-,-,-,-0.120,66.400,20.520
'46:50:34.392',-0.016,-,-,-,-0.096,65.600,19.920
'46:50:34.400',-0.016,-,-,-,-0.120,65.600,19.320
'46:50:34.408',0.000,-,-,-,-0.096,65.600,18.960
'46:50:34.416',-0.016,-,-,-,-0.096,64.800,18.720
'46:50:34.424',0.000,-,-,-,-0.096,64.800,18.720
'46:50:34.432',-0.016,-,-,-,-0.096,64.000,18.960
'46:50:34.440',-0.016,-,-,-,-0.096,64.000,19.080
'46:50:34.448',-0.016,-,-,-,-0.096,64.000,19.080
'46:50:34.456',-0.016,-,-,-,-0.096,63.200,19.080
'46:50:34.464',0.000,-,-,-,-0.096,63.200,18.960
'46:50:34.472',-0.016,-,-,-,-0.080,63.200,18.720
'46:50:34.480',0.000,-,-,-,-0.040,62.400,18.360
'46:50:34.488',0.000,-,-,-,-0.040,62.400,18.120
'46:50:34.496',0.000,-,-,-,-0.040,62.400,17.880
'46:50:34.504',0.016,-,-,-,-0.040,61.600,17.880
'46:50:34.512',0.032,-,-,-,-0.040,61.600,18.120
'46:50:34.520',0.016,-,-,-,-0.056,61.600,18.480
'46:50:34.528',0.000,-,-,-,-0.080,61.600,18.720
'46:50:34.536',0.000,-,-,-,-0.096,60.800,18.720
'46:50:34.544',0.000,-,-,-,-0.080,60.800,18.480
'46:50:34.552',-0.016,-,-,-,-0.080,60.800,17.880
'46:50:34.560',-0.016,-,-,-,-0.096,60.800,17.280
'46:50:34.568',-0.016,-,-,-,-0.080,60.800,16.920
'46:50:34.576',-0.016,-,-,-,-0.096,60.000,16.560
