'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'7:02:37.384',0.080,-,-,-,0.120,-,111.200,27.200
'7:02:37.392',0.100,-,-,-,0.140,-,112.000,27.600
'7:02:37.400',0.120,-,-,-,0.160,-,113.600,27.600
'7:02:37.408',0.160,-,-,-,0.180,-,116.000,27.600
'7:02:37.416',0.160,-,-,-,0.180,-,118.400,27.600
'7:02:37.424',0.180,-,-,-,0.180,-,120.800,27.200
'7:02:37.432',0.160,-,-,-,0.160,-,123.200,26.400
'7:02:37.440',0.160,-,-,-,0.140,-,124.800,26.000
'7:02:37.448',0.100,-,-,-,0.120,-,125.600,25.200
'7:02:37.456',0.160,-,-,-,0.100,-,125.600,24.400
'7:02:37.464',0.040,-,-,-,0.060,-,124.800,23.600
'7:02:37.472',-0.040,-,-,-,0.020,-,123.200,22.400
'7:02:37.480',-0.080,-,-,-,0.000,-,121.600,21.600
'7:02:37.488',-0.100,-,-,-,0.000,-,120.000,20.800
'7:02:37.496',-0.080,-,-,-,0.000,-,117.600,20.000
'7:02:37.504',-0.040,-,-,-,0.000,-,114.400,18.800
'7:02:37.512',-0.080,-,-,-,0.000,-,111.200,18.000
'7:02:37.520',-0.100,-,-,-,0.000,-,108.000,17.600
'7:02:37.528',-0.100,-,-,-,0.000,-,104.800,17.200
'7:02:37.536',-0.100,-,-,-,0.000,-,100.800,16.800
'7:02:37.544',-0.120,-,-,-,0.000,-,98.400,16.400
'7:02:37.552',-0.100,-,-,-,0.000,-,96.000,16.000
'7:02:37.560',-0.060,-,-,-,0.000,-,95.200,15.600
'7:02:37.568',-0.060,-,-,-,0.020,-,96.000,15.200
'7:02:37.576',-0.100,-,-,-,0.000,-,96.000,14.800
'7:02:37.584',-0.080,-,-,-,0.000,-,96.800,14.800
'7:02:37.592',-0.100,-,-,-,0.060,-,96.800,14.800
'7:02:37.600',0.300,-,-,-,0.140,-,96.000,14.800
'7:02:37.608',0.360,-,-,-,0.160,-,95.200,14.800
'7:02:37.616',0.240,-,-,-,0.120,-,94.400,14.800
'7:02:37.624',0.160,-,-,-,0.120,-,92.800,14.800
'7:02:37.632',0.080,-,-,-,0.080,-,92.000,14.800
'7:02:37.640',-0.080,-,-,-,0.040,-,91.200,15.200
'7:02:37.648',-0.180,-,-,-,0.000,-,90.400,15.200
'7:02:37.656',-0.260,-,-,-,-0.020,-,89.600,15.200
'7:02:37.664',-0.280,-,-,-,-0.020,-,89.600,15.200
'7:02:37.672',-0.220,-,-,-,0.000,-,88.800,15.200
'7:02:37.680',-0.220,-,-,-,0.000,-,88.800,15.200
'7:02:37.688',-0.160,-,-,-,0.000,-,88.000,14.800
'7:02:37.696',-0.100,-,-,-,0.020,-,87.200,14.800
'7:02:37.704',-0.100,-,-,-,0.000,-,86.400,14.800
'7:02:37.712',-0.100,-,-,-,0.000,-,86.400,14.400
'7:02:37.720',-0.160,-,-,-,-0.020,-,85.600,14.400
'7:02:37.728',-0.180,-,-,-,-0.040,-,84.800,14.400
'7:02:37.736',-0.180,-,-,-,-0.040,-,84.000,14.000
'7:02:37.744',-0.180,-,-,-,-0.040,-,83.200,14.000
'7:02:37.752',-0.160,-,-,-,-0.040,-,83.200,13.600
'7:02:37.760',-0.160,-,-,-,-0.040,-,82.400,13.600
'7:02:37.768',-0.140,-,-,-,-0.020,-,81.600,13.600
'7:02:37.776',-0.140,-,-,-,-0.040,-,81.600,13.200
'7:02:37.784',-0.140,-,-,-,-0.020,-,80.800,13.200
'7:02:37.792',-0.140,-,-,-,-0.020,-,80.800,12.800
'7:02:37.800',-0.140,-,-,-,-0.040,-,80.000,12.800
'7:02:37.808',-0.140,-,-,-,-0.040,-,79.200,12.800
'7:02:37.816',-0.040,-,-,-,0.000,-,79.200,12.400
'7:02:37.824',0.240,-,-,-,0.240,-,78.400,12.400
'7:02:37.832',0.480,-,-,-,0.480,-,78.400,12.400
'7:02:37.840',0.160,-,-,-,0.200,-,77.600,12.400
'7:02:37.848',-0.020,-,-,-,0.040,-,76.800,12.400
'7:02:37.856',-0.080,-,-,-,0.000,-,76.800,12.400
'7:02:37.864',-0.100,-,-,-,0.000,-,76.000,12.400
'7:02:37.872',-0.140,-,-,-,0.000,-,76.000,12.400
'7:02:37.880',-0.140,-,-,-,-0.020,-,75.200,12.400
'7:02:37.888',-0.140,-,-,-,0.000,-,74.400,12.800
'7:02:37.896',-0.140,-,-,-,-0.020,-,74.400,13.200
'7:02:37.904',-0.140,-,-,-,0.000,-,73.600,13.600
'7:02:37.912',-0.120,-,-,-,-0.020,-,73.600,14.000
'7:02:37.920',-0.100,-,-,-,0.000,-,72.800,14.400
'7:02:37.928',-0.100,-,-,-,0.000,-,72.800,15.200
'7:02:37.936',-0.100,-,-,-,0.000,-,72.800,16.000
'7:02:37.944',-0.100,-,-,-,0.000,-,72.800,16.800
'7:02:37.952',-0.100,-,-,-,0.000,-,72.800,17.600
'7:02:37.960',-0.100,-,-,-,0.000,-,72.800,18.400
'7:02:37.968',-0.080,-,-,-,0.000,-,72.800,19.200
'7:02:37.976',-0.080,-,-,-,0.020,-,74.400,20.400
'7:02:37.984',-0.080,-,-,-,0.020,-,76.800,21.200
'7:02:37.992',-0.060,-,-,-,0.020,-,81.600,22.000
'7:02:38.000',-0.040,-,-,-,0.040,-,88.000,22.400
'7:02:38.008',-0.040,-,-,-,0.040,-,94.400,23.200
'7:02:38.016',-0.040,-,-,-,0.040,-,100.800,23.600
'7:02:38.024',-0.020,-,-,-,0.060,-,106.400,23.600
'7:02:38.032',0.000,-,-,-,0.080,-,109.600,24.000
'7:02:38.040',0.020,-,-,-,0.080,-,111.200,24.000
'7:02:38.048',0.040,-,-,-,0.120,-,112.000,24.000
'7:02:38.056',0.080,-,-,-,0.120,-,112.800,24.000
'7:02:38.064',0.120,-,-,-,0.160,-,113.600,24.000
'7:02:38.072',0.120,-,-,-,0.160,-,115.200,23.600
'7:02:38.080',0.160,-,-,-,0.180,-,117.600,23.600
'7:02:38.088',0.160,-,-,-,0.180,-,120.000,23.600
'7:02:38.096',0.160,-,-,-,0.180,-,122.400,23.200
'7:02:38.104',0.140,-,-,-,0.160,-,124.800,22.800
'7:02:38.112',0.080,-,-,-,0.120,-,125.600,22.800
'7:02:38.120',0.040,-,-,-,0.080,-,126.400,22.400
'7:02:38.128',0.000,-,-,-,0.060,-,125.600,22.000
'7:02:38.136',-0.020,-,-,-,0.040,-,125.600,21.600
'7:02:38.144',-0.040,-,-,-,0.020,-,124.800,21.200
'7:02:38.152',-0.080,-,-,-,0.000,-,123.200,20.800
'7:02:38.160',-0.080,-,-,-,0.000,-,121.600,20.000
'7:02:38.168',-0.100,-,-,-,0.000,-,120.000,19.200
'7:02:38.176',-0.100,-,-,-,0.000,-,117.600,18.800
'7:02:38.184',-0.100,-,-,-,0.000,-,114.400,18.000
'7:02:38.192',-0.100,-,-,-,0.000,-,111.200,17.600
'7:02:38.200',-0.100,-,-,-,0.000,-,108.000,17.200
'7:02:38.208',-0.100,-,-,-,0.000,-,104.000,17.200
'7:02:38.216',-0.100,-,-,-,0.000,-,100.800,17.200
'7:02:38.224',-0.100,-,-,-,0.000,-,98.400,17.200
'7:02:38.232',-0.100,-,-,-,0.000,-,96.800,16.800
'7:02:38.240',-0.100,-,-,-,0.000,-,96.800,16.800
'7:02:38.248',-0.100,-,-,-,0.000,-,96.800,16.400
'7:02:38.256',-0.100,-,-,-,0.000,-,97.600,16.400
'7:02:38.264',-0.100,-,-,-,0.000,-,97.600,16.000
'7:02:38.272',-0.080,-,-,-,0.000,-,98.400,15.600
'7:02:38.280',-0.080,-,-,-,0.000,-,97.600,15.600
'7:02:38.288',-0.040,-,-,-,0.020,-,96.800,15.200
'7:02:38.296',-0.040,-,-,-,0.040,-,96.000,15.200
'7:02:38.304',0.000,-,-,-,0.040,-,94.400,15.200
'7:02:38.312',0.000,-,-,-,0.040,-,93.600,15.200
'7:02:38.320',-0.020,-,-,-,0.040,-,92.800,15.200
'7:02:38.328',0.000,-,-,-,0.040,-,92.000,15.200
'7:02:38.336',0.000,-,-,-,0.040,-,91.200,15.200
'7:02:38.344',0.040,-,-,-,0.080,-,90.400,15.200
'7:02:38.352',0.000,-,-,-,0.060,-,89.600,15.200
'7:02:38.360',0.020,-,-,-,0.040,-,89.600,15.200
'7:02:38.368',-0.020,-,-,-,0.060,-,88.800,14.800
'7:02:38.376',-0.040,-,-,-,0.020,-,88.000,14.800
'7:02:38.384',-0.040,-,-,-,0.020,-,87.200,14.800
'7:02:38.392',-0.100,-,-,-,0.000,-,86.400,14.400
'7:02:38.400',-0.140,-,-,-,0.000,-,85.600,14.400
'7:02:38.408',-0.140,-,-,-,-0.020,-,84.800,14.400
'7:02:38.416',-0.140,-,-,-,-0.020,-,84.000,14.400
'7:02:38.424',-0.140,-,-,-,-0.040,-,84.000,14.000
'7:02:38.432',-0.140,-,-,-,-0.020,-,83.200,14.000
'7:02:38.440',-0.140,-,-,-,-0.020,-,82.400,14.000
'7:02:38.448',-0.140,-,-,-,-0.020,-,82.400,13.600
'7:02:38.456',-0.140,-,-,-,-0.020,-,81.600,13.600
'7:02:38.464',-0.140,-,-,-,-0.020,-,81.600,13.200
'7:02:38.472',-0.140,-,-,-,-0.040,-,80.800,13.200
'7:02:38.480',-0.140,-,-,-,-0.040,-,80.800,12.800
'7:02:38.488',-0.060,-,-,-,-0.020,-,80.000,12.800
'7:02:38.496',0.160,-,-,-,0.160,-,79.200,12.400
'7:02:38.504',0.480,-,-,-,0.480,-,79.200,12.400
'7:02:38.512',0.240,-,-,-,0.280,-,78.400,12.400
'7:02:38.520',0.000,-,-,-,0.060,-,77.600,12.400
'7:02:38.528',-0.080,-,-,-,0.020,-,77.600,12.400
'7:02:38.536',-0.100,-,-,-,0.000,-,76.800,12.400
'7:02:38.544',-0.120,-,-,-,0.000,-,76.800,12.400
'7:02:38.552',-0.100,-,-,-,-0.020,-,76.000,12.800
'7:02:38.560',-0.140,-,-,-,-0.020,-,75.200,13.200
'7:02:38.568',-0.120,-,-,-,0.000,-,75.200,13.200
'7:02:38.576',-0.120,-,-,-,-0.020,-,74.400,13.600
'7:02:38.584',-0.100,-,-,-,0.000,-,74.400,14.000
'7:02:38.592',-0.100,-,-,-,-0.020,-,73.600,14.400
'7:02:38.600',-0.100,-,-,-,0.000,-,73.600,14.800
'7:02:38.608',-0.100,-,-,-,0.000,-,73.600,15.200
'7:02:38.616',-0.100,-,-,-,0.000,-,72.800,15.600
'7:02:38.624',-0.080,-,-,-,0.000,-,72.800,16.400
'7:02:38.632',-0.080,-,-,-,0.000,-,72.800,17.600
'7:02:38.640',-0.060,-,-,-,0.000,-,72.800,18.400
'7:02:38.648',-0.060,-,-,-,0.020,-,74.400,19.600
'7:02:38.656',-0.040,-,-,-,0.020,-,76.800,20.400
'7:02:38.664',-0.040,-,-,-,0.040,-,80.800,21.600
'7:02:38.672',-0.040,-,-,-,0.040,-,86.400,22.400
'7:02:38.680',-0.020,-,-,-,0.040,-,92.800,23.200
'7:02:38.688',0.000,-,-,-,0.060,-,100.000,24.000
'7:02:38.696',0.000,-,-,-,0.080,-,105.600,24.400
'7:02:38.704',0.040,-,-,-,0.080,-,109.600,24.400
'7:02:38.712',0.040,-,-,-,0.100,-,112.000,24.400
'7:02:38.720',0.080,-,-,-,0.120,-,112.800,24.800
'7:02:38.728',0.120,-,-,-,0.140,-,113.600,24.800
'7:02:38.736',0.140,-,-,-,0.160,-,114.400,24.800
'7:02:38.744',0.160,-,-,-,0.160,-,116.000,24.400
'7:02:38.752',0.160,-,-,-,0.180,-,118.400,24.400
'7:02:38.760',0.180,-,-,-,0.200,-,120.800,24.000
'7:02:38.768',0.180,-,-,-,0.200,-,124.000,23.600
'7:02:38.776',0.160,-,-,-,0.160,-,125.600,23.200
'7:02:38.784',0.120,-,-,-,0.140,-,127.200,22.800
'7:02:38.792',0.080,-,-,-,0.120,-,128.000,22.400
'7:02:38.800',0.020,-,-,-,0.080,-,128.000,22.000
'7:02:38.808',0.000,-,-,-,0.040,-,128.000,21.600
'7:02:38.816',-0.040,-,-,-,0.040,-,127.200,21.200
'7:02:38.824',-0.060,-,-,-,0.020,-,125.600,20.800
'7:02:38.832',-0.080,-,-,-,0.000,-,124.000,20.000
'7:02:38.840',-0.100,-,-,-,0.000,-,121.600,19.600
'7:02:38.848',-0.100,-,-,-,0.000,-,119.200,18.800
'7:02:38.856',-0.100,-,-,-,0.000,-,116.000,18.400
'7:02:38.864',-0.100,-,-,-,0.000,-,112.800,18.000
'7:02:38.872',-0.100,-,-,-,0.000,-,109.600,17.600
'7:02:38.880',-0.100,-,-,-,0.000,-,105.600,17.600
'7:02:38.888',-0.100,-,-,-,0.000,-,102.400,17.200
'7:02:38.896',-0.100,-,-,-,0.000,-,100.000,16.800
'7:02:38.904',-0.100,-,-,-,0.000,-,98.400,16.800
'7:02:38.912',-0.100,-,-,-,0.000,-,97.600,16.400
'7:02:38.920',-0.100,-,-,-,0.000,-,97.600,16.400
'7:02:38.928',-0.100,-,-,-,0.000,-,98.400,16.400
'7:02:38.936',-0.100,-,-,-,0.000,-,99.200,16.400
'7:02:38.944',-0.100,-,-,-,0.000,-,99.200,16.000
'7:02:38.952',-0.100,-,-,-,0.000,-,99.200,16.000
'7:02:38.960',-0.080,-,-,-,0.020,-,98.400,16.400
'7:02:38.968',-0.040,-,-,-,0.040,-,97.600,16.400
'7:02:38.976',-0.020,-,-,-,0.040,-,96.000,16.400
'7:02:38.984',-0.040,-,-,-,0.040,-,95.200,16.800
'7:02:38.992',-0.020,-,-,-,0.040,-,94.400,16.800
'7:02:39.000',-0.040,-,-,-,0.040,-,93.600,17.200
'7:02:39.008',-0.020,-,-,-,0.040,-,92.800,17.200
'7:02:39.016',0.000,-,-,-,0.060,-,92.000,17.200
'7:02:39.024',0.020,-,-,-,0.080,-,91.200,17.200
'7:02:39.032',0.000,-,-,-,0.040,-,90.400,17.600
'7:02:39.040',-0.020,-,-,-,0.040,-,90.400,17.600
'7:02:39.048',-0.040,-,-,-,0.040,-,89.600,17.600
'7:02:39.056',-0.040,-,-,-,0.020,-,88.800,17.200
'7:02:39.064',-0.100,-,-,-,0.040,-,88.000,17.200
'7:02:39.072',-0.140,-,-,-,-0.020,-,87.200,17.200
'7:02:39.080',-0.140,-,-,-,-0.020,-,86.400,17.200
'7:02:39.088',-0.160,-,-,-,-0.020,-,86.400,17.200
'7:02:39.096',-0.160,-,-,-,-0.020,-,85.600,17.200
'7:02:39.104',-0.140,-,-,-,-0.020,-,84.800,17.200
'7:02:39.112',-0.160,-,-,-,-0.020,-,84.800,16.800
'7:02:39.120',-0.140,-,-,-,-0.020,-,84.000,16.800
'7:02:39.128',-0.160,-,-,-,-0.020,-,84.000,16.800
'7:02:39.136',-0.140,-,-,-,-0.020,-,83.200,16.800
'7:02:39.144',-0.160,-,-,-,-0.040,-,82.400,16.800
'7:02:39.152',-0.180,-,-,-,-0.040,-,82.400,16.800
'7:02:39.160',-0.100,-,-,-,-0.060,-,81.600,16.800
'7:02:39.168',0.100,-,-,-,0.140,-,81.600,16.800
'7:02:39.176',0.500,-,-,-,0.500,-,80.800,16.800
'7:02:39.184',0.560,-,-,-,0.560,-,80.800,16.400
'7:02:39.192',0.060,-,-,-,0.120,-,80.000,16.400
'7:02:39.200',-0.060,-,-,-,0.020,-,79.200,16.400
'7:02:39.208',-0.100,-,-,-,0.000,-,79.200,16.400
'7:02:39.216',-0.140,-,-,-,-0.020,-,78.400,16.800
'7:02:39.224',-0.140,-,-,-,-0.040,-,77.600,16.800
'7:02:39.232',-0.140,-,-,-,-0.020,-,77.600,17.200
'7:02:39.240',-0.140,-,-,-,-0.040,-,76.800,17.200
'7:02:39.248',-0.140,-,-,-,-0.020,-,76.800,18.000
'7:02:39.256',-0.140,-,-,-,-0.020,-,76.000,18.400
'7:02:39.264',-0.140,-,-,-,-0.020,-,76.000,19.200
'7:02:39.272',-0.140,-,-,-,-0.020,-,76.000,19.600
'7:02:39.280',-0.140,-,-,-,0.000,-,75.200,20.000
'7:02:39.288',-0.120,-,-,-,-0.020,-,75.200,20.800
'7:02:39.296',-0.100,-,-,-,0.000,-,75.200,21.600
'7:02:39.304',-0.100,-,-,-,0.000,-,75.200,22.400
'7:02:39.312',-0.100,-,-,-,0.000,-,75.200,23.200
'7:02:39.320',-0.100,-,-,-,0.000,-,76.000,24.400
'7:02:39.328',-0.080,-,-,-,0.000,-,78.400,25.600
'7:02:39.336',-0.080,-,-,-,0.000,-,82.400,26.400
'7:02:39.344',-0.060,-,-,-,0.020,-,88.000,27.200
'7:02:39.352',-0.040,-,-,-,0.020,-,94.400,28.400
'7:02:39.360',-0.040,-,-,-,0.040,-,101.600,28.800
'7:02:39.368',-0.020,-,-,-,0.040,-,108.000,29.600
'7:02:39.376',0.000,-,-,-,0.060,-,112.000,30.000
'7:02:39.384',0.020,-,-,-,0.080,-,115.200,30.400
'7:02:39.392',0.040,-,-,-,0.100,-,116.000,30.800
'7:02:39.400',0.080,-,-,-,0.120,-,116.800,30.800
'7:02:39.408',0.080,-,-,-,0.140,-,117.600,30.800
'7:02:39.416',0.120,-,-,-,0.160,-,119.200,30.800
'7:02:39.424',0.140,-,-,-,0.160,-,121.600,31.200
'7:02:39.432',0.160,-,-,-,0.180,-,124.800,30.800
'7:02:39.440',0.160,-,-,-,0.180,-,127.200,30.800
'7:02:39.448',0.140,-,-,-,0.160,-,129.600,30.800
'7:02:39.456',0.120,-,-,-,0.160,-,131.200,30.400
'7:02:39.464',0.060,-,-,-,0.120,-,131.200,30.400
'7:02:39.472',0.020,-,-,-,0.080,-,132.000,30.000
'7:02:39.480',-0.020,-,-,-,0.040,-,131.200,29.600
'7:02:39.488',-0.040,-,-,-,0.040,-,130.400,29.200
'7:02:39.496',-0.080,-,-,-,0.020,-,129.600,28.800
'7:02:39.504',-0.100,-,-,-,0.000,-,128.000,28.400
'7:02:39.512',-0.100,-,-,-,0.000,-,126.400,27.600
'7:02:39.520',-0.100,-,-,-,0.000,-,124.000,27.200
'7:02:39.528',-0.120,-,-,-,0.000,-,121.600,26.400
'7:02:39.536',-0.100,-,-,-,0.000,-,118.400,26.000
'7:02:39.544',-0.120,-,-,-,0.000,-,115.200,26.000
'7:02:39.552',-0.100,-,-,-,0.000,-,111.200,25.600
'7:02:39.560',-0.120,-,-,-,0.000,-,108.000,25.600
'7:02:39.568',-0.120,-,-,-,0.000,-,104.800,25.200
'7:02:39.576',-0.100,-,-,-,0.000,-,102.400,24.800
'7:02:39.584',-0.140,-,-,-,0.000,-,101.600,24.800
'7:02:39.592',-0.100,-,-,-,0.000,-,101.600,24.400
'7:02:39.600',-0.100,-,-,-,0.000,-,101.600,24.400
'7:02:39.608',-0.100,-,-,-,0.000,-,102.400,24.400
'7:02:39.616',-0.100,-,-,-,0.000,-,102.400,24.400
'7:02:39.624',-0.100,-,-,-,0.000,-,102.400,24.400
'7:02:39.632',-0.100,-,-,-,0.000,-,102.400,24.400
'7:02:39.640',-0.080,-,-,-,0.000,-,101.600,24.400
'7:02:39.648',-0.040,-,-,-,0.040,-,100.000,24.400
'7:02:39.656',-0.020,-,-,-,0.040,-,99.200,24.400
'7:02:39.664',-0.020,-,-,-,0.040,-,98.400,24.400
'7:02:39.672',-0.020,-,-,-,0.040,-,96.800,24.400
'7:02:39.680',0.000,-,-,-,0.040,-,96.800,24.400
'7:02:39.688',0.000,-,-,-,0.040,-,96.000,24.400
'7:02:39.696',0.040,-,-,-,0.080,-,95.200,24.400
'7:02:39.704',0.020,-,-,-,0.060,-,94.400,24.400
'7:02:39.712',0.000,-,-,-,0.080,-,93.600,24.400
'7:02:39.720',0.020,-,-,-,0.040,-,92.800,24.400
'7:02:39.728',0.000,-,-,-,0.040,-,92.000,24.400
'7:02:39.736',-0.020,-,-,-,0.040,-,91.200,24.400
'7:02:39.744',-0.080,-,-,-,0.000,-,91.200,24.400
'7:02:39.752',-0.140,-,-,-,-0.020,-,90.400,24.400
'7:02:39.760',-0.140,-,-,-,-0.020,-,89.600,24.400
'7:02:39.768',-0.140,-,-,-,-0.040,-,88.800,24.000
'7:02:39.776',-0.160,-,-,-,-0.020,-,88.800,24.000
'7:02:39.784',-0.140,-,-,-,-0.040,-,88.000,24.000
'7:02:39.792',-0.160,-,-,-,-0.040,-,88.000,24.000
'7:02:39.800',-0.140,-,-,-,-0.020,-,87.200,24.000
'7:02:39.808',-0.140,-,-,-,-0.040,-,86.400,24.000
'7:02:39.816',-0.160,-,-,-,-0.020,-,86.400,24.000
'7:02:39.824',-0.180,-,-,-,-0.060,-,85.600,24.000
'7:02:39.832',-0.160,-,-,-,-0.080,-,85.600,24.000
'7:02:39.840',0.000,-,-,-,0.080,-,84.800,24.000
'7:02:39.848',0.340,-,-,-,0.380,-,84.000,23.600
'7:02:39.856',0.740,-,-,-,0.700,-,84.000,23.600
'7:02:39.864',0.420,-,-,-,0.460,-,83.200,23.200
'7:02:39.872',0.040,-,-,-,0.080,-,83.200,23.200
'7:02:39.880',-0.080,-,-,-,0.000,-,82.400,23.200
'7:02:39.888',-0.120,-,-,-,-0.020,-,81.600,22.800
'7:02:39.896',-0.140,-,-,-,-0.040,-,80.800,22.400
'7:02:39.904',-0.160,-,-,-,-0.040,-,80.000,22.400
'7:02:39.912',-0.160,-,-,-,-0.040,-,80.000,22.000
'7:02:39.920',-0.140,-,-,-,-0.040,-,79.200,22.400
'7:02:39.928',-0.140,-,-,-,-0.040,-,78.400,22.400
'7:02:39.936',-0.140,-,-,-,-0.040,-,78.400,22.000
'7:02:39.944',-0.140,-,-,-,-0.040,-,77.600,22.000
'7:02:39.952',-0.140,-,-,-,-0.040,-,77.600,22.000
'7:02:39.960',-0.140,-,-,-,-0.040,-,76.800,22.000
'7:02:39.968',-0.120,-,-,-,-0.040,-,76.800,22.000
'7:02:39.976',-0.120,-,-,-,-0.020,-,76.800,22.000
'7:02:39.984',-0.100,-,-,-,-0.020,-,76.800,22.000
'7:02:39.992',-0.100,-,-,-,-0.020,-,77.600,22.000
'7:02:40.000',-0.100,-,-,-,0.000,-,79.200,22.400
'7:02:40.008',-0.080,-,-,-,0.000,-,82.400,22.400
'7:02:40.016',-0.060,-,-,-,0.000,-,88.000,22.800
'7:02:40.024',-0.060,-,-,-,0.000,-,94.400,23.200
'7:02:40.032',-0.040,-,-,-,0.020,-,101.600,23.600
'7:02:40.040',-0.040,-,-,-,0.040,-,108.000,24.000
'7:02:40.048',-0.020,-,-,-,0.040,-,113.600,24.000
'7:02:40.056',0.000,-,-,-,0.040,-,116.800,24.400
'7:02:40.064',0.040,-,-,-,0.080,-,118.400,24.800
'7:02:40.072',0.060,-,-,-,0.080,-,119.200,24.800
'7:02:40.080',0.080,-,-,-,0.120,-,120.000,24.800
'7:02:40.088',0.120,-,-,-,0.120,-,121.600,24.800
'7:02:40.096',0.140,-,-,-,0.160,-,124.000,24.800
'7:02:40.104',0.160,-,-,-,0.160,-,127.200,24.800
'7:02:40.112',0.160,-,-,-,0.180,-,130.400,24.400
'7:02:40.120',0.160,-,-,-,0.160,-,132.800,24.000
'7:02:40.128',0.160,-,-,-,0.160,-,134.400,24.000
'7:02:40.136',0.120,-,-,-,0.120,-,135.200,23.200
'7:02:40.144',0.060,-,-,-,0.100,-,135.200,22.800
'7:02:40.152',0.020,-,-,-,0.060,-,135.200,22.400
'7:02:40.160',0.000,-,-,-,0.040,-,135.200,21.600
'7:02:40.168',-0.040,-,-,-,0.020,-,133.600,21.200
'7:02:40.176',-0.060,-,-,-,0.000,-,132.800,20.800
'7:02:40.184',-0.080,-,-,-,0.000,-,130.400,20.000
'7:02:40.192',-0.100,-,-,-,0.000,-,128.800,19.600
'7:02:40.200',-0.100,-,-,-,0.000,-,126.400,19.200
'7:02:40.208',-0.100,-,-,-,0.000,-,123.200,18.800
'7:02:40.216',-0.100,-,-,-,-0.020,-,120.000,18.400
'7:02:40.224',-0.100,-,-,-,0.000,-,116.000,18.000
'7:02:40.232',-0.100,-,-,-,0.000,-,112.800,17.600
'7:02:40.240',-0.100,-,-,-,-0.020,-,108.800,17.600
'7:02:40.248',-0.100,-,-,-,0.000,-,105.600,17.600
'7:02:40.256',-0.100,-,-,-,0.000,-,103.200,17.200
'7:02:40.264',-0.100,-,-,-,0.000,-,101.600,17.200
'7:02:40.272',-0.100,-,-,-,0.000,-,101.600,17.200
'7:02:40.280',-0.100,-,-,-,0.000,-,101.600,16.800
'7:02:40.288',-0.080,-,-,-,0.000,-,102.400,16.800
'7:02:40.296',-0.100,-,-,-,0.000,-,102.400,16.800
'7:02:40.304',-0.080,-,-,-,0.000,-,102.400,16.800
'7:02:40.312',-0.100,-,-,-,0.000,-,102.400,16.400
'7:02:40.320',-0.040,-,-,-,0.000,-,101.600,16.400
'7:02:40.328',-0.040,-,-,-,0.020,-,100.800,16.400
'7:02:40.336',0.000,-,-,-,0.040,-,99.200,16.400
'7:02:40.344',0.000,-,-,-,0.040,-,98.400,16.000
'7:02:40.352',0.000,-,-,-,0.040,-,97.600,16.000
'7:02:40.360',0.000,-,-,-,0.040,-,96.000,16.000
'7:02:40.368',0.000,-,-,-,0.040,-,95.200,16.000
'7:02:40.376',0.040,-,-,-,0.060,-,94.400,16.000
'7:02:40.384',0.040,-,-,-,0.080,-,93.600,15.600
'7:02:40.392',0.020,-,-,-,0.040,-,92.800,15.600
'7:02:40.400',0.040,-,-,-,0.060,-,92.800,15.600
'7:02:40.408',0.000,-,-,-,0.040,-,92.000,15.600
'7:02:40.416',-0.020,-,-,-,0.040,-,91.200,15.600
'7:02:40.424',-0.060,-,-,-,0.000,-,90.400,15.200
'7:02:40.432',-0.100,-,-,-,-0.020,-,89.600,15.200
'7:02:40.440',-0.140,-,-,-,-0.040,-,88.800,15.200
'7:02:40.448',-0.140,-,-,-,-0.020,-,88.000,14.800
'7:02:40.456',-0.140,-,-,-,-0.040,-,87.200,14.800
'7:02:40.464',-0.140,-,-,-,-0.020,-,87.200,14.800
'7:02:40.472',-0.140,-,-,-,-0.040,-,86.400,14.400
'7:02:40.480',-0.140,-,-,-,-0.020,-,85.600,14.400
'7:02:40.488',-0.120,-,-,-,-0.040,-,85.600,14.400
'7:02:40.496',-0.140,-,-,-,-0.020,-,84.800,14.000
'7:02:40.504',-0.120,-,-,-,-0.040,-,84.000,14.000
'7:02:40.512',-0.140,-,-,-,-0.060,-,83.200,13.600
'7:02:40.520',-0.040,-,-,-,0.000,-,83.200,13.600
'7:02:40.528',0.200,-,-,-,0.220,-,82.400,13.600
'7:02:40.536',0.580,-,-,-,0.540,-,82.400,13.200
'7:02:40.544',0.360,-,-,-,0.380,-,81.600,13.200
'7:02:40.552',0.060,-,-,-,0.080,-,80.800,13.200
'7:02:40.560',-0.040,-,-,-,0.000,-,80.800,12.800
'7:02:40.568',-0.080,-,-,-,0.000,-,80.000,12.800
'7:02:40.576',-0.100,-,-,-,-0.020,-,79.200,12.800
'7:02:40.584',-0.100,-,-,-,-0.040,-,79.200,13.200
'7:02:40.592',-0.120,-,-,-,-0.020,-,78.400,13.200
'7:02:40.600',-0.100,-,-,-,-0.040,-,77.600,13.200
'7:02:40.608',-0.100,-,-,-,-0.020,-,77.600,13.600
'7:02:40.616',-0.100,-,-,-,-0.020,-,76.800,13.600
'7:02:40.624',-0.100,-,-,-,-0.020,-,76.800,14.000
'7:02:40.632',-0.100,-,-,-,-0.020,-,76.000,14.400
'7:02:40.640',-0.080,-,-,-,0.000,-,76.000,14.800
'7:02:40.648',-0.080,-,-,-,0.000,-,75.200,15.200
'7:02:40.656',-0.080,-,-,-,0.000,-,75.200,16.000
'7:02:40.664',-0.060,-,-,-,0.000,-,75.200,16.800
