'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'166:23:10.016',-,0.138,-,-2.446,-,-
'166:23:10.024',-,0.069,-,-2.174,-,-
'166:23:10.032',-,0.138,-,-2.446,-,-
'166:23:10.040',-,0.069,-,-2.174,-,-
'166:23:10.048',-,0.138,-,-2.446,-,-
'166:23:10.056',-,0.138,-,-2.359,-,-
'166:23:10.064',-,0.276,-,-2.717,-,-
'166:23:10.072',-,0.276,-,-2.630,-,-
'166:23:10.080',-,0.138,-,-2.989,-,-
'166:23:10.088',-,0.000,-,-2.815,-,-
'166:23:10.096',-,0.000,-,-2.989,-,-
'166:23:10.104',-,0.000,-,-2.717,-,-
'166:23:10.112',-,0.069,-,-2.630,-,-
'166:23:10.120',-,0.069,-,-2.717,-,-
'166:23:10.128',-,0.000,-,-2.359,-,-
'166:23:10.136',-,-0.138,-,-2.543,-,-
'166:23:10.144',-,-0.138,-,-2.174,-,-
'166:23:10.152',-,-0.138,-,-2.359,-,-
'166:23:10.160',-,0.000,-,-1.989,-,-
'166:23:10.168',-,0.000,-,-2.174,-,-
'166:23:10.176',-,0.000,-,-1.717,-,-
'166:23:10.184',-,0.000,-,-1.815,-,-
'166:23:10.192',-,0.000,-,-1.543,-,-
'166:23:10.200',-,0.000,-,-1.717,-,-
'166:23:10.208',-,0.000,-,-1.272,-,-
'166:23:10.216',-,0.000,-,-0.989,-,-
'166:23:10.224',-,0.000,-,-0.630,-,-
'166:23:10.232',-,0.000,-,-0.815,-,-
'166:23:10.240',-,0.000,-,-0.359,-,-
'166:23:10.248',-,0.000,-,-0.446,-,-
'166:23:10.256',-,0.000,-,0.000,-,-
'166:23:10.264',-,0.000,-,-0.174,-,-
'166:23:10.272',-,0.000,-,0.359,-,-
'166:23:10.280',-,0.000,-,0.272,-,-
'166:23:10.288',-,0.000,-,0.717,-,-
'166:23:10.296',-,0.069,-,0.543,-,-
'166:23:10.304',-,0.000,-,0.989,-,-
'166:23:10.312',-,0.069,-,0.815,-,-
'166:23:10.320',-,0.000,-,1.174,-,-
'166:23:10.328',-,0.069,-,0.989,-,-
'166:23:10.336',-,0.000,-,1.359,-,-
'166:23:10.344',-,0.069,-,1.174,-,-
'166:23:10.352',-,0.000,-,1.087,-,-
'166:23:10.360',-,0.069,-,1.359,-,-
'166:23:10.368',-,0.000,-,1.174,-,-
'166:23:10.376',-,0.000,-,1.359,-,-
'166:23:10.384',-,0.000,-,1.272,-,-
'166:23:10.392',-,0.000,-,1.543,-,-
'166:23:10.400',-,0.000,-,1.446,-,-
'166:23:10.408',-,0.000,-,1.815,-,-
'166:23:10.416',-,0.000,-,1.717,-,-
'166:23:10.424',-,-0.069,-,1.989,-,-
'166:23:10.432',-,-0.069,-,1.902,-,-
'166:23:10.440',-,-0.138,-,2.272,-,-
'166:23:10.448',-,-0.069,-,2.174,-,-
'166:23:10.456',-,-0.138,-,2.543,-,-
'166:23:10.464',-,-0.069,-,2.543,-,-
'166:23:10.472',-,-0.138,-,2.902,-,-
'166:23:10.480',-,-0.069,-,2.815,-,-
'166:23:10.488',-,-0.069,-,3.087,-,-
'166:23:10.496',-,0.000,-,2.902,-,-
'166:23:10.504',-,-0.069,-,3.174,-,-
'166:23:10.512',-,0.000,-,2.902,-,-
'166:23:10.520',-,0.000,-,4.717,-,-
'166:23:10.528',-,0.000,-,4.815,-,-
'166:23:10.536',-,0.000,-,4.717,-,-
'166:23:10.544',-,0.000,-,4.815,-,-
'166:23:10.552',-,0.000,-,4.543,-,-
'166:23:10.560',-,0.000,-,4.717,-,-
'166:23:10.568',-,-0.069,-,4.543,-,-
'166:23:10.576',-,-0.138,-,4.815,-,-
'166:23:10.584',-,-0.069,-,4.630,-,-
'166:23:10.592',-,-0.138,-,4.717,-,-
'166:23:10.600',-,-0.069,-,4.630,-,-
'166:23:10.608',-,-0.138,-,4.717,-,-
'166:23:10.616',-,-0.138,-,4.446,-,-
'166:23:10.624',-,-0.138,-,4.543,-,-
'166:23:10.632',-,-0.138,-,4.359,-,-
'166:23:10.640',-,-0.138,-,4.446,-,-
'166:23:10.648',-,-0.069,-,4.174,-,-
'166:23:10.656',-,-0.069,-,4.359,-,-
'166:23:10.664',-,0.000,-,4.174,-,-
'166:23:10.672',-,0.069,-,4.359,-,-
'166:23:10.680',-,0.138,-,4.087,-,-
'166:23:10.688',-,0.000,-,4.174,-,-
'166:23:10.696',-,-0.138,-,3.902,-,-
'166:23:10.704',-,-0.207,-,4.087,-,-
'166:23:10.712',-,-0.276,-,3.989,-,-
'166:23:10.720',-,-0.276,-,4.272,-,-
'166:23:10.728',-,-0.207,-,4.087,-,-
'166:23:10.736',-,-0.356,-,4.543,-,-
'166:23:10.744',-,-0.276,-,5.087,-,-
'166:23:10.752',-,-0.276,-,5.272,-,-
'166:23:10.760',-,-0.138,-,5.272,-,-
'166:23:10.768',-,-0.138,-,5.359,-,-
'166:23:10.776',-,-0.069,-,5.272,-,-
'166:23:10.784',-,-0.069,-,5.174,-,-
'166:23:10.792',-,0.000,-,5.272,-,-
'166:23:10.800',-,0.000,-,5.087,-,-
'166:23:10.808',-,0.000,-,5.446,-,-
'166:23:10.816',-,0.000,-,5.272,-,-
'166:23:10.824',-,0.000,-,5.543,-,-
'166:23:10.832',-,0.000,-,5.272,-,-
'166:23:10.840',-,0.000,-,5.446,-,-
'166:23:10.848',-,0.000,-,5.272,-,-
'166:23:10.856',-,0.000,-,5.543,-,-
'166:23:10.864',-,0.000,-,5.272,-,-
'166:23:10.872',-,0.000,-,5.446,-,-
'166:23:10.880',-,0.000,-,5.272,-,-
'166:23:10.888',-,0.000,-,5.543,-,-
'166:23:10.896',-,0.000,-,5.359,-,-
'166:23:10.904',-,0.000,-,5.543,-,-
'166:23:10.912',-,0.069,-,5.359,-,-
'166:23:10.920',-,0.000,-,5.630,-,-
'166:23:10.928',-,0.069,-,5.446,-,-
'166:23:10.936',-,0.000,-,5.543,-,-
'166:23:10.944',-,0.069,-,5.359,-,-
'166:23:10.952',-,0.000,-,5.272,-,-
'166:23:10.960',-,0.069,-,5.543,-,-
'166:23:10.968',-,0.069,-,5.272,-,-
'166:23:10.976',-,0.000,-,5.543,-,-
'166:23:10.984',-,0.069,-,5.272,-,-
'166:23:10.992',-,0.000,-,5.446,-,-
'166:23:11.000',-,0.000,-,5.174,-,-
'166:23:11.008',-,0.000,-,5.272,-,-
'166:23:11.016',-,0.000,-,5.087,-,-
'166:23:11.024',-,0.000,-,5.174,-,-
'166:23:11.032',-,0.000,-,4.902,-,-
'166:23:11.040',-,-0.069,-,5.087,-,-
'166:23:11.048',-,0.000,-,4.902,-,-
'166:23:11.056',-,-0.069,-,4.989,-,-
'166:23:11.064',-,-0.069,-,4.815,-,-
'166:23:11.072',-,-0.138,-,4.902,-,-
'166:23:11.080',-,-0.069,-,4.717,-,-
'166:23:11.088',-,-0.138,-,4.815,-,-
'166:23:11.096',-,-0.069,-,4.543,-,-
'166:23:11.104',-,-0.069,-,4.630,-,-
'166:23:11.112',-,-0.069,-,4.543,-,-
'166:23:11.120',-,-0.069,-,4.543,-,-
'166:23:11.128',-,0.000,-,4.359,-,-
'166:23:11.136',-,0.000,-,4.446,-,-
'166:23:11.144',-,0.000,-,4.272,-,-
'166:23:11.152',-,0.000,-,4.359,-,-
'166:23:11.160',-,0.000,-,4.174,-,-
'166:23:11.168',-,0.000,-,4.087,-,-
'166:23:11.176',-,0.000,-,4.272,-,-
'166:23:11.184',-,0.000,-,4.087,-,-
'166:23:11.192',-,0.000,-,4.174,-,-
'166:23:11.200',-,-0.069,-,3.989,-,-
'166:23:11.208',-,-0.069,-,4.087,-,-
'166:23:11.216',-,0.000,-,3.815,-,-
'166:23:11.224',-,-0.069,-,3.902,-,-
'166:23:11.232',-,0.000,-,3.717,-,-
'166:23:11.240',-,-0.069,-,3.815,-,-
'166:23:11.248',-,0.000,-,3.630,-,-
'166:23:11.256',-,-0.069,-,3.717,-,-
'166:23:11.264',-,0.000,-,3.446,-,-
'166:23:11.272',-,0.000,-,3.630,-,-
'166:23:11.280',-,0.138,-,3.359,-,-
'166:23:11.288',-,0.000,-,3.359,-,-
'166:23:11.296',-,-0.138,-,2.989,-,-
'166:23:11.304',-,-0.276,-,3.087,-,-
'166:23:11.312',-,-0.207,-,2.902,-,-
'166:23:11.320',-,-0.207,-,3.174,-,-
'166:23:11.328',-,-0.069,-,2.989,-,-
'166:23:11.336',-,-0.069,-,3.174,-,-
'166:23:11.344',-,-0.138,-,2.902,-,-
'166:23:11.352',-,-0.069,-,3.087,-,-
'166:23:11.360',-,-0.138,-,3.174,-,-
'166:23:11.368',-,0.000,-,2.989,-,-
'166:23:11.376',-,0.000,-,3.174,-,-
'166:23:11.384',-,0.000,-,2.989,-,-
'166:23:11.392',-,0.069,-,3.174,-,-
'166:23:11.400',-,0.138,-,2.902,-,-
'166:23:11.408',-,0.069,-,3.174,-,-
'166:23:11.416',-,0.138,-,2.902,-,-
'166:23:11.424',-,0.138,-,3.087,-,-
'166:23:11.432',-,0.138,-,2.902,-,-
'166:23:11.440',-,0.138,-,2.989,-,-
'166:23:11.448',-,0.138,-,2.815,-,-
'166:23:11.456',-,0.138,-,2.989,-,-
'166:23:11.464',-,0.207,-,2.902,-,-
'166:23:11.472',-,0.138,-,2.989,-,-
'166:23:11.480',-,0.207,-,2.815,-,-
'166:23:11.488',-,0.207,-,2.902,-,-
'166:23:11.496',-,0.276,-,2.815,-,-
'166:23:11.504',-,0.207,-,2.902,-,-
'166:23:11.512',-,0.276,-,2.717,-,-
'166:23:11.520',-,0.276,-,2.902,-,-
'166:23:11.528',-,0.276,-,2.717,-,-
'166:23:11.536',-,0.276,-,2.902,-,-
'166:23:11.544',-,0.276,-,2.717,-,-
'166:23:11.552',-,0.276,-,2.902,-,-
'166:23:11.560',-,0.276,-,2.717,-,-
'166:23:11.568',-,0.356,-,2.717,-,-
'166:23:11.576',-,0.276,-,2.815,-,-
'166:23:11.584',-,0.276,-,2.630,-,-
'166:23:11.592',-,0.276,-,2.717,-,-
'166:23:11.600',-,0.276,-,2.630,-,-
'166:23:11.608',-,0.207,-,2.717,-,-
'166:23:11.616',-,0.207,-,2.543,-,-
'166:23:11.624',-,0.207,-,2.717,-,-
'166:23:11.632',-,0.207,-,2.543,-,-
'166:23:11.640',-,0.138,-,2.717,-,-
'166:23:11.648',-,0.207,-,2.543,-,-
'166:23:11.656',-,0.138,-,2.630,-,-
'166:23:11.664',-,0.207,-,2.543,-,-
'166:23:11.672',-,0.138,-,2.630,-,-
'166:23:11.680',-,0.207,-,2.543,-,-
'166:23:11.688',-,0.138,-,2.630,-,-
'166:23:11.696',-,0.276,-,2.543,-,-
'166:23:11.704',-,0.207,-,2.630,-,-
'166:23:11.712',-,0.276,-,2.543,-,-
'166:23:11.720',-,0.207,-,2.717,-,-
'166:23:11.728',-,0.276,-,2.543,-,-
'166:23:11.736',-,0.356,-,2.630,-,-
'166:23:11.744',-,0.356,-,2.446,-,-
'166:23:11.752',-,0.425,-,2.630,-,-
'166:23:11.760',-,0.356,-,2.543,-,-
'166:23:11.768',-,0.276,-,2.446,-,-
'166:23:11.776',-,0.276,-,2.630,-,-
'166:23:11.784',-,0.276,-,2.446,-,-
'166:23:11.792',-,0.276,-,2.543,-,-
'166:23:11.800',-,0.276,-,2.446,-,-
'166:23:11.808',-,0.276,-,2.543,-,-
'166:23:11.816',-,0.276,-,2.359,-,-
'166:23:11.824',-,0.276,-,2.543,-,-
'166:23:11.832',-,0.276,-,2.359,-,-
'166:23:11.840',-,0.276,-,2.446,-,-
'166:23:11.848',-,0.276,-,2.359,-,-
'166:23:11.856',-,0.276,-,2.446,-,-
'166:23:11.864',-,0.276,-,2.272,-,-
'166:23:11.872',-,0.356,-,2.359,-,-
'166:23:11.880',-,0.425,-,2.359,-,-
'166:23:11.888',-,0.425,-,2.359,-,-
'166:23:11.896',-,0.207,-,1.989,-,-
'166:23:11.904',-,0.000,-,1.989,-,-
'166:23:11.912',-,0.000,-,1.902,-,-
'166:23:11.920',-,0.069,-,1.989,-,-
'166:23:11.928',-,0.138,-,1.989,-,-
'166:23:11.936',-,0.207,-,2.272,-,-
'166:23:11.944',-,0.207,-,2.174,-,-
'166:23:11.952',-,0.138,-,2.272,-,-
'166:23:11.960',-,0.138,-,2.359,-,-
'166:23:11.968',-,0.138,-,2.174,-,-
'166:23:11.976',-,0.276,-,2.359,-,-
'166:23:11.984',-,0.276,-,2.174,-,-
'166:23:11.992',-,0.276,-,2.359,-,-
'166:23:12.000',-,0.276,-,2.359,-,-
'166:23:12.008',-,0.425,-,2.543,-,-
'166:23:12.016',-,0.356,-,2.359,-,-
'166:23:12.024',-,0.425,-,2.543,-,-
'166:23:12.032',-,0.425,-,2.359,-,-
'166:23:12.040',-,0.425,-,2.446,-,-
'166:23:12.048',-,0.425,-,2.272,-,-
'166:23:12.056',-,0.425,-,2.359,-,-
'166:23:12.064',-,0.494,-,2.174,-,-
'166:23:12.072',-,0.425,-,2.359,-,-
'166:23:12.080',-,0.494,-,2.174,-,-
'166:23:12.088',-,0.563,-,2.174,-,-
'166:23:12.096',-,0.563,-,2.087,-,-
'166:23:12.104',-,0.494,-,2.174,-,-
'166:23:12.112',-,0.563,-,2.087,-,-
'166:23:12.120',-,0.563,-,2.174,-,-
'166:23:12.128',-,0.632,-,2.087,-,-
'166:23:12.136',-,0.563,-,2.174,-,-
'166:23:12.144',-,0.563,-,1.989,-,-
'166:23:12.152',-,0.563,-,2.174,-,-
'166:23:12.160',-,0.563,-,1.989,-,-
'166:23:12.168',-,0.563,-,2.174,-,-
'166:23:12.176',-,0.563,-,2.174,-,-
'166:23:12.184',-,0.563,-,1.902,-,-
'166:23:12.192',-,0.563,-,2.174,-,-
'166:23:12.200',-,0.494,-,1.902,-,-
'166:23:12.208',-,0.563,-,2.174,-,-
'166:23:12.216',-,0.425,-,1.902,-,-
'166:23:12.224',-,0.494,-,2.174,-,-
'166:23:12.232',-,0.425,-,1.902,-,-
'166:23:12.240',-,0.425,-,2.174,-,-
'166:23:12.248',-,0.425,-,1.902,-,-
'166:23:12.256',-,0.425,-,2.174,-,-
'166:23:12.264',-,0.425,-,1.902,-,-
'166:23:12.272',-,0.425,-,2.174,-,-
'166:23:12.280',-,0.425,-,1.902,-,-
'166:23:12.288',-,0.425,-,2.087,-,-
'166:23:12.296',-,0.425,-,1.902,-,-
'166:23:12.304',-,0.425,-,2.087,-,-
'166:23:12.312',-,0.425,-,1.902,-,-
'166:23:12.320',-,0.425,-,2.087,-,-
'166:23:12.328',-,0.494,-,1.902,-,-
'166:23:12.336',-,0.425,-,1.989,-,-
'166:23:12.344',-,0.563,-,1.902,-,-
'166:23:12.352',-,0.494,-,1.989,-,-
'166:23:12.360',-,0.494,-,1.902,-,-
'166:23:12.368',-,0.425,-,1.989,-,-
'166:23:12.376',-,0.425,-,1.902,-,-
'166:23:12.384',-,0.425,-,1.902,-,-
'166:23:12.392',-,0.425,-,1.989,-,-
'166:23:12.400',-,0.356,-,1.815,-,-
'166:23:12.408',-,0.425,-,1.989,-,-
'166:23:12.416',-,0.356,-,1.815,-,-
'166:23:12.424',-,0.356,-,1.902,-,-
'166:23:12.432',-,0.276,-,1.815,-,-
'166:23:12.440',-,0.356,-,1.902,-,-
'166:23:12.448',-,0.356,-,1.815,-,-
'166:23:12.456',-,0.276,-,1.902,-,-
'166:23:12.464',-,0.276,-,1.717,-,-
'166:23:12.472',-,0.425,-,1.902,-,-
'166:23:12.480',-,0.425,-,1.717,-,-
'166:23:12.488',-,0.563,-,1.902,-,-
'166:23:12.496',-,0.563,-,1.543,-,-
'166:23:12.504',-,0.276,-,1.543,-,-
'166:23:12.512',-,0.276,-,1.359,-,-
'166:23:12.520',-,0.138,-,1.543,-,-
'166:23:12.528',-,0.138,-,1.446,-,-
'166:23:12.536',-,0.138,-,1.717,-,-
'166:23:12.544',-,0.138,-,1.630,-,-
'166:23:12.552',-,0.069,-,1.717,-,-
'166:23:12.560',-,0.138,-,1.630,-,-
'166:23:12.568',-,0.138,-,1.717,-,-
'166:23:12.576',-,0.207,-,1.717,-,-
'166:23:12.584',-,0.276,-,1.630,-,-
'166:23:12.592',-,0.207,-,1.815,-,-
'166:23:12.600',-,0.276,-,1.717,-,-
'166:23:12.608',-,0.356,-,1.815,-,-
'166:23:12.616',-,0.276,-,1.717,-,-
'166:23:12.624',-,0.276,-,1.815,-,-
'166:23:12.632',-,0.356,-,2.717,-,-
'166:23:12.640',-,0.276,-,2.902,-,-
'166:23:12.648',-,0.356,-,2.902,-,-
'166:23:12.656',-,0.276,-,2.989,-,-
'166:23:12.664',-,0.276,-,2.902,-,-
'166:23:12.672',-,0.276,-,2.989,-,-
'166:23:12.680',-,0.425,-,2.902,-,-
'166:23:12.688',-,0.276,-,2.989,-,-
'166:23:12.696',-,0.356,-,2.902,-,-
'166:23:12.704',-,0.356,-,2.989,-,-
'166:23:12.712',-,0.425,-,2.902,-,-
'166:23:12.720',-,0.276,-,2.989,-,-
'166:23:12.728',-,0.356,-,2.902,-,-
'166:23:12.736',-,0.276,-,3.174,-,-
'166:23:12.744',-,0.425,-,2.902,-,-
'166:23:12.752',-,0.356,-,3.174,-,-
'166:23:12.760',-,0.276,-,2.902,-,-
'166:23:12.768',-,0.425,-,3.087,-,-
'166:23:12.776',-,0.356,-,2.902,-,-
'166:23:12.784',-,0.425,-,2.989,-,-
'166:23:12.792',-,0.356,-,2.902,-,-
'166:23:12.800',-,0.276,-,2.902,-,-
'166:23:12.808',-,0.356,-,2.815,-,-
'166:23:12.816',-,0.276,-,2.902,-,-
'166:23:12.824',-,0.276,-,2.902,-,-
'166:23:12.832',-,0.207,-,2.815,-,-
'166:23:12.840',-,0.207,-,2.902,-,-
'166:23:12.848',-,0.207,-,2.717,-,-
'166:23:12.856',-,0.138,-,2.902,-,-
'166:23:12.864',-,0.138,-,2.717,-,-
'166:23:12.872',-,0.138,-,2.815,-,-
'166:23:12.880',-,0.207,-,2.717,-,-
'166:23:12.888',-,0.138,-,2.902,-,-
'166:23:12.896',-,0.138,-,2.902,-,-
'166:23:12.904',-,0.207,-,2.902,-,-
'166:23:12.912',-,0.207,-,2.815,-,-
'166:23:12.920',-,0.138,-,2.902,-,-
'166:23:12.928',-,0.207,-,2.815,-,-
'166:23:12.936',-,0.276,-,2.902,-,-
'166:23:12.944',-,0.276,-,2.717,-,-
'166:23:12.952',-,0.276,-,2.902,-,-
'166:23:12.960',-,0.276,-,2.717,-,-
'166:23:12.968',-,0.276,-,2.902,-,-
'166:23:12.976',-,0.207,-,2.717,-,-
'166:23:12.984',-,0.138,-,2.815,-,-
'166:23:12.992',-,0.138,-,2.717,-,-
'166:23:13.000',-,0.138,-,2.815,-,-
'166:23:13.008',-,0.138,-,2.717,-,-
'166:23:13.016',-,0.138,-,2.717,-,-
'166:23:13.024',-,0.138,-,2.815,-,-
'166:23:13.032',-,0.138,-,2.717,-,-
'166:23:13.040',-,0.069,-,2.717,-,-
'166:23:13.048',-,0.138,-,2.630,-,-
'166:23:13.056',-,0.069,-,2.717,-,-
'166:23:13.064',-,0.138,-,2.630,-,-
'166:23:13.072',-,0.138,-,2.717,-,-
'166:23:13.080',-,0.207,-,2.543,-,-
'166:23:13.088',-,0.276,-,2.717,-,-
'166:23:13.096',-,0.425,-,2.359,-,-
'166:23:13.104',-,0.207,-,2.359,-,-
'166:23:13.112',-,0.000,-,2.174,-,-
'166:23:13.120',-,0.000,-,2.272,-,-
'166:23:13.128',-,0.000,-,2.174,-,-
'166:23:13.136',-,-0.138,-,2.359,-,-
'166:23:13.144',-,0.000,-,2.359,-,-
'166:23:13.152',-,-0.069,-,2.446,-,-
'166:23:13.160',-,0.000,-,2.359,-,-
'166:23:13.168',-,0.000,-,2.359,-,-
'166:23:13.176',-,0.000,-,2.272,-,-
'166:23:13.184',-,0.000,-,2.359,-,-
'166:23:13.192',-,0.138,-,2.272,-,-
'166:23:13.200',-,0.069,-,2.359,-,-
'166:23:13.208',-,0.138,-,2.272,-,-
'166:23:13.216',-,0.138,-,2.359,-,-
'166:23:13.224',-,0.138,-,2.272,-,-
'166:23:13.232',-,0.207,-,2.174,-,-
'166:23:13.240',-,0.138,-,2.272,-,-
'166:23:13.248',-,0.207,-,2.174,-,-
'166:23:13.256',-,0.138,-,2.272,-,-
'166:23:13.264',-,0.138,-,2.087,-,-
'166:23:13.272',-,0.207,-,2.174,-,-
'166:23:13.280',-,0.207,-,1.989,-,-
'166:23:13.288',-,0.138,-,2.087,-,-
'166:23:13.296',-,0.207,-,1.902,-,-
'166:23:13.304',-,0.138,-,2.087,-,-
'166:23:13.312',-,0.276,-,1.902,-,-
'166:23:13.320',-,0.207,-,1.989,-,-
'166:23:13.328',-,0.207,-,1.902,-,-
'166:23:13.336',-,0.207,-,1.989,-,-
'166:23:13.344',-,0.276,-,1.902,-,-
'166:23:13.352',-,0.207,-,1.902,-,-
'166:23:13.360',-,0.276,-,1.815,-,-
'166:23:13.368',-,0.207,-,1.902,-,-
'166:23:13.376',-,0.276,-,1.717,-,-
'166:23:13.384',-,0.207,-,1.815,-,-
'166:23:13.392',-,0.207,-,1.630,-,-
'166:23:13.400',-,0.207,-,1.717,-,-
'166:23:13.408',-,0.138,-,1.630,-,-
'166:23:13.416',-,0.207,-,1.543,-,-
'166:23:13.424',-,0.138,-,1.630,-,-
'166:23:13.432',-,0.138,-,1.543,-,-
'166:23:13.440',-,0.069,-,1.630,-,-
'166:23:13.448',-,0.069,-,1.543,-,-
'166:23:13.456',-,0.069,-,1.543,-,-
'166:23:13.464',-,0.069,-,1.446,-,-
'166:23:13.472',-,0.000,-,1.543,-,-
'166:23:13.480',-,0.069,-,1.446,-,-
'166:23:13.488',-,0.000,-,1.543,-,-
'166:23:13.496',-,0.069,-,1.359,-,-
'166:23:13.504',-,0.069,-,1.543,-,-
'166:23:13.512',-,0.138,-,1.359,-,-
'166:23:13.520',-,0.069,-,1.446,-,-
'166:23:13.528',-,0.138,-,1.359,-,-
'166:23:13.536',-,0.069,-,1.446,-,-
'166:23:13.544',-,0.207,-,1.272,-,-
'166:23:13.552',-,0.138,-,1.359,-,-
'166:23:13.560',-,0.207,-,1.272,-,-
'166:23:13.568',-,0.138,-,1.359,-,-
'166:23:13.576',-,0.138,-,1.174,-,-
'166:23:13.584',-,0.138,-,1.359,-,-
'166:23:13.592',-,0.138,-,1.174,-,-
'166:23:13.600',-,0.069,-,1.272,-,-
'166:23:13.608',-,0.138,-,1.174,-,-
'166:23:13.616',-,0.069,-,1.174,-,-
'166:23:13.624',-,0.069,-,1.174,-,-
'166:23:13.632',-,0.138,-,1.174,-,-
'166:23:13.640',-,0.069,-,1.174,-,-
'166:23:13.648',-,0.069,-,1.174,-,-
'166:23:13.656',-,0.069,-,1.174,-,-
'166:23:13.664',-,0.138,-,1.087,-,-
'166:23:13.672',-,0.138,-,1.272,-,-
'166:23:13.680',-,0.276,-,1.174,-,-
'166:23:13.688',-,0.276,-,1.359,-,-
'166:23:13.696',-,0.356,-,1.174,-,-
'166:23:13.704',-,0.276,-,1.087,-,-
'166:23:13.712',-,0.069,-,0.815,-,-
'166:23:13.720',-,0.000,-,0.902,-,-
'166:23:13.728',-,0.000,-,0.815,-,-
'166:23:13.736',-,0.000,-,1.087,-,-
'166:23:13.744',-,0.069,-,0.989,-,-
'166:23:13.752',-,0.000,-,1.174,-,-
'166:23:13.760',-,0.000,-,0.989,-,-
'166:23:13.768',-,0.000,-,1.087,-,-
'166:23:13.776',-,0.069,-,0.989,-,-
'166:23:13.784',-,0.138,-,1.174,-,-
'166:23:13.792',-,0.138,-,1.087,-,-
'166:23:13.800',-,0.207,-,1.174,-,-
'166:23:13.808',-,0.276,-,1.087,-,-
'166:23:13.816',-,0.276,-,0.989,-,-
'166:23:13.824',-,0.276,-,1.087,-,-
'166:23:13.832',-,0.276,-,0.902,-,-
'166:23:13.840',-,0.276,-,0.989,-,-
'166:23:13.848',-,0.276,-,0.717,-,-
'166:23:13.856',-,0.276,-,0.815,-,-
'166:23:13.864',-,0.276,-,0.717,-,-
'166:23:13.872',-,0.276,-,0.815,-,-
'166:23:13.880',-,0.356,-,0.717,-,-
'166:23:13.888',-,0.276,-,0.717,-,-
'166:23:13.896',-,0.356,-,0.630,-,-
'166:23:13.904',-,0.356,-,0.717,-,-
'166:23:13.912',-,0.425,-,0.543,-,-
'166:23:13.920',-,0.356,-,0.630,-,-
'166:23:13.928',-,0.425,-,0.446,-,-
'166:23:13.936',-,0.356,-,0.543,-,-
'166:23:13.944',-,0.425,-,0.359,-,-
'166:23:13.952',-,0.425,-,0.543,-,-
'166:23:13.960',-,0.425,-,0.359,-,-
'166:23:13.968',-,0.425,-,0.446,-,-
'166:23:13.976',-,0.425,-,0.359,-,-
'166:23:13.984',-,0.425,-,0.359,-,-
'166:23:13.992',-,0.425,-,0.272,-,-
'166:23:14.000',-,0.356,-,0.174,-,-
'166:23:14.008',-,0.356,-,0.272,-,-
'166:23:14.016',-,0.276,-,0.174,-,-
'166:23:14.024',-,0.276,-,0.272,-,-
'166:23:14.032',-,0.276,-,0.087,-,-
'166:23:14.040',-,0.207,-,0.174,-,-
'166:23:14.048',-,0.276,-,0.000,-,-
'166:23:14.056',-,0.138,-,0.000,-,-
'166:23:14.064',-,0.138,-,-0.087,-,-
'166:23:14.072',-,0.138,-,0.000,-,-
'166:23:14.080',-,0.138,-,-0.446,-,-
'166:23:14.088',-,0.138,-,-0.359,-,-
'166:23:14.096',-,0.138,-,-0.543,-,-
'166:23:14.104',-,0.138,-,-0.446,-,-
'166:23:14.112',-,0.207,-,-0.630,-,-
'166:23:14.120',-,0.138,-,-0.446,-,-
'166:23:14.128',-,0.138,-,-0.446,-,-
'166:23:14.136',-,0.207,-,-0.359,-,-
'166:23:14.144',-,0.276,-,-0.446,-,-
'166:23:14.152',-,0.207,-,-0.272,-,-
'166:23:14.160',-,0.207,-,-0.446,-,-
'166:23:14.168',-,0.138,-,-0.272,-,-
'166:23:14.176',-,0.207,-,-0.446,-,-
'166:23:14.184',-,0.069,-,-0.174,-,-
'166:23:14.192',-,0.069,-,-0.359,-,-
'166:23:14.200',-,0.069,-,-0.174,-,-
'166:23:14.208',-,0.069,-,-0.272,-,-
'166:23:14.216',-,0.000,-,-0.174,-,-
'166:23:14.224',-,0.069,-,-0.272,-,-
'166:23:14.232',-,0.000,-,-0.174,-,-
'166:23:14.240',-,0.069,-,-0.359,-,-
'166:23:14.248',-,0.069,-,-0.446,-,-
'166:23:14.256',-,0.069,-,-0.446,-,-
'166:23:14.264',-,0.000,-,-0.815,-,-
'166:23:14.272',-,0.000,-,-1.087,-,-
'166:23:14.280',-,0.138,-,-1.174,-,-
'166:23:14.288',-,0.138,-,-0.989,-,-
'166:23:14.296',-,0.138,-,-1.174,-,-
'166:23:14.304',-,0.069,-,-1.174,-,-
'166:23:14.312',-,-0.069,-,-1.446,-,-
'166:23:14.320',-,-0.138,-,-1.272,-,-
'166:23:14.328',-,-0.069,-,-1.446,-,-
'166:23:14.336',-,-0.069,-,-1.174,-,-
'166:23:14.344',-,0.000,-,-1.174,-,-
'166:23:14.352',-,0.000,-,-0.989,-,-
'166:23:14.360',-,0.000,-,-1.174,-,-
'166:23:14.368',-,0.000,-,-0.989,-,-
'166:23:14.376',-,0.000,-,-1.174,-,-
'166:23:14.384',-,0.000,-,-0.989,-,-
'166:23:14.392',-,0.000,-,-1.174,-,-
'166:23:14.400',-,0.069,-,-0.989,-,-
'166:23:14.408',-,0.000,-,-0.902,-,-
'166:23:14.416',-,0.069,-,-1.174,-,-
'166:23:14.424',-,0.138,-,-0.989,-,-
'166:23:14.432',-,0.138,-,-1.174,-,-
