'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'166:17:05.944',-,-0.138,-,0.630,-,-
'166:17:05.952',-,-0.138,-,0.543,-,-
'166:17:05.960',-,-0.138,-,0.543,-,-
'166:17:05.968',-,-0.138,-,0.543,-,-
'166:17:05.976',-,-0.138,-,0.543,-,-
'166:17:05.984',-,-0.138,-,0.446,-,-
'166:17:05.992',-,-0.138,-,0.359,-,-
'166:17:06.000',-,-0.138,-,0.359,-,-
'166:17:06.008',-,-0.138,-,0.272,-,-
'166:17:06.016',-,-0.138,-,0.174,-,-
'166:17:06.024',-,-0.138,-,0.174,-,-
'166:17:06.032',-,-0.138,-,0.087,-,-
'166:17:06.040',-,-0.138,-,0.000,-,-
'166:17:06.048',-,-0.138,-,0.087,-,-
'166:17:06.056',-,-0.069,-,0.000,-,-
'166:17:06.064',-,-0.069,-,0.087,-,-
'166:17:06.072',-,0.000,-,0.174,-,-
'166:17:06.080',-,0.000,-,0.087,-,-
'166:17:06.088',-,0.000,-,0.174,-,-
'166:17:06.096',-,0.000,-,0.272,-,-
'166:17:06.104',-,0.000,-,0.272,-,-
'166:17:06.112',-,0.069,-,0.359,-,-
'166:17:06.120',-,0.069,-,0.359,-,-
'166:17:06.128',-,0.069,-,0.359,-,-
'166:17:06.136',-,0.069,-,0.359,-,-
'166:17:06.144',-,0.069,-,0.359,-,-
'166:17:06.152',-,0.069,-,0.359,-,-
'166:17:06.160',-,0.069,-,0.272,-,-
'166:17:06.168',-,0.000,-,0.359,-,-
'166:17:06.176',-,0.069,-,0.272,-,-
'166:17:06.184',-,0.069,-,0.359,-,-
'166:17:06.192',-,0.069,-,0.272,-,-
'166:17:06.200',-,0.138,-,0.272,-,-
'166:17:06.208',-,0.138,-,0.359,-,-
'166:17:06.216',-,0.138,-,0.272,-,-
'166:17:06.224',-,0.138,-,0.272,-,-
'166:17:06.232',-,0.138,-,0.272,-,-
'166:17:06.240',-,0.138,-,0.272,-,-
'166:17:06.248',-,0.138,-,0.272,-,-
'166:17:06.256',-,0.138,-,0.272,-,-
'166:17:06.264',-,0.138,-,0.272,-,-
'166:17:06.272',-,0.138,-,0.272,-,-
'166:17:06.280',-,0.207,-,0.174,-,-
'166:17:06.288',-,0.207,-,0.174,-,-
'166:17:06.296',-,0.207,-,0.174,-,-
'166:17:06.304',-,0.138,-,0.272,-,-
'166:17:06.312',-,0.138,-,0.174,-,-
'166:17:06.320',-,0.138,-,0.272,-,-
'166:17:06.328',-,0.138,-,0.174,-,-
'166:17:06.336',-,0.138,-,0.272,-,-
'166:17:06.344',-,0.138,-,0.174,-,-
'166:17:06.352',-,0.069,-,0.272,-,-
'166:17:06.360',-,0.138,-,0.174,-,-
'166:17:06.368',-,0.138,-,0.174,-,-
'166:17:06.376',-,0.138,-,0.174,-,-
'166:17:06.384',-,0.069,-,0.174,-,-
'166:17:06.392',-,0.138,-,0.174,-,-
'166:17:06.400',-,0.069,-,0.087,-,-
'166:17:06.408',-,0.138,-,0.087,-,-
'166:17:06.416',-,0.207,-,0.000,-,-
'166:17:06.424',-,0.276,-,0.000,-,-
'166:17:06.432',-,0.356,-,-0.174,-,-
'166:17:06.440',-,0.207,-,-0.446,-,-
'166:17:06.448',-,0.069,-,-0.543,-,-
'166:17:06.456',-,0.000,-,-0.630,-,-
'166:17:06.464',-,0.000,-,-0.446,-,-
'166:17:06.472',-,0.000,-,-0.174,-,-
'166:17:06.480',-,0.069,-,0.000,-,-
'166:17:06.488',-,0.000,-,0.000,-,-
'166:17:06.496',-,0.000,-,0.000,-,-
'166:17:06.504',-,0.000,-,0.000,-,-
'166:17:06.512',-,-0.069,-,0.000,-,-
'166:17:06.520',-,0.000,-,0.087,-,-
'166:17:06.528',-,0.000,-,0.087,-,-
'166:17:06.536',-,0.000,-,0.087,-,-
'166:17:06.544',-,0.069,-,0.000,-,-
'166:17:06.552',-,0.069,-,0.087,-,-
'166:17:06.560',-,0.069,-,0.087,-,-
'166:17:06.568',-,0.069,-,0.087,-,-
'166:17:06.576',-,0.069,-,0.000,-,-
'166:17:06.584',-,0.069,-,0.087,-,-
'166:17:06.592',-,0.069,-,0.000,-,-
'166:17:06.600',-,0.138,-,0.000,-,-
'166:17:06.608',-,0.138,-,0.000,-,-
'166:17:06.616',-,0.138,-,0.000,-,-
'166:17:06.624',-,0.138,-,0.000,-,-
'166:17:06.632',-,0.138,-,0.000,-,-
'166:17:06.640',-,0.138,-,0.000,-,-
'166:17:06.648',-,0.138,-,0.000,-,-
'166:17:06.656',-,0.138,-,0.000,-,-
'166:17:06.664',-,0.207,-,0.000,-,-
'166:17:06.672',-,0.138,-,0.000,-,-
'166:17:06.680',-,0.138,-,0.000,-,-
'166:17:06.688',-,0.207,-,0.000,-,-
'166:17:06.696',-,0.207,-,0.000,-,-
'166:17:06.704',-,0.207,-,0.000,-,-
'166:17:06.712',-,0.207,-,0.000,-,-
'166:17:06.720',-,0.207,-,0.000,-,-
'166:17:06.728',-,0.138,-,0.000,-,-
'166:17:06.736',-,0.138,-,0.000,-,-
'166:17:06.744',-,0.138,-,0.000,-,-
'166:17:06.752',-,0.138,-,0.000,-,-
'166:17:06.760',-,0.069,-,0.000,-,-
'166:17:06.768',-,0.069,-,0.000,-,-
'166:17:06.776',-,0.000,-,0.000,-,-
'166:17:06.784',-,0.000,-,0.000,-,-
'166:17:06.792',-,0.000,-,0.000,-,-
'166:17:06.800',-,0.000,-,0.000,-,-
'166:17:06.808',-,0.000,-,0.000,-,-
'166:17:06.816',-,0.000,-,0.000,-,-
'166:17:06.824',-,0.000,-,0.000,-,-
'166:17:06.832',-,0.000,-,0.000,-,-
'166:17:06.840',-,0.000,-,0.000,-,-
'166:17:06.848',-,0.000,-,-0.087,-,-
'166:17:06.856',-,0.000,-,-0.087,-,-
'166:17:06.864',-,0.000,-,-0.087,-,-
'166:17:06.872',-,0.000,-,-0.174,-,-
'166:17:06.880',-,0.069,-,-0.087,-,-
'166:17:06.888',-,0.069,-,-0.174,-,-
'166:17:06.896',-,0.069,-,-0.174,-,-
'166:17:06.904',-,0.000,-,-0.174,-,-
'166:17:06.912',-,0.000,-,-0.174,-,-
'166:17:06.920',-,0.000,-,-0.174,-,-
'166:17:06.928',-,0.000,-,-0.174,-,-
'166:17:06.936',-,0.000,-,-0.174,-,-
'166:17:06.944',-,0.000,-,-0.174,-,-
'166:17:06.952',-,0.000,-,-0.174,-,-
'166:17:06.960',-,0.000,-,-0.174,-,-
'166:17:06.968',-,-0.069,-,-0.174,-,-
'166:17:06.976',-,-0.069,-,-0.174,-,-
'166:17:06.984',-,0.000,-,-0.174,-,-
'166:17:06.992',-,-0.069,-,-0.174,-,-
'166:17:07.000',-,-0.069,-,-0.174,-,-
'166:17:07.008',-,-0.069,-,-0.174,-,-
'166:17:07.016',-,0.000,-,-0.174,-,-
'166:17:07.024',-,0.069,-,-0.174,-,-
'166:17:07.032',-,0.138,-,-0.359,-,-
'166:17:07.040',-,0.138,-,-0.446,-,-
'166:17:07.048',-,-0.069,-,-0.543,-,-
'166:17:07.056',-,-0.138,-,-0.630,-,-
'166:17:07.064',-,-0.276,-,-0.630,-,-
'166:17:07.072',-,-0.356,-,-0.446,-,-
'166:17:07.080',-,-0.207,-,-0.272,-,-
'166:17:07.088',-,-0.138,-,-0.174,-,-
'166:17:07.096',-,-0.138,-,-0.174,-,-
'166:17:07.104',-,-0.138,-,-0.174,-,-
'166:17:07.112',-,-0.138,-,-0.174,-,-
'166:17:07.120',-,-0.138,-,-0.174,-,-
'166:17:07.128',-,-0.069,-,-0.174,-,-
'166:17:07.136',-,0.000,-,-0.174,-,-
'166:17:07.144',-,0.000,-,-0.174,-,-
'166:17:07.152',-,0.000,-,-0.174,-,-
'166:17:07.160',-,0.000,-,-0.174,-,-
'166:17:07.168',-,0.000,-,-0.174,-,-
'166:17:07.176',-,0.000,-,-0.174,-,-
'166:17:07.184',-,0.000,-,-0.174,-,-
'166:17:07.192',-,0.000,-,-0.174,-,-
'166:17:07.200',-,0.000,-,-0.174,-,-
'166:17:07.208',-,0.000,-,-0.174,-,-
'166:17:07.216',-,0.000,-,-0.174,-,-
'166:17:07.224',-,0.000,-,-0.174,-,-
'166:17:07.232',-,0.000,-,-0.174,-,-
'166:17:07.240',-,0.069,-,-0.174,-,-
'166:17:07.248',-,0.000,-,-0.174,-,-
'166:17:07.256',-,0.069,-,-0.174,-,-
'166:17:07.264',-,0.069,-,-0.174,-,-
'166:17:07.272',-,0.069,-,-0.174,-,-
'166:17:07.280',-,0.069,-,-0.174,-,-
'166:17:07.288',-,0.138,-,-0.174,-,-
'166:17:07.296',-,0.138,-,-0.174,-,-
'166:17:07.304',-,0.069,-,-0.174,-,-
'166:17:07.312',-,0.069,-,-0.174,-,-
'166:17:07.320',-,0.069,-,-0.174,-,-
'166:17:07.328',-,0.138,-,-0.174,-,-
'166:17:07.336',-,0.069,-,-0.174,-,-
'166:17:07.344',-,0.000,-,-0.174,-,-
'166:17:07.352',-,0.000,-,-0.174,-,-
'166:17:07.360',-,0.000,-,-0.174,-,-
'166:17:07.368',-,0.000,-,-0.174,-,-
'166:17:07.376',-,0.000,-,-0.174,-,-
'166:17:07.384',-,0.000,-,-0.174,-,-
'166:17:07.392',-,0.000,-,-0.087,-,-
'166:17:07.400',-,0.000,-,-0.087,-,-
'166:17:07.408',-,0.000,-,-0.087,-,-
'166:17:07.416',-,0.000,-,-0.087,-,-
'166:17:07.424',-,0.000,-,-0.087,-,-
'166:17:07.432',-,0.000,-,-0.087,-,-
'166:17:07.440',-,0.000,-,-0.087,-,-
'166:17:07.448',-,0.000,-,-0.087,-,-
'166:17:07.456',-,0.000,-,-0.174,-,-
'166:17:07.464',-,0.000,-,0.000,-,-
'166:17:07.472',-,0.000,-,-0.087,-,-
'166:17:07.480',-,0.000,-,-0.087,-,-
'166:17:07.488',-,0.069,-,-0.087,-,-
'166:17:07.496',-,0.069,-,0.000,-,-
'166:17:07.504',-,0.069,-,-0.087,-,-
'166:17:07.512',-,0.000,-,0.000,-,-
'166:17:07.520',-,0.000,-,0.000,-,-
'166:17:07.528',-,0.000,-,0.000,-,-
'166:17:07.536',-,0.000,-,0.000,-,-
'166:17:07.544',-,0.000,-,0.000,-,-
'166:17:07.552',-,0.000,-,0.000,-,-
'166:17:07.560',-,0.000,-,0.000,-,-
'166:17:07.568',-,0.000,-,0.000,-,-
'166:17:07.576',-,0.000,-,0.000,-,-
'166:17:07.584',-,0.000,-,0.000,-,-
'166:17:07.592',-,0.000,-,0.000,-,-
'166:17:07.600',-,0.000,-,0.000,-,-
'166:17:07.608',-,0.000,-,0.000,-,-
'166:17:07.616',-,0.000,-,0.000,-,-
'166:17:07.624',-,0.069,-,0.000,-,-
'166:17:07.632',-,0.138,-,0.000,-,-
'166:17:07.640',-,0.207,-,-0.087,-,-
'166:17:07.648',-,0.138,-,-0.174,-,-
'166:17:07.656',-,0.000,-,-0.272,-,-
'166:17:07.664',-,-0.138,-,-0.174,-,-
'166:17:07.672',-,-0.207,-,-0.174,-,-
'166:17:07.680',-,-0.276,-,0.000,-,-
'166:17:07.688',-,-0.069,-,0.000,-,-
'166:17:07.696',-,-0.069,-,0.087,-,-
'166:17:07.704',-,-0.138,-,0.087,-,-
'166:17:07.712',-,-0.138,-,0.087,-,-
'166:17:07.720',-,-0.069,-,0.087,-,-
'166:17:07.728',-,0.000,-,0.087,-,-
'166:17:07.736',-,0.000,-,0.087,-,-
'166:17:07.744',-,0.000,-,0.174,-,-
'166:17:07.752',-,0.000,-,0.174,-,-
'166:17:07.760',-,0.000,-,0.174,-,-
'166:17:07.768',-,0.069,-,0.087,-,-
'166:17:07.776',-,0.069,-,0.174,-,-
'166:17:07.784',-,0.069,-,0.087,-,-
'166:17:07.792',-,0.069,-,0.174,-,-
'166:17:07.800',-,0.069,-,0.087,-,-
'166:17:07.808',-,0.138,-,0.087,-,-
'166:17:07.816',-,0.138,-,0.174,-,-
'166:17:07.824',-,0.138,-,0.087,-,-
'166:17:07.832',-,0.138,-,0.174,-,-
'166:17:07.840',-,0.138,-,0.174,-,-
'166:17:07.848',-,0.138,-,0.272,-,-
'166:17:07.856',-,0.138,-,0.272,-,-
'166:17:07.864',-,0.138,-,0.359,-,-
'166:17:07.872',-,0.138,-,0.359,-,-
'166:17:07.880',-,0.207,-,0.359,-,-
'166:17:07.888',-,0.207,-,0.359,-,-
'166:17:07.896',-,0.207,-,0.446,-,-
'166:17:07.904',-,0.207,-,0.446,-,-
'166:17:07.912',-,0.207,-,0.446,-,-
'166:17:07.920',-,0.207,-,0.446,-,-
'166:17:07.928',-,0.207,-,0.446,-,-
'166:17:07.936',-,0.207,-,0.446,-,-
'166:17:07.944',-,0.138,-,0.543,-,-
'166:17:07.952',-,0.138,-,0.543,-,-
'166:17:07.960',-,0.138,-,0.543,-,-
'166:17:07.968',-,0.069,-,0.543,-,-
'166:17:07.976',-,0.000,-,0.543,-,-
'166:17:07.984',-,0.000,-,0.543,-,-
'166:17:07.992',-,0.000,-,0.543,-,-
'166:17:08.000',-,0.000,-,0.543,-,-
'166:17:08.008',-,0.000,-,0.630,-,-
'166:17:08.016',-,0.000,-,0.630,-,-
'166:17:08.024',-,0.000,-,0.717,-,-
'166:17:08.032',-,0.000,-,0.717,-,-
'166:17:08.040',-,0.000,-,0.717,-,-
'166:17:08.048',-,0.000,-,0.815,-,-
'166:17:08.056',-,0.000,-,0.815,-,-
'166:17:08.064',-,0.000,-,0.902,-,-
'166:17:08.072',-,0.000,-,0.989,-,-
'166:17:08.080',-,0.000,-,0.989,-,-
'166:17:08.088',-,0.000,-,1.087,-,-
'166:17:08.096',-,0.000,-,1.174,-,-
'166:17:08.104',-,0.000,-,1.174,-,-
'166:17:08.112',-,0.000,-,1.174,-,-
'166:17:08.120',-,0.000,-,1.174,-,-
'166:17:08.128',-,0.000,-,1.359,-,-
'166:17:08.136',-,0.000,-,1.359,-,-
'166:17:08.144',-,0.000,-,1.446,-,-
'166:17:08.152',-,-0.138,-,1.446,-,-
'166:17:08.160',-,-0.138,-,1.543,-,-
'166:17:08.168',-,-0.138,-,1.630,-,-
'166:17:08.176',-,-0.138,-,1.717,-,-
'166:17:08.184',-,-0.138,-,1.717,-,-
'166:17:08.192',-,-0.138,-,1.815,-,-
'166:17:08.200',-,-0.138,-,1.902,-,-
'166:17:08.208',-,-0.138,-,1.989,-,-
'166:17:08.216',-,-0.138,-,2.174,-,-
'166:17:08.224',-,-0.138,-,2.174,-,-
'166:17:08.232',-,-0.069,-,2.174,-,-
'166:17:08.240',-,0.000,-,2.174,-,-
'166:17:08.248',-,0.000,-,1.989,-,-
'166:17:08.256',-,-0.138,-,1.902,-,-
'166:17:08.264',-,-0.356,-,1.815,-,-
'166:17:08.272',-,-0.425,-,1.815,-,-
'166:17:08.280',-,-0.494,-,1.902,-,-
'166:17:08.288',-,-0.494,-,2.174,-,-
'166:17:08.296',-,-0.276,-,2.359,-,-
'166:17:08.304',-,-0.276,-,2.446,-,-
'166:17:08.312',-,-0.356,-,2.543,-,-
'166:17:08.320',-,-0.356,-,2.543,-,-
'166:17:08.328',-,-0.356,-,2.543,-,-
'166:17:08.336',-,-0.207,-,2.630,-,-
'166:17:08.344',-,-0.207,-,2.717,-,-
'166:17:08.352',-,-0.138,-,2.717,-,-
'166:17:08.360',-,-0.138,-,2.630,-,-
'166:17:08.368',-,-0.138,-,2.630,-,-
'166:17:08.376',-,-0.138,-,2.630,-,-
'166:17:08.384',-,-0.138,-,2.630,-,-
'166:17:08.392',-,-0.138,-,2.543,-,-
'166:17:08.400',-,-0.069,-,2.543,-,-
'166:17:08.408',-,-0.138,-,2.543,-,-
'166:17:08.416',-,-0.138,-,2.543,-,-
'166:17:08.424',-,-0.069,-,2.543,-,-
'166:17:08.432',-,-0.138,-,2.543,-,-
'166:17:08.440',-,-0.069,-,2.543,-,-
'166:17:08.448',-,-0.069,-,2.543,-,-
'166:17:08.456',-,-0.069,-,2.543,-,-
'166:17:08.464',-,-0.069,-,2.543,-,-
'166:17:08.472',-,-0.069,-,2.543,-,-
'166:17:08.480',-,-0.069,-,2.630,-,-
'166:17:08.488',-,-0.069,-,2.543,-,-
'166:17:08.496',-,0.000,-,2.630,-,-
'166:17:08.504',-,-0.069,-,2.543,-,-
'166:17:08.512',-,0.000,-,2.543,-,-
'166:17:08.520',-,0.000,-,2.543,-,-
'166:17:08.528',-,0.000,-,2.543,-,-
'166:17:08.536',-,0.000,-,2.543,-,-
'166:17:08.544',-,-0.069,-,2.446,-,-
'166:17:08.552',-,-0.069,-,2.446,-,-
'166:17:08.560',-,-0.138,-,2.359,-,-
'166:17:08.568',-,-0.138,-,2.359,-,-
'166:17:08.576',-,-0.138,-,2.272,-,-
'166:17:08.584',-,-0.138,-,2.272,-,-
'166:17:08.592',-,-0.138,-,2.174,-,-
'166:17:08.600',-,-0.207,-,2.174,-,-
'166:17:08.608',-,-0.207,-,2.174,-,-
'166:17:08.616',-,-0.138,-,2.174,-,-
'166:17:08.624',-,-0.138,-,2.087,-,-
'166:17:08.632',-,-0.207,-,2.087,-,-
'166:17:08.640',-,-0.138,-,1.989,-,-
'166:17:08.648',-,-0.138,-,1.902,-,-
'166:17:08.656',-,-0.138,-,1.902,-,-
'166:17:08.664',-,-0.138,-,1.902,-,-
'166:17:08.672',-,-0.138,-,1.815,-,-
'166:17:08.680',-,-0.069,-,1.717,-,-
'166:17:08.688',-,-0.069,-,1.717,-,-
'166:17:08.696',-,0.000,-,1.630,-,-
'166:17:08.704',-,0.000,-,1.543,-,-
'166:17:08.712',-,0.000,-,1.543,-,-
'166:17:08.720',-,0.000,-,1.543,-,-
'166:17:08.728',-,0.000,-,1.446,-,-
'166:17:08.736',-,0.000,-,1.359,-,-
'166:17:08.744',-,0.000,-,1.359,-,-
'166:17:08.752',-,-0.069,-,1.272,-,-
'166:17:08.760',-,-0.069,-,1.272,-,-
'166:17:08.768',-,-0.069,-,1.174,-,-
'166:17:08.776',-,-0.069,-,1.174,-,-
'166:17:08.784',-,-0.069,-,1.174,-,-
'166:17:08.792',-,-0.069,-,1.087,-,-
'166:17:08.800',-,0.000,-,0.989,-,-
'166:17:08.808',-,-0.069,-,0.989,-,-
'166:17:08.816',-,0.000,-,0.902,-,-
'166:17:08.824',-,0.000,-,0.902,-,-
'166:17:08.832',-,0.000,-,0.815,-,-
'166:17:08.840',-,0.069,-,0.717,-,-
'166:17:08.848',-,0.138,-,0.543,-,-
'166:17:08.856',-,0.138,-,0.359,-,-
'166:17:08.864',-,0.000,-,0.174,-,-
'166:17:08.872',-,-0.138,-,0.000,-,-
'166:17:08.880',-,-0.276,-,0.000,-,-
'166:17:08.888',-,-0.356,-,0.087,-,-
'166:17:08.896',-,-0.138,-,0.272,-,-
'166:17:08.904',-,-0.069,-,0.359,-,-
'166:17:08.912',-,-0.138,-,0.446,-,-
'166:17:08.920',-,-0.138,-,0.359,-,-
'166:17:08.928',-,-0.138,-,0.359,-,-
'166:17:08.936',-,-0.069,-,0.359,-,-
'166:17:08.944',-,0.000,-,0.359,-,-
'166:17:08.952',-,0.000,-,0.359,-,-
'166:17:08.960',-,0.000,-,0.359,-,-
'166:17:08.968',-,0.000,-,0.359,-,-
'166:17:08.976',-,0.000,-,0.359,-,-
'166:17:08.984',-,0.000,-,0.359,-,-
'166:17:08.992',-,0.000,-,0.174,-,-
'166:17:09.000',-,0.069,-,0.272,-,-
'166:17:09.008',-,0.069,-,0.272,-,-
'166:17:09.016',-,0.069,-,0.174,-,-
'166:17:09.024',-,0.069,-,0.174,-,-
'166:17:09.032',-,0.069,-,0.174,-,-
'166:17:09.040',-,0.069,-,0.174,-,-
'166:17:09.048',-,0.138,-,0.087,-,-
'166:17:09.056',-,0.138,-,0.000,-,-
'166:17:09.064',-,0.138,-,0.087,-,-
'166:17:09.072',-,0.138,-,0.000,-,-
'166:17:09.080',-,0.138,-,0.000,-,-
'166:17:09.088',-,0.138,-,0.000,-,-
'166:17:09.096',-,0.207,-,0.000,-,-
'166:17:09.104',-,0.138,-,0.000,-,-
'166:17:09.112',-,0.207,-,-0.087,-,-
'166:17:09.120',-,0.138,-,-0.087,-,-
'166:17:09.128',-,0.207,-,-0.174,-,-
'166:17:09.136',-,0.207,-,-0.174,-,-
'166:17:09.144',-,0.138,-,-0.174,-,-
'166:17:09.152',-,0.138,-,-0.174,-,-
'166:17:09.160',-,0.138,-,-0.272,-,-
'166:17:09.168',-,0.138,-,-0.272,-,-
'166:17:09.176',-,0.069,-,-0.272,-,-
'166:17:09.184',-,0.069,-,-0.272,-,-
'166:17:09.192',-,0.000,-,-0.359,-,-
'166:17:09.200',-,0.000,-,-0.272,-,-
'166:17:09.208',-,0.000,-,-0.359,-,-
'166:17:09.216',-,0.000,-,-0.359,-,-
'166:17:09.224',-,0.000,-,-0.272,-,-
'166:17:09.232',-,0.000,-,-0.359,-,-
'166:17:09.240',-,0.000,-,-0.359,-,-
'166:17:09.248',-,0.000,-,-0.446,-,-
'166:17:09.256',-,0.000,-,-0.359,-,-
'166:17:09.264',-,0.069,-,-0.446,-,-
'166:17:09.272',-,0.000,-,-0.359,-,-
'166:17:09.280',-,0.069,-,-0.446,-,-
'166:17:09.288',-,0.138,-,-0.359,-,-
'166:17:09.296',-,0.138,-,-0.446,-,-
'166:17:09.304',-,0.138,-,-0.446,-,-
'166:17:09.312',-,0.138,-,-0.446,-,-
'166:17:09.320',-,0.138,-,-0.446,-,-
'166:17:09.328',-,0.138,-,-0.446,-,-
'166:17:09.336',-,0.138,-,-0.446,-,-
'166:17:09.344',-,0.069,-,-0.446,-,-
'166:17:09.352',-,0.138,-,-0.446,-,-
'166:17:09.360',-,0.069,-,-0.446,-,-
'166:17:09.368',-,0.069,-,-0.446,-,-
'166:17:09.376',-,0.000,-,-0.446,-,-
'166:17:09.384',-,0.069,-,-0.543,-,-
'166:17:09.392',-,0.000,-,-0.446,-,-
'166:17:09.400',-,0.000,-,-0.630,-,-
'166:17:09.408',-,0.000,-,-0.446,-,-
'166:17:09.416',-,0.000,-,-0.630,-,-
'166:17:09.424',-,0.000,-,-0.446,-,-
'166:17:09.432',-,0.069,-,-0.630,-,-
'166:17:09.440',-,0.138,-,-0.446,-,-
'166:17:09.448',-,0.138,-,-0.630,-,-
'166:17:09.456',-,0.276,-,-0.815,-,-
'166:17:09.464',-,0.138,-,-0.989,-,-
'166:17:09.472',-,0.000,-,-1.087,-,-
'166:17:09.480',-,-0.138,-,-1.174,-,-
'166:17:09.488',-,-0.207,-,-0.989,-,-
'166:17:09.496',-,-0.207,-,-0.815,-,-
'166:17:09.504',-,-0.069,-,-0.630,-,-
'166:17:09.512',-,0.000,-,-0.717,-,-
'166:17:09.520',-,-0.069,-,-0.543,-,-
'166:17:09.528',-,-0.069,-,-0.717,-,-
'166:17:09.536',-,-0.069,-,-0.543,-,-
'166:17:09.544',-,0.000,-,-0.630,-,-
'166:17:09.552',-,0.000,-,-0.543,-,-
'166:17:09.560',-,0.069,-,-0.717,-,-
'166:17:09.568',-,0.069,-,-0.543,-,-
'166:17:09.576',-,0.138,-,-0.717,-,-
'166:17:09.584',-,0.069,-,-0.630,-,-
'166:17:09.592',-,0.138,-,-0.815,-,-
'166:17:09.600',-,0.138,-,-0.717,-,-
'166:17:09.608',-,0.138,-,-0.815,-,-
'166:17:09.616',-,0.138,-,-0.902,-,-
'166:17:09.624',-,0.138,-,-0.815,-,-
'166:17:09.632',-,0.138,-,-0.902,-,-
'166:17:09.640',-,0.138,-,-0.815,-,-
'166:17:09.648',-,0.138,-,-0.989,-,-
'166:17:09.656',-,0.138,-,-0.902,-,-
'166:17:09.664',-,0.207,-,-1.087,-,-
'166:17:09.672',-,0.138,-,-0.902,-,-
'166:17:09.680',-,0.207,-,-1.087,-,-
'166:17:09.688',-,0.207,-,-0.989,-,-
'166:17:09.696',-,0.207,-,-1.174,-,-
'166:17:09.704',-,0.207,-,-0.989,-,-
'166:17:09.712',-,0.276,-,-1.174,-,-
'166:17:09.720',-,0.207,-,-0.989,-,-
'166:17:09.728',-,0.276,-,-1.174,-,-
'166:17:09.736',-,0.207,-,-0.989,-,-
'166:17:09.744',-,0.276,-,-1.174,-,-
'166:17:09.752',-,0.207,-,-1.087,-,-
'166:17:09.760',-,0.276,-,-1.174,-,-
'166:17:09.768',-,0.138,-,-1.272,-,-
'166:17:09.776',-,0.207,-,-1.087,-,-
'166:17:09.784',-,0.138,-,-1.174,-,-
'166:17:09.792',-,0.138,-,-1.087,-,-
'166:17:09.800',-,0.069,-,-1.272,-,-
'166:17:09.808',-,0.138,-,-1.087,-,-
'166:17:09.816',-,0.069,-,-1.174,-,-
'166:17:09.824',-,0.069,-,-0.989,-,-
'166:17:09.832',-,0.138,-,-1.174,-,-
'166:17:09.840',-,0.069,-,-1.087,-,-
'166:17:09.848',-,0.138,-,-1.174,-,-
'166:17:09.856',-,0.069,-,-0.989,-,-
'166:17:09.864',-,0.138,-,-1.174,-,-
'166:17:09.872',-,0.069,-,-0.989,-,-
'166:17:09.880',-,0.138,-,-1.174,-,-
'166:17:09.888',-,0.138,-,-0.989,-,-
'166:17:09.896',-,0.138,-,-1.174,-,-
'166:17:09.904',-,0.138,-,-0.989,-,-
'166:17:09.912',-,0.276,-,-1.272,-,-
'166:17:09.920',-,0.207,-,-1.087,-,-
'166:17:09.928',-,0.207,-,-1.272,-,-
'166:17:09.936',-,0.138,-,-1.087,-,-
'166:17:09.944',-,0.138,-,-1.272,-,-
'166:17:09.952',-,0.069,-,-1.087,-,-
'166:17:09.960',-,0.138,-,-1.272,-,-
'166:17:09.968',-,0.069,-,-1.087,-,-
'166:17:09.976',-,0.138,-,-1.272,-,-
'166:17:09.984',-,0.000,-,-1.174,-,-
'166:17:09.992',-,0.069,-,-1.272,-,-
'166:17:10.000',-,0.000,-,-1.359,-,-
'166:17:10.008',-,0.069,-,-1.174,-,-
'166:17:10.016',-,0.000,-,-1.446,-,-
'166:17:10.024',-,0.069,-,-1.174,-,-
'166:17:10.032',-,0.069,-,-1.446,-,-
'166:17:10.040',-,0.000,-,-1.174,-,-
'166:17:10.048',-,0.138,-,-1.446,-,-
'166:17:10.056',-,0.276,-,-1.174,-,-
'166:17:10.064',-,0.356,-,-1.630,-,-
'166:17:10.072',-,0.069,-,-1.630,-,-
'166:17:10.080',-,0.000,-,-1.902,-,-
'166:17:10.088',-,-0.069,-,-1.717,-,-
'166:17:10.096',-,-0.138,-,-1.815,-,-
'166:17:10.104',-,-0.138,-,-1.359,-,-
'166:17:10.112',-,0.000,-,-1.446,-,-
'166:17:10.120',-,0.000,-,-1.174,-,-
'166:17:10.128',-,0.000,-,-1.359,-,-
'166:17:10.136',-,-0.069,-,-1.174,-,-
'166:17:10.144',-,0.000,-,-1.359,-,-
'166:17:10.152',-,0.000,-,-1.087,-,-
'166:17:10.160',-,0.069,-,-1.272,-,-
'166:17:10.168',-,0.000,-,-1.087,-,-
'166:17:10.176',-,0.138,-,-1.174,-,-
'166:17:10.184',-,0.069,-,-0.989,-,-
'166:17:10.192',-,0.138,-,-1.174,-,-
'166:17:10.200',-,0.138,-,-0.989,-,-
'166:17:10.208',-,0.138,-,-1.174,-,-
'166:17:10.216',-,0.138,-,-0.989,-,-
'166:17:10.224',-,0.138,-,-1.174,-,-
'166:17:10.232',-,0.138,-,-1.174,-,-
'166:17:10.240',-,0.138,-,-0.989,-,-
'166:17:10.248',-,0.207,-,-1.174,-,-
'166:17:10.256',-,0.138,-,-0.989,-,-
'166:17:10.264',-,0.207,-,-1.174,-,-
'166:17:10.272',-,0.138,-,-0.989,-,-
'166:17:10.280',-,0.207,-,-1.174,-,-
'166:17:10.288',-,0.207,-,-0.902,-,-
