'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:20:18.704',-0.061,-,-,-0.080,84.000,-
'25:20:18.712',-0.061,-,-,-0.100,80.800,-
'25:20:18.720',-0.061,-,-,-0.100,79.200,-
'25:20:18.728',-0.061,-,-,-0.100,81.600,-
'25:20:18.736',-0.024,-,-,-0.060,80.800,-
'25:20:18.744',-0.024,-,-,-0.040,75.200,-
'25:20:18.752',-0.024,-,-,-0.040,70.400,-
'25:20:18.760',-0.024,-,-,-0.060,72.000,-
'25:20:18.768',-0.024,-,-,-0.060,77.600,-
'25:20:18.776',-0.024,-,-,-0.060,80.800,-
'25:20:18.784',0.000,-,-,-0.080,82.400,-
'25:20:18.792',-0.024,-,-,-0.080,84.800,-
'25:20:18.800',-0.012,-,-,-0.100,88.800,-
'25:20:18.808',-0.061,-,-,-0.080,92.000,-
'25:20:18.816',-0.061,-,-,-0.100,92.000,-
'25:20:18.824',-0.073,-,-,-0.100,86.400,-
'25:20:18.832',-0.061,-,-,-0.080,77.600,-
'25:20:18.840',-0.073,-,-,-0.100,70.400,-
'25:20:18.848',-0.085,-,-,-0.080,66.400,-
'25:20:18.856',-0.073,-,-,-0.080,64.000,-
'25:20:18.864',-0.073,-,-,-0.080,60.800,-
'25:20:18.872',-0.061,-,-,-0.080,60.000,-
'25:20:18.880',-0.073,-,-,-0.060,61.600,-
'25:20:18.888',-0.061,-,-,-0.080,62.400,-
'25:20:18.896',-0.061,-,-,-0.060,63.200,-
'25:20:18.904',-0.061,-,-,-0.040,64.800,-
'25:20:18.912',-0.085,-,-,-0.040,66.400,-
'25:20:18.920',-0.110,-,-,-0.020,64.800,-
'25:20:18.928',0.000,-,-,0.040,60.800,-
'25:20:18.936',0.232,-,-,0.300,57.600,-
'25:20:18.944',0.561,-,-,0.780,59.200,-
'25:20:18.952',0.610,-,-,0.880,66.400,-
'25:20:18.960',0.171,-,-,0.380,72.800,-
'25:20:18.968',0.073,-,-,0.260,73.600,-
'25:20:18.976',0.073,-,-,0.320,65.600,-
'25:20:18.984',0.049,-,-,0.340,55.200,-
'25:20:18.992',0.000,-,-,0.260,50.400,-
'25:20:19.000',-0.049,-,-,0.220,50.400,-
'25:20:19.008',-0.012,-,-,0.140,52.000,-
'25:20:19.016',0.000,-,-,0.040,54.400,-
'25:20:19.024',0.000,-,-,0.000,58.400,-
'25:20:19.032',0.000,-,-,0.000,63.200,-
'25:20:19.040',-0.024,-,-,-0.040,66.400,-
'25:20:19.048',0.000,-,-,-0.040,66.400,-
'25:20:19.056',-0.012,-,-,-0.040,65.600,-
'25:20:19.064',0.000,-,-,-0.040,65.600,-
'25:20:19.072',0.000,-,-,-0.040,68.000,-
'25:20:19.080',0.000,-,-,-0.040,72.000,-
'25:20:19.088',0.000,-,-,-0.040,77.600,-
'25:20:19.096',0.000,-,-,-0.040,84.800,-
'25:20:19.104',0.000,-,-,-0.040,93.600,-
'25:20:19.112',0.000,-,-,-0.040,102.400,-
'25:20:19.120',0.000,-,-,-0.040,110.400,-
'25:20:19.128',0.012,-,-,-0.040,115.200,-
'25:20:19.136',0.024,-,-,-0.040,116.800,-
'25:20:19.144',0.024,-,-,-0.040,117.600,-
'25:20:19.152',0.037,-,-,-0.040,120.800,-
'25:20:19.160',0.049,-,-,-0.020,124.800,-
'25:20:19.168',0.061,-,-,-0.040,128.000,-
'25:20:19.176',0.073,-,-,0.000,130.400,-
'25:20:19.184',0.073,-,-,0.000,130.400,-
'25:20:19.192',0.073,-,-,0.000,130.400,-
'25:20:19.200',0.073,-,-,0.020,128.800,-
'25:20:19.208',0.073,-,-,0.020,127.200,-
'25:20:19.216',0.049,-,-,0.040,126.400,-
'25:20:19.224',0.037,-,-,0.040,125.600,-
'25:20:19.232',0.024,-,-,0.020,124.800,-
'25:20:19.240',0.000,-,-,0.000,124.000,-
'25:20:19.248',0.000,-,-,0.000,124.000,-
'25:20:19.256',-0.024,-,-,-0.020,123.200,-
'25:20:19.264',-0.024,-,-,-0.040,120.800,-
'25:20:19.272',-0.049,-,-,-0.040,117.600,-
'25:20:19.280',-0.037,-,-,-0.040,113.600,-
'25:20:19.288',-0.049,-,-,-0.060,109.600,-
'25:20:19.296',-0.024,-,-,-0.060,105.600,-
'25:20:19.304',-0.024,-,-,-0.040,100.000,-
'25:20:19.312',0.000,-,-,-0.040,94.400,-
'25:20:19.320',-0.012,-,-,-0.040,88.800,-
'25:20:19.328',-0.024,-,-,-0.040,87.200,-
'25:20:19.336',-0.012,-,-,-0.040,88.000,-
'25:20:19.344',0.000,-,-,-0.040,89.600,-
'25:20:19.352',0.000,-,-,-0.060,89.600,-
'25:20:19.360',-0.024,-,-,-0.080,88.000,-
'25:20:19.368',-0.012,-,-,-0.080,86.400,-
'25:20:19.376',-0.061,-,-,-0.100,86.400,-
'25:20:19.384',-0.049,-,-,-0.100,85.600,-
'25:20:19.392',-0.061,-,-,-0.100,84.000,-
'25:20:19.400',-0.073,-,-,-0.100,83.200,-
'25:20:19.408',-0.085,-,-,-0.100,83.200,-
'25:20:19.416',-0.073,-,-,-0.100,83.200,-
'25:20:19.424',-0.073,-,-,-0.100,83.200,-
'25:20:19.432',-0.085,-,-,-0.100,84.000,-
'25:20:19.440',-0.073,-,-,-0.100,83.200,-
'25:20:19.448',-0.085,-,-,-0.100,80.800,-
'25:20:19.456',-0.073,-,-,-0.100,79.200,-
'25:20:19.464',-0.085,-,-,-0.100,77.600,-
'25:20:19.472',-0.073,-,-,-0.100,77.600,-
'25:20:19.480',-0.085,-,-,-0.080,75.200,-
'25:20:19.488',-0.061,-,-,-0.080,73.600,-
'25:20:19.496',-0.085,-,-,-0.080,72.800,-
'25:20:19.504',-0.122,-,-,-0.080,72.800,-
'25:20:19.512',-0.049,-,-,0.000,72.000,-
'25:20:19.520',0.171,-,-,0.220,71.200,-
'25:20:19.528',0.537,-,-,0.740,70.400,-
'25:20:19.536',0.622,-,-,0.920,70.400,-
'25:20:19.544',0.171,-,-,0.420,70.400,-
'25:20:19.552',0.037,-,-,0.260,69.600,-
'25:20:19.560',0.049,-,-,0.300,69.600,-
'25:20:19.568',0.024,-,-,0.340,69.600,-
'25:20:19.576',-0.024,-,-,0.280,69.600,-
'25:20:19.584',-0.061,-,-,0.200,68.000,-
'25:20:19.592',-0.024,-,-,0.100,67.200,-
'25:20:19.600',0.000,-,-,0.000,67.200,-
'25:20:19.608',-0.012,-,-,0.000,66.400,-
'25:20:19.616',0.000,-,-,-0.040,66.400,-
'25:20:19.624',-0.024,-,-,-0.040,65.600,-
'25:20:19.632',-0.012,-,-,-0.060,64.800,-
'25:20:19.640',-0.012,-,-,-0.060,64.800,-
'25:20:19.648',-0.024,-,-,-0.060,65.600,-
'25:20:19.656',-0.024,-,-,-0.080,67.200,-
'25:20:19.664',-0.012,-,-,-0.060,68.800,-
'25:20:19.672',-0.024,-,-,-0.080,72.800,-
'25:20:19.680',-0.024,-,-,-0.080,78.400,-
'25:20:19.688',0.000,-,-,-0.060,86.400,-
'25:20:19.696',0.000,-,-,-0.060,93.600,-
'25:20:19.704',0.000,-,-,-0.060,100.800,-
'25:20:19.712',0.000,-,-,-0.060,104.800,-
'25:20:19.720',0.000,-,-,-0.060,107.200,-
'25:20:19.728',0.012,-,-,-0.060,111.200,-
'25:20:19.736',0.024,-,-,-0.060,116.000,-
'25:20:19.744',0.024,-,-,-0.060,120.800,-
'25:20:19.752',0.037,-,-,-0.040,124.000,-
'25:20:19.760',0.049,-,-,-0.040,126.400,-
'25:20:19.768',0.049,-,-,-0.040,127.200,-
'25:20:19.776',0.049,-,-,-0.020,128.000,-
'25:20:19.784',0.049,-,-,0.000,127.200,-
'25:20:19.792',0.037,-,-,0.000,126.400,-
'25:20:19.800',0.024,-,-,0.000,125.600,-
'25:20:19.808',0.000,-,-,0.000,124.000,-
'25:20:19.816',0.000,-,-,-0.020,123.200,-
'25:20:19.824',-0.024,-,-,-0.020,122.400,-
'25:20:19.832',-0.024,-,-,-0.040,121.600,-
'25:20:19.840',-0.037,-,-,-0.040,120.000,-
'25:20:19.848',-0.061,-,-,-0.060,116.800,-
'25:20:19.856',-0.049,-,-,-0.060,113.600,-
'25:20:19.864',-0.061,-,-,-0.080,109.600,-
'25:20:19.872',-0.061,-,-,-0.080,105.600,-
'25:20:19.880',-0.061,-,-,-0.060,101.600,-
'25:20:19.888',-0.061,-,-,-0.080,97.600,-
'25:20:19.896',-0.061,-,-,-0.080,93.600,-
'25:20:19.904',-0.061,-,-,-0.100,90.400,-
'25:20:19.912',-0.061,-,-,-0.080,88.000,-
'25:20:19.920',-0.061,-,-,-0.100,85.600,-
'25:20:19.928',-0.061,-,-,-0.100,83.200,-
'25:20:19.936',-0.061,-,-,-0.100,80.800,-
'25:20:19.944',-0.061,-,-,-0.100,79.200,-
'25:20:19.952',-0.061,-,-,-0.100,79.200,-
'25:20:19.960',-0.061,-,-,-0.100,78.400,-
'25:20:19.968',-0.061,-,-,-0.100,77.600,-
'25:20:19.976',-0.061,-,-,-0.100,77.600,-
'25:20:19.984',-0.061,-,-,-0.100,78.400,-
'25:20:19.992',-0.061,-,-,-0.100,78.400,-
'25:20:20.000',-0.061,-,-,-0.100,78.400,-
'25:20:20.008',-0.061,-,-,-0.100,77.600,-
'25:20:20.016',-0.061,-,-,-0.100,76.800,-
'25:20:20.024',-0.061,-,-,-0.100,76.000,-
'25:20:20.032',-0.024,-,-,-0.060,76.000,-
'25:20:20.040',-0.024,-,-,-0.040,76.000,-
'25:20:20.048',-0.012,-,-,-0.040,75.200,-
'25:20:20.056',-0.024,-,-,-0.060,73.600,-
'25:20:20.064',-0.024,-,-,-0.040,72.000,-
'25:20:20.072',0.000,-,-,-0.060,72.800,-
'25:20:20.080',-0.024,-,-,-0.060,73.600,-
'25:20:20.088',-0.024,-,-,-0.080,74.400,-
'25:20:20.096',-0.012,-,-,-0.080,74.400,-
'25:20:20.104',-0.061,-,-,-0.100,73.600,-
'25:20:20.112',-0.061,-,-,-0.080,72.000,-
'25:20:20.120',-0.073,-,-,-0.080,70.400,-
'25:20:20.128',-0.085,-,-,-0.100,69.600,-
'25:20:20.136',-0.061,-,-,-0.080,68.800,-
'25:20:20.144',-0.061,-,-,-0.080,68.800,-
'25:20:20.152',-0.073,-,-,-0.080,68.800,-
'25:20:20.160',-0.085,-,-,-0.080,68.000,-
'25:20:20.168',-0.073,-,-,-0.080,68.000,-
'25:20:20.176',-0.061,-,-,-0.080,67.200,-
'25:20:20.184',-0.085,-,-,-0.060,68.000,-
'25:20:20.192',-0.061,-,-,-0.060,67.200,-
'25:20:20.200',-0.061,-,-,-0.060,67.200,-
'25:20:20.208',-0.085,-,-,-0.040,66.400,-
'25:20:20.216',-0.110,-,-,-0.060,66.400,-
'25:20:20.224',0.024,-,-,0.060,66.400,-
'25:20:20.232',0.280,-,-,0.380,68.000,-
'25:20:20.240',0.585,-,-,0.860,69.600,-
'25:20:20.248',0.427,-,-,0.900,69.600,-
'25:20:20.256',0.122,-,-,0.320,67.200,-
'25:20:20.264',0.049,-,-,0.260,65.600,-
'25:20:20.272',0.073,-,-,0.340,68.000,-
'25:20:20.280',0.037,-,-,0.300,69.600,-
'25:20:20.288',-0.024,-,-,0.260,66.400,-
'25:20:20.296',-0.049,-,-,0.200,62.400,-
'25:20:20.304',-0.012,-,-,0.120,60.000,-
'25:20:20.312',0.000,-,-,0.020,60.000,-
'25:20:20.320',0.000,-,-,0.000,57.600,-
'25:20:20.328',0.000,-,-,-0.020,55.200,-
'25:20:20.336',-0.012,-,-,-0.040,53.600,-
'25:20:20.344',0.000,-,-,-0.040,54.400,-
'25:20:20.352',-0.012,-,-,-0.040,56.000,-
'25:20:20.360',0.000,-,-,-0.040,56.800,-
'25:20:20.368',0.000,-,-,-0.060,59.200,-
'25:20:20.376',0.000,-,-,-0.040,64.000,-
'25:20:20.384',0.000,-,-,-0.060,71.200,-
'25:20:20.392',0.000,-,-,-0.040,79.200,-
'25:20:20.400',0.000,-,-,-0.040,86.400,-
'25:20:20.408',0.000,-,-,-0.040,93.600,-
'25:20:20.416',0.000,-,-,-0.040,101.600,-
'25:20:20.424',0.024,-,-,-0.040,108.000,-
'25:20:20.432',0.012,-,-,-0.040,114.400,-
'25:20:20.440',0.037,-,-,-0.040,120.000,-
'25:20:20.448',0.024,-,-,-0.020,124.800,-
'25:20:20.456',0.049,-,-,-0.040,127.200,-
'25:20:20.464',0.061,-,-,-0.020,129.600,-
'25:20:20.472',0.073,-,-,0.000,130.400,-
'25:20:20.480',0.073,-,-,0.000,131.200,-
'25:20:20.488',0.085,-,-,0.020,131.200,-
'25:20:20.496',0.073,-,-,0.040,131.200,-
'25:20:20.504',0.061,-,-,0.040,130.400,-
'25:20:20.512',0.049,-,-,0.040,127.200,-
'25:20:20.520',0.024,-,-,0.040,125.600,-
'25:20:20.528',0.024,-,-,0.020,123.200,-
'25:20:20.536',0.000,-,-,0.000,120.800,-
'25:20:20.544',-0.012,-,-,0.000,118.400,-
'25:20:20.552',-0.024,-,-,-0.040,116.000,-
'25:20:20.560',-0.037,-,-,-0.040,113.600,-
'25:20:20.568',-0.037,-,-,-0.040,111.200,-
'25:20:20.576',-0.049,-,-,-0.060,108.000,-
'25:20:20.584',-0.049,-,-,-0.060,104.000,-
'25:20:20.592',-0.061,-,-,-0.080,100.000,-
'25:20:20.600',-0.061,-,-,-0.080,96.000,-
'25:20:20.608',-0.061,-,-,-0.080,92.800,-
'25:20:20.616',-0.024,-,-,-0.060,90.400,-
'25:20:20.624',-0.037,-,-,-0.040,88.000,-
'25:20:20.632',-0.012,-,-,-0.040,87.200,-
'25:20:20.640',-0.024,-,-,-0.060,87.200,-
'25:20:20.648',-0.024,-,-,-0.060,86.400,-
'25:20:20.656',0.000,-,-,-0.040,84.000,-
'25:20:20.664',0.000,-,-,-0.060,81.600,-
'25:20:20.672',-0.024,-,-,-0.100,80.800,-
'25:20:20.680',-0.024,-,-,-0.100,80.800,-
'25:20:20.688',-0.061,-,-,-0.100,80.800,-
'25:20:20.696',-0.061,-,-,-0.100,80.800,-
'25:20:20.704',-0.073,-,-,-0.100,80.800,-
'25:20:20.712',-0.073,-,-,-0.100,80.800,-
'25:20:20.720',-0.085,-,-,-0.120,79.200,-
'25:20:20.728',-0.085,-,-,-0.100,76.800,-
'25:20:20.736',-0.073,-,-,-0.100,76.000,-
'25:20:20.744',-0.085,-,-,-0.100,76.000,-
'25:20:20.752',-0.085,-,-,-0.100,76.000,-
'25:20:20.760',-0.085,-,-,-0.100,76.800,-
'25:20:20.768',-0.073,-,-,-0.100,76.800,-
'25:20:20.776',-0.085,-,-,-0.100,76.800,-
'25:20:20.784',-0.073,-,-,-0.080,77.600,-
'25:20:20.792',-0.073,-,-,-0.100,78.400,-
'25:20:20.800',-0.061,-,-,-0.080,79.200,-
'25:20:20.808',-0.110,-,-,-0.080,78.400,-
'25:20:20.816',-0.122,-,-,-0.040,75.200,-
'25:20:20.824',0.000,-,-,0.040,68.800,-
'25:20:20.832',0.256,-,-,0.320,63.200,-
'25:20:20.840',0.573,-,-,0.820,62.400,-
'25:20:20.848',0.610,-,-,0.860,64.000,-
'25:20:20.856',0.134,-,-,0.320,61.600,-
'25:20:20.864',0.049,-,-,0.240,57.600,-
'25:20:20.872',0.049,-,-,0.300,60.000,-
'25:20:20.880',0.024,-,-,0.300,71.200,-
'25:20:20.888',-0.024,-,-,0.260,77.600,-
'25:20:20.896',-0.061,-,-,0.180,68.000,-
'25:20:20.904',-0.012,-,-,0.080,48.000,-
'25:20:20.912',0.000,-,-,0.000,40.800,-
'25:20:20.920',-0.012,-,-,-0.020,56.800,-
'25:20:20.928',-0.024,-,-,-0.040,78.400,-
'25:20:20.936',-0.012,-,-,-0.040,81.600,-
'25:20:20.944',-0.024,-,-,-0.060,65.600,-
'25:20:20.952',-0.012,-,-,-0.060,54.400,-
'25:20:20.960',-0.024,-,-,-0.080,67.200,-
'25:20:20.968',-0.024,-,-,-0.080,88.800,-
'25:20:20.976',-0.012,-,-,-0.080,90.400,-
'25:20:20.984',0.000,-,-,-0.060,72.000,-
'25:20:20.992',0.000,-,-,-0.080,61.600,-
'25:20:21.000',0.000,-,-,-0.060,72.800,-
'25:20:21.008',0.000,-,-,-0.080,87.200,-
'25:20:21.016',0.000,-,-,-0.060,89.600,-
'25:20:21.024',0.000,-,-,-0.060,91.200,-
'25:20:21.032',0.000,-,-,-0.080,98.400,-
'25:20:21.040',0.012,-,-,-0.080,106.400,-
'25:20:21.048',0.024,-,-,-0.080,108.000,-
'25:20:21.056',0.037,-,-,-0.060,106.400,-
'25:20:21.064',0.037,-,-,-0.080,108.000,-
'25:20:21.072',0.049,-,-,-0.040,115.200,-
'25:20:21.080',0.049,-,-,-0.040,128.800,-
'25:20:21.088',0.049,-,-,-0.020,143.200,-
'25:20:21.096',0.049,-,-,0.000,145.600,-
'25:20:21.104',0.037,-,-,0.000,131.200,-
'25:20:21.112',0.049,-,-,0.000,116.000,-
'25:20:21.120',0.012,-,-,0.000,113.600,-
'25:20:21.128',0.000,-,-,0.000,118.400,-
'25:20:21.136',-0.024,-,-,-0.020,115.200,-
'25:20:21.144',-0.024,-,-,-0.040,104.000,-
'25:20:21.152',-0.037,-,-,-0.040,96.800,-
'25:20:21.160',-0.061,-,-,-0.060,100.000,-
'25:20:21.168',-0.061,-,-,-0.080,107.200,-
'25:20:21.176',-0.061,-,-,-0.080,110.400,-
'25:20:21.184',-0.061,-,-,-0.100,107.200,-
'25:20:21.192',-0.061,-,-,-0.100,100.800,-
'25:20:21.200',-0.061,-,-,-0.080,96.000,-
'25:20:21.208',-0.061,-,-,-0.100,92.000,-
'25:20:21.216',-0.061,-,-,-0.080,88.000,-
'25:20:21.224',-0.061,-,-,-0.100,85.600,-
'25:20:21.232',-0.061,-,-,-0.100,83.200,-
'25:20:21.240',-0.061,-,-,-0.100,80.800,-
'25:20:21.248',-0.061,-,-,-0.100,79.200,-
'25:20:21.256',-0.061,-,-,-0.100,77.600,-
'25:20:21.264',-0.061,-,-,-0.100,76.000,-
'25:20:21.272',-0.061,-,-,-0.100,75.200,-
'25:20:21.280',-0.061,-,-,-0.100,75.200,-
'25:20:21.288',-0.061,-,-,-0.080,76.000,-
'25:20:21.296',-0.061,-,-,-0.100,77.600,-
'25:20:21.304',-0.061,-,-,-0.080,77.600,-
'25:20:21.312',-0.037,-,-,-0.060,77.600,-
'25:20:21.320',-0.024,-,-,-0.040,76.800,-
'25:20:21.328',-0.024,-,-,-0.060,75.200,-
'25:20:21.336',-0.024,-,-,-0.060,74.400,-
'25:20:21.344',-0.024,-,-,-0.060,73.600,-
'25:20:21.352',0.000,-,-,-0.060,73.600,-
'25:20:21.360',-0.024,-,-,-0.080,73.600,-
'25:20:21.368',-0.024,-,-,-0.100,72.800,-
'25:20:21.376',-0.061,-,-,-0.080,72.800,-
'25:20:21.384',-0.061,-,-,-0.100,72.000,-
'25:20:21.392',-0.073,-,-,-0.100,72.000,-
'25:20:21.400',-0.085,-,-,-0.100,72.800,-
'25:20:21.408',-0.073,-,-,-0.080,73.600,-
'25:20:21.416',-0.061,-,-,-0.080,73.600,-
'25:20:21.424',-0.073,-,-,-0.100,72.800,-
'25:20:21.432',-0.085,-,-,-0.080,71.200,-
'25:20:21.440',-0.085,-,-,-0.100,69.600,-
'25:20:21.448',-0.073,-,-,-0.080,68.800,-
'25:20:21.456',-0.085,-,-,-0.080,68.800,-
'25:20:21.464',-0.061,-,-,-0.060,68.800,-
'25:20:21.472',-0.061,-,-,-0.060,68.800,-
'25:20:21.480',-0.073,-,-,-0.060,68.000,-
'25:20:21.488',-0.061,-,-,-0.040,68.000,-
'25:20:21.496',-0.110,-,-,0.000,67.200,-
'25:20:21.504',0.000,-,-,0.060,66.400,-
'25:20:21.512',0.244,-,-,0.300,66.400,-
'25:20:21.520',0.561,-,-,0.780,65.600,-
'25:20:21.528',0.585,-,-,0.860,64.800,-
'25:20:21.536',0.146,-,-,0.340,64.800,-
'25:20:21.544',0.049,-,-,0.260,64.000,-
'25:20:21.552',0.073,-,-,0.300,63.200,-
'25:20:21.560',0.049,-,-,0.320,61.600,-
'25:20:21.568',-0.012,-,-,0.260,60.000,-
'25:20:21.576',-0.061,-,-,0.220,59.200,-
'25:20:21.584',-0.024,-,-,0.140,58.400,-
'25:20:21.592',0.000,-,-,0.040,59.200,-
'25:20:21.600',-0.012,-,-,0.000,60.000,-
'25:20:21.608',0.000,-,-,-0.020,60.000,-
'25:20:21.616',-0.012,-,-,-0.040,60.000,-
'25:20:21.624',0.000,-,-,-0.040,60.000,-
'25:20:21.632',0.000,-,-,-0.040,60.000,-
'25:20:21.640',-0.012,-,-,-0.040,60.800,-
'25:20:21.648',0.000,-,-,-0.040,63.200,-
'25:20:21.656',-0.012,-,-,-0.040,67.200,-
'25:20:21.664',0.000,-,-,-0.060,71.200,-
'25:20:21.672',0.000,-,-,-0.040,76.800,-
'25:20:21.680',0.000,-,-,-0.040,83.200,-
'25:20:21.688',0.000,-,-,-0.040,90.400,-
'25:20:21.696',0.000,-,-,-0.040,97.600,-
'25:20:21.704',0.012,-,-,-0.040,104.800,-
'25:20:21.712',0.024,-,-,-0.040,111.200,-
'25:20:21.720',0.024,-,-,-0.040,116.800,-
'25:20:21.728',0.037,-,-,-0.040,121.600,-
'25:20:21.736',0.049,-,-,-0.040,124.800,-
'25:20:21.744',0.049,-,-,-0.020,127.200,-
'25:20:21.752',0.073,-,-,-0.020,128.000,-
'25:20:21.760',0.073,-,-,0.000,128.800,-
'25:20:21.768',0.073,-,-,0.000,128.800,-
'25:20:21.776',0.073,-,-,0.000,128.800,-
'25:20:21.784',0.073,-,-,0.020,128.800,-
'25:20:21.792',0.049,-,-,0.040,128.000,-
'25:20:21.800',0.024,-,-,0.020,126.400,-
'25:20:21.808',0.024,-,-,0.020,124.800,-
'25:20:21.816',0.000,-,-,0.000,122.400,-
'25:20:21.824',-0.012,-,-,0.000,119.200,-
'25:20:21.832',-0.024,-,-,-0.020,116.800,-
'25:20:21.840',-0.037,-,-,-0.040,113.600,-
'25:20:21.848',-0.049,-,-,-0.040,111.200,-
'25:20:21.856',-0.049,-,-,-0.060,108.800,-
'25:20:21.864',-0.061,-,-,-0.040,104.800,-
'25:20:21.872',-0.061,-,-,-0.080,100.800,-
'25:20:21.880',-0.061,-,-,-0.080,96.800,-
'25:20:21.888',-0.037,-,-,-0.060,93.600,-
'25:20:21.896',-0.024,-,-,-0.040,91.200,-
'25:20:21.904',-0.024,-,-,-0.040,88.800,-
'25:20:21.912',-0.024,-,-,-0.040,86.400,-
'25:20:21.920',-0.012,-,-,-0.060,84.800,-
'25:20:21.928',-0.024,-,-,-0.040,84.000,-
'25:20:21.936',0.000,-,-,-0.040,82.400,-
'25:20:21.944',0.000,-,-,-0.060,81.600,-
'25:20:21.952',-0.024,-,-,-0.080,80.800,-
'25:20:21.960',-0.012,-,-,-0.080,80.800,-
'25:20:21.968',-0.061,-,-,-0.100,80.800,-
'25:20:21.976',-0.061,-,-,-0.100,80.000,-
'25:20:21.984',-0.073,-,-,-0.100,80.000,-
'25:20:21.992',-0.061,-,-,-0.100,79.200,-
'25:20:22.000',-0.085,-,-,-0.100,78.400,-
'25:20:22.008',-0.073,-,-,-0.100,77.600,-
'25:20:22.016',-0.085,-,-,-0.100,78.400,-
'25:20:22.024',-0.073,-,-,-0.100,80.000,-
'25:20:22.032',-0.085,-,-,-0.100,80.800,-
'25:20:22.040',-0.085,-,-,-0.100,80.000,-
'25:20:22.048',-0.073,-,-,-0.100,79.200,-
'25:20:22.056',-0.085,-,-,-0.100,77.600,-
'25:20:22.064',-0.061,-,-,-0.080,76.000,-
'25:20:22.072',-0.073,-,-,-0.080,75.200,-
'25:20:22.080',-0.061,-,-,-0.060,73.600,-
'25:20:22.088',-0.122,-,-,-0.080,72.800,-
'25:20:22.096',-0.085,-,-,-0.040,72.000,-
'25:20:22.104',0.073,-,-,0.120,72.000,-
'25:20:22.112',0.415,-,-,0.560,72.000,-
'25:20:22.120',0.585,-,-,0.900,72.000,-
'25:20:22.128',0.305,-,-,0.560,71.200,-
'25:20:22.136',0.061,-,-,0.260,70.400,-
'25:20:22.144',0.049,-,-,0.260,69.600,-
'25:20:22.152',0.049,-,-,0.320,68.800,-
'25:20:22.160',0.000,-,-,0.300,68.000,-
'25:20:22.168',-0.049,-,-,0.240,67.200,-
'25:20:22.176',-0.024,-,-,0.140,66.400,-
'25:20:22.184',0.000,-,-,0.040,66.400,-
'25:20:22.192',0.000,-,-,0.000,65.600,-
'25:20:22.200',0.000,-,-,-0.020,64.800,-
'25:20:22.208',0.000,-,-,-0.040,64.800,-
'25:20:22.216',-0.012,-,-,-0.040,64.000,-
'25:20:22.224',-0.012,-,-,-0.060,64.000,-
'25:20:22.232',-0.024,-,-,-0.060,64.800,-
'25:20:22.240',-0.012,-,-,-0.060,65.600,-
'25:20:22.248',-0.012,-,-,-0.060,67.200,-
'25:20:22.256',-0.012,-,-,-0.080,71.200,-
'25:20:22.264',0.000,-,-,-0.060,76.000,-
'25:20:22.272',0.000,-,-,-0.060,81.600,-
'25:20:22.280',0.000,-,-,-0.060,88.000,-
'25:20:22.288',0.000,-,-,-0.060,94.400,-
'25:20:22.296',0.000,-,-,-0.040,100.800,-
'25:20:22.304',0.012,-,-,-0.060,107.200,-
'25:20:22.312',0.024,-,-,-0.060,112.800,-
'25:20:22.320',0.024,-,-,-0.060,118.400,-
'25:20:22.328',0.024,-,-,-0.040,122.400,-
'25:20:22.336',0.049,-,-,-0.040,125.600,-
'25:20:22.344',0.049,-,-,-0.040,128.000,-
'25:20:22.352',0.049,-,-,-0.040,129.600,-
'25:20:22.360',0.061,-,-,-0.020,129.600,-
'25:20:22.368',0.061,-,-,0.000,129.600,-
'25:20:22.376',0.049,-,-,0.000,129.600,-
'25:20:22.384',0.049,-,-,0.000,128.000,-
'25:20:22.392',0.024,-,-,0.000,127.200,-
'25:20:22.400',0.000,-,-,0.000,125.600,-
'25:20:22.408',0.000,-,-,-0.020,124.000,-
'25:20:22.416',-0.024,-,-,-0.040,122.400,-
'25:20:22.424',-0.024,-,-,-0.040,120.800,-
'25:20:22.432',-0.037,-,-,-0.060,118.400,-
'25:20:22.440',-0.049,-,-,-0.060,116.800,-
'25:20:22.448',-0.061,-,-,-0.080,113.600,-
'25:20:22.456',-0.061,-,-,-0.080,110.400,-
'25:20:22.464',-0.061,-,-,-0.080,106.400,-
'25:20:22.472',-0.061,-,-,-0.100,103.200,-
'25:20:22.480',-0.061,-,-,-0.080,100.000,-
'25:20:22.488',-0.061,-,-,-0.080,96.000,-
'25:20:22.496',-0.061,-,-,-0.100,92.800,-
'25:20:22.504',-0.061,-,-,-0.100,89.600,-
'25:20:22.512',-0.061,-,-,-0.100,88.000,-
'25:20:22.520',-0.061,-,-,-0.100,86.400,-
'25:20:22.528',-0.061,-,-,-0.100,84.800,-
'25:20:22.536',-0.061,-,-,-0.100,84.000,-
'25:20:22.544',-0.061,-,-,-0.100,82.400,-
'25:20:22.552',-0.061,-,-,-0.100,81.600,-
'25:20:22.560',-0.061,-,-,-0.100,80.800,-
'25:20:22.568',-0.061,-,-,-0.100,80.800,-
'25:20:22.576',-0.049,-,-,-0.100,80.800,-
'25:20:22.584',-0.061,-,-,-0.100,80.000,-
'25:20:22.592',-0.061,-,-,-0.100,80.000,-
'25:20:22.600',-0.061,-,-,-0.100,80.000,-
'25:20:22.608',-0.061,-,-,-0.100,79.200,-
'25:20:22.616',-0.061,-,-,-0.100,79.200,-
'25:20:22.624',-0.061,-,-,-0.100,78.400,-
'25:20:22.632',-0.061,-,-,-0.100,77.600,-
