'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:17:02.704',-,0.176,-,-0.120,152.000,-
'25:17:02.712',-,0.176,-,-0.100,151.200,-
'25:17:02.720',-,0.152,-,-0.060,148.000,-
'25:17:02.728',-,0.152,-,-0.040,144.800,-
'25:17:02.736',-,0.096,-,-0.040,145.600,-
'25:17:02.744',-,0.048,-,-0.020,146.400,-
'25:17:02.752',-,0.024,-,0.000,144.000,-
'25:17:02.760',-,0.000,-,0.000,136.800,-
'25:17:02.768',-,-0.008,-,0.000,128.800,-
'25:17:02.776',-,-0.024,-,-0.020,121.600,-
'25:17:02.784',-,-0.048,-,0.000,116.000,-
'25:17:02.792',-,-0.064,-,-0.040,111.200,-
'25:17:02.800',-,-0.064,-,-0.040,107.200,-
'25:17:02.808',-,-0.080,-,-0.040,105.600,-
'25:17:02.816',-,-0.096,-,-0.040,105.600,-
'25:17:02.824',-,-0.080,-,-0.040,105.600,-
'25:17:02.832',-,-0.096,-,-0.040,104.000,-
'25:17:02.840',-,-0.080,-,-0.060,98.400,-
'25:17:02.848',-,-0.096,-,-0.040,92.000,-
'25:17:02.856',-,-0.064,-,-0.040,88.000,-
'25:17:02.864',-,-0.064,-,-0.020,86.400,-
'25:17:02.872',-,-0.048,-,-0.020,86.400,-
'25:17:02.880',-,-0.024,-,-0.020,86.400,-
'25:17:02.888',-,-0.024,-,-0.040,86.400,-
'25:17:02.896',-,0.000,-,-0.040,84.800,-
'25:17:02.904',-,-0.024,-,-0.040,84.000,-
'25:17:02.912',-,-0.024,-,-0.060,83.200,-
'25:17:02.920',-,-0.024,-,-0.040,84.800,-
'25:17:02.928',-,-0.048,-,-0.080,86.400,-
'25:17:02.936',-,-0.096,-,-0.080,91.200,-
'25:17:02.944',-,-0.104,-,-0.080,98.400,-
'25:17:02.952',-,-0.096,-,-0.080,100.800,-
'25:17:02.960',-,-0.120,-,-0.100,88.800,-
'25:17:02.968',-,-0.096,-,-0.080,70.400,-
'25:17:02.976',-,-0.096,-,-0.100,64.800,-
'25:17:02.984',-,-0.096,-,-0.080,74.400,-
'25:17:02.992',-,-0.104,-,-0.080,83.200,-
'25:17:03.000',-,-0.096,-,-0.060,78.400,-
'25:17:03.008',-,-0.104,-,-0.080,67.200,-
'25:17:03.016',-,-0.120,-,-0.060,64.800,-
'25:17:03.024',-,-0.136,-,-0.040,76.000,-
'25:17:03.032',-,-0.104,-,0.000,85.600,-
'25:17:03.040',-,0.152,-,0.080,84.000,-
'25:17:03.048',-,0.472,-,0.340,78.400,-
'25:17:03.056',-,0.592,-,0.740,76.800,-
'25:17:03.064',-,0.472,-,0.780,77.600,-
'25:17:03.072',-,0.232,-,0.260,76.800,-
'25:17:03.080',-,0.024,-,0.240,72.800,-
'25:17:03.088',-,-0.096,-,0.300,69.600,-
'25:17:03.096',-,-0.160,-,0.280,69.600,-
'25:17:03.104',-,-0.256,-,0.220,72.000,-
'25:17:03.112',-,-0.272,-,0.160,72.800,-
'25:17:03.120',-,-0.136,-,0.080,71.200,-
'25:17:03.128',-,-0.064,-,0.000,68.800,-
'25:17:03.136',-,-0.048,-,-0.040,68.000,-
'25:17:03.144',-,-0.024,-,-0.040,68.000,-
'25:17:03.152',-,-0.040,-,-0.040,68.000,-
'25:17:03.160',-,-0.024,-,-0.060,67.200,-
'25:17:03.168',-,0.000,-,-0.060,68.000,-
'25:17:03.176',-,-0.008,-,-0.060,72.000,-
'25:17:03.184',-,0.000,-,-0.060,76.000,-
'25:17:03.192',-,0.000,-,-0.080,80.000,-
'25:17:03.200',-,0.024,-,-0.060,85.600,-
'25:17:03.208',-,0.024,-,-0.080,94.400,-
'25:17:03.216',-,0.048,-,-0.060,102.400,-
'25:17:03.224',-,0.048,-,-0.080,111.200,-
'25:17:03.232',-,0.096,-,-0.080,118.400,-
'25:17:03.240',-,0.120,-,-0.100,125.600,-
'25:17:03.248',-,0.120,-,-0.100,130.400,-
'25:17:03.256',-,0.152,-,-0.100,134.400,-
'25:17:03.264',-,0.152,-,-0.080,136.800,-
'25:17:03.272',-,0.176,-,-0.060,141.600,-
'25:17:03.280',-,0.152,-,-0.040,148.000,-
'25:17:03.288',-,0.152,-,-0.040,153.600,-
'25:17:03.296',-,0.104,-,-0.040,154.400,-
'25:17:03.304',-,0.064,-,0.000,149.600,-
'25:17:03.312',-,0.048,-,0.000,140.800,-
'25:17:03.320',-,0.008,-,0.000,129.600,-
'25:17:03.328',-,0.000,-,0.000,122.400,-
'25:17:03.336',-,-0.040,-,0.000,123.200,-
'25:17:03.344',-,-0.024,-,0.000,128.000,-
'25:17:03.352',-,-0.048,-,-0.020,128.000,-
'25:17:03.360',-,-0.040,-,-0.020,120.800,-
'25:17:03.368',-,-0.024,-,0.000,109.600,-
'25:17:03.376',-,-0.040,-,0.000,100.800,-
'25:17:03.384',-,-0.024,-,-0.020,96.800,-
'25:17:03.392',-,-0.024,-,-0.020,98.400,-
'25:17:03.400',-,0.000,-,-0.020,105.600,-
'25:17:03.408',-,0.000,-,-0.020,120.800,-
'25:17:03.416',-,0.000,-,-0.020,134.400,-
'25:17:03.424',-,-0.024,-,-0.040,126.400,-
'25:17:03.432',-,-0.024,-,-0.040,94.400,-
'25:17:03.440',-,-0.064,-,-0.040,65.600,-
'25:17:03.448',-,-0.096,-,-0.040,60.000,-
'25:17:03.456',-,-0.120,-,-0.060,68.800,-
'25:17:03.464',-,-0.136,-,-0.040,69.600,-
'25:17:03.472',-,-0.120,-,-0.040,64.000,-
'25:17:03.480',-,-0.120,-,-0.040,64.800,-
'25:17:03.488',-,-0.120,-,-0.060,73.600,-
'25:17:03.496',-,-0.120,-,-0.040,77.600,-
'25:17:03.504',-,-0.120,-,-0.040,72.800,-
'25:17:03.512',-,-0.120,-,-0.060,71.200,-
'25:17:03.520',-,-0.120,-,-0.060,77.600,-
'25:17:03.528',-,-0.096,-,-0.080,82.400,-
'25:17:03.536',-,-0.136,-,-0.040,80.800,-
'25:17:03.544',-,-0.136,-,-0.040,74.400,-
'25:17:03.552',-,-0.152,-,0.000,69.600,-
'25:17:03.560',-,0.024,-,0.040,69.600,-
'25:17:03.568',-,0.384,-,0.260,71.200,-
'25:17:03.576',-,0.568,-,0.660,72.000,-
'25:17:03.584',-,0.456,-,0.780,72.000,-
'25:17:03.592',-,0.288,-,0.340,72.800,-
'25:17:03.600',-,0.048,-,0.240,73.600,-
'25:17:03.608',-,-0.064,-,0.300,75.200,-
'25:17:03.616',-,-0.152,-,0.300,75.200,-
'25:17:03.624',-,-0.248,-,0.240,74.400,-
'25:17:03.632',-,-0.272,-,0.180,73.600,-
'25:17:03.640',-,-0.160,-,0.080,75.200,-
'25:17:03.648',-,-0.096,-,0.000,76.800,-
'25:17:03.656',-,-0.064,-,-0.040,78.400,-
'25:17:03.664',-,-0.048,-,-0.040,78.400,-
'25:17:03.672',-,-0.048,-,-0.060,76.800,-
'25:17:03.680',-,-0.024,-,-0.060,72.800,-
'25:17:03.688',-,-0.040,-,-0.080,68.000,-
'25:17:03.696',-,-0.024,-,-0.100,64.000,-
'25:17:03.704',-,0.000,-,-0.080,63.200,-
'25:17:03.712',-,0.000,-,-0.080,67.200,-
'25:17:03.720',-,0.008,-,-0.100,76.800,-
'25:17:03.728',-,0.000,-,-0.100,90.400,-
'25:17:03.736',-,0.024,-,-0.100,103.200,-
'25:17:03.744',-,0.048,-,-0.080,111.200,-
'25:17:03.752',-,0.064,-,-0.100,114.400,-
'25:17:03.760',-,0.104,-,-0.100,117.600,-
'25:17:03.768',-,0.104,-,-0.100,123.200,-
'25:17:03.776',-,0.136,-,-0.100,129.600,-
'25:17:03.784',-,0.152,-,-0.100,136.000,-
'25:17:03.792',-,0.152,-,-0.100,144.000,-
'25:17:03.800',-,0.152,-,-0.080,151.200,-
'25:17:03.808',-,0.120,-,-0.080,154.400,-
'25:17:03.816',-,0.080,-,-0.040,148.000,-
'25:17:03.824',-,0.048,-,-0.040,135.200,-
'25:17:03.832',-,0.024,-,-0.020,124.800,-
'25:17:03.840',-,0.000,-,-0.040,121.600,-
'25:17:03.848',-,-0.008,-,-0.020,124.000,-
'25:17:03.856',-,-0.040,-,-0.040,129.600,-
'25:17:03.864',-,-0.024,-,-0.040,136.800,-
'25:17:03.872',-,-0.048,-,-0.040,141.600,-
'25:17:03.880',-,-0.064,-,-0.060,136.800,-
'25:17:03.888',-,-0.064,-,-0.040,122.400,-
'25:17:03.896',-,-0.064,-,-0.060,108.000,-
'25:17:03.904',-,-0.064,-,-0.060,102.400,-
'25:17:03.912',-,-0.080,-,-0.060,104.000,-
'25:17:03.920',-,-0.080,-,-0.060,102.400,-
'25:17:03.928',-,-0.064,-,-0.040,93.600,-
'25:17:03.936',-,-0.048,-,-0.020,85.600,-
'25:17:03.944',-,-0.064,-,-0.040,85.600,-
'25:17:03.952',-,-0.024,-,-0.020,91.200,-
'25:17:03.960',-,-0.024,-,-0.040,94.400,-
'25:17:03.968',-,-0.008,-,-0.040,93.600,-
'25:17:03.976',-,-0.048,-,-0.040,89.600,-
'25:17:03.984',-,-0.064,-,-0.060,87.200,-
'25:17:03.992',-,-0.064,-,-0.060,88.000,-
'25:17:04.000',-,-0.104,-,-0.080,89.600,-
'25:17:04.008',-,-0.136,-,-0.060,91.200,-
'25:17:04.016',-,-0.120,-,-0.080,91.200,-
'25:17:04.024',-,-0.136,-,-0.080,92.800,-
'25:17:04.032',-,-0.120,-,-0.080,95.200,-
'25:17:04.040',-,-0.136,-,-0.080,94.400,-
'25:17:04.048',-,-0.120,-,-0.060,90.400,-
'25:17:04.056',-,-0.120,-,-0.080,87.200,-
'25:17:04.064',-,-0.104,-,-0.080,89.600,-
'25:17:04.072',-,-0.096,-,-0.060,94.400,-
'25:17:04.080',-,-0.104,-,-0.080,96.800,-
'25:17:04.088',-,-0.096,-,-0.060,94.400,-
'25:17:04.096',-,-0.120,-,-0.040,88.800,-
'25:17:04.104',-,-0.064,-,-0.060,84.000,-
'25:17:04.112',-,0.192,-,0.080,83.200,-
'25:17:04.120',-,0.536,-,0.420,85.600,-
'25:17:04.128',-,0.576,-,0.800,88.000,-
'25:17:04.136',-,0.472,-,0.560,86.400,-
'25:17:04.144',-,0.256,-,0.260,84.800,-
'25:17:04.152',-,0.080,-,0.240,84.000,-
'25:17:04.160',-,-0.048,-,0.300,84.800,-
'25:17:04.168',-,-0.120,-,0.260,84.800,-
'25:17:04.176',-,-0.208,-,0.220,84.800,-
'25:17:04.184',-,-0.152,-,0.120,88.800,-
'25:17:04.192',-,-0.064,-,0.040,94.400,-
'25:17:04.200',-,-0.008,-,-0.020,98.400,-
'25:17:04.208',-,-0.024,-,-0.040,101.600,-
'25:17:04.216',-,0.000,-,-0.060,103.200,-
'25:17:04.224',-,0.000,-,-0.040,100.800,-
'25:17:04.232',-,0.000,-,-0.080,93.600,-
'25:17:04.240',-,0.000,-,-0.080,88.000,-
'25:17:04.248',-,0.000,-,-0.080,85.600,-
'25:17:04.256',-,0.024,-,-0.100,84.800,-
'25:17:04.264',-,0.024,-,-0.080,92.800,-
'25:17:04.272',-,0.024,-,-0.100,112.000,-
'25:17:04.280',-,0.048,-,-0.080,130.400,-
'25:17:04.288',-,0.040,-,-0.100,134.400,-
'25:17:04.296',-,0.064,-,-0.100,131.200,-
'25:17:04.304',-,0.080,-,-0.100,132.800,-
'25:17:04.312',-,0.096,-,-0.100,141.600,-
'25:17:04.320',-,0.104,-,-0.080,148.800,-
'25:17:04.328',-,0.120,-,-0.100,145.600,-
'25:17:04.336',-,0.136,-,-0.080,136.000,-
'25:17:04.344',-,0.152,-,-0.060,134.400,-
'25:17:04.352',-,0.120,-,-0.040,145.600,-
'25:17:04.360',-,0.080,-,-0.040,152.800,-
'25:17:04.368',-,0.064,-,-0.020,141.600,-
'25:17:04.376',-,0.040,-,0.000,127.200,-
'25:17:04.384',-,0.000,-,0.000,128.000,-
'25:17:04.392',-,-0.008,-,0.000,143.200,-
'25:17:04.400',-,-0.024,-,0.000,152.800,-
'25:17:04.408',-,-0.040,-,-0.020,145.600,-
'25:17:04.416',-,-0.064,-,0.000,127.200,-
'25:17:04.424',-,-0.064,-,-0.040,114.400,-
'25:17:04.432',-,-0.080,-,-0.040,116.800,-
'25:17:04.440',-,-0.080,-,-0.040,128.000,-
'25:17:04.448',-,-0.064,-,-0.040,137.600,-
'25:17:04.456',-,-0.096,-,-0.040,138.400,-
'25:17:04.464',-,-0.064,-,-0.040,132.800,-
'25:17:04.472',-,-0.024,-,-0.020,124.000,-
'25:17:04.480',-,-0.040,-,-0.020,116.800,-
'25:17:04.488',-,-0.024,-,-0.040,112.000,-
'25:17:04.496',-,0.000,-,-0.040,109.600,-
'25:17:04.504',-,0.000,-,-0.040,107.200,-
'25:17:04.512',-,0.000,-,-0.040,104.800,-
'25:17:04.520',-,-0.024,-,-0.060,104.000,-
'25:17:04.528',-,-0.024,-,-0.060,103.200,-
'25:17:04.536',-,-0.064,-,-0.080,103.200,-
'25:17:04.544',-,-0.080,-,-0.080,101.600,-
'25:17:04.552',-,-0.104,-,-0.100,100.800,-
'25:17:04.560',-,-0.104,-,-0.080,101.600,-
'25:17:04.568',-,-0.120,-,-0.080,104.000,-
'25:17:04.576',-,-0.104,-,-0.080,105.600,-
'25:17:04.584',-,-0.104,-,-0.080,106.400,-
'25:17:04.592',-,-0.096,-,-0.100,104.000,-
'25:17:04.600',-,-0.104,-,-0.080,100.000,-
'25:17:04.608',-,-0.096,-,-0.080,98.400,-
'25:17:04.616',-,-0.096,-,-0.060,100.000,-
'25:17:04.624',-,-0.104,-,-0.080,101.600,-
'25:17:04.632',-,-0.120,-,-0.040,103.200,-
'25:17:04.640',-,-0.136,-,-0.080,102.400,-
'25:17:04.648',-,-0.048,-,-0.040,100.000,-
'25:17:04.656',-,0.232,-,0.120,96.000,-
'25:17:04.664',-,0.568,-,0.480,92.000,-
'25:17:04.672',-,0.576,-,0.840,90.400,-
'25:17:04.680',-,0.424,-,0.520,92.800,-
'25:17:04.688',-,0.192,-,0.260,96.000,-
'25:17:04.696',-,0.040,-,0.280,96.000,-
'25:17:04.704',-,-0.096,-,0.300,95.200,-
'25:17:04.712',-,-0.160,-,0.260,94.400,-
'25:17:04.720',-,-0.248,-,0.200,94.400,-
'25:17:04.728',-,-0.160,-,0.120,94.400,-
'25:17:04.736',-,-0.096,-,0.040,93.600,-
'25:17:04.744',-,-0.048,-,-0.020,92.000,-
'25:17:04.752',-,-0.024,-,-0.040,90.400,-
'25:17:04.760',-,-0.024,-,-0.040,89.600,-
'25:17:04.768',-,-0.008,-,-0.060,88.800,-
'25:17:04.776',-,0.000,-,-0.080,88.000,-
'25:17:04.784',-,0.000,-,-0.080,88.800,-
'25:17:04.792',-,0.000,-,-0.080,91.200,-
'25:17:04.800',-,0.008,-,-0.080,95.200,-
'25:17:04.808',-,0.024,-,-0.080,100.800,-
'25:17:04.816',-,0.024,-,-0.060,108.000,-
'25:17:04.824',-,0.024,-,-0.080,116.000,-
'25:17:04.832',-,0.048,-,-0.080,124.000,-
'25:17:04.840',-,0.064,-,-0.100,132.000,-
'25:17:04.848',-,0.080,-,-0.100,138.400,-
'25:17:04.856',-,0.096,-,-0.100,144.800,-
'25:17:04.864',-,0.120,-,-0.100,150.400,-
'25:17:04.872',-,0.152,-,-0.100,155.200,-
'25:17:04.880',-,0.120,-,-0.080,158.400,-
'25:17:04.888',-,0.136,-,-0.060,160.000,-
'25:17:04.896',-,0.104,-,-0.040,160.800,-
'25:17:04.904',-,0.080,-,-0.040,160.800,-
'25:17:04.912',-,0.048,-,-0.020,160.000,-
'25:17:04.920',-,0.040,-,0.000,156.800,-
'25:17:04.928',-,0.000,-,0.000,154.400,-
'25:17:04.936',-,-0.008,-,0.000,151.200,-
'25:17:04.944',-,-0.024,-,0.000,149.600,-
'25:17:04.952',-,-0.024,-,-0.020,146.400,-
'25:17:04.960',-,-0.040,-,-0.020,143.200,-
'25:17:04.968',-,-0.064,-,-0.040,139.200,-
'25:17:04.976',-,-0.064,-,-0.040,134.400,-
'25:17:04.984',-,-0.064,-,-0.040,129.600,-
'25:17:04.992',-,-0.064,-,-0.040,124.000,-
'25:17:05.000',-,-0.048,-,-0.020,119.200,-
'25:17:05.008',-,-0.064,-,0.000,116.000,-
'25:17:05.016',-,-0.024,-,-0.020,112.800,-
'25:17:05.024',-,0.000,-,-0.040,109.600,-
'25:17:05.032',-,0.000,-,-0.040,108.000,-
'25:17:05.040',-,-0.008,-,-0.040,106.400,-
'25:17:05.048',-,-0.024,-,-0.020,105.600,-
'25:17:05.056',-,-0.008,-,-0.040,104.000,-
'25:17:05.064',-,-0.024,-,-0.040,103.200,-
'25:17:05.072',-,-0.064,-,-0.060,102.400,-
'25:17:05.080',-,-0.080,-,-0.060,101.600,-
'25:17:05.088',-,-0.104,-,-0.080,101.600,-
'25:17:05.096',-,-0.096,-,-0.060,100.800,-
'25:17:05.104',-,-0.104,-,-0.060,100.800,-
'25:17:05.112',-,-0.096,-,-0.080,100.800,-
'25:17:05.120',-,-0.096,-,-0.060,101.600,-
'25:17:05.128',-,-0.096,-,-0.080,102.400,-
'25:17:05.136',-,-0.096,-,-0.060,104.000,-
'25:17:05.144',-,-0.096,-,-0.080,104.000,-
'25:17:05.152',-,-0.096,-,-0.060,104.000,-
'25:17:05.160',-,-0.096,-,-0.060,103.200,-
'25:17:05.168',-,-0.104,-,-0.040,103.200,-
'25:17:05.176',-,-0.120,-,-0.040,102.400,-
'25:17:05.184',-,0.008,-,0.000,101.600,-
'25:17:05.192',-,0.360,-,0.180,101.600,-
'25:17:05.200',-,0.624,-,0.600,101.600,-
'25:17:05.208',-,0.496,-,0.780,100.000,-
'25:17:05.216',-,0.328,-,0.380,99.200,-
'25:17:05.224',-,0.080,-,0.240,98.400,-
'25:17:05.232',-,-0.040,-,0.300,98.400,-
'25:17:05.240',-,-0.136,-,0.300,96.800,-
'25:17:05.248',-,-0.216,-,0.260,96.000,-
'25:17:05.256',-,-0.272,-,0.200,94.400,-
'25:17:05.264',-,-0.160,-,0.120,93.600,-
'25:17:05.272',-,-0.096,-,0.020,92.000,-
'25:17:05.280',-,-0.064,-,-0.020,91.200,-
'25:17:05.288',-,-0.024,-,-0.040,91.200,-
'25:17:05.296',-,-0.024,-,-0.040,90.400,-
'25:17:05.304',-,-0.024,-,-0.060,90.400,-
'25:17:05.312',-,-0.024,-,-0.060,90.400,-
'25:17:05.320',-,0.000,-,-0.060,90.400,-
'25:17:05.328',-,-0.008,-,-0.080,92.000,-
'25:17:05.336',-,0.000,-,-0.080,94.400,-
'25:17:05.344',-,0.024,-,-0.080,99.200,-
'25:17:05.352',-,0.024,-,-0.080,105.600,-
'25:17:05.360',-,0.024,-,-0.080,112.800,-
'25:17:05.368',-,0.048,-,-0.080,120.800,-
'25:17:05.376',-,0.080,-,-0.100,129.600,-
'25:17:05.384',-,0.096,-,-0.100,135.200,-
'25:17:05.392',-,0.136,-,-0.100,136.000,-
'25:17:05.400',-,0.120,-,-0.100,136.000,-
'25:17:05.408',-,0.152,-,-0.100,140.800,-
'25:17:05.416',-,0.152,-,-0.080,149.600,-
'25:17:05.424',-,0.152,-,-0.100,156.800,-
'25:17:05.432',-,0.120,-,-0.040,158.400,-
'25:17:05.440',-,0.096,-,-0.040,157.600,-
'25:17:05.448',-,0.080,-,-0.020,156.000,-
'25:17:05.456',-,0.040,-,-0.020,155.200,-
'25:17:05.464',-,0.024,-,0.000,153.600,-
'25:17:05.472',-,0.000,-,0.000,151.200,-
'25:17:05.480',-,0.000,-,0.000,148.800,-
'25:17:05.488',-,-0.024,-,-0.020,146.400,-
'25:17:05.496',-,-0.024,-,-0.040,143.200,-
'25:17:05.504',-,-0.024,-,-0.040,139.200,-
'25:17:05.512',-,-0.040,-,-0.040,133.600,-
'25:17:05.520',-,-0.024,-,-0.040,128.800,-
'25:17:05.528',-,-0.040,-,-0.060,124.800,-
'25:17:05.536',-,-0.048,-,-0.040,120.000,-
'25:17:05.544',-,-0.024,-,-0.060,116.000,-
'25:17:05.552',-,-0.040,-,-0.040,111.200,-
'25:17:05.560',-,-0.024,-,-0.020,107.200,-
'25:17:05.568',-,-0.024,-,-0.040,104.800,-
'25:17:05.576',-,0.000,-,-0.020,103.200,-
'25:17:05.584',-,0.000,-,-0.040,102.400,-
'25:17:05.592',-,0.000,-,-0.040,101.600,-
'25:17:05.600',-,-0.008,-,-0.040,101.600,-
'25:17:05.608',-,-0.024,-,-0.060,101.600,-
'25:17:05.616',-,0.000,-,-0.040,100.800,-
'25:17:05.624',-,-0.024,-,-0.060,100.000,-
'25:17:05.632',-,-0.064,-,-0.080,99.200,-
'25:17:05.640',-,-0.096,-,-0.080,98.400,-
'25:17:05.648',-,-0.080,-,-0.060,98.400,-
'25:17:05.656',-,-0.096,-,-0.080,98.400,-
'25:17:05.664',-,-0.080,-,-0.080,97.600,-
'25:17:05.672',-,0.048,-,-0.020,97.600,-
'25:17:05.680',-,0.048,-,-0.080,97.600,-
'25:17:05.688',-,-0.160,-,-0.100,97.600,-
'25:17:05.696',-,-0.152,-,-0.100,98.400,-
'25:17:05.704',-,-0.136,-,-0.100,98.400,-
'25:17:05.712',-,-0.120,-,-0.060,98.400,-
'25:17:05.720',-,-0.152,-,-0.060,98.400,-
'25:17:05.728',-,-0.160,-,-0.040,98.400,-
'25:17:05.736',-,-0.024,-,0.000,97.600,-
'25:17:05.744',-,0.288,-,0.160,97.600,-
'25:17:05.752',-,0.592,-,0.520,97.600,-
'25:17:05.760',-,0.496,-,0.780,96.800,-
'25:17:05.768',-,0.384,-,0.420,96.000,-
'25:17:05.776',-,0.136,-,0.220,94.400,-
'25:17:05.784',-,0.000,-,0.260,93.600,-
'25:17:05.792',-,-0.104,-,0.300,93.600,-
'25:17:05.800',-,-0.176,-,0.260,94.400,-
'25:17:05.808',-,-0.248,-,0.220,94.400,-
'25:17:05.816',-,-0.096,-,0.160,94.400,-
'25:17:05.824',-,-0.064,-,0.040,94.400,-
'25:17:05.832',-,-0.120,-,-0.040,94.400,-
'25:17:05.840',-,-0.096,-,-0.040,92.800,-
'25:17:05.848',-,-0.064,-,-0.060,91.200,-
'25:17:05.856',-,-0.040,-,-0.060,90.400,-
'25:17:05.864',-,-0.048,-,-0.060,90.400,-
'25:17:05.872',-,-0.008,-,-0.080,91.200,-
'25:17:05.880',-,0.000,-,-0.060,92.000,-
'25:17:05.888',-,-0.024,-,-0.100,95.200,-
'25:17:05.896',-,0.000,-,-0.080,100.800,-
'25:17:05.904',-,0.000,-,-0.080,107.200,-
'25:17:05.912',-,0.000,-,-0.080,114.400,-
'25:17:05.920',-,0.024,-,-0.100,123.200,-
'25:17:05.928',-,0.048,-,-0.080,132.000,-
'25:17:05.936',-,0.064,-,-0.100,140.000,-
'25:17:05.944',-,0.048,-,-0.100,145.600,-
'25:17:05.952',-,0.080,-,-0.100,149.600,-
'25:17:05.960',-,0.104,-,-0.100,153.600,-
'25:17:05.968',-,0.120,-,-0.080,156.800,-
'25:17:05.976',-,0.104,-,-0.060,159.200,-
'25:17:05.984',-,0.104,-,-0.040,159.200,-
'25:17:05.992',-,0.080,-,-0.040,157.600,-
'25:17:06.000',-,0.048,-,-0.020,156.000,-
'25:17:06.008',-,0.024,-,0.000,157.600,-
'25:17:06.016',-,0.000,-,0.000,160.800,-
'25:17:06.024',-,-0.024,-,0.000,163.200,-
'25:17:06.032',-,-0.040,-,0.000,162.400,-
'25:17:06.040',-,-0.064,-,-0.020,156.000,-
'25:17:06.048',-,-0.048,-,-0.020,148.800,-
'25:17:06.056',-,-0.064,-,-0.040,144.000,-
'25:17:06.064',-,-0.080,-,-0.040,140.000,-
'25:17:06.072',-,-0.064,-,-0.040,135.200,-
'25:17:06.080',-,-0.080,-,-0.040,129.600,-
'25:17:06.088',-,-0.064,-,-0.040,124.800,-
'25:17:06.096',-,-0.040,-,-0.020,120.000,-
'25:17:06.104',-,-0.024,-,0.000,116.000,-
'25:17:06.112',-,-0.024,-,-0.020,112.800,-
'25:17:06.120',-,-0.024,-,-0.040,111.200,-
'25:17:06.128',-,0.000,-,-0.020,110.400,-
'25:17:06.136',-,0.008,-,-0.040,109.600,-
'25:17:06.144',-,0.000,-,-0.040,108.800,-
'25:17:06.152',-,-0.008,-,-0.060,108.800,-
'25:17:06.160',-,-0.024,-,-0.060,108.000,-
'25:17:06.168',-,-0.048,-,-0.080,107.200,-
'25:17:06.176',-,-0.096,-,-0.060,105.600,-
'25:17:06.184',-,-0.064,-,-0.080,104.800,-
'25:17:06.192',-,-0.096,-,-0.080,104.000,-
'25:17:06.200',-,-0.064,-,-0.060,104.800,-
'25:17:06.208',-,-0.096,-,-0.100,105.600,-
'25:17:06.216',-,-0.080,-,-0.100,105.600,-
'25:17:06.224',-,-0.064,-,-0.080,105.600,-
'25:17:06.232',-,-0.080,-,-0.080,104.800,-
'25:17:06.240',-,-0.096,-,-0.100,103.200,-
'25:17:06.248',-,-0.064,-,-0.060,103.200,-
'25:17:06.256',-,-0.024,-,-0.040,103.200,-
'25:17:06.264',-,-0.136,-,-0.060,103.200,-
'25:17:06.272',-,-0.160,-,-0.080,101.600,-
'25:17:06.280',-,0.080,-,0.040,100.000,-
'25:17:06.288',-,0.480,-,0.300,99.200,-
'25:17:06.296',-,0.568,-,0.720,100.000,-
'25:17:06.304',-,0.424,-,0.820,100.800,-
'25:17:06.312',-,0.256,-,0.340,101.600,-
'25:17:06.320',-,0.104,-,0.260,100.000,-
'25:17:06.328',-,-0.024,-,0.320,98.400,-
'25:17:06.336',-,-0.136,-,0.300,96.000,-
'25:17:06.344',-,-0.232,-,0.260,95.200,-
'25:17:06.352',-,-0.248,-,0.180,94.400,-
'25:17:06.360',-,-0.120,-,0.080,93.600,-
'25:17:06.368',-,-0.064,-,0.000,92.000,-
'25:17:06.376',-,-0.048,-,-0.020,92.000,-
'25:17:06.384',-,-0.064,-,-0.040,92.800,-
'25:17:06.392',-,0.048,-,-0.020,95.200,-
'25:17:06.400',-,-0.064,-,-0.060,96.000,-
'25:17:06.408',-,-0.080,-,-0.080,96.000,-
'25:17:06.416',-,-0.024,-,-0.080,96.000,-
'25:17:06.424',-,-0.008,-,-0.080,98.400,-
'25:17:06.432',-,0.000,-,-0.060,104.000,-
'25:17:06.440',-,0.024,-,-0.080,111.200,-
'25:17:06.448',-,0.008,-,-0.060,117.600,-
'25:17:06.456',-,0.000,-,-0.100,124.800,-
'25:17:06.464',-,0.048,-,-0.080,132.000,-
'25:17:06.472',-,0.040,-,-0.100,140.000,-
'25:17:06.480',-,0.080,-,-0.080,146.400,-
'25:17:06.488',-,0.104,-,-0.100,152.800,-
'25:17:06.496',-,0.104,-,-0.100,158.400,-
'25:17:06.504',-,0.176,-,-0.060,161.600,-
'25:17:06.512',-,0.208,-,-0.040,164.000,-
'25:17:06.520',-,0.080,-,-0.080,164.800,-
'25:17:06.528',-,0.104,-,-0.040,164.800,-
'25:17:06.536',-,0.048,-,-0.040,164.800,-
'25:17:06.544',-,0.040,-,0.000,164.000,-
'25:17:06.552',-,0.000,-,0.000,162.400,-
'25:17:06.560',-,-0.008,-,0.000,160.000,-
'25:17:06.568',-,-0.024,-,0.000,157.600,-
'25:17:06.576',-,-0.008,-,0.000,156.000,-
'25:17:06.584',-,-0.048,-,-0.020,153.600,-
'25:17:06.592',-,-0.064,-,-0.020,150.400,-
'25:17:06.600',-,-0.064,-,-0.040,146.400,-
'25:17:06.608',-,-0.024,-,-0.020,141.600,-
'25:17:06.616',-,0.008,-,-0.020,136.000,-
'25:17:06.624',-,-0.064,-,-0.040,131.200,-
'25:17:06.632',-,-0.104,-,-0.040,127.200,-
