'Elapsed time','II','III','AVF','V','MCL1','ABP','PAP'
'46:54:28.136',0.016,-,-,-,0.176,61.600,30.720
'46:54:28.144',0.000,-,-,-,0.200,68.800,31.920
'46:54:28.152',0.000,-,-,-,0.224,77.600,32.520
'46:54:28.160',0.000,-,-,-,0.240,85.600,32.760
'46:54:28.168',0.016,-,-,-,0.264,92.000,32.160
'46:54:28.176',0.016,-,-,-,0.280,97.600,31.320
'46:54:28.184',0.016,-,-,-,0.304,102.400,30.480
'46:54:28.192',0.032,-,-,-,0.320,106.400,30.360
'46:54:28.200',0.032,-,-,-,0.360,109.600,30.480
'46:54:28.208',0.032,-,-,-,0.384,112.000,31.080
'46:54:28.216',0.056,-,-,-,0.424,112.800,31.680
'46:54:28.224',0.056,-,-,-,0.464,113.600,32.520
'46:54:28.232',0.072,-,-,-,0.488,113.600,33.120
'46:54:28.240',0.072,-,-,-,0.528,112.800,33.360
'46:54:28.248',0.072,-,-,-,0.528,111.200,33.360
'46:54:28.256',0.072,-,-,-,0.528,110.400,33.360
'46:54:28.264',0.072,-,-,-,0.528,108.800,33.120
'46:54:28.272',0.072,-,-,-,0.488,108.000,32.760
'46:54:28.280',0.096,-,-,-,0.464,106.400,32.280
'46:54:28.288',0.072,-,-,-,0.384,104.800,31.680
'46:54:28.296',0.096,-,-,-,0.320,103.200,31.320
'46:54:28.304',0.072,-,-,-,0.240,101.600,30.480
'46:54:28.312',0.032,-,-,-,0.136,100.000,29.880
'46:54:28.320',0.016,-,-,-,0.056,98.400,29.160
'46:54:28.328',0.000,-,-,-,0.000,96.800,27.960
'46:54:28.336',0.000,-,-,-,-0.040,95.200,26.880
'46:54:28.344',-0.016,-,-,-,-0.096,93.600,25.680
'46:54:28.352',-0.032,-,-,-,-0.120,91.200,24.960
'46:54:28.360',-0.032,-,-,-,-0.136,88.800,24.360
'46:54:28.368',-0.032,-,-,-,-0.160,86.400,23.760
'46:54:28.376',-0.032,-,-,-,-0.160,83.200,23.160
'46:54:28.384',-0.032,-,-,-,-0.160,80.000,22.680
'46:54:28.392',-0.032,-,-,-,-0.160,77.600,22.920
'46:54:28.400',-0.056,-,-,-,-0.176,76.000,23.520
'46:54:28.408',-0.032,-,-,-,-0.160,75.200,24.480
'46:54:28.416',-0.056,-,-,-,-0.176,74.400,25.560
'46:54:28.424',-0.056,-,-,-,-0.160,74.400,26.160
'46:54:28.432',-0.056,-,-,-,-0.176,74.400,26.280
'46:54:28.440',-0.056,-,-,-,-0.176,74.400,25.920
'46:54:28.448',-0.072,-,-,-,-0.176,75.200,24.960
'46:54:28.456',-0.056,-,-,-,-0.176,75.200,24.120
'46:54:28.464',-0.072,-,-,-,-0.176,76.000,23.160
'46:54:28.472',-0.072,-,-,-,-0.176,76.800,22.320
'46:54:28.480',-0.072,-,-,-,-0.176,76.800,21.480
'46:54:28.488',-0.072,-,-,-,-0.176,76.800,21.120
'46:54:28.496',-0.072,-,-,-,-0.176,76.800,20.760
'46:54:28.504',-0.072,-,-,-,-0.176,76.800,20.520
'46:54:28.512',-0.072,-,-,-,-0.176,76.800,20.280
'46:54:28.520',-0.072,-,-,-,-0.176,76.800,20.280
'46:54:28.528',-0.072,-,-,-,-0.176,76.000,20.280
'46:54:28.536',-0.072,-,-,-,-0.176,76.000,20.280
'46:54:28.544',-0.072,-,-,-,-0.176,75.200,20.280
'46:54:28.552',-0.056,-,-,-,-0.176,75.200,20.280
'46:54:28.560',-0.032,-,-,-,-0.176,74.400,20.280
'46:54:28.568',-0.056,-,-,-,-0.176,73.600,20.160
'46:54:28.576',-0.056,-,-,-,-0.176,73.600,19.920
'46:54:28.584',-0.032,-,-,-,-0.176,72.800,19.680
'46:54:28.592',-0.056,-,-,-,-0.176,72.000,19.560
'46:54:28.600',-0.032,-,-,-,-0.176,72.000,19.080
'46:54:28.608',-0.032,-,-,-,-0.160,71.200,18.960
'46:54:28.616',-0.032,-,-,-,-0.160,70.400,18.480
'46:54:28.624',-0.032,-,-,-,-0.160,70.400,18.360
'46:54:28.632',-0.032,-,-,-,-0.160,69.600,18.120
'46:54:28.640',-0.032,-,-,-,-0.136,68.800,17.880
'46:54:28.648',-0.032,-,-,-,-0.160,68.800,17.760
'46:54:28.656',-0.032,-,-,-,-0.136,68.000,17.280
'46:54:28.664',-0.032,-,-,-,-0.136,68.000,17.160
'46:54:28.672',-0.032,-,-,-,-0.136,67.200,16.920
'46:54:28.680',-0.032,-,-,-,-0.136,67.200,16.680
'46:54:28.688',-0.032,-,-,-,-0.136,66.400,16.560
'46:54:28.696',-0.032,-,-,-,-0.136,65.600,16.320
'46:54:28.704',-0.032,-,-,-,-0.136,65.600,16.320
'46:54:28.712',-0.032,-,-,-,-0.136,65.600,16.320
'46:54:28.720',-0.032,-,-,-,-0.136,64.800,16.080
'46:54:28.728',-0.032,-,-,-,-0.136,64.800,16.080
'46:54:28.736',-0.032,-,-,-,-0.136,64.000,16.080
'46:54:28.744',-0.032,-,-,-,-0.120,64.000,16.080
'46:54:28.752',-0.032,-,-,-,-0.120,64.000,16.080
'46:54:28.760',-0.032,-,-,-,-0.096,63.200,15.960
'46:54:28.768',-0.032,-,-,-,-0.120,63.200,15.960
'46:54:28.776',-0.032,-,-,-,-0.096,63.200,15.720
'46:54:28.784',-0.032,-,-,-,-0.096,63.200,15.720
'46:54:28.792',-0.032,-,-,-,-0.096,62.400,15.720
'46:54:28.800',-0.032,-,-,-,-0.096,62.400,15.480
'46:54:28.808',-0.032,-,-,-,-0.096,62.400,15.480
'46:54:28.816',-0.032,-,-,-,-0.096,61.600,15.360
'46:54:28.824',-0.032,-,-,-,-0.096,61.600,15.360
'46:54:28.832',-0.032,-,-,-,-0.096,61.600,15.120
'46:54:28.840',-0.032,-,-,-,-0.096,60.800,14.880
'46:54:28.848',-0.032,-,-,-,-0.096,60.800,14.880
'46:54:28.856',-0.032,-,-,-,-0.080,60.800,14.760
'46:54:28.864',-0.032,-,-,-,-0.080,60.000,14.760
'46:54:28.872',-0.032,-,-,-,-0.080,60.000,14.760
'46:54:28.880',-0.032,-,-,-,-0.056,60.000,14.760
'46:54:28.888',-0.016,-,-,-,-0.040,59.200,14.760
'46:54:28.896',0.000,-,-,-,-0.040,59.200,14.760
'46:54:28.904',0.000,-,-,-,-0.040,59.200,14.760
'46:54:28.912',0.000,-,-,-,-0.040,58.400,14.880
'46:54:28.920',0.000,-,-,-,-0.040,58.400,15.120
'46:54:28.928',0.000,-,-,-,-0.040,58.400,15.360
'46:54:28.936',0.000,-,-,-,-0.096,58.400,15.120
'46:54:28.944',-0.016,-,-,-,-0.080,58.400,14.880
'46:54:28.952',-0.032,-,-,-,-0.080,57.600,14.280
'46:54:28.960',-0.032,-,-,-,-0.080,57.600,13.920
'46:54:28.968',-0.032,-,-,-,-0.080,57.600,13.320
'46:54:28.976',-0.032,-,-,-,-0.080,56.800,12.960
'46:54:28.984',-0.032,-,-,-,-0.096,56.800,12.480
'46:54:28.992',-0.032,-,-,-,-0.080,56.800,12.360
'46:54:29.000',-0.032,-,-,-,-0.080,56.800,12.360
'46:54:29.008',-0.032,-,-,-,-0.080,56.000,12.480
'46:54:29.016',-0.032,-,-,-,-0.080,56.000,12.720
'46:54:29.024',-0.032,-,-,-,-0.056,56.000,12.960
'46:54:29.032',-0.032,-,-,-,-0.056,56.000,12.960
'46:54:29.040',-0.032,-,-,-,-0.056,56.000,12.960
'46:54:29.048',-0.032,-,-,-,-0.056,55.200,12.960
'46:54:29.056',-0.056,-,-,-,0.000,55.200,12.960
'46:54:29.064',-0.072,-,-,-,0.224,55.200,13.080
'46:54:29.072',0.000,-,-,-,0.712,55.200,13.320
'46:54:29.080',0.288,-,-,-,0.912,55.200,13.680
'46:54:29.088',0.448,-,-,-,-0.056,54.400,13.920
'46:54:29.096',0.112,-,-,-,-0.672,54.400,14.280
'46:54:29.104',0.072,-,-,-,-0.488,54.400,14.880
'46:54:29.112',0.112,-,-,-,-0.120,54.400,15.360
'46:54:29.120',0.032,-,-,-,0.040,53.600,15.720
'46:54:29.128',0.032,-,-,-,0.080,53.600,15.960
'46:54:29.136',0.016,-,-,-,0.080,53.600,16.080
'46:54:29.144',0.000,-,-,-,0.120,53.600,15.960
'46:54:29.152',0.000,-,-,-,0.120,52.800,15.120
'46:54:29.160',0.000,-,-,-,0.120,52.800,14.280
'46:54:29.168',0.000,-,-,-,0.120,52.800,13.680
'46:54:29.176',0.000,-,-,-,0.120,52.000,14.280
'46:54:29.184',0.000,-,-,-,0.120,52.000,16.080
'46:54:29.192',0.000,-,-,-,0.120,52.000,18.480
'46:54:29.200',0.000,-,-,-,0.120,52.000,21.120
'46:54:29.208',0.000,-,-,-,0.136,52.000,23.520
'46:54:29.216',0.000,-,-,-,0.136,52.800,25.680
'46:54:29.224',0.000,-,-,-,0.160,55.200,27.720
'46:54:29.232',0.000,-,-,-,0.160,59.200,29.280
'46:54:29.240',0.000,-,-,-,0.160,64.800,30.480
'46:54:29.248',0.016,-,-,-,0.176,72.800,31.320
'46:54:29.256',0.000,-,-,-,0.224,80.800,31.560
'46:54:29.264',0.016,-,-,-,0.240,88.800,31.080
'46:54:29.272',0.016,-,-,-,0.264,94.400,30.480
'46:54:29.280',0.032,-,-,-,0.280,99.200,29.880
'46:54:29.288',0.032,-,-,-,0.304,104.000,29.760
'46:54:29.296',0.032,-,-,-,0.344,107.200,29.760
'46:54:29.304',0.032,-,-,-,0.360,109.600,30.360
'46:54:29.312',0.056,-,-,-,0.408,112.000,30.960
'46:54:29.320',0.056,-,-,-,0.424,112.800,31.680
'46:54:29.328',0.072,-,-,-,0.488,112.800,32.520
'46:54:29.336',0.072,-,-,-,0.504,112.800,32.880
'46:54:29.344',0.072,-,-,-,0.504,111.200,33.120
'46:54:29.352',0.072,-,-,-,0.528,110.400,33.120
'46:54:29.360',0.096,-,-,-,0.528,108.800,32.880
'46:54:29.368',0.072,-,-,-,0.488,107.200,32.760
'46:54:29.376',0.112,-,-,-,0.464,105.600,32.280
'46:54:29.384',0.112,-,-,-,0.424,104.000,31.680
'46:54:29.392',0.072,-,-,-,0.344,102.400,31.320
'46:54:29.400',0.072,-,-,-,0.264,100.800,30.720
'46:54:29.408',0.056,-,-,-,0.176,99.200,30.120
'46:54:29.416',0.032,-,-,-,0.096,96.800,29.280
'46:54:29.424',0.000,-,-,-,0.016,95.200,28.560
'46:54:29.432',0.000,-,-,-,-0.016,93.600,27.360
'46:54:29.440',-0.016,-,-,-,-0.080,92.000,25.680
'46:54:29.448',-0.032,-,-,-,-0.096,89.600,24.120
'46:54:29.456',-0.032,-,-,-,-0.136,87.200,23.280
'46:54:29.464',-0.032,-,-,-,-0.160,84.800,22.920
'46:54:29.472',-0.056,-,-,-,-0.160,81.600,22.920
'46:54:29.480',-0.056,-,-,-,-0.176,79.200,22.920
'46:54:29.488',-0.072,-,-,-,-0.176,76.800,23.160
'46:54:29.496',-0.032,-,-,-,-0.176,75.200,23.280
'46:54:29.504',-0.056,-,-,-,-0.176,74.400,24.120
'46:54:29.512',-0.032,-,-,-,-0.176,73.600,24.960
'46:54:29.520',-0.056,-,-,-,-0.176,73.600,25.680
'46:54:29.528',-0.056,-,-,-,-0.176,73.600,25.920
'46:54:29.536',-0.072,-,-,-,-0.176,74.400,25.560
'46:54:29.544',-0.056,-,-,-,-0.176,74.400,24.720
'46:54:29.552',-0.072,-,-,-,-0.176,75.200,23.760
'46:54:29.560',-0.072,-,-,-,-0.176,75.200,22.920
'46:54:29.568',-0.072,-,-,-,-0.176,76.000,21.960
'46:54:29.576',-0.072,-,-,-,-0.176,76.000,21.120
'46:54:29.584',-0.072,-,-,-,-0.176,76.800,20.760
'46:54:29.592',-0.072,-,-,-,-0.176,76.800,20.280
'46:54:29.600',-0.072,-,-,-,-0.176,76.800,20.160
'46:54:29.608',-0.072,-,-,-,-0.176,76.000,19.920
'46:54:29.616',-0.072,-,-,-,-0.176,76.000,19.920
'46:54:29.624',-0.056,-,-,-,-0.176,76.000,19.920
'46:54:29.632',-0.072,-,-,-,-0.176,75.200,20.160
'46:54:29.640',-0.056,-,-,-,-0.176,74.400,20.160
'46:54:29.648',-0.072,-,-,-,-0.176,74.400,20.160
'46:54:29.656',-0.056,-,-,-,-0.176,73.600,20.160
'46:54:29.664',-0.072,-,-,-,-0.176,73.600,19.920
'46:54:29.672',-0.056,-,-,-,-0.176,72.800,19.680
'46:54:29.680',-0.056,-,-,-,-0.176,72.000,19.320
'46:54:29.688',-0.072,-,-,-,-0.160,72.000,18.960
'46:54:29.696',-0.056,-,-,-,-0.176,71.200,18.480
'46:54:29.704',-0.056,-,-,-,-0.160,70.400,18.120
'46:54:29.712',-0.032,-,-,-,-0.160,70.400,17.760
'46:54:29.720',-0.056,-,-,-,-0.160,69.600,17.520
'46:54:29.728',-0.032,-,-,-,-0.160,68.800,17.280
'46:54:29.736',-0.056,-,-,-,-0.160,68.800,17.160
'46:54:29.744',-0.032,-,-,-,-0.136,68.000,16.920
'46:54:29.752',-0.056,-,-,-,-0.160,68.000,16.920
'46:54:29.760',-0.032,-,-,-,-0.136,67.200,16.920
'46:54:29.768',-0.032,-,-,-,-0.136,67.200,16.680
'46:54:29.776',-0.032,-,-,-,-0.136,66.400,16.680
'46:54:29.784',-0.032,-,-,-,-0.136,65.600,16.560
'46:54:29.792',-0.032,-,-,-,-0.136,65.600,16.320
'46:54:29.800',-0.032,-,-,-,-0.136,65.600,16.080
'46:54:29.808',-0.032,-,-,-,-0.136,64.800,15.960
'46:54:29.816',-0.032,-,-,-,-0.136,64.800,15.960
'46:54:29.824',-0.032,-,-,-,-0.136,64.000,15.960
'46:54:29.832',-0.032,-,-,-,-0.136,64.000,15.720
'46:54:29.840',-0.032,-,-,-,-0.120,64.000,15.720
'46:54:29.848',-0.032,-,-,-,-0.136,63.200,15.720
'46:54:29.856',-0.032,-,-,-,-0.120,63.200,15.480
'46:54:29.864',-0.032,-,-,-,-0.096,63.200,15.480
'46:54:29.872',-0.032,-,-,-,-0.096,63.200,15.360
'46:54:29.880',-0.032,-,-,-,-0.096,62.400,15.360
'46:54:29.888',-0.032,-,-,-,-0.096,62.400,15.360
'46:54:29.896',-0.032,-,-,-,-0.096,62.400,15.120
'46:54:29.904',-0.032,-,-,-,-0.096,61.600,15.120
'46:54:29.912',-0.032,-,-,-,-0.096,61.600,14.880
'46:54:29.920',-0.032,-,-,-,-0.096,61.600,14.880
'46:54:29.928',-0.032,-,-,-,-0.096,60.800,14.880
'46:54:29.936',-0.032,-,-,-,-0.096,60.800,14.760
'46:54:29.944',-0.032,-,-,-,-0.096,60.800,14.760
'46:54:29.952',-0.032,-,-,-,-0.080,60.000,14.520
'46:54:29.960',-0.032,-,-,-,-0.080,60.000,14.520
'46:54:29.968',-0.032,-,-,-,-0.080,60.000,14.280
'46:54:29.976',-0.032,-,-,-,-0.080,59.200,14.280
'46:54:29.984',-0.032,-,-,-,-0.056,59.200,14.280
'46:54:29.992',-0.016,-,-,-,-0.040,59.200,14.280
'46:54:30.000',0.000,-,-,-,-0.040,59.200,14.280
'46:54:30.008',0.000,-,-,-,-0.016,58.400,14.280
'46:54:30.016',0.000,-,-,-,-0.040,58.400,14.280
'46:54:30.024',0.000,-,-,-,-0.016,58.400,14.520
'46:54:30.032',0.016,-,-,-,-0.040,58.400,14.760
'46:54:30.040',0.000,-,-,-,-0.080,57.600,14.880
'46:54:30.048',0.000,-,-,-,-0.096,57.600,14.760
'46:54:30.056',-0.016,-,-,-,-0.080,57.600,14.280
'46:54:30.064',-0.032,-,-,-,-0.080,56.800,13.680
'46:54:30.072',-0.032,-,-,-,-0.080,56.800,13.080
'46:54:30.080',-0.032,-,-,-,-0.080,56.800,12.720
'46:54:30.088',-0.032,-,-,-,-0.080,56.800,12.360
'46:54:30.096',-0.032,-,-,-,-0.080,56.000,12.120
'46:54:30.104',-0.032,-,-,-,-0.080,56.000,12.000
'46:54:30.112',-0.032,-,-,-,-0.080,56.000,12.120
'46:54:30.120',-0.032,-,-,-,-0.080,56.000,12.360
'46:54:30.128',-0.032,-,-,-,-0.056,56.000,12.360
'46:54:30.136',-0.032,-,-,-,-0.056,55.200,12.360
'46:54:30.144',-0.032,-,-,-,-0.056,55.200,12.480
'46:54:30.152',-0.016,-,-,-,-0.056,55.200,12.480
'46:54:30.160',-0.032,-,-,-,-0.040,55.200,12.480
'46:54:30.168',-0.072,-,-,-,0.080,55.200,12.480
'46:54:30.176',-0.032,-,-,-,0.504,54.400,12.960
'46:54:30.184',0.176,-,-,-,0.936,54.400,13.080
'46:54:30.192',0.448,-,-,-,0.464,54.400,13.560
'46:54:30.200',0.208,-,-,-,-0.544,54.400,13.920
'46:54:30.208',0.072,-,-,-,-0.672,54.400,14.280
'46:54:30.216',0.112,-,-,-,-0.264,53.600,14.880
'46:54:30.224',0.072,-,-,-,0.000,53.600,15.120
'46:54:30.232',0.032,-,-,-,0.080,53.600,15.360
'46:54:30.240',0.032,-,-,-,0.080,53.600,15.480
'46:54:30.248',0.016,-,-,-,0.096,52.800,15.360
'46:54:30.256',0.000,-,-,-,0.120,52.800,14.880
'46:54:30.264',0.016,-,-,-,0.120,52.800,14.280
'46:54:30.272',0.000,-,-,-,0.120,52.000,13.560
'46:54:30.280',0.000,-,-,-,0.120,52.000,13.680
'46:54:30.288',0.000,-,-,-,0.120,52.000,15.120
'46:54:30.296',0.000,-,-,-,0.120,52.000,17.280
'46:54:30.304',0.000,-,-,-,0.120,52.000,19.920
'46:54:30.312',0.000,-,-,-,0.136,52.000,22.320
'46:54:30.320',0.016,-,-,-,0.136,52.000,24.480
'46:54:30.328',0.016,-,-,-,0.160,53.600,26.520
'46:54:30.336',0.016,-,-,-,0.160,56.000,28.320
'46:54:30.344',0.016,-,-,-,0.160,60.800,29.520
'46:54:30.352',0.016,-,-,-,0.176,68.000,30.360
'46:54:30.360',0.032,-,-,-,0.200,76.000,30.720
'46:54:30.368',0.032,-,-,-,0.224,84.000,30.720
'46:54:30.376',0.032,-,-,-,0.240,90.400,30.480
'46:54:30.384',0.032,-,-,-,0.264,96.000,30.120
'46:54:30.392',0.032,-,-,-,0.304,100.800,29.880
'46:54:30.400',0.056,-,-,-,0.320,104.000,30.120
'46:54:30.408',0.056,-,-,-,0.344,107.200,30.720
'46:54:30.416',0.056,-,-,-,0.384,109.600,31.080
'46:54:30.424',0.072,-,-,-,0.424,111.200,31.680
'46:54:30.432',0.072,-,-,-,0.464,111.200,32.160
'46:54:30.440',0.072,-,-,-,0.488,111.200,32.280
'46:54:30.448',0.072,-,-,-,0.504,110.400,32.520
'46:54:30.456',0.072,-,-,-,0.528,108.800,32.760
'46:54:30.464',0.112,-,-,-,0.528,108.000,32.520
'46:54:30.472',0.112,-,-,-,0.504,106.400,32.280
'46:54:30.480',0.112,-,-,-,0.488,104.800,32.160
'46:54:30.488',0.112,-,-,-,0.424,103.200,31.680
'46:54:30.496',0.112,-,-,-,0.384,101.600,31.080
'46:54:30.504',0.112,-,-,-,0.304,100.000,30.480
'46:54:30.512',0.072,-,-,-,0.224,98.400,30.120
'46:54:30.520',0.056,-,-,-,0.136,96.800,29.280
'46:54:30.528',0.032,-,-,-,0.056,94.400,28.680
'46:54:30.536',0.000,-,-,-,0.000,92.800,27.720
'46:54:30.544',0.000,-,-,-,-0.040,91.200,26.160
'46:54:30.552',-0.016,-,-,-,-0.096,88.800,24.480
'46:54:30.560',-0.032,-,-,-,-0.136,86.400,23.280
'46:54:30.568',-0.032,-,-,-,-0.136,84.000,22.680
'46:54:30.576',-0.032,-,-,-,-0.160,80.800,22.680
'46:54:30.584',-0.032,-,-,-,-0.160,78.400,22.560
'46:54:30.592',-0.032,-,-,-,-0.176,76.000,22.560
'46:54:30.600',-0.032,-,-,-,-0.176,74.400,22.680
'46:54:30.608',-0.032,-,-,-,-0.176,73.600,23.160
'46:54:30.616',-0.032,-,-,-,-0.176,73.600,23.760
'46:54:30.624',-0.032,-,-,-,-0.176,73.600,24.360
'46:54:30.632',-0.032,-,-,-,-0.176,73.600,24.480
'46:54:30.640',-0.032,-,-,-,-0.176,73.600,24.360
'46:54:30.648',-0.056,-,-,-,-0.176,73.600,23.520
'46:54:30.656',-0.032,-,-,-,-0.176,74.400,22.680
'46:54:30.664',-0.056,-,-,-,-0.176,75.200,21.720
'46:54:30.672',-0.032,-,-,-,-0.176,75.200,20.760
'46:54:30.680',-0.056,-,-,-,-0.176,75.200,19.920
'46:54:30.688',-0.056,-,-,-,-0.176,76.000,19.080
'46:54:30.696',-0.056,-,-,-,-0.176,76.000,18.480
'46:54:30.704',-0.056,-,-,-,-0.176,75.200,18.120
'46:54:30.712',-0.056,-,-,-,-0.176,75.200,17.880
'46:54:30.720',-0.056,-,-,-,-0.176,75.200,17.880
'46:54:30.728',-0.056,-,-,-,-0.176,75.200,17.880
'46:54:30.736',-0.072,-,-,-,-0.176,74.400,17.880
'46:54:30.744',-0.056,-,-,-,-0.176,74.400,18.120
'46:54:30.752',-0.072,-,-,-,-0.176,73.600,18.120
'46:54:30.760',-0.056,-,-,-,-0.176,72.800,17.880
'46:54:30.768',-0.056,-,-,-,-0.176,72.800,17.760
'46:54:30.776',-0.056,-,-,-,-0.176,72.000,17.280
'46:54:30.784',-0.056,-,-,-,-0.176,71.200,16.920
'46:54:30.792',-0.032,-,-,-,-0.176,70.400,16.560
'46:54:30.800',-0.056,-,-,-,-0.176,70.400,15.960
'46:54:30.808',-0.032,-,-,-,-0.160,69.600,15.360
'46:54:30.816',-0.032,-,-,-,-0.176,68.800,14.880
'46:54:30.824',-0.056,-,-,-,-0.160,68.800,14.520
'46:54:30.832',-0.032,-,-,-,-0.160,68.000,14.160
'46:54:30.840',-0.032,-,-,-,-0.160,68.000,13.920
'46:54:30.848',-0.032,-,-,-,-0.160,67.200,13.920
'46:54:30.856',-0.032,-,-,-,-0.136,66.400,13.680
'46:54:30.864',-0.032,-,-,-,-0.160,66.400,13.680
'46:54:30.872',-0.032,-,-,-,-0.136,65.600,13.680
'46:54:30.880',-0.032,-,-,-,-0.136,65.600,13.920
'46:54:30.888',-0.032,-,-,-,-0.136,64.800,13.920
'46:54:30.896',-0.032,-,-,-,-0.136,64.800,13.920
'46:54:30.904',-0.032,-,-,-,-0.136,64.000,13.680
'46:54:30.912',-0.032,-,-,-,-0.136,64.000,13.320
'46:54:30.920',-0.032,-,-,-,-0.136,63.200,12.960
'46:54:30.928',-0.032,-,-,-,-0.136,63.200,12.360
'46:54:30.936',-0.032,-,-,-,-0.136,63.200,12.120
'46:54:30.944',-0.032,-,-,-,-0.136,62.400,12.000
'46:54:30.952',-0.032,-,-,-,-0.120,62.400,12.120
'46:54:30.960',-0.032,-,-,-,-0.136,62.400,12.120
'46:54:30.968',-0.032,-,-,-,-0.120,61.600,12.120
'46:54:30.976',-0.032,-,-,-,-0.096,61.600,12.360
'46:54:30.984',-0.032,-,-,-,-0.096,61.600,12.120
'46:54:30.992',-0.032,-,-,-,-0.096,60.800,12.120
'46:54:31.000',-0.032,-,-,-,-0.096,60.800,12.000
'46:54:31.008',-0.032,-,-,-,-0.096,60.800,11.880
'46:54:31.016',-0.032,-,-,-,-0.096,60.800,11.640
'46:54:31.024',-0.016,-,-,-,-0.096,60.000,11.640
'46:54:31.032',-0.032,-,-,-,-0.096,60.000,11.400
'46:54:31.040',-0.032,-,-,-,-0.096,60.000,11.280
'46:54:31.048',-0.016,-,-,-,-0.096,59.200,11.040
'46:54:31.056',-0.032,-,-,-,-0.096,59.200,11.040
'46:54:31.064',-0.016,-,-,-,-0.080,59.200,11.040
'46:54:31.072',-0.032,-,-,-,-0.096,58.400,11.280
'46:54:31.080',-0.016,-,-,-,-0.056,58.400,11.280
'46:54:31.088',-0.016,-,-,-,-0.080,58.400,11.280
'46:54:31.096',0.000,-,-,-,-0.040,57.600,11.280
'46:54:31.104',0.000,-,-,-,-0.040,57.600,11.040
'46:54:31.112',0.000,-,-,-,-0.040,57.600,11.040
'46:54:31.120',0.000,-,-,-,-0.016,57.600,11.040
'46:54:31.128',0.016,-,-,-,-0.040,56.800,11.280
'46:54:31.136',0.000,-,-,-,-0.056,56.800,11.280
'46:54:31.144',0.000,-,-,-,-0.096,56.800,11.280
'46:54:31.152',0.000,-,-,-,-0.080,56.000,11.040
'46:54:31.160',-0.032,-,-,-,-0.080,56.000,10.680
'46:54:31.168',-0.032,-,-,-,-0.080,56.000,10.080
'46:54:31.176',-0.032,-,-,-,-0.080,56.000,9.480
'46:54:31.184',-0.032,-,-,-,-0.080,55.200,9.000
'46:54:31.192',-0.032,-,-,-,-0.080,55.200,8.640
'46:54:31.200',-0.032,-,-,-,-0.080,55.200,8.640
'46:54:31.208',-0.032,-,-,-,-0.080,55.200,8.880
'46:54:31.216',-0.016,-,-,-,-0.080,55.200,9.000
'46:54:31.224',-0.032,-,-,-,-0.056,54.400,9.600
'46:54:31.232',-0.016,-,-,-,-0.080,54.400,10.080
'46:54:31.240',-0.016,-,-,-,-0.056,54.400,10.440
'46:54:31.248',-0.032,-,-,-,-0.056,54.400,10.680
'46:54:31.256',-0.016,-,-,-,-0.040,54.400,10.800
'46:54:31.264',-0.032,-,-,-,0.000,53.600,10.800
'46:54:31.272',-0.072,-,-,-,0.240,53.600,10.680
'46:54:31.280',0.016,-,-,-,0.712,53.600,10.440
'46:54:31.288',0.328,-,-,-,0.976,53.600,10.080
'46:54:31.296',0.504,-,-,-,0.040,52.800,9.840
'46:54:31.304',0.152,-,-,-,-0.608,52.800,9.600
'46:54:31.312',0.112,-,-,-,-0.488,52.800,9.600
'46:54:31.320',0.136,-,-,-,-0.136,52.800,10.440
'46:54:31.328',0.032,-,-,-,0.040,52.800,11.400
'46:54:31.336',0.032,-,-,-,0.080,52.000,12.360
'46:54:31.344',0.032,-,-,-,0.080,52.000,12.720
'46:54:31.352',0.032,-,-,-,0.080,52.000,12.360
'46:54:31.360',0.016,-,-,-,0.080,52.000,11.280
'46:54:31.368',0.016,-,-,-,0.096,51.200,10.680
'46:54:31.376',0.016,-,-,-,0.080,51.200,10.800
'46:54:31.384',0.000,-,-,-,0.096,51.200,12.120
'46:54:31.392',0.016,-,-,-,0.120,51.200,14.520
'46:54:31.400',0.000,-,-,-,0.120,50.400,17.160
'46:54:31.408',0.016,-,-,-,0.120,50.400,19.920
'46:54:31.416',0.016,-,-,-,0.120,50.400,22.320
'46:54:31.424',0.032,-,-,-,0.136,51.200,24.360
'46:54:31.432',0.032,-,-,-,0.160,52.000,25.920
'46:54:31.440',0.016,-,-,-,0.136,53.600,27.120
'46:54:31.448',0.032,-,-,-,0.160,57.600,27.960
'46:54:31.456',0.032,-,-,-,0.176,64.000,28.320
'46:54:31.464',0.032,-,-,-,0.200,71.200,28.320
'46:54:31.472',0.032,-,-,-,0.224,79.200,27.960
'46:54:31.480',0.032,-,-,-,0.240,85.600,27.360
'46:54:31.488',0.032,-,-,-,0.264,91.200,26.880
'46:54:31.496',0.056,-,-,-,0.304,96.000,26.880
'46:54:31.504',0.056,-,-,-,0.320,99.200,27.120
'46:54:31.512',0.072,-,-,-,0.344,102.400,27.480
'46:54:31.520',0.072,-,-,-,0.384,104.800,28.080
'46:54:31.528',0.072,-,-,-,0.424,106.400,28.560
'46:54:31.536',0.072,-,-,-,0.448,106.400,28.920
'46:54:31.544',0.096,-,-,-,0.488,106.400,29.160
'46:54:31.552',0.096,-,-,-,0.488,105.600,29.160
'46:54:31.560',0.112,-,-,-,0.504,104.000,28.920
'46:54:31.568',0.112,-,-,-,0.504,102.400,28.680
'46:54:31.576',0.112,-,-,-,0.488,100.800,28.560
'46:54:31.584',0.112,-,-,-,0.488,99.200,28.320
'46:54:31.592',0.112,-,-,-,0.408,97.600,28.080
