'Elapsed time','I','II','V','MCL1','ABP'
'85:40:46.616',-,0.024,-,0.008,91.920
'85:40:46.624',-,0.024,-,0.008,89.520
'85:40:46.632',-,0.024,-,0.000,87.120
'85:40:46.640',-,0.008,-,0.000,84.720
'85:40:46.648',-,0.024,-,0.000,82.320
'85:40:46.656',-,0.008,-,0.000,80.760
'85:40:46.664',-,0.000,-,0.000,78.360
'85:40:46.672',-,0.000,-,-0.008,76.680
'85:40:46.680',-,0.000,-,0.000,75.120
'85:40:46.688',-,0.000,-,-0.008,73.560
'85:40:46.696',-,0.000,-,0.000,71.880
'85:40:46.704',-,0.000,-,-0.008,71.160
'85:40:46.712',-,0.000,-,0.000,70.320
'85:40:46.720',-,0.000,-,-0.016,70.320
'85:40:46.728',-,0.000,-,-0.008,70.320
'85:40:46.736',-,0.000,-,-0.016,69.480
'85:40:46.744',-,0.000,-,-0.016,70.320
'85:40:46.752',-,0.000,-,-0.016,70.320
'85:40:46.760',-,0.000,-,-0.008,70.320
'85:40:46.768',-,0.000,-,-0.016,71.160
'85:40:46.776',-,0.000,-,-0.016,71.880
'85:40:46.784',-,-0.008,-,-0.016,72.720
'85:40:46.792',-,0.000,-,-0.016,72.720
'85:40:46.800',-,-0.008,-,-0.024,73.560
'85:40:46.808',-,0.000,-,-0.016,74.280
'85:40:46.816',-,-0.008,-,-0.032,75.120
'85:40:46.824',-,0.000,-,-0.024,75.120
'85:40:46.832',-,-0.008,-,-0.016,75.960
'85:40:46.840',-,0.000,-,-0.024,75.960
'85:40:46.848',-,-0.008,-,-0.016,75.960
'85:40:46.856',-,-0.008,-,-0.032,75.960
'85:40:46.864',-,0.000,-,-0.016,75.960
'85:40:46.872',-,-0.008,-,-0.024,75.960
'85:40:46.880',-,0.000,-,-0.016,75.120
'85:40:46.888',-,-0.008,-,-0.024,75.120
'85:40:46.896',-,0.000,-,-0.016,75.120
'85:40:46.904',-,-0.008,-,-0.032,74.280
'85:40:46.912',-,0.000,-,-0.016,74.280
'85:40:46.920',-,-0.008,-,-0.024,73.560
'85:40:46.928',-,0.000,-,-0.016,72.720
'85:40:46.936',-,-0.008,-,-0.024,72.720
'85:40:46.944',-,0.000,-,-0.016,71.880
'85:40:46.952',-,-0.008,-,-0.024,71.160
'85:40:46.960',-,0.000,-,-0.016,71.160
'85:40:46.968',-,-0.008,-,-0.024,70.320
'85:40:46.976',-,0.000,-,-0.016,69.480
'85:40:46.984',-,0.000,-,-0.024,69.480
'85:40:46.992',-,0.000,-,-0.016,68.760
'85:40:47.000',-,0.000,-,-0.008,67.920
'85:40:47.008',-,0.024,-,-0.016,67.920
'85:40:47.016',-,0.024,-,0.016,67.080
'85:40:47.024',-,0.008,-,0.000,67.080
'85:40:47.032',-,0.024,-,-0.008,66.360
'85:40:47.040',-,0.008,-,-0.016,65.520
'85:40:47.048',-,0.024,-,-0.032,65.520
'85:40:47.056',-,0.024,-,-0.040,64.680
'85:40:47.064',-,0.008,-,-0.032,64.680
'85:40:47.072',-,0.000,-,-0.040,63.960
'85:40:47.080',-,0.000,-,-0.016,63.960
'85:40:47.088',-,-0.024,-,-0.024,63.120
'85:40:47.096',-,-0.024,-,-0.016,63.120
'85:40:47.104',-,-0.040,-,-0.032,63.120
'85:40:47.112',-,-0.024,-,-0.016,62.280
'85:40:47.120',-,-0.040,-,-0.024,62.280
'85:40:47.128',-,-0.024,-,-0.016,62.280
'85:40:47.136',-,-0.040,-,-0.016,62.280
'85:40:47.144',-,-0.024,-,0.000,61.560
'85:40:47.152',-,0.000,-,0.024,61.560
'85:40:47.160',-,0.008,-,0.024,61.560
'85:40:47.168',-,0.168,-,-0.032,61.560
'85:40:47.176',-,0.400,-,-0.224,61.560
'85:40:47.184',-,0.312,-,-0.264,61.560
'85:40:47.192',-,0.200,-,-0.200,61.560
'85:40:47.200',-,0.024,-,-0.208,61.560
'85:40:47.208',-,0.008,-,-0.056,61.560
'85:40:47.216',-,0.000,-,-0.016,61.560
'85:40:47.224',-,0.000,-,0.000,61.560
'85:40:47.232',-,-0.024,-,0.016,60.720
'85:40:47.240',-,-0.024,-,0.016,60.720
'85:40:47.248',-,-0.024,-,0.024,60.720
'85:40:47.256',-,-0.024,-,0.016,60.720
'85:40:47.264',-,-0.024,-,0.032,60.720
'85:40:47.272',-,-0.024,-,0.024,59.880
'85:40:47.280',-,-0.024,-,0.032,59.880
'85:40:47.288',-,-0.024,-,0.024,59.880
'85:40:47.296',-,-0.024,-,0.032,60.720
'85:40:47.304',-,-0.024,-,0.024,61.560
'85:40:47.312',-,-0.024,-,0.040,63.120
'85:40:47.320',-,-0.024,-,0.024,66.360
'85:40:47.328',-,-0.008,-,0.040,71.160
'85:40:47.336',-,-0.024,-,0.032,76.680
'85:40:47.344',-,0.000,-,0.040,83.160
'85:40:47.352',-,-0.008,-,0.032,88.680
'85:40:47.360',-,0.000,-,0.048,95.160
'85:40:47.368',-,0.000,-,0.048,101.520
'85:40:47.376',-,0.000,-,0.048,106.320
'85:40:47.384',-,0.008,-,0.048,111.120
'85:40:47.392',-,0.008,-,0.064,115.080
'85:40:47.400',-,0.024,-,0.056,118.320
'85:40:47.408',-,0.008,-,0.064,119.880
'85:40:47.416',-,0.024,-,0.048,119.160
'85:40:47.424',-,0.024,-,0.056,118.320
'85:40:47.432',-,0.024,-,0.048,115.920
'85:40:47.440',-,0.024,-,0.048,112.680
'85:40:47.448',-,0.024,-,0.040,110.280
'85:40:47.456',-,0.024,-,0.032,107.160
'85:40:47.464',-,0.024,-,0.024,103.920
'85:40:47.472',-,0.024,-,0.016,101.520
'85:40:47.480',-,0.024,-,0.016,99.120
'85:40:47.488',-,0.008,-,0.008,96.720
'85:40:47.496',-,0.008,-,0.000,93.480
'85:40:47.504',-,0.000,-,0.000,91.080
'85:40:47.512',-,0.000,-,0.000,89.520
'85:40:47.520',-,0.000,-,-0.008,87.120
'85:40:47.528',-,0.000,-,0.000,84.720
'85:40:47.536',-,0.000,-,-0.016,83.160
'85:40:47.544',-,0.000,-,-0.008,80.760
'85:40:47.552',-,-0.008,-,-0.016,79.080
'85:40:47.560',-,0.000,-,-0.016,77.520
'85:40:47.568',-,-0.008,-,-0.008,75.960
'85:40:47.576',-,0.000,-,-0.016,75.120
'85:40:47.584',-,-0.024,-,-0.016,73.560
'85:40:47.592',-,-0.008,-,-0.016,72.720
'85:40:47.600',-,-0.024,-,-0.016,72.720
'85:40:47.608',-,-0.008,-,-0.016,71.880
'85:40:47.616',-,-0.024,-,-0.016,71.880
'85:40:47.624',-,-0.024,-,-0.024,71.880
'85:40:47.632',-,-0.024,-,-0.016,71.880
'85:40:47.640',-,-0.024,-,-0.032,72.720
'85:40:47.648',-,-0.024,-,-0.024,72.720
'85:40:47.656',-,-0.024,-,-0.032,73.560
'85:40:47.664',-,-0.024,-,-0.024,74.280
'85:40:47.672',-,-0.024,-,-0.032,74.280
'85:40:47.680',-,-0.024,-,-0.024,75.120
'85:40:47.688',-,-0.024,-,-0.032,75.960
'85:40:47.696',-,-0.024,-,-0.032,76.680
'85:40:47.704',-,-0.024,-,-0.040,76.680
'85:40:47.712',-,-0.024,-,-0.016,77.520
'85:40:47.720',-,-0.024,-,-0.032,77.520
'85:40:47.728',-,-0.024,-,-0.016,77.520
'85:40:47.736',-,-0.024,-,-0.032,77.520
'85:40:47.744',-,-0.024,-,-0.016,77.520
'85:40:47.752',-,-0.024,-,-0.024,77.520
'85:40:47.760',-,-0.024,-,-0.016,77.520
'85:40:47.768',-,-0.024,-,-0.032,77.520
'85:40:47.776',-,-0.024,-,-0.016,76.680
'85:40:47.784',-,-0.024,-,-0.024,76.680
'85:40:47.792',-,-0.024,-,-0.016,75.960
'85:40:47.800',-,-0.024,-,-0.024,75.120
'85:40:47.808',-,-0.024,-,-0.016,75.120
'85:40:47.816',-,-0.024,-,-0.024,74.280
'85:40:47.824',-,-0.024,-,-0.016,74.280
'85:40:47.832',-,-0.024,-,-0.024,73.560
'85:40:47.840',-,-0.024,-,-0.016,72.720
'85:40:47.848',-,-0.024,-,-0.016,72.720
'85:40:47.856',-,-0.024,-,-0.024,71.880
'85:40:47.864',-,-0.024,-,-0.016,71.160
'85:40:47.872',-,-0.024,-,-0.024,71.160
'85:40:47.880',-,0.000,-,-0.008,70.320
'85:40:47.888',-,0.008,-,0.000,69.480
'85:40:47.896',-,0.000,-,0.008,69.480
'85:40:47.904',-,0.000,-,-0.008,68.760
'85:40:47.912',-,0.000,-,0.000,67.920
'85:40:47.920',-,0.000,-,-0.024,67.920
'85:40:47.928',-,0.000,-,-0.040,67.080
'85:40:47.936',-,0.008,-,-0.032,67.080
'85:40:47.944',-,0.000,-,-0.032,66.360
'85:40:47.952',-,0.000,-,-0.016,66.360
'85:40:47.960',-,-0.024,-,-0.024,66.360
'85:40:47.968',-,-0.040,-,-0.032,65.520
'85:40:47.976',-,-0.056,-,-0.040,65.520
'85:40:47.984',-,-0.040,-,-0.032,65.520
'85:40:47.992',-,-0.056,-,-0.032,64.680
'85:40:48.000',-,-0.040,-,-0.024,63.960
'85:40:48.008',-,-0.040,-,-0.016,63.960
'85:40:48.016',-,-0.040,-,-0.024,63.960
'85:40:48.024',-,-0.024,-,0.000,63.120
'85:40:48.032',-,-0.008,-,0.016,63.960
'85:40:48.040',-,0.008,-,0.032,63.960
'85:40:48.048',-,0.200,-,0.040,63.120
'85:40:48.056',-,0.416,-,-0.232,63.120
'85:40:48.064',-,0.296,-,-0.248,63.120
'85:40:48.072',-,0.168,-,-0.224,63.120
'85:40:48.080',-,0.008,-,-0.160,63.120
'85:40:48.088',-,0.000,-,-0.056,63.120
'85:40:48.096',-,0.000,-,-0.016,63.120
'85:40:48.104',-,-0.024,-,0.000,62.280
'85:40:48.112',-,-0.024,-,0.008,62.280
'85:40:48.120',-,-0.024,-,0.000,62.280
'85:40:48.128',-,-0.024,-,0.016,61.560
'85:40:48.136',-,-0.024,-,0.016,61.560
'85:40:48.144',-,-0.024,-,0.024,61.560
'85:40:48.152',-,-0.024,-,0.016,61.560
'85:40:48.160',-,-0.024,-,0.032,61.560
'85:40:48.168',-,-0.024,-,0.024,61.560
'85:40:48.176',-,-0.024,-,0.032,61.560
'85:40:48.184',-,-0.024,-,0.016,62.280
'85:40:48.192',-,-0.024,-,0.024,63.960
'85:40:48.200',-,-0.024,-,0.032,67.080
'85:40:48.208',-,-0.024,-,0.024,71.880
'85:40:48.216',-,-0.024,-,0.040,77.520
'85:40:48.224',-,-0.008,-,0.032,83.880
'85:40:48.232',-,-0.008,-,0.040,90.360
'85:40:48.240',-,0.000,-,0.048,96.720
'85:40:48.248',-,0.000,-,0.048,102.360
'85:40:48.256',-,0.000,-,0.056,107.880
'85:40:48.264',-,0.000,-,0.064,112.680
'85:40:48.272',-,0.008,-,0.072,116.760
'85:40:48.280',-,0.008,-,0.080,119.880
'85:40:48.288',-,0.024,-,0.072,120.720
'85:40:48.296',-,0.024,-,0.080,120.720
'85:40:48.304',-,0.024,-,0.072,119.160
'85:40:48.312',-,0.024,-,0.064,116.760
'85:40:48.320',-,0.024,-,0.056,114.360
'85:40:48.328',-,0.024,-,0.064,111.120
'85:40:48.336',-,0.008,-,0.048,108.720
'85:40:48.344',-,0.024,-,0.040,105.480
'85:40:48.352',-,0.008,-,0.032,103.080
'85:40:48.360',-,0.024,-,0.024,99.960
'85:40:48.368',-,0.008,-,0.016,97.560
'85:40:48.376',-,0.000,-,0.016,95.160
'85:40:48.384',-,0.000,-,0.008,92.760
'85:40:48.392',-,0.000,-,0.016,90.360
'85:40:48.400',-,0.000,-,0.000,88.680
'85:40:48.408',-,0.000,-,0.000,86.280
'85:40:48.416',-,-0.008,-,0.000,83.880
'85:40:48.424',-,0.000,-,0.000,81.480
'85:40:48.432',-,-0.008,-,0.000,79.920
'85:40:48.440',-,-0.008,-,0.000,78.360
'85:40:48.448',-,-0.024,-,0.000,76.680
'85:40:48.456',-,-0.008,-,0.000,75.120
'85:40:48.464',-,-0.024,-,-0.008,74.280
'85:40:48.472',-,-0.008,-,-0.008,72.720
'85:40:48.480',-,-0.024,-,0.000,72.720
'85:40:48.488',-,-0.024,-,-0.008,71.880
'85:40:48.496',-,-0.024,-,-0.008,71.880
'85:40:48.504',-,-0.024,-,-0.016,71.880
'85:40:48.512',-,-0.024,-,-0.016,71.880
'85:40:48.520',-,-0.024,-,-0.016,72.720
'85:40:48.528',-,-0.024,-,-0.016,72.720
'85:40:48.536',-,-0.024,-,-0.016,73.560
'85:40:48.544',-,-0.024,-,-0.016,74.280
'85:40:48.552',-,-0.040,-,-0.024,75.120
'85:40:48.560',-,-0.024,-,-0.016,75.960
'85:40:48.568',-,-0.040,-,-0.024,75.960
'85:40:48.576',-,-0.024,-,-0.016,76.680
'85:40:48.584',-,-0.040,-,-0.024,77.520
'85:40:48.592',-,-0.024,-,-0.016,77.520
'85:40:48.600',-,-0.040,-,-0.024,78.360
'85:40:48.608',-,-0.024,-,-0.016,78.360
'85:40:48.616',-,-0.040,-,-0.016,78.360
'85:40:48.624',-,-0.024,-,-0.024,78.360
'85:40:48.632',-,-0.040,-,-0.016,78.360
'85:40:48.640',-,-0.024,-,-0.024,78.360
'85:40:48.648',-,-0.040,-,-0.016,77.520
'85:40:48.656',-,-0.024,-,-0.016,77.520
'85:40:48.664',-,-0.040,-,-0.016,76.680
'85:40:48.672',-,-0.024,-,-0.016,75.960
'85:40:48.680',-,-0.040,-,-0.016,75.960
'85:40:48.688',-,-0.024,-,-0.016,75.120
'85:40:48.696',-,-0.040,-,-0.016,74.280
'85:40:48.704',-,-0.024,-,-0.016,74.280
'85:40:48.712',-,-0.040,-,-0.016,73.560
'85:40:48.720',-,-0.024,-,-0.016,72.720
'85:40:48.728',-,-0.024,-,-0.016,71.880
'85:40:48.736',-,-0.040,-,-0.016,71.880
'85:40:48.744',-,-0.024,-,-0.016,71.160
'85:40:48.752',-,-0.024,-,-0.016,70.320
'85:40:48.760',-,-0.024,-,-0.016,70.320
'85:40:48.768',-,0.000,-,0.008,69.480
'85:40:48.776',-,0.008,-,0.016,68.760
'85:40:48.784',-,0.000,-,0.000,68.760
'85:40:48.792',-,0.000,-,0.000,67.920
'85:40:48.800',-,0.000,-,-0.016,67.920
'85:40:48.808',-,0.000,-,-0.016,67.080
'85:40:48.816',-,0.000,-,-0.032,67.080
'85:40:48.824',-,0.000,-,-0.024,66.360
'85:40:48.832',-,0.000,-,-0.024,65.520
'85:40:48.840',-,-0.008,-,-0.016,65.520
'85:40:48.848',-,-0.040,-,-0.024,65.520
'85:40:48.856',-,-0.072,-,-0.032,64.680
'85:40:48.864',-,-0.056,-,-0.024,64.680
'85:40:48.872',-,-0.072,-,-0.024,63.960
'85:40:48.880',-,-0.056,-,-0.016,63.960
'85:40:48.888',-,-0.072,-,-0.016,63.960
'85:40:48.896',-,-0.040,-,-0.016,63.120
'85:40:48.904',-,-0.056,-,-0.016,63.120
'85:40:48.912',-,-0.024,-,0.024,63.120
'85:40:48.920',-,0.000,-,0.032,63.120
'85:40:48.928',-,0.056,-,0.040,63.120
'85:40:48.936',-,0.336,-,-0.144,63.120
'85:40:48.944',-,0.368,-,-0.240,63.120
'85:40:48.952',-,0.216,-,-0.200,63.120
'85:40:48.960',-,0.040,-,-0.208,63.120
'85:40:48.968',-,0.000,-,-0.096,63.120
'85:40:48.976',-,0.000,-,-0.016,62.280
'85:40:48.984',-,-0.024,-,0.000,62.280
'85:40:48.992',-,-0.024,-,0.016,62.280
'85:40:49.000',-,-0.024,-,0.016,62.280
'85:40:49.008',-,-0.040,-,0.016,62.280
'85:40:49.016',-,-0.024,-,0.024,61.560
'85:40:49.024',-,-0.040,-,0.016,61.560
'85:40:49.032',-,-0.024,-,0.032,61.560
'85:40:49.040',-,-0.040,-,0.024,61.560
'85:40:49.048',-,-0.024,-,0.032,60.720
'85:40:49.056',-,-0.040,-,0.024,61.560
'85:40:49.064',-,-0.024,-,0.032,61.560
'85:40:49.072',-,-0.024,-,0.024,63.120
'85:40:49.080',-,-0.024,-,0.032,65.520
'85:40:49.088',-,-0.024,-,0.024,68.760
'85:40:49.096',-,-0.024,-,0.032,74.280
'85:40:49.104',-,-0.024,-,0.040,79.920
'85:40:49.112',-,-0.024,-,0.040,86.280
'85:40:49.120',-,-0.008,-,0.048,92.760
'85:40:49.128',-,0.000,-,0.048,98.280
'85:40:49.136',-,0.000,-,0.048,103.920
'85:40:49.144',-,0.000,-,0.056,108.720
'85:40:49.152',-,0.000,-,0.064,113.520
'85:40:49.160',-,0.008,-,0.072,116.760
'85:40:49.168',-,0.008,-,0.056,119.160
'85:40:49.176',-,0.024,-,0.072,119.880
'85:40:49.184',-,0.008,-,0.064,119.160
'85:40:49.192',-,0.024,-,0.064,116.760
'85:40:49.200',-,0.008,-,0.048,114.360
'85:40:49.208',-,0.024,-,0.056,111.120
'85:40:49.216',-,0.008,-,0.048,107.880
'85:40:49.224',-,0.024,-,0.048,104.760
'85:40:49.232',-,0.008,-,0.040,101.520
'85:40:49.240',-,0.008,-,0.032,99.120
'85:40:49.248',-,0.008,-,0.024,96.720
'85:40:49.256',-,0.000,-,0.016,93.480
'85:40:49.264',-,0.000,-,0.016,91.080
'85:40:49.272',-,0.000,-,0.008,88.680
'85:40:49.280',-,0.000,-,0.016,86.280
'85:40:49.288',-,-0.008,-,0.000,83.880
'85:40:49.296',-,0.000,-,0.008,82.320
'85:40:49.304',-,-0.024,-,0.000,79.920
'85:40:49.312',-,-0.024,-,0.000,78.360
'85:40:49.320',-,-0.024,-,0.000,75.960
'85:40:49.328',-,-0.024,-,0.000,75.120
'85:40:49.336',-,-0.024,-,-0.008,73.560
'85:40:49.344',-,-0.024,-,0.000,72.720
'85:40:49.352',-,-0.024,-,-0.008,71.880
'85:40:49.360',-,-0.024,-,0.000,71.160
'85:40:49.368',-,-0.024,-,-0.008,70.320
'85:40:49.376',-,-0.024,-,-0.008,70.320
'85:40:49.384',-,-0.040,-,-0.016,70.320
'85:40:49.392',-,-0.024,-,-0.008,71.160
'85:40:49.400',-,-0.040,-,-0.016,71.160
'85:40:49.408',-,-0.040,-,-0.016,71.880
'85:40:49.416',-,-0.024,-,-0.016,72.720
'85:40:49.424',-,-0.040,-,-0.016,72.720
'85:40:49.432',-,-0.040,-,-0.016,73.560
'85:40:49.440',-,-0.024,-,-0.008,74.280
'85:40:49.448',-,-0.040,-,-0.016,75.120
'85:40:49.456',-,-0.040,-,-0.016,75.120
'85:40:49.464',-,-0.024,-,-0.016,75.960
'85:40:49.472',-,-0.040,-,-0.016,76.680
'85:40:49.480',-,-0.040,-,-0.016,76.680
'85:40:49.488',-,-0.040,-,-0.024,76.680
'85:40:49.496',-,-0.040,-,-0.016,76.680
'85:40:49.504',-,-0.040,-,-0.016,76.680
'85:40:49.512',-,-0.024,-,-0.016,76.680
'85:40:49.520',-,-0.040,-,-0.016,76.680
'85:40:49.528',-,-0.024,-,-0.016,76.680
'85:40:49.536',-,-0.040,-,-0.016,75.960
'85:40:49.544',-,-0.024,-,-0.008,75.960
'85:40:49.552',-,-0.040,-,-0.016,75.120
'85:40:49.560',-,-0.024,-,-0.016,75.120
'85:40:49.568',-,-0.040,-,-0.016,74.280
'85:40:49.576',-,-0.024,-,-0.016,74.280
'85:40:49.584',-,-0.024,-,-0.016,73.560
'85:40:49.592',-,-0.040,-,-0.016,72.720
'85:40:49.600',-,-0.024,-,-0.016,71.880
'85:40:49.608',-,-0.024,-,-0.008,71.880
'85:40:49.616',-,-0.024,-,-0.016,71.160
'85:40:49.624',-,-0.024,-,-0.016,70.320
'85:40:49.632',-,-0.024,-,-0.008,70.320
'85:40:49.640',-,0.000,-,-0.016,69.480
'85:40:49.648',-,0.000,-,0.008,68.760
'85:40:49.656',-,0.008,-,0.016,68.760
'85:40:49.664',-,0.000,-,0.008,67.920
'85:40:49.672',-,0.008,-,0.000,67.920
'85:40:49.680',-,0.000,-,-0.008,67.080
'85:40:49.688',-,0.000,-,-0.024,67.080
'85:40:49.696',-,0.008,-,-0.016,66.360
'85:40:49.704',-,0.000,-,-0.024,65.520
'85:40:49.712',-,0.000,-,-0.016,65.520
'85:40:49.720',-,-0.008,-,-0.016,64.680
'85:40:49.728',-,-0.024,-,-0.016,64.680
'85:40:49.736',-,-0.056,-,-0.024,63.960
'85:40:49.744',-,-0.040,-,-0.016,63.960
'85:40:49.752',-,-0.056,-,-0.024,63.960
'85:40:49.760',-,-0.040,-,-0.008,63.120
'85:40:49.768',-,-0.040,-,-0.016,63.120
'85:40:49.776',-,-0.040,-,-0.008,63.120
'85:40:49.784',-,-0.024,-,-0.016,62.280
'85:40:49.792',-,-0.024,-,0.040,62.280
'85:40:49.800',-,0.000,-,0.016,62.280
'85:40:49.808',-,0.072,-,0.024,62.280
'85:40:49.816',-,0.352,-,-0.168,62.280
'85:40:49.824',-,0.368,-,-0.248,62.280
'85:40:49.832',-,0.216,-,-0.168,62.280
'85:40:49.840',-,0.040,-,-0.208,62.280
'85:40:49.848',-,0.000,-,-0.096,62.280
'85:40:49.856',-,0.000,-,-0.016,62.280
'85:40:49.864',-,-0.008,-,0.000,62.280
'85:40:49.872',-,-0.024,-,0.016,61.560
'85:40:49.880',-,-0.024,-,0.016,61.560
'85:40:49.888',-,-0.024,-,0.016,61.560
'85:40:49.896',-,-0.024,-,0.024,61.560
'85:40:49.904',-,-0.024,-,0.016,60.720
'85:40:49.912',-,-0.024,-,0.032,60.720
'85:40:49.920',-,-0.024,-,0.024,60.720
'85:40:49.928',-,-0.008,-,0.032,60.720
'85:40:49.936',-,-0.024,-,0.024,60.720
'85:40:49.944',-,-0.024,-,0.032,61.560
'85:40:49.952',-,-0.024,-,0.024,62.280
'85:40:49.960',-,-0.008,-,0.040,64.680
'85:40:49.968',-,-0.024,-,0.032,68.760
'85:40:49.976',-,-0.008,-,0.032,74.280
'85:40:49.984',-,0.000,-,0.032,79.920
'85:40:49.992',-,0.000,-,0.048,86.280
'85:40:50.000',-,0.000,-,0.040,92.760
'85:40:50.008',-,0.000,-,0.048,98.280
'85:40:50.016',-,0.008,-,0.048,103.920
'85:40:50.024',-,0.000,-,0.056,109.560
'85:40:50.032',-,0.008,-,0.056,113.520
'85:40:50.040',-,0.024,-,0.048,116.760
'85:40:50.048',-,0.024,-,0.064,119.160
'85:40:50.056',-,0.040,-,0.064,119.880
'85:40:50.064',-,0.024,-,0.064,118.320
'85:40:50.072',-,0.040,-,0.056,116.760
'85:40:50.080',-,0.024,-,0.048,113.520
'85:40:50.088',-,0.040,-,0.048,110.280
'85:40:50.096',-,0.024,-,0.048,107.160
'85:40:50.104',-,0.024,-,0.032,103.920
'85:40:50.112',-,0.024,-,0.024,101.520
'85:40:50.120',-,0.024,-,0.016,98.280
'85:40:50.128',-,0.024,-,0.016,95.880
'85:40:50.136',-,0.008,-,0.000,93.480
'85:40:50.144',-,0.008,-,0.008,91.080
'85:40:50.152',-,0.000,-,0.000,88.680
'85:40:50.160',-,0.000,-,0.000,86.280
'85:40:50.168',-,0.000,-,-0.008,83.880
'85:40:50.176',-,0.000,-,0.000,81.480
'85:40:50.184',-,0.000,-,0.000,79.080
'85:40:50.192',-,0.000,-,-0.008,77.520
'85:40:50.200',-,-0.008,-,0.000,75.960
'85:40:50.208',-,0.000,-,-0.016,74.280
'85:40:50.216',-,-0.008,-,-0.008,72.720
'85:40:50.224',-,0.000,-,-0.016,71.880
'85:40:50.232',-,-0.024,-,-0.008,71.160
'85:40:50.240',-,-0.008,-,-0.016,71.160
'85:40:50.248',-,-0.008,-,-0.008,70.320
'85:40:50.256',-,-0.024,-,-0.016,70.320
'85:40:50.264',-,-0.008,-,-0.016,70.320
'85:40:50.272',-,-0.024,-,-0.016,71.160
'85:40:50.280',-,-0.008,-,-0.008,71.160
'85:40:50.288',-,-0.024,-,-0.016,71.880
'85:40:50.296',-,-0.024,-,-0.016,72.720
'85:40:50.304',-,-0.024,-,-0.016,73.560
'85:40:50.312',-,-0.024,-,-0.016,74.280
'85:40:50.320',-,-0.024,-,-0.016,75.120
'85:40:50.328',-,-0.024,-,-0.016,75.120
'85:40:50.336',-,-0.024,-,-0.024,75.960
'85:40:50.344',-,-0.024,-,-0.016,76.680
'85:40:50.352',-,-0.024,-,-0.024,76.680
'85:40:50.360',-,-0.024,-,-0.016,77.520
'85:40:50.368',-,-0.024,-,-0.024,77.520
'85:40:50.376',-,-0.024,-,-0.016,77.520
'85:40:50.384',-,-0.024,-,-0.024,77.520
'85:40:50.392',-,-0.024,-,-0.016,77.520
'85:40:50.400',-,-0.024,-,-0.016,76.680
'85:40:50.408',-,-0.024,-,-0.016,76.680
'85:40:50.416',-,-0.024,-,-0.016,76.680
'85:40:50.424',-,-0.024,-,-0.016,75.960
'85:40:50.432',-,-0.024,-,-0.016,75.120
'85:40:50.440',-,-0.024,-,-0.016,75.120
'85:40:50.448',-,-0.024,-,-0.016,74.280
'85:40:50.456',-,-0.024,-,-0.024,74.280
'85:40:50.464',-,-0.024,-,-0.016,73.560
'85:40:50.472',-,-0.024,-,-0.016,72.720
'85:40:50.480',-,-0.024,-,-0.016,71.880
'85:40:50.488',-,-0.024,-,-0.016,71.880
'85:40:50.496',-,-0.008,-,-0.016,71.160
'85:40:50.504',-,-0.024,-,-0.016,70.320
'85:40:50.512',-,-0.008,-,-0.016,70.320
'85:40:50.520',-,0.000,-,-0.008,69.480
'85:40:50.528',-,0.024,-,0.016,69.480
'85:40:50.536',-,0.008,-,0.008,68.760
'85:40:50.544',-,0.000,-,0.000,67.920
'85:40:50.552',-,0.008,-,0.000,67.920
'85:40:50.560',-,0.008,-,-0.016,67.080
'85:40:50.568',-,0.008,-,-0.024,67.080
'85:40:50.576',-,0.024,-,-0.016,66.360
'85:40:50.584',-,0.000,-,-0.032,65.520
'85:40:50.592',-,0.000,-,-0.016,65.520
'85:40:50.600',-,0.000,-,-0.016,64.680
'85:40:50.608',-,-0.024,-,-0.024,64.680
'85:40:50.616',-,-0.040,-,-0.032,63.960
'85:40:50.624',-,-0.024,-,-0.016,63.960
'85:40:50.632',-,-0.040,-,-0.024,63.960
'85:40:50.640',-,-0.024,-,-0.016,63.120
'85:40:50.648',-,-0.040,-,-0.024,63.120
'85:40:50.656',-,-0.024,-,-0.016,63.120
'85:40:50.664',-,-0.024,-,0.000,62.280
'85:40:50.672',-,0.000,-,0.032,62.280
'85:40:50.680',-,0.008,-,0.016,62.280
'85:40:50.688',-,0.000,-,-0.040,62.280
'85:40:50.696',-,0.384,-,-0.232,62.280
'85:40:50.704',-,0.312,-,-0.264,62.280
'85:40:50.712',-,0.184,-,-0.184,62.280
'85:40:50.720',-,0.008,-,-0.208,62.280
'85:40:50.728',-,0.000,-,-0.064,62.280
'85:40:50.736',-,0.000,-,-0.016,62.280
'85:40:50.744',-,-0.008,-,0.000,62.280
'85:40:50.752',-,-0.024,-,0.016,61.560
'85:40:50.760',-,-0.008,-,0.016,61.560
'85:40:50.768',-,-0.024,-,0.016,61.560
'85:40:50.776',-,-0.024,-,0.016,61.560
'85:40:50.784',-,-0.008,-,0.024,60.720
'85:40:50.792',-,-0.024,-,0.016,60.720
'85:40:50.800',-,-0.024,-,0.024,60.720
'85:40:50.808',-,-0.024,-,0.024,60.720
'85:40:50.816',-,-0.008,-,0.016,60.720
'85:40:50.824',-,-0.024,-,0.024,61.560
'85:40:50.832',-,-0.008,-,0.024,63.120
'85:40:50.840',-,-0.008,-,0.024,66.360
'85:40:50.848',-,0.000,-,0.032,70.320
'85:40:50.856',-,-0.024,-,0.024,75.960
'85:40:50.864',-,0.000,-,0.032,82.320
'85:40:50.872',-,0.000,-,0.040,88.680
'85:40:50.880',-,0.000,-,0.040,95.160
