'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'84:27:51.784',-0.008,-,-,-,-,-
'84:27:51.792',0.000,-,-,-,-,-
'84:27:51.800',-0.016,-,-,-,-,-
'84:27:51.808',0.008,-,-,-,-,-
'84:27:51.816',0.000,-,-,-,-,-
'84:27:51.824',0.008,-,-,-,-,-
'84:27:51.832',-0.008,-,-,-,-,-
'84:27:51.840',0.000,-,-,-,-,-
'84:27:51.848',0.008,-,-,-,-,-
'84:27:51.856',-0.008,-,-,-,-,-
'84:27:51.864',0.000,-,-,-,-,-
'84:27:51.872',-0.040,-,-,-,-,-
'84:27:51.880',-0.016,-,-,-,-,-
'84:27:51.888',0.000,-,-,-,-,-
'84:27:51.896',-0.008,-,-,-,-,-
'84:27:51.904',-0.024,-,-,-,-,-
'84:27:51.912',-0.008,-,-,-,-,-
'84:27:51.920',-0.024,-,-,-,-,-
'84:27:51.928',-0.016,-,-,-,-,-
'84:27:51.936',-0.032,-,-,-,-,-
'84:27:51.944',-0.016,-,-,-,-,-
'84:27:51.952',-0.024,-,-,-,-,-
'84:27:51.960',-0.016,-,-,-,-,-
'84:27:51.968',-0.040,-,-,-,-,-
'84:27:51.976',-0.008,-,-,-,-,-
'84:27:51.984',-0.048,-,-,-,-,-
'84:27:51.992',-0.016,-,-,-,-,-
'84:27:52.000',0.000,-,-,-,-,-
'84:27:52.008',0.000,-,-,-,-,-
'84:27:52.016',0.016,-,-,-,-,-
'84:27:52.024',0.056,-,-,-,-,-
'84:27:52.032',0.040,-,-,-,-,-
'84:27:52.040',0.024,-,-,-,-,-
'84:27:52.048',0.032,-,-,-,-,-
'84:27:52.056',0.024,-,-,-,-,-
'84:27:52.064',0.000,-,-,-,-,-
'84:27:52.072',-0.024,-,-,-,-,-
'84:27:52.080',-0.048,-,-,-,-,-
'84:27:52.088',-0.040,-,-,-,-,-
'84:27:52.096',-0.032,-,-,-,-,-
'84:27:52.104',-0.048,-,-,-,-,-
'84:27:52.112',-0.008,-,-,-,-,-
'84:27:52.120',0.064,-,-,-,-,-
'84:27:52.128',0.136,-,-,-,-,-
'84:27:52.136',0.152,-,-,-,-,-
'84:27:52.144',0.088,-,-,-,-,-
'84:27:52.152',-0.016,-,-,-,-,-
'84:27:52.160',-0.096,-,-,-,-,-
'84:27:52.168',-0.168,-,-,-,-,-
'84:27:52.176',-0.208,-,-,-,-,-
'84:27:52.184',-0.160,-,-,-,-,-
'84:27:52.192',-0.064,-,-,-,-,-
'84:27:52.200',-0.040,-,-,-,-,-
'84:27:52.208',-0.024,-,-,-,-,-
'84:27:52.216',-0.048,-,-,-,-,-
'84:27:52.224',-0.032,-,-,-,-,-
'84:27:52.232',-0.048,-,-,-,-,-
'84:27:52.240',-0.032,-,-,-,-,-
'84:27:52.248',-0.040,-,-,-,-,-
'84:27:52.256',-0.008,-,-,-,-,-
'84:27:52.264',-0.024,-,-,-,-,-
'84:27:52.272',-0.016,-,-,-,-,-
'84:27:52.280',-0.040,-,-,-,-,-
'84:27:52.288',-0.016,-,-,-,-,-
'84:27:52.296',-0.008,-,-,-,-,-
'84:27:52.304',-0.032,-,-,-,-,-
'84:27:52.312',0.000,-,-,-,-,-
'84:27:52.320',-0.024,-,-,-,-,-
'84:27:52.328',0.008,-,-,-,-,-
'84:27:52.336',0.024,-,-,-,-,-
'84:27:52.344',-0.016,-,-,-,-,-
'84:27:52.352',-0.024,-,-,-,-,-
'84:27:52.360',-0.008,-,-,-,-,-
'84:27:52.368',-0.048,-,-,-,-,-
'84:27:52.376',-0.024,-,-,-,-,-
'84:27:52.384',-0.040,-,-,-,-,-
'84:27:52.392',0.000,-,-,-,-,-
'84:27:52.400',0.016,-,-,-,-,-
'84:27:52.408',0.008,-,-,-,-,-
'84:27:52.416',0.000,-,-,-,-,-
'84:27:52.424',0.040,-,-,-,-,-
'84:27:52.432',0.064,-,-,-,-,-
'84:27:52.440',0.088,-,-,-,-,-
'84:27:52.448',0.088,-,-,-,-,-
'84:27:52.456',0.184,-,-,-,-,-
'84:27:52.464',0.056,-,-,-,-,-
'84:27:52.472',0.104,-,-,-,-,-
'84:27:52.480',0.008,-,-,-,-,-
'84:27:52.488',-0.048,-,-,-,-,-
'84:27:52.496',-0.016,-,-,-,-,-
'84:27:52.504',0.024,-,-,-,-,-
'84:27:52.512',-0.016,-,-,-,-,-
'84:27:52.520',-0.064,-,-,-,-,-
'84:27:52.528',-0.040,-,-,-,-,-
'84:27:52.536',-0.016,-,-,-,-,-
'84:27:52.544',0.000,-,-,-,-,-
'84:27:52.552',-0.048,-,-,-,-,-
'84:27:52.560',-0.040,-,-,-,-,-
'84:27:52.568',-0.024,-,-,-,-,-
'84:27:52.576',0.024,-,-,-,-,-
'84:27:52.584',0.120,-,-,-,-,-
'84:27:52.592',-0.040,-,-,-,-,-
'84:27:52.600',-0.064,-,-,-,-,-
'84:27:52.608',-0.008,-,-,-,-,-
'84:27:52.616',-0.152,-,-,-,-,-
'84:27:52.624',-0.112,-,-,-,-,-
'84:27:52.632',-0.096,-,-,-,-,-
'84:27:52.640',-0.056,-,-,-,-,-
'84:27:52.648',-0.040,-,-,-,-,-
'84:27:52.656',-0.072,-,-,-,-,-
'84:27:52.664',-0.096,-,-,-,-,-
'84:27:52.672',-0.096,-,-,-,-,-
'84:27:52.680',-0.088,-,-,-,-,-
'84:27:52.688',-0.096,-,-,-,-,-
'84:27:52.696',-0.072,-,-,-,-,-
'84:27:52.704',-0.064,-,-,-,-,-
'84:27:52.712',-0.128,-,-,-,-,-
'84:27:52.720',-0.152,-,-,-,-,-
'84:27:52.728',-0.104,-,-,-,-,-
'84:27:52.736',-0.128,-,-,-,-,-
'84:27:52.744',-0.128,-,-,-,-,-
'84:27:52.752',-0.128,-,-,-,-,-
'84:27:52.760',-0.152,-,-,-,-,-
'84:27:52.768',-0.144,-,-,-,-,-
'84:27:52.776',-0.184,-,-,-,-,-
'84:27:52.784',-0.192,-,-,-,-,-
'84:27:52.792',-0.144,-,-,-,-,-
'84:27:52.800',-0.152,-,-,-,-,-
'84:27:52.808',-0.104,-,-,-,-,-
'84:27:52.816',-0.088,-,-,-,-,-
'84:27:52.824',-0.056,-,-,-,-,-
'84:27:52.832',-0.072,-,-,-,-,-
'84:27:52.840',-0.064,-,-,-,-,-
'84:27:52.848',-0.104,-,-,-,-,-
'84:27:52.856',-0.032,-,-,-,-,-
'84:27:52.864',-0.136,-,-,-,-,-
'84:27:52.872',-0.160,-,-,-,-,-
'84:27:52.880',-0.064,-,-,-,-,-
'84:27:52.888',-0.032,-,-,-,-,-
'84:27:52.896',0.064,-,-,-,-,-
'84:27:52.904',0.120,-,-,-,-,-
'84:27:52.912',0.200,-,-,-,-,-
'84:27:52.920',0.136,-,-,-,-,-
'84:27:52.928',-0.024,-,-,-,-,-
'84:27:52.936',-0.096,-,-,-,-,-
'84:27:52.944',-0.144,-,-,-,-,-
'84:27:52.952',-0.088,-,-,-,-,-
'84:27:52.960',-0.264,-,-,-,-,-
'84:27:52.968',-0.288,-,-,-,-,-
'84:27:52.976',-0.056,-,-,-,-,-
'84:27:52.984',-0.048,-,-,-,-,-
'84:27:52.992',-0.144,-,-,-,-,-
'84:27:53.000',-0.128,-,-,-,-,-
'84:27:53.008',-0.072,-,-,-,-,-
'84:27:53.016',-0.056,-,-,-,-,-
'84:27:53.024',-0.136,-,-,-,-,-
'84:27:53.032',-0.144,-,-,-,-,-
'84:27:53.040',-0.112,-,-,-,-,-
'84:27:53.048',-0.168,-,-,-,-,-
'84:27:53.056',-0.176,-,-,-,-,-
'84:27:53.064',-0.144,-,-,-,-,-
'84:27:53.072',-0.160,-,-,-,-,-
'84:27:53.080',-0.104,-,-,-,-,-
'84:27:53.088',-0.128,-,-,-,-,-
'84:27:53.096',-0.136,-,-,-,-,-
'84:27:53.104',-0.088,-,-,-,-,-
'84:27:53.112',-0.096,-,-,-,-,-
'84:27:53.120',-0.072,-,-,-,-,-
'84:27:53.128',-0.112,-,-,-,-,-
'84:27:53.136',-0.088,-,-,-,-,-
'84:27:53.144',-0.056,-,-,-,-,-
'84:27:53.152',-0.016,-,-,-,-,-
'84:27:53.160',-0.048,-,-,-,-,-
'84:27:53.168',-0.056,-,-,-,-,-
'84:27:53.176',0.000,-,-,-,-,-
'84:27:53.184',-0.072,-,-,-,-,-
'84:27:53.192',0.064,-,-,-,-,-
'84:27:53.200',0.088,-,-,-,-,-
'84:27:53.208',0.000,-,-,-,-,-
'84:27:53.216',0.040,-,-,-,-,-
'84:27:53.224',0.080,-,-,-,-,-
'84:27:53.232',0.088,-,-,-,-,-
'84:27:53.240',0.120,-,-,-,-,-
'84:27:53.248',0.080,-,-,-,-,-
'84:27:53.256',0.088,-,-,-,-,-
'84:27:53.264',0.056,-,-,-,-,-
'84:27:53.272',0.088,-,-,-,-,-
'84:27:53.280',0.056,-,-,-,-,-
'84:27:53.288',0.048,-,-,-,-,-
'84:27:53.296',0.064,-,-,-,-,-
'84:27:53.304',0.032,-,-,-,-,-
'84:27:53.312',0.024,-,-,-,-,-
'84:27:53.320',0.064,-,-,-,-,-
'84:27:53.328',0.056,-,-,-,-,-
'84:27:53.336',0.080,-,-,-,-,-
'84:27:53.344',0.064,-,-,-,-,-
'84:27:53.352',0.088,-,-,-,-,-
'84:27:53.360',0.040,-,-,-,-,-
'84:27:53.368',0.024,-,-,-,-,-
'84:27:53.376',0.032,-,-,-,-,-
'84:27:53.384',0.008,-,-,-,-,-
'84:27:53.392',0.032,-,-,-,-,-
'84:27:53.400',0.024,-,-,-,-,-
'84:27:53.408',0.016,-,-,-,-,-
'84:27:53.416',-0.008,-,-,-,-,-
'84:27:53.424',0.000,-,-,-,-,-
'84:27:53.432',-0.008,-,-,-,-,-
'84:27:53.440',0.016,-,-,-,-,-
'84:27:53.448',-0.016,-,-,-,-,-
'84:27:53.456',0.048,-,-,-,-,-
'84:27:53.464',-0.048,-,-,-,-,-
'84:27:53.472',-0.088,-,-,-,-,-
'84:27:53.480',-0.088,-,-,-,-,-
'84:27:53.488',0.008,-,-,-,-,-
'84:27:53.496',-0.088,-,-,-,-,-
'84:27:53.504',-0.128,-,-,-,-,-
'84:27:53.512',-0.096,-,-,-,-,-
'84:27:53.520',-0.072,-,-,-,-,-
'84:27:53.528',-0.064,-,-,-,-,-
'84:27:53.536',-0.072,-,-,-,-,-
'84:27:53.544',-0.056,-,-,-,-,-
'84:27:53.552',-0.072,-,-,-,-,-
'84:27:53.560',-0.040,-,-,-,-,-
'84:27:53.568',-0.032,-,-,-,-,-
'84:27:53.576',-0.008,-,-,-,-,-
'84:27:53.584',-0.016,-,-,-,-,-
'84:27:53.592',0.000,-,-,-,-,-
'84:27:53.600',-0.008,-,-,-,-,-
'84:27:53.608',0.000,-,-,-,-,-
'84:27:53.616',-0.008,-,-,-,-,-
'84:27:53.624',-0.056,-,-,-,-,-
'84:27:53.632',-0.088,-,-,-,-,-
'84:27:53.640',-0.072,-,-,-,-,-
'84:27:53.648',-0.096,-,-,-,-,-
'84:27:53.656',-0.088,-,-,-,-,-
'84:27:53.664',-0.096,-,-,-,-,-
'84:27:53.672',-0.032,-,-,-,-,-
'84:27:53.680',0.024,-,-,-,-,-
'84:27:53.688',0.128,-,-,-,-,-
'84:27:53.696',0.152,-,-,-,-,-
'84:27:53.704',0.032,-,-,-,-,-
'84:27:53.712',-0.112,-,-,-,-,-
'84:27:53.720',-0.192,-,-,-,-,-
'84:27:53.728',-0.248,-,-,-,-,-
'84:27:53.736',-0.264,-,-,-,-,-
'84:27:53.744',-0.184,-,-,-,-,-
'84:27:53.752',-0.104,-,-,-,-,-
'84:27:53.760',-0.088,-,-,-,-,-
'84:27:53.768',-0.064,-,-,-,-,-
'84:27:53.776',-0.024,-,-,-,-,-
'84:27:53.784',-0.016,-,-,-,-,-
'84:27:53.792',-0.008,-,-,-,-,-
'84:27:53.800',-0.016,-,-,-,-,-
'84:27:53.808',0.000,-,-,-,-,-
'84:27:53.816',-0.016,-,-,-,-,-
'84:27:53.824',0.008,-,-,-,-,-
'84:27:53.832',0.000,-,-,-,-,-
'84:27:53.840',0.008,-,-,-,-,-
'84:27:53.848',0.000,-,-,-,-,-
'84:27:53.856',0.008,-,-,-,-,-
'84:27:53.864',0.016,-,-,-,-,-
'84:27:53.872',0.008,-,-,-,-,-
'84:27:53.880',0.024,-,-,-,-,-
'84:27:53.888',0.032,-,-,-,-,-
'84:27:53.896',-0.008,-,-,-,-,-
'84:27:53.904',0.008,-,-,-,-,-
'84:27:53.912',0.000,-,-,-,-,-
'84:27:53.920',0.024,-,-,-,-,-
'84:27:53.928',-0.008,-,-,-,-,-
'84:27:53.936',0.000,-,-,-,-,-
'84:27:53.944',0.000,-,-,-,-,-
'84:27:53.952',0.000,-,-,-,-,-
'84:27:53.960',0.000,-,-,-,-,-
'84:27:53.968',0.000,-,-,-,-,-
'84:27:53.976',0.032,-,-,-,-,-
'84:27:53.984',0.024,-,-,-,-,-
'84:27:53.992',0.064,-,-,-,-,-
'84:27:54.000',0.048,-,-,-,-,-
'84:27:54.008',0.088,-,-,-,-,-
'84:27:54.016',0.080,-,-,-,-,-
'84:27:54.024',0.088,-,-,-,-,-
'84:27:54.032',0.056,-,-,-,-,-
'84:27:54.040',0.064,-,-,-,-,-
'84:27:54.048',0.040,-,-,-,-,-
'84:27:54.056',0.064,-,-,-,-,-
'84:27:54.064',0.040,-,-,-,-,-
'84:27:54.072',0.024,-,-,-,-,-
'84:27:54.080',0.040,-,-,-,-,-
'84:27:54.088',0.040,-,-,-,-,-
'84:27:54.096',0.016,-,-,-,-,-
'84:27:54.104',0.008,-,-,-,-,-
'84:27:54.112',0.040,-,-,-,-,-
'84:27:54.120',0.016,-,-,-,-,-
'84:27:54.128',0.048,-,-,-,-,-
'84:27:54.136',0.016,-,-,-,-,-
'84:27:54.144',0.048,-,-,-,-,-
'84:27:54.152',0.024,-,-,-,-,-
'84:27:54.160',0.048,-,-,-,-,-
'84:27:54.168',0.032,-,-,-,-,-
'84:27:54.176',0.040,-,-,-,-,-
'84:27:54.184',0.040,-,-,-,-,-
'84:27:54.192',0.048,-,-,-,-,-
'84:27:54.200',0.056,-,-,-,-,-
'84:27:54.208',0.032,-,-,-,-,-
'84:27:54.216',0.024,-,-,-,-,-
'84:27:54.224',0.048,-,-,-,-,-
'84:27:54.232',0.024,-,-,-,-,-
'84:27:54.240',0.048,-,-,-,-,-
'84:27:54.248',0.016,-,-,-,-,-
'84:27:54.256',0.040,-,-,-,-,-
'84:27:54.264',0.024,-,-,-,-,-
'84:27:54.272',0.008,-,-,-,-,-
'84:27:54.280',0.000,-,-,-,-,-
'84:27:54.288',0.024,-,-,-,-,-
'84:27:54.296',0.000,-,-,-,-,-
'84:27:54.304',0.008,-,-,-,-,-
'84:27:54.312',0.016,-,-,-,-,-
'84:27:54.320',0.008,-,-,-,-,-
'84:27:54.328',0.040,-,-,-,-,-
'84:27:54.336',0.016,-,-,-,-,-
'84:27:54.344',0.064,-,-,-,-,-
'84:27:54.352',0.056,-,-,-,-,-
'84:27:54.360',0.080,-,-,-,-,-
'84:27:54.368',0.088,-,-,-,-,-
'84:27:54.376',0.104,-,-,-,-,-
'84:27:54.384',0.088,-,-,-,-,-
'84:27:54.392',0.104,-,-,-,-,-
'84:27:54.400',0.080,-,-,-,-,-
'84:27:54.408',0.064,-,-,-,-,-
'84:27:54.416',0.016,-,-,-,-,-
'84:27:54.424',0.000,-,-,-,-,-
'84:27:54.432',-0.016,-,-,-,-,-
'84:27:54.440',0.008,-,-,-,-,-
'84:27:54.448',0.000,-,-,-,-,-
'84:27:54.456',0.032,-,-,-,-,-
'84:27:54.464',0.088,-,-,-,-,-
'84:27:54.472',0.208,-,-,-,-,-
'84:27:54.480',0.248,-,-,-,-,-
'84:27:54.488',0.136,-,-,-,-,-
'84:27:54.496',-0.008,-,-,-,-,-
'84:27:54.504',-0.088,-,-,-,-,-
'84:27:54.512',-0.192,-,-,-,-,-
'84:27:54.520',-0.192,-,-,-,-,-
'84:27:54.528',-0.176,-,-,-,-,-
'84:27:54.536',-0.072,-,-,-,-,-
'84:27:54.544',-0.032,-,-,-,-,-
'84:27:54.552',-0.040,-,-,-,-,-
'84:27:54.560',-0.032,-,-,-,-,-
'84:27:54.568',-0.040,-,-,-,-,-
'84:27:54.576',-0.032,-,-,-,-,-
'84:27:54.584',-0.040,-,-,-,-,-
'84:27:54.592',-0.024,-,-,-,-,-
'84:27:54.600',-0.040,-,-,-,-,-
'84:27:54.608',-0.016,-,-,-,-,-
'84:27:54.616',-0.032,-,-,-,-,-
'84:27:54.624',-0.008,-,-,-,-,-
'84:27:54.632',-0.024,-,-,-,-,-
'84:27:54.640',-0.024,-,-,-,-,-
'84:27:54.648',-0.016,-,-,-,-,-
'84:27:54.656',0.000,-,-,-,-,-
'84:27:54.664',-0.024,-,-,-,-,-
'84:27:54.672',-0.032,-,-,-,-,-
'84:27:54.680',-0.016,-,-,-,-,-
'84:27:54.688',0.008,-,-,-,-,-
'84:27:54.696',-0.024,-,-,-,-,-
'84:27:54.704',-0.016,-,-,-,-,-
'84:27:54.712',0.000,-,-,-,-,-
'84:27:54.720',-0.008,-,-,-,-,-
'84:27:54.728',-0.024,-,-,-,-,-
'84:27:54.736',-0.016,-,-,-,-,-
'84:27:54.744',0.000,-,-,-,-,-
'84:27:54.752',-0.016,-,-,-,-,-
'84:27:54.760',0.000,-,-,-,-,-
'84:27:54.768',0.024,-,-,-,-,-
'84:27:54.776',0.048,-,-,-,-,-
'84:27:54.784',0.064,-,-,-,-,-
'84:27:54.792',0.080,-,-,-,-,-
'84:27:54.800',0.048,-,-,-,-,-
'84:27:54.808',0.056,-,-,-,-,-
'84:27:54.816',0.048,-,-,-,-,-
'84:27:54.824',0.032,-,-,-,-,-
'84:27:54.832',0.024,-,-,-,-,-
'84:27:54.840',0.040,-,-,-,-,-
'84:27:54.848',0.000,-,-,-,-,-
'84:27:54.856',0.024,-,-,-,-,-
'84:27:54.864',0.000,-,-,-,-,-
'84:27:54.872',0.000,-,-,-,-,-
'84:27:54.880',0.008,-,-,-,-,-
'84:27:54.888',-0.016,-,-,-,-,-
'84:27:54.896',0.000,-,-,-,-,-
'84:27:54.904',0.024,-,-,-,-,-
'84:27:54.912',0.008,-,-,-,-,-
'84:27:54.920',0.000,-,-,-,-,-
'84:27:54.928',0.016,-,-,-,-,-
'84:27:54.936',0.000,-,-,-,-,-
'84:27:54.944',0.016,-,-,-,-,-
'84:27:54.952',0.000,-,-,-,-,-
'84:27:54.960',0.008,-,-,-,-,-
'84:27:54.968',0.000,-,-,-,-,-
'84:27:54.976',0.024,-,-,-,-,-
'84:27:54.984',-0.008,-,-,-,-,-
'84:27:54.992',0.000,-,-,-,-,-
'84:27:55.000',0.000,-,-,-,-,-
'84:27:55.008',0.000,-,-,-,-,-
'84:27:55.016',-0.016,-,-,-,-,-
'84:27:55.024',0.000,-,-,-,-,-
'84:27:55.032',0.000,-,-,-,-,-
'84:27:55.040',0.008,-,-,-,-,-
'84:27:55.048',-0.016,-,-,-,-,-
'84:27:55.056',0.000,-,-,-,-,-
'84:27:55.064',-0.016,-,-,-,-,-
'84:27:55.072',0.000,-,-,-,-,-
'84:27:55.080',-0.016,-,-,-,-,-
'84:27:55.088',-0.008,-,-,-,-,-
'84:27:55.096',0.000,-,-,-,-,-
'84:27:55.104',0.008,-,-,-,-,-
'84:27:55.112',0.000,-,-,-,-,-
'84:27:55.120',0.000,-,-,-,-,-
'84:27:55.128',0.008,-,-,-,-,-
'84:27:55.136',0.032,-,-,-,-,-
'84:27:55.144',0.040,-,-,-,-,-
'84:27:55.152',0.032,-,-,-,-,-
'84:27:55.160',0.064,-,-,-,-,-
'84:27:55.168',0.048,-,-,-,-,-
'84:27:55.176',0.056,-,-,-,-,-
'84:27:55.184',0.032,-,-,-,-,-
'84:27:55.192',0.040,-,-,-,-,-
'84:27:55.200',0.000,-,-,-,-,-
'84:27:55.208',-0.024,-,-,-,-,-
'84:27:55.216',-0.040,-,-,-,-,-
'84:27:55.224',-0.024,-,-,-,-,-
'84:27:55.232',-0.048,-,-,-,-,-
'84:27:55.240',-0.032,-,-,-,-,-
'84:27:55.248',0.024,-,-,-,-,-
'84:27:55.256',0.104,-,-,-,-,-
'84:27:55.264',0.168,-,-,-,-,-
'84:27:55.272',0.184,-,-,-,-,-
'84:27:55.280',0.016,-,-,-,-,-
'84:27:55.288',-0.088,-,-,-,-,-
'84:27:55.296',-0.192,-,-,-,-,-
'84:27:55.304',-0.208,-,-,-,-,-
'84:27:55.312',-0.216,-,-,-,-,-
'84:27:55.320',-0.112,-,-,-,-,-
'84:27:55.328',-0.072,-,-,-,-,-
'84:27:55.336',-0.072,-,-,-,-,-
'84:27:55.344',-0.064,-,-,-,-,-
'84:27:55.352',-0.088,-,-,-,-,-
'84:27:55.360',-0.048,-,-,-,-,-
'84:27:55.368',-0.072,-,-,-,-,-
'84:27:55.376',-0.064,-,-,-,-,-
'84:27:55.384',-0.048,-,-,-,-,-
'84:27:55.392',-0.032,-,-,-,-,-
'84:27:55.400',-0.064,-,-,-,-,-
'84:27:55.408',-0.072,-,-,-,-,-
'84:27:55.416',-0.056,-,-,-,-,-
'84:27:55.424',-0.040,-,-,-,-,-
'84:27:55.432',-0.048,-,-,-,-,-
'84:27:55.440',-0.040,-,-,-,-,-
'84:27:55.448',-0.072,-,-,-,-,-
'84:27:55.456',-0.048,-,-,-,-,-
'84:27:55.464',-0.072,-,-,-,-,-
'84:27:55.472',-0.056,-,-,-,-,-
'84:27:55.480',-0.072,-,-,-,-,-
'84:27:55.488',-0.064,-,-,-,-,-
'84:27:55.496',-0.088,-,-,-,-,-
'84:27:55.504',-0.072,-,-,-,-,-
'84:27:55.512',-0.072,-,-,-,-,-
'84:27:55.520',-0.040,-,-,-,-,-
'84:27:55.528',-0.088,-,-,-,-,-
'84:27:55.536',-0.072,-,-,-,-,-
'84:27:55.544',-0.088,-,-,-,-,-
'84:27:55.552',-0.048,-,-,-,-,-
'84:27:55.560',-0.040,-,-,-,-,-
'84:27:55.568',-0.048,-,-,-,-,-
'84:27:55.576',0.000,-,-,-,-,-
'84:27:55.584',-0.008,-,-,-,-,-
'84:27:55.592',0.000,-,-,-,-,-
'84:27:55.600',0.000,-,-,-,-,-
'84:27:55.608',0.000,-,-,-,-,-
'84:27:55.616',-0.024,-,-,-,-,-
'84:27:55.624',-0.008,-,-,-,-,-
'84:27:55.632',-0.048,-,-,-,-,-
'84:27:55.640',-0.032,-,-,-,-,-
'84:27:55.648',-0.048,-,-,-,-,-
'84:27:55.656',-0.016,-,-,-,-,-
'84:27:55.664',-0.048,-,-,-,-,-
'84:27:55.672',-0.008,-,-,-,-,-
'84:27:55.680',0.000,-,-,-,-,-
'84:27:55.688',-0.048,-,-,-,-,-
'84:27:55.696',-0.032,-,-,-,-,-
'84:27:55.704',-0.008,-,-,-,-,-
'84:27:55.712',-0.032,-,-,-,-,-
'84:27:55.720',-0.024,-,-,-,-,-
'84:27:55.728',-0.024,-,-,-,-,-
'84:27:55.736',0.000,-,-,-,-,-
'84:27:55.744',-0.016,-,-,-,-,-
'84:27:55.752',-0.008,-,-,-,-,-
'84:27:55.760',0.000,-,-,-,-,-
'84:27:55.768',-0.032,-,-,-,-,-
'84:27:55.776',-0.016,-,-,-,-,-
'84:27:55.784',-0.032,-,-,-,-,-
'84:27:55.792',0.024,-,-,-,-,-
'84:27:55.800',0.008,-,-,-,-,-
'84:27:55.808',-0.024,-,-,-,-,-
'84:27:55.816',-0.064,-,-,-,-,-
'84:27:55.824',-0.040,-,-,-,-,-
'84:27:55.832',-0.032,-,-,-,-,-
'84:27:55.840',-0.016,-,-,-,-,-
'84:27:55.848',-0.040,-,-,-,-,-
'84:27:55.856',-0.024,-,-,-,-,-
'84:27:55.864',-0.032,-,-,-,-,-
'84:27:55.872',0.000,-,-,-,-,-
'84:27:55.880',-0.024,-,-,-,-,-
'84:27:55.888',-0.008,-,-,-,-,-
'84:27:55.896',0.000,-,-,-,-,-
'84:27:55.904',0.016,-,-,-,-,-
'84:27:55.912',0.000,-,-,-,-,-
'84:27:55.920',0.032,-,-,-,-,-
'84:27:55.928',0.040,-,-,-,-,-
'84:27:55.936',0.048,-,-,-,-,-
'84:27:55.944',0.056,-,-,-,-,-
'84:27:55.952',0.032,-,-,-,-,-
'84:27:55.960',0.008,-,-,-,-,-
'84:27:55.968',-0.008,-,-,-,-,-
'84:27:55.976',-0.048,-,-,-,-,-
'84:27:55.984',-0.056,-,-,-,-,-
'84:27:55.992',-0.048,-,-,-,-,-
'84:27:56.000',-0.072,-,-,-,-,-
'84:27:56.008',-0.064,-,-,-,-,-
'84:27:56.016',-0.072,-,-,-,-,-
'84:27:56.024',0.024,-,-,-,-,-
'84:27:56.032',0.088,-,-,-,-,-
'84:27:56.040',0.160,-,-,-,-,-
'84:27:56.048',0.056,-,-,-,-,-
'84:27:56.056',-0.072,-,-,-,-,-
'84:27:56.064',-0.168,-,-,-,-,-
'84:27:56.072',-0.208,-,-,-,-,-
'84:27:56.080',-0.264,-,-,-,-,-
'84:27:56.088',-0.216,-,-,-,-,-
'84:27:56.096',-0.136,-,-,-,-,-
'84:27:56.104',-0.088,-,-,-,-,-
'84:27:56.112',-0.088,-,-,-,-,-
'84:27:56.120',-0.096,-,-,-,-,-
'84:27:56.128',-0.072,-,-,-,-,-
'84:27:56.136',-0.088,-,-,-,-,-
'84:27:56.144',-0.088,-,-,-,-,-
'84:27:56.152',-0.072,-,-,-,-,-
'84:27:56.160',-0.072,-,-,-,-,-
'84:27:56.168',-0.088,-,-,-,-,-
'84:27:56.176',-0.056,-,-,-,-,-
'84:27:56.184',-0.064,-,-,-,-,-
'84:27:56.192',-0.032,-,-,-,-,-
'84:27:56.200',-0.048,-,-,-,-,-
'84:27:56.208',-0.016,-,-,-,-,-
'84:27:56.216',-0.032,-,-,-,-,-
'84:27:56.224',0.000,-,-,-,-,-
'84:27:56.232',0.000,-,-,-,-,-
'84:27:56.240',0.008,-,-,-,-,-
'84:27:56.248',0.000,-,-,-,-,-
'84:27:56.256',0.016,-,-,-,-,-
'84:27:56.264',0.000,-,-,-,-,-
'84:27:56.272',0.024,-,-,-,-,-
'84:27:56.280',0.000,-,-,-,-,-
'84:27:56.288',0.024,-,-,-,-,-
'84:27:56.296',0.016,-,-,-,-,-
'84:27:56.304',0.048,-,-,-,-,-
'84:27:56.312',0.016,-,-,-,-,-
'84:27:56.320',0.056,-,-,-,-,-
'84:27:56.328',0.064,-,-,-,-,-
'84:27:56.336',0.088,-,-,-,-,-
'84:27:56.344',0.104,-,-,-,-,-
'84:27:56.352',0.128,-,-,-,-,-
'84:27:56.360',0.104,-,-,-,-,-
'84:27:56.368',0.120,-,-,-,-,-
'84:27:56.376',0.120,-,-,-,-,-
'84:27:56.384',0.088,-,-,-,-,-
'84:27:56.392',0.104,-,-,-,-,-
'84:27:56.400',0.088,-,-,-,-,-
'84:27:56.408',0.104,-,-,-,-,-
'84:27:56.416',0.088,-,-,-,-,-
'84:27:56.424',0.088,-,-,-,-,-
'84:27:56.432',0.080,-,-,-,-,-
'84:27:56.440',0.104,-,-,-,-,-
'84:27:56.448',0.088,-,-,-,-,-
'84:27:56.456',0.104,-,-,-,-,-
'84:27:56.464',0.080,-,-,-,-,-
'84:27:56.472',0.120,-,-,-,-,-
'84:27:56.480',0.104,-,-,-,-,-
'84:27:56.488',0.088,-,-,-,-,-
'84:27:56.496',0.120,-,-,-,-,-
'84:27:56.504',0.208,-,-,-,-,-
'84:27:56.512',0.080,-,-,-,-,-
'84:27:56.520',0.056,-,-,-,-,-
