'Elapsed time','II','AVR','AVF','V','MCL1','ABP'
'11:51:23.952',-0.038,-,-,-,0.026,111.600
'11:51:23.960',-0.038,-,-,-,0.026,109.200
'11:51:23.968',-0.038,-,-,-,0.013,106.800
'11:51:23.976',-0.038,-,-,-,0.013,104.400
'11:51:23.984',-0.038,-,-,-,0.013,102.000
'11:51:23.992',-0.038,-,-,-,0.013,98.400
'11:51:24.000',-0.038,-,-,-,0.000,96.000
'11:51:24.008',-0.038,-,-,-,0.000,93.600
'11:51:24.016',-0.038,-,-,-,0.000,91.200
'11:51:24.024',-0.038,-,-,-,0.000,88.800
'11:51:24.032',-0.038,-,-,-,0.000,85.200
'11:51:24.040',-0.038,-,-,-,0.000,82.800
'11:51:24.048',0.000,-,-,-,0.000,80.400
'11:51:24.056',0.000,-,-,-,0.000,76.800
'11:51:24.064',0.000,-,-,-,0.000,74.400
'11:51:24.072',0.000,-,-,-,0.000,70.800
'11:51:24.080',0.000,-,-,-,0.000,68.400
'11:51:24.088',0.000,-,-,-,0.000,66.000
'11:51:24.096',0.000,-,-,-,0.000,63.600
'11:51:24.104',0.000,-,-,-,0.000,61.200
'11:51:24.112',0.000,-,-,-,0.000,60.000
'11:51:24.120',0.000,-,-,-,0.000,58.800
'11:51:24.128',0.000,-,-,-,0.000,58.800
'11:51:24.136',0.000,-,-,-,0.000,57.600
'11:51:24.144',0.000,-,-,-,0.000,57.600
'11:51:24.152',-0.038,-,-,-,0.013,58.800
'11:51:24.160',0.000,-,-,-,0.013,58.800
'11:51:24.168',0.000,-,-,-,0.013,58.800
'11:51:24.176',0.000,-,-,-,0.013,58.800
'11:51:24.184',0.000,-,-,-,0.013,60.000
'11:51:24.192',0.000,-,-,-,0.013,60.000
'11:51:24.200',0.000,-,-,-,0.013,60.000
'11:51:24.208',0.000,-,-,-,0.000,60.000
'11:51:24.216',0.000,-,-,-,0.000,60.000
'11:51:24.224',0.000,-,-,-,0.000,60.000
'11:51:24.232',-0.038,-,-,-,0.000,60.000
'11:51:24.240',-0.038,-,-,-,0.000,58.800
'11:51:24.248',-0.038,-,-,-,0.000,58.800
'11:51:24.256',0.000,-,-,-,0.000,57.600
'11:51:24.264',0.000,-,-,-,0.000,57.600
'11:51:24.272',0.000,-,-,-,0.000,56.400
'11:51:24.280',0.000,-,-,-,0.000,56.400
'11:51:24.288',0.000,-,-,-,0.000,55.200
'11:51:24.296',0.000,-,-,-,0.013,54.000
'11:51:24.304',0.000,-,-,-,0.013,54.000
'11:51:24.312',0.000,-,-,-,0.013,52.800
'11:51:24.320',0.000,-,-,-,0.026,52.800
'11:51:24.328',0.000,-,-,-,0.013,51.600
'11:51:24.336',0.000,-,-,-,0.013,51.600
'11:51:24.344',0.000,-,-,-,0.013,50.400
'11:51:24.352',0.000,-,-,-,0.000,50.400
'11:51:24.360',0.038,-,-,-,0.000,50.400
'11:51:24.368',0.038,-,-,-,-0.013,49.200
'11:51:24.376',0.000,-,-,-,-0.013,49.200
'11:51:24.384',0.000,-,-,-,0.000,49.200
'11:51:24.392',0.000,-,-,-,0.000,48.000
'11:51:24.400',0.000,-,-,-,0.000,48.000
'11:51:24.408',-0.038,-,-,-,0.000,48.000
'11:51:24.416',0.000,-,-,-,0.000,46.800
'11:51:24.424',-0.038,-,-,-,0.013,46.800
'11:51:24.432',-0.038,-,-,-,0.064,46.800
'11:51:24.440',-0.038,-,-,-,0.128,46.800
'11:51:24.448',0.167,-,-,-,0.141,46.800
'11:51:24.456',0.731,-,-,-,-0.372,46.800
'11:51:24.464',1.346,-,-,-,-0.910,46.800
'11:51:24.472',1.603,-,-,-,-1.231,46.800
'11:51:24.480',1.346,-,-,-,-1.256,46.800
'11:51:24.488',0.821,-,-,-,-0.795,46.800
'11:51:24.496',0.385,-,-,-,-0.423,46.800
'11:51:24.504',0.128,-,-,-,-0.141,46.800
'11:51:24.512',0.000,-,-,-,0.000,46.800
'11:51:24.520',-0.077,-,-,-,0.077,46.800
'11:51:24.528',-0.077,-,-,-,0.115,46.800
'11:51:24.536',-0.128,-,-,-,0.128,46.800
'11:51:24.544',-0.128,-,-,-,0.141,46.800
'11:51:24.552',-0.128,-,-,-,0.141,46.800
'11:51:24.560',-0.128,-,-,-,0.141,45.600
'11:51:24.568',-0.128,-,-,-,0.141,45.600
'11:51:24.576',-0.128,-,-,-,0.141,45.600
'11:51:24.584',-0.128,-,-,-,0.141,45.600
'11:51:24.592',-0.128,-,-,-,0.167,44.400
'11:51:24.600',-0.128,-,-,-,0.167,44.400
'11:51:24.608',-0.128,-,-,-,0.167,45.600
'11:51:24.616',-0.128,-,-,-,0.179,46.800
'11:51:24.624',-0.077,-,-,-,0.179,49.200
'11:51:24.632',-0.077,-,-,-,0.192,55.200
'11:51:24.640',-0.077,-,-,-,0.192,62.400
'11:51:24.648',-0.077,-,-,-,0.205,70.800
'11:51:24.656',-0.038,-,-,-,0.205,79.200
'11:51:24.664',-0.038,-,-,-,0.205,88.800
'11:51:24.672',-0.038,-,-,-,0.192,97.200
'11:51:24.680',0.000,-,-,-,0.192,104.400
'11:51:24.688',0.000,-,-,-,0.179,110.400
'11:51:24.696',0.000,-,-,-,0.167,114.000
'11:51:24.704',0.000,-,-,-,0.141,117.600
'11:51:24.712',0.000,-,-,-,0.128,118.800
'11:51:24.720',0.000,-,-,-,0.115,120.000
'11:51:24.728',0.000,-,-,-,0.077,118.800
'11:51:24.736',-0.038,-,-,-,0.064,117.600
'11:51:24.744',-0.038,-,-,-,0.038,116.400
'11:51:24.752',-0.038,-,-,-,0.026,115.200
'11:51:24.760',-0.038,-,-,-,0.013,112.800
'11:51:24.768',-0.038,-,-,-,0.013,110.400
'11:51:24.776',-0.038,-,-,-,0.013,108.000
'11:51:24.784',-0.038,-,-,-,0.013,105.600
'11:51:24.792',-0.038,-,-,-,0.000,103.200
'11:51:24.800',-0.038,-,-,-,0.000,100.800
'11:51:24.808',-0.038,-,-,-,0.000,97.200
'11:51:24.816',-0.038,-,-,-,0.000,94.800
'11:51:24.824',0.000,-,-,-,0.000,92.400
'11:51:24.832',0.000,-,-,-,0.000,90.000
'11:51:24.840',0.000,-,-,-,0.000,87.600
'11:51:24.848',0.000,-,-,-,0.000,84.000
'11:51:24.856',0.000,-,-,-,0.000,81.600
'11:51:24.864',0.000,-,-,-,0.000,78.000
'11:51:24.872',0.000,-,-,-,0.000,75.600
'11:51:24.880',0.000,-,-,-,0.000,72.000
'11:51:24.888',0.000,-,-,-,0.000,69.600
'11:51:24.896',0.000,-,-,-,0.000,67.200
'11:51:24.904',0.000,-,-,-,0.000,64.800
'11:51:24.912',0.000,-,-,-,0.000,62.400
'11:51:24.920',0.000,-,-,-,0.000,61.200
'11:51:24.928',0.000,-,-,-,0.000,60.000
'11:51:24.936',0.000,-,-,-,0.000,58.800
'11:51:24.944',0.000,-,-,-,0.000,58.800
'11:51:24.952',0.000,-,-,-,0.000,58.800
'11:51:24.960',0.000,-,-,-,0.000,58.800
'11:51:24.968',0.000,-,-,-,0.000,60.000
'11:51:24.976',0.000,-,-,-,0.000,60.000
'11:51:24.984',0.000,-,-,-,0.000,61.200
'11:51:24.992',0.000,-,-,-,0.000,61.200
'11:51:25.000',0.000,-,-,-,0.000,61.200
'11:51:25.008',0.000,-,-,-,0.013,62.400
'11:51:25.016',0.000,-,-,-,0.013,62.400
'11:51:25.024',0.000,-,-,-,0.013,62.400
'11:51:25.032',0.000,-,-,-,0.013,62.400
'11:51:25.040',0.000,-,-,-,0.013,61.200
'11:51:25.048',0.000,-,-,-,0.026,61.200
'11:51:25.056',0.000,-,-,-,0.026,60.000
'11:51:25.064',0.000,-,-,-,0.026,60.000
'11:51:25.072',0.000,-,-,-,0.026,58.800
'11:51:25.080',0.000,-,-,-,0.026,58.800
'11:51:25.088',0.000,-,-,-,0.026,57.600
'11:51:25.096',0.000,-,-,-,0.026,57.600
'11:51:25.104',0.000,-,-,-,0.026,56.400
'11:51:25.112',0.000,-,-,-,0.026,55.200
'11:51:25.120',0.000,-,-,-,0.026,55.200
'11:51:25.128',0.000,-,-,-,0.026,54.000
'11:51:25.136',0.000,-,-,-,0.026,54.000
'11:51:25.144',0.000,-,-,-,0.026,52.800
'11:51:25.152',0.000,-,-,-,0.026,52.800
'11:51:25.160',0.000,-,-,-,0.026,51.600
'11:51:25.168',0.000,-,-,-,0.026,51.600
'11:51:25.176',0.000,-,-,-,0.026,51.600
'11:51:25.184',0.000,-,-,-,0.026,50.400
'11:51:25.192',0.038,-,-,-,0.026,50.400
'11:51:25.200',0.038,-,-,-,0.026,50.400
'11:51:25.208',0.038,-,-,-,0.026,49.200
'11:51:25.216',0.038,-,-,-,0.038,49.200
'11:51:25.224',0.038,-,-,-,0.064,49.200
'11:51:25.232',0.038,-,-,-,0.064,49.200
'11:51:25.240',0.038,-,-,-,0.038,48.000
'11:51:25.248',0.077,-,-,-,0.026,48.000
'11:51:25.256',0.077,-,-,-,0.013,48.000
'11:51:25.264',0.077,-,-,-,0.013,48.000
'11:51:25.272',0.077,-,-,-,0.013,48.000
'11:51:25.280',0.077,-,-,-,0.013,46.800
'11:51:25.288',0.038,-,-,-,0.013,46.800
'11:51:25.296',0.038,-,-,-,0.013,46.800
'11:51:25.304',0.000,-,-,-,0.013,46.800
'11:51:25.312',0.000,-,-,-,0.013,46.800
'11:51:25.320',0.000,-,-,-,0.013,46.800
'11:51:25.328',0.000,-,-,-,0.013,46.800
'11:51:25.336',0.000,-,-,-,0.026,45.600
'11:51:25.344',0.000,-,-,-,0.077,45.600
'11:51:25.352',0.000,-,-,-,0.141,45.600
'11:51:25.360',0.167,-,-,-,0.167,45.600
'11:51:25.368',0.641,-,-,-,-0.244,45.600
'11:51:25.376',1.295,-,-,-,-0.756,45.600
'11:51:25.384',1.641,-,-,-,-1.128,45.600
'11:51:25.392',1.641,-,-,-,-1.167,45.600
'11:51:25.400',0.949,-,-,-,-0.808,45.600
'11:51:25.408',0.474,-,-,-,-0.423,45.600
'11:51:25.416',0.167,-,-,-,-0.141,45.600
'11:51:25.424',0.000,-,-,-,0.013,45.600
'11:51:25.432',-0.038,-,-,-,0.090,45.600
'11:51:25.440',-0.077,-,-,-,0.128,45.600
'11:51:25.448',-0.128,-,-,-,0.141,45.600
'11:51:25.456',-0.128,-,-,-,0.141,44.400
'11:51:25.464',-0.128,-,-,-,0.141,44.400
'11:51:25.472',-0.128,-,-,-,0.167,44.400
'11:51:25.480',-0.128,-,-,-,0.167,44.400
'11:51:25.488',-0.128,-,-,-,0.167,43.200
'11:51:25.496',-0.128,-,-,-,0.179,43.200
'11:51:25.504',-0.128,-,-,-,0.179,43.200
'11:51:25.512',-0.128,-,-,-,0.179,42.000
'11:51:25.520',-0.128,-,-,-,0.192,43.200
'11:51:25.528',-0.128,-,-,-,0.192,44.400
'11:51:25.536',-0.128,-,-,-,0.205,48.000
'11:51:25.544',-0.077,-,-,-,0.205,54.000
'11:51:25.552',-0.077,-,-,-,0.231,61.200
'11:51:25.560',-0.077,-,-,-,0.244,69.600
'11:51:25.568',-0.077,-,-,-,0.244,79.200
'11:51:25.576',-0.038,-,-,-,0.244,88.800
'11:51:25.584',-0.038,-,-,-,0.231,97.200
'11:51:25.592',0.000,-,-,-,0.231,104.400
'11:51:25.600',0.000,-,-,-,0.205,110.400
'11:51:25.608',0.000,-,-,-,0.192,115.200
'11:51:25.616',0.000,-,-,-,0.179,117.600
'11:51:25.624',0.000,-,-,-,0.167,120.000
'11:51:25.632',0.000,-,-,-,0.141,120.000
'11:51:25.640',-0.038,-,-,-,0.115,120.000
'11:51:25.648',-0.038,-,-,-,0.090,118.800
'11:51:25.656',-0.038,-,-,-,0.077,117.600
'11:51:25.664',-0.038,-,-,-,0.064,115.200
'11:51:25.672',-0.077,-,-,-,0.064,112.800
'11:51:25.680',-0.077,-,-,-,0.038,110.400
'11:51:25.688',-0.077,-,-,-,0.038,108.000
'11:51:25.696',-0.077,-,-,-,0.026,105.600
'11:51:25.704',-0.077,-,-,-,0.026,103.200
'11:51:25.712',-0.077,-,-,-,0.013,100.800
'11:51:25.720',-0.077,-,-,-,0.013,98.400
'11:51:25.728',-0.038,-,-,-,0.013,96.000
'11:51:25.736',-0.038,-,-,-,0.013,93.600
'11:51:25.744',-0.038,-,-,-,0.013,91.200
'11:51:25.752',-0.038,-,-,-,0.013,88.800
'11:51:25.760',-0.038,-,-,-,0.000,85.200
'11:51:25.768',-0.038,-,-,-,0.000,82.800
'11:51:25.776',-0.038,-,-,-,0.000,80.400
'11:51:25.784',-0.038,-,-,-,0.000,76.800
'11:51:25.792',-0.038,-,-,-,0.000,73.200
'11:51:25.800',-0.038,-,-,-,0.013,70.800
'11:51:25.808',-0.038,-,-,-,0.013,67.200
'11:51:25.816',-0.038,-,-,-,0.013,64.800
'11:51:25.824',0.000,-,-,-,0.013,62.400
'11:51:25.832',-0.038,-,-,-,0.013,61.200
'11:51:25.840',-0.038,-,-,-,0.013,60.000
'11:51:25.848',-0.038,-,-,-,0.013,58.800
'11:51:25.856',-0.038,-,-,-,0.013,58.800
'11:51:25.864',-0.038,-,-,-,0.013,57.600
'11:51:25.872',-0.038,-,-,-,0.000,57.600
'11:51:25.880',-0.038,-,-,-,0.000,58.800
'11:51:25.888',-0.038,-,-,-,0.000,58.800
'11:51:25.896',-0.038,-,-,-,0.000,58.800
'11:51:25.904',-0.038,-,-,-,0.000,60.000
'11:51:25.912',-0.038,-,-,-,0.000,60.000
'11:51:25.920',-0.038,-,-,-,0.000,60.000
'11:51:25.928',-0.038,-,-,-,0.000,61.200
'11:51:25.936',-0.038,-,-,-,0.000,61.200
'11:51:25.944',-0.038,-,-,-,0.000,61.200
'11:51:25.952',-0.038,-,-,-,0.000,60.000
'11:51:25.960',-0.038,-,-,-,0.000,60.000
'11:51:25.968',-0.038,-,-,-,0.000,60.000
'11:51:25.976',-0.038,-,-,-,0.000,58.800
'11:51:25.984',-0.038,-,-,-,0.000,58.800
'11:51:25.992',-0.038,-,-,-,0.000,57.600
'11:51:26.000',-0.038,-,-,-,0.000,56.400
'11:51:26.008',0.000,-,-,-,0.000,56.400
'11:51:26.016',-0.038,-,-,-,-0.013,55.200
'11:51:26.024',-0.038,-,-,-,0.000,55.200
'11:51:26.032',-0.038,-,-,-,-0.013,54.000
'11:51:26.040',-0.038,-,-,-,-0.013,54.000
'11:51:26.048',-0.038,-,-,-,-0.013,52.800
'11:51:26.056',0.000,-,-,-,0.000,52.800
'11:51:26.064',0.000,-,-,-,0.000,51.600
'11:51:26.072',0.000,-,-,-,0.000,51.600
'11:51:26.080',0.000,-,-,-,0.000,50.400
'11:51:26.088',0.000,-,-,-,0.000,50.400
'11:51:26.096',0.000,-,-,-,0.000,49.200
'11:51:26.104',0.000,-,-,-,0.000,49.200
'11:51:26.112',0.000,-,-,-,0.000,49.200
'11:51:26.120',0.000,-,-,-,-0.013,48.000
'11:51:26.128',0.000,-,-,-,-0.026,48.000
'11:51:26.136',0.000,-,-,-,-0.026,48.000
'11:51:26.144',0.000,-,-,-,-0.026,46.800
'11:51:26.152',0.000,-,-,-,-0.026,46.800
'11:51:26.160',0.000,-,-,-,-0.013,46.800
'11:51:26.168',-0.038,-,-,-,-0.013,46.800
'11:51:26.176',-0.038,-,-,-,0.000,45.600
'11:51:26.184',-0.038,-,-,-,0.000,45.600
'11:51:26.192',-0.038,-,-,-,0.000,45.600
'11:51:26.200',-0.038,-,-,-,0.064,45.600
'11:51:26.208',-0.038,-,-,-,0.128,45.600
'11:51:26.216',0.167,-,-,-,0.128,45.600
'11:51:26.224',0.692,-,-,-,-0.372,45.600
'11:51:26.232',1.295,-,-,-,-0.910,45.600
'11:51:26.240',1.564,-,-,-,-1.231,45.600
'11:51:26.248',1.295,-,-,-,-1.256,45.600
'11:51:26.256',0.782,-,-,-,-0.782,45.600
'11:51:26.264',0.346,-,-,-,-0.410,45.600
'11:51:26.272',0.077,-,-,-,-0.141,45.600
'11:51:26.280',-0.038,-,-,-,0.000,45.600
'11:51:26.288',-0.077,-,-,-,0.064,45.600
'11:51:26.296',-0.128,-,-,-,0.090,45.600
'11:51:26.304',-0.167,-,-,-,0.090,45.600
'11:51:26.312',-0.167,-,-,-,0.115,45.600
'11:51:26.320',-0.167,-,-,-,0.115,44.400
'11:51:26.328',-0.167,-,-,-,0.115,44.400
'11:51:26.336',-0.167,-,-,-,0.128,44.400
'11:51:26.344',-0.167,-,-,-,0.128,44.400
'11:51:26.352',-0.167,-,-,-,0.128,43.200
'11:51:26.360',-0.167,-,-,-,0.128,43.200
'11:51:26.368',-0.128,-,-,-,0.128,43.200
'11:51:26.376',-0.128,-,-,-,0.128,43.200
'11:51:26.384',-0.128,-,-,-,0.141,44.400
'11:51:26.392',-0.128,-,-,-,0.167,48.000
'11:51:26.400',-0.128,-,-,-,0.179,52.800
'11:51:26.408',-0.128,-,-,-,0.179,58.800
'11:51:26.416',-0.077,-,-,-,0.192,67.200
'11:51:26.424',-0.077,-,-,-,0.192,76.800
'11:51:26.432',-0.038,-,-,-,0.192,85.200
'11:51:26.440',-0.038,-,-,-,0.179,93.600
'11:51:26.448',-0.038,-,-,-,0.179,100.800
'11:51:26.456',-0.038,-,-,-,0.167,106.800
'11:51:26.464',0.000,-,-,-,0.141,111.600
'11:51:26.472',0.000,-,-,-,0.115,115.200
'11:51:26.480',-0.038,-,-,-,0.090,116.400
'11:51:26.488',-0.038,-,-,-,0.077,117.600
'11:51:26.496',-0.038,-,-,-,0.064,117.600
'11:51:26.504',-0.038,-,-,-,0.038,116.400
'11:51:26.512',-0.038,-,-,-,0.026,115.200
'11:51:26.520',-0.077,-,-,-,0.013,112.800
'11:51:26.528',-0.077,-,-,-,0.013,110.400
'11:51:26.536',-0.077,-,-,-,0.000,108.000
'11:51:26.544',-0.077,-,-,-,0.000,105.600
'11:51:26.552',-0.077,-,-,-,0.000,103.200
'11:51:26.560',-0.077,-,-,-,0.000,100.800
'11:51:26.568',-0.077,-,-,-,0.000,98.400
'11:51:26.576',-0.077,-,-,-,0.000,96.000
'11:51:26.584',-0.038,-,-,-,0.000,92.400
'11:51:26.592',-0.038,-,-,-,-0.013,90.000
'11:51:26.600',-0.038,-,-,-,0.000,87.600
'11:51:26.608',-0.038,-,-,-,-0.013,85.200
'11:51:26.616',-0.038,-,-,-,-0.013,82.800
'11:51:26.624',-0.038,-,-,-,-0.013,79.200
'11:51:26.632',-0.038,-,-,-,-0.013,76.800
'11:51:26.640',0.000,-,-,-,-0.013,73.200
'11:51:26.648',0.000,-,-,-,-0.013,70.800
'11:51:26.656',0.000,-,-,-,0.000,67.200
'11:51:26.664',0.000,-,-,-,0.000,64.800
'11:51:26.672',0.000,-,-,-,0.000,62.400
'11:51:26.680',0.000,-,-,-,0.000,61.200
'11:51:26.688',0.000,-,-,-,0.000,60.000
'11:51:26.696',0.000,-,-,-,0.000,58.800
'11:51:26.704',-0.038,-,-,-,0.000,57.600
'11:51:26.712',0.000,-,-,-,0.000,57.600
'11:51:26.720',-0.038,-,-,-,0.000,57.600
'11:51:26.728',-0.038,-,-,-,0.000,57.600
'11:51:26.736',-0.038,-,-,-,0.000,57.600
'11:51:26.744',-0.038,-,-,-,0.000,57.600
'11:51:26.752',0.000,-,-,-,0.000,58.800
'11:51:26.760',-0.038,-,-,-,0.000,58.800
'11:51:26.768',-0.038,-,-,-,0.000,60.000
'11:51:26.776',-0.038,-,-,-,0.000,60.000
'11:51:26.784',-0.038,-,-,-,0.000,60.000
'11:51:26.792',0.000,-,-,-,0.000,60.000
'11:51:26.800',-0.038,-,-,-,0.000,60.000
'11:51:26.808',-0.038,-,-,-,0.000,60.000
'11:51:26.816',-0.038,-,-,-,0.000,58.800
'11:51:26.824',-0.038,-,-,-,0.000,58.800
'11:51:26.832',-0.038,-,-,-,0.000,57.600
'11:51:26.840',0.000,-,-,-,0.000,57.600
'11:51:26.848',0.000,-,-,-,0.000,56.400
'11:51:26.856',0.000,-,-,-,0.000,56.400
'11:51:26.864',0.000,-,-,-,0.000,55.200
'11:51:26.872',0.000,-,-,-,0.000,54.000
'11:51:26.880',0.000,-,-,-,0.000,54.000
'11:51:26.888',0.000,-,-,-,0.000,52.800
'11:51:26.896',0.000,-,-,-,0.000,52.800
'11:51:26.904',0.000,-,-,-,0.000,51.600
'11:51:26.912',0.000,-,-,-,0.000,51.600
'11:51:26.920',0.000,-,-,-,0.000,50.400
'11:51:26.928',0.000,-,-,-,0.000,50.400
'11:51:26.936',0.000,-,-,-,0.000,49.200
'11:51:26.944',0.000,-,-,-,0.013,49.200
'11:51:26.952',0.000,-,-,-,0.013,49.200
'11:51:26.960',0.000,-,-,-,0.013,48.000
'11:51:26.968',0.000,-,-,-,0.013,48.000
'11:51:26.976',0.038,-,-,-,0.000,48.000
'11:51:26.984',0.038,-,-,-,-0.013,46.800
'11:51:26.992',0.038,-,-,-,-0.013,46.800
'11:51:27.000',0.038,-,-,-,-0.026,46.800
'11:51:27.008',0.000,-,-,-,-0.013,46.800
'11:51:27.016',0.000,-,-,-,-0.013,45.600
'11:51:27.024',0.000,-,-,-,-0.013,45.600
'11:51:27.032',0.000,-,-,-,-0.013,45.600
'11:51:27.040',-0.038,-,-,-,-0.013,45.600
'11:51:27.048',0.000,-,-,-,-0.013,44.400
'11:51:27.056',-0.038,-,-,-,-0.013,44.400
'11:51:27.064',-0.038,-,-,-,-0.013,44.400
'11:51:27.072',-0.038,-,-,-,0.013,44.400
'11:51:27.080',-0.038,-,-,-,0.090,44.400
'11:51:27.088',0.038,-,-,-,0.128,44.400
'11:51:27.096',0.423,-,-,-,-0.167,44.400
'11:51:27.104',1.038,-,-,-,-0.679,44.400
'11:51:27.112',1.513,-,-,-,-1.141,44.400
'11:51:27.120',1.564,-,-,-,-1.282,44.400
'11:51:27.128',1.038,-,-,-,-0.974,44.400
'11:51:27.136',0.513,-,-,-,-0.590,44.400
'11:51:27.144',0.205,-,-,-,-0.256,44.400
'11:51:27.152',0.000,-,-,-,-0.064,44.400
'11:51:27.160',-0.077,-,-,-,0.038,44.400
'11:51:27.168',-0.128,-,-,-,0.077,44.400
'11:51:27.176',-0.128,-,-,-,0.090,44.400
'11:51:27.184',-0.167,-,-,-,0.115,44.400
'11:51:27.192',-0.167,-,-,-,0.115,43.200
'11:51:27.200',-0.167,-,-,-,0.115,43.200
'11:51:27.208',-0.167,-,-,-,0.128,43.200
'11:51:27.216',-0.167,-,-,-,0.128,42.000
'11:51:27.224',-0.167,-,-,-,0.128,42.000
'11:51:27.232',-0.167,-,-,-,0.141,42.000
'11:51:27.240',-0.167,-,-,-,0.141,40.800
'11:51:27.248',-0.167,-,-,-,0.141,40.800
'11:51:27.256',-0.128,-,-,-,0.167,42.000
'11:51:27.264',-0.128,-,-,-,0.179,44.400
'11:51:27.272',-0.128,-,-,-,0.179,48.000
'11:51:27.280',-0.077,-,-,-,0.192,54.000
'11:51:27.288',-0.077,-,-,-,0.192,62.400
'11:51:27.296',-0.077,-,-,-,0.192,70.800
'11:51:27.304',-0.038,-,-,-,0.192,79.200
'11:51:27.312',-0.038,-,-,-,0.192,88.800
'11:51:27.320',0.000,-,-,-,0.179,96.000
'11:51:27.328',0.000,-,-,-,0.167,103.200
'11:51:27.336',0.000,-,-,-,0.141,109.200
'11:51:27.344',0.000,-,-,-,0.128,112.800
'11:51:27.352',0.000,-,-,-,0.115,115.200
'11:51:27.360',0.000,-,-,-,0.090,116.400
'11:51:27.368',0.000,-,-,-,0.077,117.600
'11:51:27.376',0.000,-,-,-,0.038,116.400
'11:51:27.384',0.000,-,-,-,0.026,115.200
'11:51:27.392',0.000,-,-,-,0.013,114.000
'11:51:27.400',-0.038,-,-,-,0.013,111.600
'11:51:27.408',0.000,-,-,-,0.000,109.200
'11:51:27.416',0.000,-,-,-,0.000,106.800
'11:51:27.424',0.000,-,-,-,0.000,104.400
'11:51:27.432',0.000,-,-,-,-0.013,102.000
'11:51:27.440',0.000,-,-,-,-0.013,99.600
'11:51:27.448',0.000,-,-,-,-0.013,97.200
'11:51:27.456',0.000,-,-,-,-0.026,93.600
'11:51:27.464',0.000,-,-,-,-0.026,91.200
'11:51:27.472',0.000,-,-,-,-0.026,88.800
'11:51:27.480',0.000,-,-,-,-0.026,86.400
'11:51:27.488',0.000,-,-,-,-0.026,84.000
'11:51:27.496',0.000,-,-,-,-0.026,80.400
'11:51:27.504',0.038,-,-,-,-0.026,78.000
'11:51:27.512',0.038,-,-,-,-0.026,74.400
'11:51:27.520',0.038,-,-,-,-0.026,72.000
'11:51:27.528',0.038,-,-,-,-0.026,68.400
'11:51:27.536',0.038,-,-,-,-0.026,66.000
'11:51:27.544',0.038,-,-,-,-0.026,63.600
'11:51:27.552',0.038,-,-,-,-0.026,61.200
'11:51:27.560',0.038,-,-,-,-0.026,60.000
'11:51:27.568',0.038,-,-,-,-0.026,58.800
'11:51:27.576',0.038,-,-,-,-0.026,57.600
'11:51:27.584',0.038,-,-,-,-0.026,57.600
'11:51:27.592',0.038,-,-,-,-0.013,57.600
'11:51:27.600',0.038,-,-,-,-0.013,57.600
'11:51:27.608',0.038,-,-,-,-0.026,57.600
'11:51:27.616',0.038,-,-,-,-0.026,58.800
'11:51:27.624',0.038,-,-,-,-0.026,58.800
'11:51:27.632',0.038,-,-,-,-0.026,60.000
'11:51:27.640',0.038,-,-,-,-0.026,60.000
'11:51:27.648',0.038,-,-,-,-0.026,60.000
'11:51:27.656',0.038,-,-,-,-0.013,60.000
'11:51:27.664',0.038,-,-,-,-0.013,61.200
'11:51:27.672',0.038,-,-,-,-0.013,60.000
'11:51:27.680',0.038,-,-,-,-0.013,60.000
'11:51:27.688',0.038,-,-,-,-0.013,60.000
'11:51:27.696',0.038,-,-,-,-0.013,60.000
'11:51:27.704',0.038,-,-,-,-0.013,58.800
'11:51:27.712',0.038,-,-,-,-0.013,58.800
'11:51:27.720',0.038,-,-,-,0.000,57.600
'11:51:27.728',0.038,-,-,-,0.000,57.600
'11:51:27.736',0.038,-,-,-,0.000,56.400
'11:51:27.744',0.038,-,-,-,0.000,56.400
'11:51:27.752',0.077,-,-,-,0.000,55.200
'11:51:27.760',0.038,-,-,-,-0.013,55.200
'11:51:27.768',0.038,-,-,-,0.000,54.000
'11:51:27.776',0.038,-,-,-,0.000,54.000
'11:51:27.784',0.038,-,-,-,0.000,52.800
'11:51:27.792',0.038,-,-,-,0.000,52.800
'11:51:27.800',0.077,-,-,-,0.013,51.600
'11:51:27.808',0.077,-,-,-,0.013,51.600
'11:51:27.816',0.077,-,-,-,0.013,51.600
'11:51:27.824',0.077,-,-,-,0.013,50.400
'11:51:27.832',0.128,-,-,-,0.000,50.400
'11:51:27.840',0.128,-,-,-,0.000,49.200
'11:51:27.848',0.128,-,-,-,-0.013,49.200
'11:51:27.856',0.128,-,-,-,-0.013,49.200
'11:51:27.864',0.128,-,-,-,-0.013,49.200
'11:51:27.872',0.077,-,-,-,0.000,48.000
'11:51:27.880',0.038,-,-,-,0.000,48.000
'11:51:27.888',0.038,-,-,-,0.000,48.000
'11:51:27.896',0.038,-,-,-,0.000,48.000
'11:51:27.904',0.038,-,-,-,0.000,46.800
'11:51:27.912',0.038,-,-,-,0.000,46.800
'11:51:27.920',0.038,-,-,-,0.000,46.800
'11:51:27.928',0.038,-,-,-,0.026,46.800
'11:51:27.936',0.000,-,-,-,0.090,46.800
'11:51:27.944',0.128,-,-,-,0.141,46.800
'11:51:27.952',0.474,-,-,-,-0.115,46.800
'11:51:27.960',1.128,-,-,-,-0.590,46.800
'11:51:27.968',1.603,-,-,-,-1.038,46.800
'11:51:27.976',1.641,-,-,-,-1.192,46.800
'11:51:27.984',1.128,-,-,-,-0.949,46.800
