'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'83:47:04.744',-0.048,-,-,-,-,-
'83:47:04.752',-0.024,-,-,-,-,-
'83:47:04.760',-0.016,-,-,-,-,-
'83:47:04.768',-0.032,-,-,-,-,-
'83:47:04.776',-0.040,-,-,-,-,-
'83:47:04.784',-0.048,-,-,-,-,-
'83:47:04.792',-0.040,-,-,-,-,-
'83:47:04.800',-0.048,-,-,-,-,-
'83:47:04.808',-0.024,-,-,-,-,-
'83:47:04.816',-0.040,-,-,-,-,-
'83:47:04.824',-0.016,-,-,-,-,-
'83:47:04.832',-0.048,-,-,-,-,-
'83:47:04.840',-0.016,-,-,-,-,-
'83:47:04.848',-0.032,-,-,-,-,-
'83:47:04.856',-0.016,-,-,-,-,-
'83:47:04.864',-0.056,-,-,-,-,-
'83:47:04.872',-0.040,-,-,-,-,-
'83:47:04.880',-0.064,-,-,-,-,-
'83:47:04.888',-0.056,-,-,-,-,-
'83:47:04.896',-0.056,-,-,-,-,-
'83:47:04.904',-0.056,-,-,-,-,-
'83:47:04.912',-0.048,-,-,-,-,-
'83:47:04.920',-0.016,-,-,-,-,-
'83:47:04.928',0.000,-,-,-,-,-
'83:47:04.936',-0.032,-,-,-,-,-
'83:47:04.944',0.016,-,-,-,-,-
'83:47:04.952',0.008,-,-,-,-,-
'83:47:04.960',0.032,-,-,-,-,-
'83:47:04.968',0.040,-,-,-,-,-
'83:47:04.976',0.024,-,-,-,-,-
'83:47:04.984',0.032,-,-,-,-,-
'83:47:04.992',0.008,-,-,-,-,-
'83:47:05.000',0.000,-,-,-,-,-
'83:47:05.008',0.016,-,-,-,-,-
'83:47:05.016',0.000,-,-,-,-,-
'83:47:05.024',0.016,-,-,-,-,-
'83:47:05.032',0.000,-,-,-,-,-
'83:47:05.040',0.000,-,-,-,-,-
'83:47:05.048',0.000,-,-,-,-,-
'83:47:05.056',0.000,-,-,-,-,-
'83:47:05.064',-0.008,-,-,-,-,-
'83:47:05.072',0.000,-,-,-,-,-
'83:47:05.080',0.000,-,-,-,-,-
'83:47:05.088',0.008,-,-,-,-,-
'83:47:05.096',0.016,-,-,-,-,-
'83:47:05.104',-0.008,-,-,-,-,-
'83:47:05.112',0.008,-,-,-,-,-
'83:47:05.120',-0.016,-,-,-,-,-
'83:47:05.128',0.000,-,-,-,-,-
'83:47:05.136',0.008,-,-,-,-,-
'83:47:05.144',-0.016,-,-,-,-,-
'83:47:05.152',-0.024,-,-,-,-,-
'83:47:05.160',0.000,-,-,-,-,-
'83:47:05.168',-0.008,-,-,-,-,-
'83:47:05.176',0.008,-,-,-,-,-
'83:47:05.184',0.000,-,-,-,-,-
'83:47:05.192',-0.008,-,-,-,-,-
'83:47:05.200',-0.016,-,-,-,-,-
'83:47:05.208',0.000,-,-,-,-,-
'83:47:05.216',-0.008,-,-,-,-,-
'83:47:05.224',0.000,-,-,-,-,-
'83:47:05.232',-0.016,-,-,-,-,-
'83:47:05.240',0.000,-,-,-,-,-
'83:47:05.248',-0.016,-,-,-,-,-
'83:47:05.256',0.000,-,-,-,-,-
'83:47:05.264',-0.016,-,-,-,-,-
'83:47:05.272',-0.008,-,-,-,-,-
'83:47:05.280',-0.024,-,-,-,-,-
'83:47:05.288',0.000,-,-,-,-,-
'83:47:05.296',-0.024,-,-,-,-,-
'83:47:05.304',-0.008,-,-,-,-,-
'83:47:05.312',-0.016,-,-,-,-,-
'83:47:05.320',0.008,-,-,-,-,-
'83:47:05.328',0.008,-,-,-,-,-
'83:47:05.336',0.024,-,-,-,-,-
'83:47:05.344',0.016,-,-,-,-,-
'83:47:05.352',0.008,-,-,-,-,-
'83:47:05.360',0.024,-,-,-,-,-
'83:47:05.368',0.000,-,-,-,-,-
'83:47:05.376',0.000,-,-,-,-,-
'83:47:05.384',-0.032,-,-,-,-,-
'83:47:05.392',-0.056,-,-,-,-,-
'83:47:05.400',-0.064,-,-,-,-,-
'83:47:05.408',-0.040,-,-,-,-,-
'83:47:05.416',-0.064,-,-,-,-,-
'83:47:05.424',0.032,-,-,-,-,-
'83:47:05.432',0.088,-,-,-,-,-
'83:47:05.440',0.144,-,-,-,-,-
'83:47:05.448',0.056,-,-,-,-,-
'83:47:05.456',-0.056,-,-,-,-,-
'83:47:05.464',-0.136,-,-,-,-,-
'83:47:05.472',-0.184,-,-,-,-,-
'83:47:05.480',-0.232,-,-,-,-,-
'83:47:05.488',-0.192,-,-,-,-,-
'83:47:05.496',-0.112,-,-,-,-,-
'83:47:05.504',-0.064,-,-,-,-,-
'83:47:05.512',-0.056,-,-,-,-,-
'83:47:05.520',-0.040,-,-,-,-,-
'83:47:05.528',-0.048,-,-,-,-,-
'83:47:05.536',-0.024,-,-,-,-,-
'83:47:05.544',-0.040,-,-,-,-,-
'83:47:05.552',-0.048,-,-,-,-,-
'83:47:05.560',-0.032,-,-,-,-,-
'83:47:05.568',-0.040,-,-,-,-,-
'83:47:05.576',-0.008,-,-,-,-,-
'83:47:05.584',-0.016,-,-,-,-,-
'83:47:05.592',0.000,-,-,-,-,-
'83:47:05.600',-0.016,-,-,-,-,-
'83:47:05.608',0.000,-,-,-,-,-
'83:47:05.616',-0.016,-,-,-,-,-
'83:47:05.624',0.000,-,-,-,-,-
'83:47:05.632',-0.008,-,-,-,-,-
'83:47:05.640',0.000,-,-,-,-,-
'83:47:05.648',-0.008,-,-,-,-,-
'83:47:05.656',0.000,-,-,-,-,-
'83:47:05.664',0.000,-,-,-,-,-
'83:47:05.672',0.008,-,-,-,-,-
'83:47:05.680',-0.016,-,-,-,-,-
'83:47:05.688',0.000,-,-,-,-,-
'83:47:05.696',-0.016,-,-,-,-,-
'83:47:05.704',0.000,-,-,-,-,-
'83:47:05.712',0.000,-,-,-,-,-
'83:47:05.720',0.016,-,-,-,-,-
'83:47:05.728',0.032,-,-,-,-,-
'83:47:05.736',0.024,-,-,-,-,-
'83:47:05.744',0.064,-,-,-,-,-
'83:47:05.752',0.080,-,-,-,-,-
'83:47:05.760',0.088,-,-,-,-,-
'83:47:05.768',0.080,-,-,-,-,-
'83:47:05.776',0.104,-,-,-,-,-
'83:47:05.784',0.080,-,-,-,-,-
'83:47:05.792',0.064,-,-,-,-,-
'83:47:05.800',0.064,-,-,-,-,-
'83:47:05.808',0.064,-,-,-,-,-
'83:47:05.816',0.048,-,-,-,-,-
'83:47:05.824',0.056,-,-,-,-,-
'83:47:05.832',0.040,-,-,-,-,-
'83:47:05.840',0.064,-,-,-,-,-
'83:47:05.848',0.048,-,-,-,-,-
'83:47:05.856',0.064,-,-,-,-,-
'83:47:05.864',0.048,-,-,-,-,-
'83:47:05.872',0.056,-,-,-,-,-
'83:47:05.880',0.048,-,-,-,-,-
'83:47:05.888',0.048,-,-,-,-,-
'83:47:05.896',0.048,-,-,-,-,-
'83:47:05.904',0.064,-,-,-,-,-
'83:47:05.912',0.048,-,-,-,-,-
'83:47:05.920',0.056,-,-,-,-,-
'83:47:05.928',0.024,-,-,-,-,-
'83:47:05.936',0.040,-,-,-,-,-
'83:47:05.944',0.048,-,-,-,-,-
'83:47:05.952',0.032,-,-,-,-,-
'83:47:05.960',0.048,-,-,-,-,-
'83:47:05.968',0.024,-,-,-,-,-
'83:47:05.976',0.048,-,-,-,-,-
'83:47:05.984',0.024,-,-,-,-,-
'83:47:05.992',0.032,-,-,-,-,-
'83:47:06.000',0.024,-,-,-,-,-
'83:47:06.008',0.016,-,-,-,-,-
'83:47:06.016',0.008,-,-,-,-,-
'83:47:06.024',0.040,-,-,-,-,-
'83:47:06.032',0.016,-,-,-,-,-
'83:47:06.040',0.024,-,-,-,-,-
'83:47:06.048',0.016,-,-,-,-,-
'83:47:06.056',0.032,-,-,-,-,-
'83:47:06.064',0.008,-,-,-,-,-
'83:47:06.072',0.032,-,-,-,-,-
'83:47:06.080',0.016,-,-,-,-,-
'83:47:06.088',0.048,-,-,-,-,-
'83:47:06.096',0.024,-,-,-,-,-
'83:47:06.104',0.040,-,-,-,-,-
'83:47:06.112',0.024,-,-,-,-,-
'83:47:06.120',0.064,-,-,-,-,-
'83:47:06.128',0.064,-,-,-,-,-
'83:47:06.136',0.088,-,-,-,-,-
'83:47:06.144',0.064,-,-,-,-,-
'83:47:06.152',0.080,-,-,-,-,-
'83:47:06.160',0.064,-,-,-,-,-
'83:47:06.168',0.088,-,-,-,-,-
'83:47:06.176',0.056,-,-,-,-,-
'83:47:06.184',0.032,-,-,-,-,-
'83:47:06.192',0.048,-,-,-,-,-
'83:47:06.200',0.008,-,-,-,-,-
'83:47:06.208',0.016,-,-,-,-,-
'83:47:06.216',0.000,-,-,-,-,-
'83:47:06.224',0.104,-,-,-,-,-
'83:47:06.232',0.184,-,-,-,-,-
'83:47:06.240',0.272,-,-,-,-,-
'83:47:06.248',0.192,-,-,-,-,-
'83:47:06.256',0.056,-,-,-,-,-
'83:47:06.264',-0.040,-,-,-,-,-
'83:47:06.272',-0.112,-,-,-,-,-
'83:47:06.280',-0.168,-,-,-,-,-
'83:47:06.288',-0.128,-,-,-,-,-
'83:47:06.296',-0.056,-,-,-,-,-
'83:47:06.304',0.000,-,-,-,-,-
'83:47:06.312',0.008,-,-,-,-,-
'83:47:06.320',0.040,-,-,-,-,-
'83:47:06.328',0.008,-,-,-,-,-
'83:47:06.336',0.000,-,-,-,-,-
'83:47:06.344',0.008,-,-,-,-,-
'83:47:06.352',0.000,-,-,-,-,-
'83:47:06.360',0.032,-,-,-,-,-
'83:47:06.368',0.016,-,-,-,-,-
'83:47:06.376',0.016,-,-,-,-,-
'83:47:06.384',0.024,-,-,-,-,-
'83:47:06.392',0.032,-,-,-,-,-
'83:47:06.400',0.024,-,-,-,-,-
'83:47:06.408',0.008,-,-,-,-,-
'83:47:06.416',0.024,-,-,-,-,-
'83:47:06.424',0.016,-,-,-,-,-
'83:47:06.432',0.008,-,-,-,-,-
'83:47:06.440',0.032,-,-,-,-,-
'83:47:06.448',0.016,-,-,-,-,-
'83:47:06.456',0.032,-,-,-,-,-
'83:47:06.464',0.016,-,-,-,-,-
'83:47:06.472',0.024,-,-,-,-,-
'83:47:06.480',0.000,-,-,-,-,-
'83:47:06.488',0.032,-,-,-,-,-
'83:47:06.496',0.000,-,-,-,-,-
'83:47:06.504',0.024,-,-,-,-,-
'83:47:06.512',0.016,-,-,-,-,-
'83:47:06.520',0.040,-,-,-,-,-
'83:47:06.528',0.056,-,-,-,-,-
'83:47:06.536',0.088,-,-,-,-,-
'83:47:06.544',0.080,-,-,-,-,-
'83:47:06.552',0.104,-,-,-,-,-
'83:47:06.560',0.120,-,-,-,-,-
'83:47:06.568',0.104,-,-,-,-,-
'83:47:06.576',0.104,-,-,-,-,-
'83:47:06.584',0.088,-,-,-,-,-
'83:47:06.592',0.088,-,-,-,-,-
'83:47:06.600',0.064,-,-,-,-,-
'83:47:06.608',0.088,-,-,-,-,-
'83:47:06.616',0.064,-,-,-,-,-
'83:47:06.624',0.064,-,-,-,-,-
'83:47:06.632',0.040,-,-,-,-,-
'83:47:06.640',0.056,-,-,-,-,-
'83:47:06.648',0.048,-,-,-,-,-
'83:47:06.656',0.056,-,-,-,-,-
'83:47:06.664',0.048,-,-,-,-,-
'83:47:06.672',0.056,-,-,-,-,-
'83:47:06.680',0.048,-,-,-,-,-
'83:47:06.688',0.040,-,-,-,-,-
'83:47:06.696',0.032,-,-,-,-,-
'83:47:06.704',0.040,-,-,-,-,-
'83:47:06.712',0.024,-,-,-,-,-
'83:47:06.720',0.048,-,-,-,-,-
'83:47:06.728',0.024,-,-,-,-,-
'83:47:06.736',0.016,-,-,-,-,-
'83:47:06.744',0.032,-,-,-,-,-
'83:47:06.752',0.008,-,-,-,-,-
'83:47:06.760',0.024,-,-,-,-,-
'83:47:06.768',0.008,-,-,-,-,-
'83:47:06.776',0.024,-,-,-,-,-
'83:47:06.784',0.000,-,-,-,-,-
'83:47:06.792',0.016,-,-,-,-,-
'83:47:06.800',0.000,-,-,-,-,-
'83:47:06.808',0.008,-,-,-,-,-
'83:47:06.816',0.000,-,-,-,-,-
'83:47:06.824',0.000,-,-,-,-,-
'83:47:06.832',-0.008,-,-,-,-,-
'83:47:06.840',0.000,-,-,-,-,-
'83:47:06.848',-0.008,-,-,-,-,-
'83:47:06.856',0.000,-,-,-,-,-
'83:47:06.864',-0.016,-,-,-,-,-
'83:47:06.872',0.008,-,-,-,-,-
'83:47:06.880',-0.008,-,-,-,-,-
'83:47:06.888',0.000,-,-,-,-,-
'83:47:06.896',0.000,-,-,-,-,-
'83:47:06.904',0.008,-,-,-,-,-
'83:47:06.912',0.000,-,-,-,-,-
'83:47:06.920',-0.008,-,-,-,-,-
'83:47:06.928',0.016,-,-,-,-,-
'83:47:06.936',0.048,-,-,-,-,-
'83:47:06.944',0.032,-,-,-,-,-
'83:47:06.952',0.056,-,-,-,-,-
'83:47:06.960',0.048,-,-,-,-,-
'83:47:06.968',0.040,-,-,-,-,-
'83:47:06.976',0.056,-,-,-,-,-
'83:47:06.984',0.016,-,-,-,-,-
'83:47:06.992',0.024,-,-,-,-,-
'83:47:07.000',-0.008,-,-,-,-,-
'83:47:07.008',0.000,-,-,-,-,-
'83:47:07.016',-0.024,-,-,-,-,-
'83:47:07.024',0.000,-,-,-,-,-
'83:47:07.032',0.064,-,-,-,-,-
'83:47:07.040',0.128,-,-,-,-,-
'83:47:07.048',0.208,-,-,-,-,-
'83:47:07.056',0.208,-,-,-,-,-
'83:47:07.064',0.024,-,-,-,-,-
'83:47:07.072',-0.072,-,-,-,-,-
'83:47:07.080',-0.160,-,-,-,-,-
'83:47:07.088',-0.184,-,-,-,-,-
'83:47:07.096',-0.192,-,-,-,-,-
'83:47:07.104',-0.072,-,-,-,-,-
'83:47:07.112',-0.040,-,-,-,-,-
'83:47:07.120',-0.016,-,-,-,-,-
'83:47:07.128',-0.024,-,-,-,-,-
'83:47:07.136',0.000,-,-,-,-,-
'83:47:07.144',0.000,-,-,-,-,-
'83:47:07.152',-0.016,-,-,-,-,-
'83:47:07.160',0.000,-,-,-,-,-
'83:47:07.168',0.000,-,-,-,-,-
'83:47:07.176',0.008,-,-,-,-,-
'83:47:07.184',-0.008,-,-,-,-,-
'83:47:07.192',0.000,-,-,-,-,-
'83:47:07.200',0.000,-,-,-,-,-
'83:47:07.208',0.008,-,-,-,-,-
'83:47:07.216',0.000,-,-,-,-,-
'83:47:07.224',0.016,-,-,-,-,-
'83:47:07.232',0.000,-,-,-,-,-
'83:47:07.240',0.016,-,-,-,-,-
'83:47:07.248',0.000,-,-,-,-,-
'83:47:07.256',0.016,-,-,-,-,-
'83:47:07.264',0.000,-,-,-,-,-
'83:47:07.272',0.008,-,-,-,-,-
'83:47:07.280',0.000,-,-,-,-,-
'83:47:07.288',0.000,-,-,-,-,-
'83:47:07.296',-0.008,-,-,-,-,-
'83:47:07.304',0.008,-,-,-,-,-
'83:47:07.312',-0.008,-,-,-,-,-
'83:47:07.320',0.000,-,-,-,-,-
'83:47:07.328',0.008,-,-,-,-,-
'83:47:07.336',0.000,-,-,-,-,-
'83:47:07.344',0.040,-,-,-,-,-
'83:47:07.352',0.032,-,-,-,-,-
'83:47:07.360',0.064,-,-,-,-,-
'83:47:07.368',0.064,-,-,-,-,-
'83:47:07.376',0.088,-,-,-,-,-
'83:47:07.384',0.064,-,-,-,-,-
'83:47:07.392',0.080,-,-,-,-,-
'83:47:07.400',0.048,-,-,-,-,-
'83:47:07.408',0.064,-,-,-,-,-
'83:47:07.416',0.040,-,-,-,-,-
'83:47:07.424',0.040,-,-,-,-,-
'83:47:07.432',0.024,-,-,-,-,-
'83:47:07.440',0.048,-,-,-,-,-
'83:47:07.448',0.024,-,-,-,-,-
'83:47:07.456',0.040,-,-,-,-,-
'83:47:07.464',0.024,-,-,-,-,-
'83:47:07.472',0.048,-,-,-,-,-
'83:47:07.480',0.032,-,-,-,-,-
'83:47:07.488',0.048,-,-,-,-,-
'83:47:07.496',0.032,-,-,-,-,-
'83:47:07.504',0.040,-,-,-,-,-
'83:47:07.512',0.032,-,-,-,-,-
'83:47:07.520',0.056,-,-,-,-,-
'83:47:07.528',0.032,-,-,-,-,-
'83:47:07.536',0.040,-,-,-,-,-
'83:47:07.544',0.032,-,-,-,-,-
'83:47:07.552',0.040,-,-,-,-,-
'83:47:07.560',0.024,-,-,-,-,-
'83:47:07.568',0.032,-,-,-,-,-
'83:47:07.576',0.024,-,-,-,-,-
'83:47:07.584',0.016,-,-,-,-,-
'83:47:07.592',0.024,-,-,-,-,-
'83:47:07.600',0.016,-,-,-,-,-
'83:47:07.608',0.008,-,-,-,-,-
'83:47:07.616',0.000,-,-,-,-,-
'83:47:07.624',0.024,-,-,-,-,-
'83:47:07.632',0.008,-,-,-,-,-
'83:47:07.640',0.024,-,-,-,-,-
'83:47:07.648',0.008,-,-,-,-,-
'83:47:07.656',0.024,-,-,-,-,-
'83:47:07.664',0.016,-,-,-,-,-
'83:47:07.672',0.024,-,-,-,-,-
'83:47:07.680',0.032,-,-,-,-,-
'83:47:07.688',0.040,-,-,-,-,-
'83:47:07.696',0.000,-,-,-,-,-
'83:47:07.704',0.040,-,-,-,-,-
'83:47:07.712',0.024,-,-,-,-,-
'83:47:07.720',0.016,-,-,-,-,-
'83:47:07.728',0.032,-,-,-,-,-
'83:47:07.736',0.024,-,-,-,-,-
'83:47:07.744',0.048,-,-,-,-,-
'83:47:07.752',0.040,-,-,-,-,-
'83:47:07.760',0.064,-,-,-,-,-
'83:47:07.768',0.056,-,-,-,-,-
'83:47:07.776',0.064,-,-,-,-,-
'83:47:07.784',0.048,-,-,-,-,-
'83:47:07.792',0.056,-,-,-,-,-
'83:47:07.800',0.016,-,-,-,-,-
'83:47:07.808',-0.008,-,-,-,-,-
'83:47:07.816',-0.016,-,-,-,-,-
'83:47:07.824',0.000,-,-,-,-,-
'83:47:07.832',-0.016,-,-,-,-,-
'83:47:07.840',0.048,-,-,-,-,-
'83:47:07.848',0.120,-,-,-,-,-
'83:47:07.856',0.192,-,-,-,-,-
'83:47:07.864',0.152,-,-,-,-,-
'83:47:07.872',0.024,-,-,-,-,-
'83:47:07.880',-0.072,-,-,-,-,-
'83:47:07.888',-0.136,-,-,-,-,-
'83:47:07.896',-0.184,-,-,-,-,-
'83:47:07.904',-0.152,-,-,-,-,-
'83:47:07.912',-0.088,-,-,-,-,-
'83:47:07.920',-0.016,-,-,-,-,-
'83:47:07.928',-0.008,-,-,-,-,-
'83:47:07.936',-0.024,-,-,-,-,-
'83:47:07.944',-0.008,-,-,-,-,-
'83:47:07.952',-0.016,-,-,-,-,-
'83:47:07.960',-0.008,-,-,-,-,-
'83:47:07.968',-0.016,-,-,-,-,-
'83:47:07.976',-0.008,-,-,-,-,-
'83:47:07.984',-0.024,-,-,-,-,-
'83:47:07.992',-0.008,-,-,-,-,-
'83:47:08.000',-0.032,-,-,-,-,-
'83:47:08.008',-0.008,-,-,-,-,-
'83:47:08.016',-0.024,-,-,-,-,-
'83:47:08.024',-0.008,-,-,-,-,-
'83:47:08.032',-0.016,-,-,-,-,-
'83:47:08.040',-0.008,-,-,-,-,-
'83:47:08.048',-0.016,-,-,-,-,-
'83:47:08.056',-0.008,-,-,-,-,-
'83:47:08.064',-0.016,-,-,-,-,-
'83:47:08.072',0.000,-,-,-,-,-
'83:47:08.080',-0.024,-,-,-,-,-
'83:47:08.088',-0.008,-,-,-,-,-
'83:47:08.096',-0.024,-,-,-,-,-
'83:47:08.104',-0.016,-,-,-,-,-
'83:47:08.112',-0.040,-,-,-,-,-
'83:47:08.120',-0.016,-,-,-,-,-
'83:47:08.128',-0.040,-,-,-,-,-
'83:47:08.136',-0.016,-,-,-,-,-
'83:47:08.144',-0.008,-,-,-,-,-
'83:47:08.152',0.016,-,-,-,-,-
'83:47:08.160',0.016,-,-,-,-,-
'83:47:08.168',0.048,-,-,-,-,-
'83:47:08.176',0.056,-,-,-,-,-
'83:47:08.184',0.048,-,-,-,-,-
'83:47:08.192',0.064,-,-,-,-,-
'83:47:08.200',0.048,-,-,-,-,-
'83:47:08.208',0.056,-,-,-,-,-
'83:47:08.216',0.032,-,-,-,-,-
'83:47:08.224',0.040,-,-,-,-,-
'83:47:08.232',0.016,-,-,-,-,-
'83:47:08.240',0.032,-,-,-,-,-
'83:47:08.248',0.016,-,-,-,-,-
'83:47:08.256',0.024,-,-,-,-,-
'83:47:08.264',0.008,-,-,-,-,-
'83:47:08.272',0.016,-,-,-,-,-
'83:47:08.280',0.008,-,-,-,-,-
'83:47:08.288',0.032,-,-,-,-,-
'83:47:08.296',0.008,-,-,-,-,-
'83:47:08.304',0.032,-,-,-,-,-
'83:47:08.312',0.016,-,-,-,-,-
'83:47:08.320',0.024,-,-,-,-,-
'83:47:08.328',0.008,-,-,-,-,-
'83:47:08.336',0.024,-,-,-,-,-
'83:47:08.344',0.016,-,-,-,-,-
'83:47:08.352',0.032,-,-,-,-,-
'83:47:08.360',0.008,-,-,-,-,-
'83:47:08.368',0.024,-,-,-,-,-
'83:47:08.376',0.032,-,-,-,-,-
'83:47:08.384',0.000,-,-,-,-,-
'83:47:08.392',0.000,-,-,-,-,-
'83:47:08.400',0.008,-,-,-,-,-
'83:47:08.408',0.008,-,-,-,-,-
'83:47:08.416',0.000,-,-,-,-,-
'83:47:08.424',0.016,-,-,-,-,-
'83:47:08.432',-0.008,-,-,-,-,-
'83:47:08.440',0.008,-,-,-,-,-
'83:47:08.448',0.000,-,-,-,-,-
'83:47:08.456',0.008,-,-,-,-,-
'83:47:08.464',-0.008,-,-,-,-,-
'83:47:08.472',0.024,-,-,-,-,-
'83:47:08.480',-0.016,-,-,-,-,-
'83:47:08.488',0.000,-,-,-,-,-
'83:47:08.496',0.008,-,-,-,-,-
'83:47:08.504',0.024,-,-,-,-,-
'83:47:08.512',0.000,-,-,-,-,-
'83:47:08.520',0.016,-,-,-,-,-
'83:47:08.528',0.000,-,-,-,-,-
'83:47:08.536',0.016,-,-,-,-,-
'83:47:08.544',0.032,-,-,-,-,-
'83:47:08.552',0.048,-,-,-,-,-
'83:47:08.560',0.056,-,-,-,-,-
'83:47:08.568',0.040,-,-,-,-,-
'83:47:08.576',0.064,-,-,-,-,-
'83:47:08.584',0.040,-,-,-,-,-
'83:47:08.592',0.056,-,-,-,-,-
'83:47:08.600',0.024,-,-,-,-,-
'83:47:08.608',0.000,-,-,-,-,-
'83:47:08.616',-0.008,-,-,-,-,-
'83:47:08.624',-0.016,-,-,-,-,-
'83:47:08.632',-0.008,-,-,-,-,-
'83:47:08.640',0.016,-,-,-,-,-
'83:47:08.648',0.080,-,-,-,-,-
'83:47:08.656',0.136,-,-,-,-,-
'83:47:08.664',0.176,-,-,-,-,-
'83:47:08.672',0.088,-,-,-,-,-
'83:47:08.680',-0.032,-,-,-,-,-
'83:47:08.688',-0.088,-,-,-,-,-
'83:47:08.696',-0.152,-,-,-,-,-
'83:47:08.704',-0.184,-,-,-,-,-
'83:47:08.712',-0.192,-,-,-,-,-
'83:47:08.720',-0.048,-,-,-,-,-
'83:47:08.728',-0.032,-,-,-,-,-
'83:47:08.736',-0.008,-,-,-,-,-
'83:47:08.744',-0.032,-,-,-,-,-
'83:47:08.752',-0.008,-,-,-,-,-
'83:47:08.760',-0.032,-,-,-,-,-
'83:47:08.768',-0.016,-,-,-,-,-
'83:47:08.776',-0.008,-,-,-,-,-
'83:47:08.784',-0.024,-,-,-,-,-
'83:47:08.792',-0.008,-,-,-,-,-
'83:47:08.800',-0.040,-,-,-,-,-
'83:47:08.808',-0.016,-,-,-,-,-
'83:47:08.816',-0.024,-,-,-,-,-
'83:47:08.824',-0.016,-,-,-,-,-
'83:47:08.832',-0.024,-,-,-,-,-
'83:47:08.840',0.000,-,-,-,-,-
'83:47:08.848',-0.032,-,-,-,-,-
'83:47:08.856',-0.016,-,-,-,-,-
'83:47:08.864',-0.032,-,-,-,-,-
'83:47:08.872',-0.008,-,-,-,-,-
'83:47:08.880',-0.024,-,-,-,-,-
'83:47:08.888',-0.008,-,-,-,-,-
'83:47:08.896',-0.040,-,-,-,-,-
'83:47:08.904',-0.032,-,-,-,-,-
'83:47:08.912',-0.040,-,-,-,-,-
'83:47:08.920',-0.024,-,-,-,-,-
'83:47:08.928',-0.032,-,-,-,-,-
'83:47:08.936',-0.016,-,-,-,-,-
'83:47:08.944',-0.008,-,-,-,-,-
'83:47:08.952',0.000,-,-,-,-,-
'83:47:08.960',0.008,-,-,-,-,-
'83:47:08.968',0.040,-,-,-,-,-
'83:47:08.976',0.056,-,-,-,-,-
'83:47:08.984',0.064,-,-,-,-,-
'83:47:08.992',0.056,-,-,-,-,-
'83:47:09.000',0.048,-,-,-,-,-
'83:47:09.008',0.080,-,-,-,-,-
'83:47:09.016',0.040,-,-,-,-,-
'83:47:09.024',0.056,-,-,-,-,-
'83:47:09.032',0.032,-,-,-,-,-
'83:47:09.040',0.016,-,-,-,-,-
'83:47:09.048',0.008,-,-,-,-,-
'83:47:09.056',0.032,-,-,-,-,-
'83:47:09.064',0.008,-,-,-,-,-
'83:47:09.072',0.032,-,-,-,-,-
'83:47:09.080',0.016,-,-,-,-,-
'83:47:09.088',0.032,-,-,-,-,-
'83:47:09.096',0.016,-,-,-,-,-
'83:47:09.104',0.024,-,-,-,-,-
'83:47:09.112',0.008,-,-,-,-,-
'83:47:09.120',0.032,-,-,-,-,-
'83:47:09.128',0.016,-,-,-,-,-
'83:47:09.136',0.008,-,-,-,-,-
'83:47:09.144',0.032,-,-,-,-,-
'83:47:09.152',0.040,-,-,-,-,-
'83:47:09.160',0.000,-,-,-,-,-
'83:47:09.168',0.008,-,-,-,-,-
'83:47:09.176',0.016,-,-,-,-,-
'83:47:09.184',0.000,-,-,-,-,-
'83:47:09.192',0.008,-,-,-,-,-
'83:47:09.200',0.000,-,-,-,-,-
'83:47:09.208',0.024,-,-,-,-,-
'83:47:09.216',0.008,-,-,-,-,-
'83:47:09.224',0.016,-,-,-,-,-
'83:47:09.232',-0.008,-,-,-,-,-
'83:47:09.240',0.000,-,-,-,-,-
'83:47:09.248',0.008,-,-,-,-,-
'83:47:09.256',0.000,-,-,-,-,-
'83:47:09.264',0.000,-,-,-,-,-
'83:47:09.272',0.016,-,-,-,-,-
'83:47:09.280',0.000,-,-,-,-,-
'83:47:09.288',-0.008,-,-,-,-,-
'83:47:09.296',-0.016,-,-,-,-,-
'83:47:09.304',0.008,-,-,-,-,-
'83:47:09.312',-0.008,-,-,-,-,-
'83:47:09.320',0.008,-,-,-,-,-
'83:47:09.328',0.000,-,-,-,-,-
'83:47:09.336',0.000,-,-,-,-,-
'83:47:09.344',0.024,-,-,-,-,-
'83:47:09.352',0.016,-,-,-,-,-
'83:47:09.360',0.032,-,-,-,-,-
'83:47:09.368',0.048,-,-,-,-,-
'83:47:09.376',0.056,-,-,-,-,-
'83:47:09.384',0.064,-,-,-,-,-
'83:47:09.392',0.032,-,-,-,-,-
'83:47:09.400',0.024,-,-,-,-,-
'83:47:09.408',0.040,-,-,-,-,-
'83:47:09.416',0.000,-,-,-,-,-
'83:47:09.424',0.008,-,-,-,-,-
'83:47:09.432',0.000,-,-,-,-,-
'83:47:09.440',-0.008,-,-,-,-,-
'83:47:09.448',0.040,-,-,-,-,-
'83:47:09.456',0.120,-,-,-,-,-
'83:47:09.464',0.168,-,-,-,-,-
'83:47:09.472',0.176,-,-,-,-,-
'83:47:09.480',0.016,-,-,-,-,-
'83:47:09.488',-0.064,-,-,-,-,-
'83:47:09.496',-0.144,-,-,-,-,-
'83:47:09.504',-0.176,-,-,-,-,-
'83:47:09.512',-0.192,-,-,-,-,-
'83:47:09.520',-0.104,-,-,-,-,-
'83:47:09.528',-0.048,-,-,-,-,-
